Freq.	V(vout)
5.58470194736809e+000	(4.28153112033011e+001dB,1.79993232863796e+002°)
5.59757601495088e+000	(4.28153112030407e+001dB,1.79993217263936e+002°)
5.61047976032448e+000	(4.28153112027790e+001dB,1.79993201628115e+002°)
5.62341325190327e+000	(4.28153112025164e+001dB,1.79993185956249e+002°)
5.63637655825932e+000	(4.28153112022524e+001dB,1.79993170248256e+002°)
5.64936974812280e+000	(4.28153112019872e+001dB,1.79993154504053e+002°)
5.66239289038231e+000	(4.28153112017208e+001dB,1.79993138723555e+002°)
5.67544605408525e+000	(4.28153112014531e+001dB,1.79993122906679e+002°)
5.68852930843819e+000	(4.28153112011843e+001dB,1.79993107053342e+002°)
5.70164272280725e+000	(4.28153112009141e+001dB,1.79993091163459e+002°)
5.71478636671844e+000	(4.28153112006428e+001dB,1.79993075236946e+002°)
5.72796030985806e+000	(4.28153112003701e+001dB,1.79993059273719e+002°)
5.74116462207305e+000	(4.28153112000963e+001dB,1.79993043273692e+002°)
5.75439937337134e+000	(4.28153111998212e+001dB,1.79993027236782e+002°)
5.76766463392228e+000	(4.28153111995447e+001dB,1.79993011162903e+002°)
5.78096047405695e+000	(4.28153111992671e+001dB,1.79992995051970e+002°)
5.79428696426858e+000	(4.28153111989881e+001dB,1.79992978903897e+002°)
5.80764417521289e+000	(4.28153111987078e+001dB,1.79992962718599e+002°)
5.82103217770848e+000	(4.28153111984263e+001dB,1.79992946495990e+002°)
5.83445104273721e+000	(4.28153111981434e+001dB,1.79992930235984e+002°)
5.84790084144457e+000	(4.28153111978593e+001dB,1.79992913938495e+002°)
5.86138164514005e+000	(4.28153111975738e+001dB,1.79992897603437e+002°)
5.87489352529753e+000	(4.28153111972870e+001dB,1.79992881230722e+002°)
5.88843655355565e+000	(4.28153111969989e+001dB,1.79992864820264e+002°)
5.90201080171820e+000	(4.28153111967094e+001dB,1.79992848371976e+002°)
5.91561634175450e+000	(4.28153111964186e+001dB,1.79992831885771e+002°)
5.92925324579975e+000	(4.28153111961266e+001dB,1.79992815361561e+002°)
5.94292158615548e+000	(4.28153111958331e+001dB,1.79992798799259e+002°)
5.95662143528986e+000	(4.28153111955383e+001dB,1.79992782198777e+002°)
5.97035286583812e+000	(4.28153111952421e+001dB,1.79992765560027e+002°)
5.98411595060295e+000	(4.28153111949445e+001dB,1.79992748882921e+002°)
5.99791076255485e+000	(4.28153111946456e+001dB,1.79992732167370e+002°)
6.01173737483253e+000	(4.28153111943453e+001dB,1.79992715413285e+002°)
6.02559586074333e+000	(4.28153111940437e+001dB,1.79992698620579e+002°)
6.03948629376355e+000	(4.28153111937405e+001dB,1.79992681789161e+002°)
6.05340874753888e+000	(4.28153111934361e+001dB,1.79992664918943e+002°)
6.06736329588480e+000	(4.28153111931302e+001dB,1.79992648009835e+002°)
6.08135001278693e+000	(4.28153111928229e+001dB,1.79992631061748e+002°)
6.09536897240144e+000	(4.28153111925142e+001dB,1.79992614074591e+002°)
6.10942024905547e+000	(4.28153111922040e+001dB,1.79992597048274e+002°)
6.12350391724748e+000	(4.28153111918925e+001dB,1.79992579982708e+002°)
6.13762005164769e+000	(4.28153111915795e+001dB,1.79992562877802e+002°)
6.15176872709842e+000	(4.28153111912650e+001dB,1.79992545733465e+002°)
6.16595001861456e+000	(4.28153111909491e+001dB,1.79992528549606e+002°)
6.18016400138390e+000	(4.28153111906317e+001dB,1.79992511326134e+002°)
6.19441075076755e+000	(4.28153111903129e+001dB,1.79992494062958e+002°)
6.20869034230037e+000	(4.28153111899926e+001dB,1.79992476759987e+002°)
6.22300285169133e+000	(4.28153111896708e+001dB,1.79992459417128e+002°)
6.23734835482393e+000	(4.28153111893476e+001dB,1.79992442034289e+002°)
6.25172692775659e+000	(4.28153111890229e+001dB,1.79992424611379e+002°)
6.26613864672309e+000	(4.28153111886966e+001dB,1.79992407148305e+002°)
6.28058358813291e+000	(4.28153111883688e+001dB,1.79992389644974e+002°)
6.29506182857171e+000	(4.28153111880395e+001dB,1.79992372101294e+002°)
6.30957344480166e+000	(4.28153111877087e+001dB,1.79992354517172e+002°)
6.32411851376192e+000	(4.28153111873765e+001dB,1.79992336892514e+002°)
6.33869711256900e+000	(4.28153111870427e+001dB,1.79992319227227e+002°)
6.35330931851717e+000	(4.28153111867071e+001dB,1.79992301521217e+002°)
6.36795520907889e+000	(4.28153111863703e+001dB,1.79992283774391e+002°)
6.38263486190521e+000	(4.28153111860318e+001dB,1.79992265986654e+002°)
6.39734835482621e+000	(4.28153111856917e+001dB,1.79992248157912e+002°)
6.41209576585134e+000	(4.28153111853501e+001dB,1.79992230288071e+002°)
6.42687717316992e+000	(4.28153111850068e+001dB,1.79992212377035e+002°)
6.44169265515150e+000	(4.28153111846621e+001dB,1.79992194424710e+002°)
6.45654229034628e+000	(4.28153111843157e+001dB,1.79992176431001e+002°)
6.47142615748555e+000	(4.28153111839677e+001dB,1.79992158395812e+002°)
6.48634433548210e+000	(4.28153111836181e+001dB,1.79992140319048e+002°)
6.50129690343063e+000	(4.28153111832669e+001dB,1.79992122200612e+002°)
6.51628394060814e+000	(4.28153111829140e+001dB,1.79992104040409e+002°)
6.53130552647444e+000	(4.28153111825596e+001dB,1.79992085838343e+002°)
6.54636174067247e+000	(4.28153111822035e+001dB,1.79992067594316e+002°)
6.56145266302877e+000	(4.28153111818458e+001dB,1.79992049308233e+002°)
6.57657837355392e+000	(4.28153111814864e+001dB,1.79992030979996e+002°)
6.59173895244293e+000	(4.28153111811253e+001dB,1.79992012609507e+002°)
6.60693448007567e+000	(4.28153111807627e+001dB,1.79991994196671e+002°)
6.62216503701733e+000	(4.28153111803983e+001dB,1.79991975741388e+002°)
6.63743070401880e+000	(4.28153111800322e+001dB,1.79991957243562e+002°)
6.65273156201712e+000	(4.28153111796645e+001dB,1.79991938703094e+002°)
6.66806769213593e+000	(4.28153111792950e+001dB,1.79991920119886e+002°)
6.68343917568585e+000	(4.28153111789238e+001dB,1.79991901493839e+002°)
6.69884609416497e+000	(4.28153111785509e+001dB,1.79991882824854e+002°)
6.71428852925923e+000	(4.28153111781764e+001dB,1.79991864112833e+002°)
6.72976656284288e+000	(4.28153111778001e+001dB,1.79991845357676e+002°)
6.74528027697892e+000	(4.28153111774220e+001dB,1.79991826559285e+002°)
6.76082975391952e+000	(4.28153111770422e+001dB,1.79991807717558e+002°)
6.77641507610645e+000	(4.28153111766606e+001dB,1.79991788832397e+002°)
6.79203632617155e+000	(4.28153111762774e+001dB,1.79991769903701e+002°)
6.80769358693711e+000	(4.28153111758922e+001dB,1.79991750931370e+002°)
6.82338694141639e+000	(4.28153111755054e+001dB,1.79991731915303e+002°)
6.83911647281399e+000	(4.28153111751168e+001dB,1.79991712855399e+002°)
6.85488226452631e+000	(4.28153111747263e+001dB,1.79991693751558e+002°)
6.87068440014202e+000	(4.28153111743341e+001dB,1.79991674603678e+002°)
6.88652296344246e+000	(4.28153111739400e+001dB,1.79991655411658e+002°)
6.90239803840211e+000	(4.28153111735441e+001dB,1.79991636175395e+002°)
6.91830970918906e+000	(4.28153111731464e+001dB,1.79991616894789e+002°)
6.93425806016538e+000	(4.28153111727469e+001dB,1.79991597569736e+002°)
6.95024317588766e+000	(4.28153111723455e+001dB,1.79991578200134e+002°)
6.96626514110738e+000	(4.28153111719422e+001dB,1.79991558785880e+002°)
6.98232404077140e+000	(4.28153111715371e+001dB,1.79991539326872e+002°)
6.99841996002242e+000	(4.28153111711302e+001dB,1.79991519823007e+002°)
7.01455298419940e+000	(4.28153111707214e+001dB,1.79991500274180e+002°)
7.03072319883802e+000	(4.28153111703106e+001dB,1.79991480680289e+002°)
7.04693068967115e+000	(4.28153111698980e+001dB,1.79991461041229e+002°)
7.06317554262930e+000	(4.28153111694835e+001dB,1.79991441356896e+002°)
7.07945784384106e+000	(4.28153111690670e+001dB,1.79991421627186e+002°)
7.09577767963357e+000	(4.28153111686487e+001dB,1.79991401851995e+002°)
7.11213513653297e+000	(4.28153111682284e+001dB,1.79991382031217e+002°)
7.12853030126487e+000	(4.28153111678061e+001dB,1.79991362164748e+002°)
7.14496326075481e+000	(4.28153111673819e+001dB,1.79991342252481e+002°)
7.16143410212869e+000	(4.28153111669558e+001dB,1.79991322294312e+002°)
7.17794291271329e+000	(4.28153111665277e+001dB,1.79991302290135e+002°)
7.19448978003667e+000	(4.28153111660976e+001dB,1.79991282239843e+002°)
7.21107479182867e+000	(4.28153111656655e+001dB,1.79991262143331e+002°)
7.22769803602137e+000	(4.28153111652314e+001dB,1.79991242000491e+002°)
7.24435960074957e+000	(4.28153111647954e+001dB,1.79991221811217e+002°)
7.26105957435122e+000	(4.28153111643573e+001dB,1.79991201575403e+002°)
7.27779804536791e+000	(4.28153111639172e+001dB,1.79991181292940e+002°)
7.29457510254535e+000	(4.28153111634750e+001dB,1.79991160963721e+002°)
7.31139083483384e+000	(4.28153111630309e+001dB,1.79991140587638e+002°)
7.32824533138870e+000	(4.28153111625847e+001dB,1.79991120164583e+002°)
7.34513868157081e+000	(4.28153111621363e+001dB,1.79991099694449e+002°)
7.36207097494702e+000	(4.28153111616860e+001dB,1.79991079177126e+002°)
7.37904230129067e+000	(4.28153111612336e+001dB,1.79991058612506e+002°)
7.39605275058204e+000	(4.28153111607790e+001dB,1.79991038000479e+002°)
7.41310241300883e+000	(4.28153111603225e+001dB,1.79991017340937e+002°)
7.43019137896667e+000	(4.28153111598637e+001dB,1.79990996633769e+002°)
7.44731973905954e+000	(4.28153111594029e+001dB,1.79990975878867e+002°)
7.46448758410032e+000	(4.28153111589398e+001dB,1.79990955076120e+002°)
7.48169500511120e+000	(4.28153111584747e+001dB,1.79990934225417e+002°)
7.49894209332421e+000	(4.28153111580075e+001dB,1.79990913326649e+002°)
7.51622894018170e+000	(4.28153111575382e+001dB,1.79990892379704e+002°)
7.53355563733682e+000	(4.28153111570664e+001dB,1.79990871384471e+002°)
7.55092227665399e+000	(4.28153111565927e+001dB,1.79990850340839e+002°)
7.56832895020939e+000	(4.28153111561168e+001dB,1.79990829248697e+002°)
7.58577575029148e+000	(4.28153111556386e+001dB,1.79990808107932e+002°)
7.60326276940146e+000	(4.28153111551583e+001dB,1.79990786918433e+002°)
7.62079010025376e+000	(4.28153111546757e+001dB,1.79990765680086e+002°)
7.63835783577655e+000	(4.28153111541909e+001dB,1.79990744392781e+002°)
7.65596606911220e+000	(4.28153111537039e+001dB,1.79990723056403e+002°)
7.67361489361783e+000	(4.28153111532146e+001dB,1.79990701670840e+002°)
7.69130440286573e+000	(4.28153111527231e+001dB,1.79990680235978e+002°)
7.70903469064394e+000	(4.28153111522292e+001dB,1.79990658751703e+002°)
7.72680585095666e+000	(4.28153111517332e+001dB,1.79990637217902e+002°)
7.74461797802482e+000	(4.28153111512349e+001dB,1.79990615634461e+002°)
7.76247116628655e+000	(4.28153111507342e+001dB,1.79990594001264e+002°)
7.78036551039767e+000	(4.28153111502312e+001dB,1.79990572318198e+002°)
7.79830110523222e+000	(4.28153111497259e+001dB,1.79990550585147e+002°)
7.81627804588293e+000	(4.28153111492182e+001dB,1.79990528801997e+002°)
7.83429642766175e+000	(4.28153111487082e+001dB,1.79990506968631e+002°)
7.85235634610034e+000	(4.28153111481959e+001dB,1.79990485084934e+002°)
7.87045789695061e+000	(4.28153111476811e+001dB,1.79990463150790e+002°)
7.88860117618517e+000	(4.28153111471641e+001dB,1.79990441166082e+002°)
7.90678627999787e+000	(4.28153111466447e+001dB,1.79990419130695e+002°)
7.92501330480434e+000	(4.28153111461228e+001dB,1.79990397044510e+002°)
7.94328234724244e+000	(4.28153111455985e+001dB,1.79990374907412e+002°)
7.96159350417281e+000	(4.28153111450718e+001dB,1.79990352719282e+002°)
7.97994687267938e+000	(4.28153111445427e+001dB,1.79990330480004e+002°)
7.99834255006990e+000	(4.28153111440111e+001dB,1.79990308189459e+002°)
8.01678063387641e+000	(4.28153111434771e+001dB,1.79990285847528e+002°)
8.03526122185579e+000	(4.28153111429407e+001dB,1.79990263454095e+002°)
8.05378441199028e+000	(4.28153111424017e+001dB,1.79990241009039e+002°)
8.07235030248799e+000	(4.28153111418602e+001dB,1.79990218512241e+002°)
8.09095899178343e+000	(4.28153111413163e+001dB,1.79990195963584e+002°)
8.10961057853802e+000	(4.28153111407698e+001dB,1.79990173362946e+002°)
8.12830516164060e+000	(4.28153111402208e+001dB,1.79990150710209e+002°)
8.14704284020800e+000	(4.28153111396693e+001dB,1.79990128005251e+002°)
8.16582371358553e+000	(4.28153111391153e+001dB,1.79990105247953e+002°)
8.18464788134750e+000	(4.28153111385586e+001dB,1.79990082438194e+002°)
8.20351544329778e+000	(4.28153111379994e+001dB,1.79990059575854e+002°)
8.22242649947031e+000	(4.28153111374377e+001dB,1.79990036660810e+002°)
8.24138115012962e+000	(4.28153111368733e+001dB,1.79990013692941e+002°)
8.26037949577138e+000	(4.28153111363064e+001dB,1.79989990672127e+002°)
8.27942163712294e+000	(4.28153111357368e+001dB,1.79989967598243e+002°)
8.29850767514382e+000	(4.28153111351646e+001dB,1.79989944471169e+002°)
8.31763771102630e+000	(4.28153111345897e+001dB,1.79989921290782e+002°)
8.33681184619593e+000	(4.28153111340122e+001dB,1.79989898056958e+002°)
8.35603018231207e+000	(4.28153111334320e+001dB,1.79989874769575e+002°)
8.37529282126841e+000	(4.28153111328491e+001dB,1.79989851428508e+002°)
8.39459986519356e+000	(4.28153111322636e+001dB,1.79989828033635e+002°)
8.41395141645154e+000	(4.28153111316754e+001dB,1.79989804584831e+002°)
8.43334757764234e+000	(4.28153111310844e+001dB,1.79989781081973e+002°)
8.45278845160248e+000	(4.28153111304908e+001dB,1.79989757524934e+002°)
8.47227414140554e+000	(4.28153111298943e+001dB,1.79989733913591e+002°)
8.49180475036272e+000	(4.28153111292951e+001dB,1.79989710247818e+002°)
8.51138038202334e+000	(4.28153111286932e+001dB,1.79989686527490e+002°)
8.53100114017547e+000	(4.28153111280885e+001dB,1.79989662752481e+002°)
8.55066712884641e+000	(4.28153111274809e+001dB,1.79989638922665e+002°)
8.57037845230327e+000	(4.28153111268706e+001dB,1.79989615037915e+002°)
8.59013521505353e+000	(4.28153111262575e+001dB,1.79989591098106e+002°)
8.60993752184558e+000	(4.28153111256416e+001dB,1.79989567103109e+002°)
8.62978547766927e+000	(4.28153111250228e+001dB,1.79989543052799e+002°)
8.64967918775650e+000	(4.28153111244011e+001dB,1.79989518947046e+002°)
8.66961875758173e+000	(4.28153111237765e+001dB,1.79989494785724e+002°)
8.68960429286258e+000	(4.28153111231491e+001dB,1.79989470568705e+002°)
8.70963589956037e+000	(4.28153111225188e+001dB,1.79989446295859e+002°)
8.72971368388068e+000	(4.28153111218856e+001dB,1.79989421967059e+002°)
8.74983775227392e+000	(4.28153111212494e+001dB,1.79989397582175e+002°)
8.77000821143590e+000	(4.28153111206103e+001dB,1.79989373141079e+002°)
8.79022516830840e+000	(4.28153111199682e+001dB,1.79989348643639e+002°)
8.81048873007969e+000	(4.28153111193233e+001dB,1.79989324089728e+002°)
8.83079900418518e+000	(4.28153111186753e+001dB,1.79989299479213e+002°)
8.85115609830791e+000	(4.28153111180244e+001dB,1.79989274811966e+002°)
8.87156012037916e+000	(4.28153111173704e+001dB,1.79989250087854e+002°)
8.89201117857903e+000	(4.28153111167134e+001dB,1.79989225306748e+002°)
8.91250938133700e+000	(4.28153111160534e+001dB,1.79989200468515e+002°)
8.93305483733250e+000	(4.28153111153903e+001dB,1.79989175573025e+002°)
8.95364765549548e+000	(4.28153111147242e+001dB,1.79989150620144e+002°)
8.97428794500703e+000	(4.28153111140551e+001dB,1.79989125609741e+002°)
8.99497581529989e+000	(4.28153111133827e+001dB,1.79989100541683e+002°)
9.01571137605911e+000	(4.28153111127073e+001dB,1.79989075415837e+002°)
9.03649473722255e+000	(4.28153111120288e+001dB,1.79989050232070e+002°)
9.05732600898154e+000	(4.28153111113472e+001dB,1.79989024990249e+002°)
9.07820530178139e+000	(4.28153111106624e+001dB,1.79988999690239e+002°)
9.09913272632205e+000	(4.28153111099744e+001dB,1.79988974331907e+002°)
9.12010839355863e+000	(4.28153111092833e+001dB,1.79988948915118e+002°)
9.14113241470203e+000	(4.28153111085889e+001dB,1.79988923439736e+002°)
9.16220490121953e+000	(4.28153111078915e+001dB,1.79988897905628e+002°)
9.18332596483534e+000	(4.28153111071907e+001dB,1.79988872312658e+002°)
9.20449571753124e+000	(4.28153111064867e+001dB,1.79988846660690e+002°)
9.22571427154716e+000	(4.28153111057795e+001dB,1.79988820949588e+002°)
9.24698173938175e+000	(4.28153111050690e+001dB,1.79988795179216e+002°)
9.26829823379301e+000	(4.28153111043552e+001dB,1.79988769349437e+002°)
9.28966386779888e+000	(4.28153111036382e+001dB,1.79988743460115e+002°)
9.31107875467782e+000	(4.28153111029178e+001dB,1.79988717511111e+002°)
9.33254300796943e+000	(4.28153111021941e+001dB,1.79988691502289e+002°)
9.35405674147503e+000	(4.28153111014672e+001dB,1.79988665433510e+002°)
9.37562006925832e+000	(4.28153111007367e+001dB,1.79988639304636e+002°)
9.39723310564589e+000	(4.28153111000029e+001dB,1.79988613115529e+002°)
9.41889596522792e+000	(4.28153110992658e+001dB,1.79988586866050e+002°)
9.44060876285874e+000	(4.28153110985252e+001dB,1.79988560556060e+002°)
9.46237161365744e+000	(4.28153110977813e+001dB,1.79988534185419e+002°)
9.48418463300848e+000	(4.28153110970338e+001dB,1.79988507753987e+002°)
9.50604793656232e+000	(4.28153110962830e+001dB,1.79988481261624e+002°)
9.52796164023602e+000	(4.28153110955287e+001dB,1.79988454708191e+002°)
9.54992586021386e+000	(4.28153110947708e+001dB,1.79988428093545e+002°)
9.57194071294794e+000	(4.28153110940096e+001dB,1.79988401417546e+002°)
9.59400631515883e+000	(4.28153110932448e+001dB,1.79988374680053e+002°)
9.61612278383614e+000	(4.28153110924764e+001dB,1.79988347880924e+002°)
9.63829023623920e+000	(4.28153110917045e+001dB,1.79988321020016e+002°)
9.66050878989762e+000	(4.28153110909291e+001dB,1.79988294097187e+002°)
9.68277856261198e+000	(4.28153110901500e+001dB,1.79988267112295e+002°)
9.70509967245438e+000	(4.28153110893674e+001dB,1.79988240065196e+002°)
9.72747223776914e+000	(4.28153110885812e+001dB,1.79988212955747e+002°)
9.74989637717335e+000	(4.28153110877913e+001dB,1.79988185783804e+002°)
9.77237220955759e+000	(4.28153110869978e+001dB,1.79988158549224e+002°)
9.79489985408647e+000	(4.28153110862006e+001dB,1.79988131251862e+002°)
9.81747943019932e+000	(4.28153110853997e+001dB,1.79988103891572e+002°)
9.84011105761082e+000	(4.28153110845951e+001dB,1.79988076468211e+002°)
9.86279485631158e+000	(4.28153110837869e+001dB,1.79988048981632e+002°)
9.88553094656886e+000	(4.28153110829749e+001dB,1.79988021431690e+002°)
9.90831944892715e+000	(4.28153110821592e+001dB,1.79987993818239e+002°)
9.93116048420881e+000	(4.28153110813396e+001dB,1.79987966141132e+002°)
9.95405417351474e+000	(4.28153110805162e+001dB,1.79987938400223e+002°)
9.97700063822500e+000	(4.28153110796892e+001dB,1.79987910595365e+002°)
9.99999999999947e+000	(4.28153110788583e+001dB,1.79987882726410e+002°)
1.00230523807785e+001	(4.28153110780235e+001dB,1.79987854793210e+002°)
1.00461579027834e+001	(4.28153110771849e+001dB,1.79987826795618e+002°)
1.00693166885175e+001	(4.28153110763425e+001dB,1.79987798733484e+002°)
1.00925288607663e+001	(4.28153110754960e+001dB,1.79987770606661e+002°)
1.01157945425984e+001	(4.28153110746458e+001dB,1.79987742414998e+002°)
1.01391138573662e+001	(4.28153110737916e+001dB,1.79987714158348e+002°)
1.01624869287064e+001	(4.28153110729335e+001dB,1.79987685836558e+002°)
1.01859138805406e+001	(4.28153110720713e+001dB,1.79987657449481e+002°)
1.02093948370762e+001	(4.28153110712053e+001dB,1.79987628996964e+002°)
1.02329299228070e+001	(4.28153110703352e+001dB,1.79987600478858e+002°)
1.02565192625135e+001	(4.28153110694611e+001dB,1.79987571895010e+002°)
1.02801629812642e+001	(4.28153110685830e+001dB,1.79987543245270e+002°)
1.03038612044156e+001	(4.28153110677008e+001dB,1.79987514529485e+002°)
1.03276140576134e+001	(4.28153110668146e+001dB,1.79987485747504e+002°)
1.03514216667929e+001	(4.28153110659242e+001dB,1.79987456899174e+002°)
1.03752841581796e+001	(4.28153110650298e+001dB,1.79987427984341e+002°)
1.03992016582900e+001	(4.28153110641312e+001dB,1.79987399002853e+002°)
1.04231742939325e+001	(4.28153110632285e+001dB,1.79987369954555e+002°)
1.04472021922074e+001	(4.28153110623216e+001dB,1.79987340839294e+002°)
1.04712854805084e+001	(4.28153110614105e+001dB,1.79987311656916e+002°)
1.04954242865226e+001	(4.28153110604951e+001dB,1.79987282407265e+002°)
1.05196187382317e+001	(4.28153110595757e+001dB,1.79987253090187e+002°)
1.05438689639120e+001	(4.28153110586520e+001dB,1.79987223705526e+002°)
1.05681750921360e+001	(4.28153110577239e+001dB,1.79987194253126e+002°)
1.05925372517723e+001	(4.28153110567917e+001dB,1.79987164732832e+002°)
1.06169555719867e+001	(4.28153110558551e+001dB,1.79987135144486e+002°)
1.06414301822426e+001	(4.28153110549140e+001dB,1.79987105487932e+002°)
1.06659612123020e+001	(4.28153110539689e+001dB,1.79987075763013e+002°)
1.06905487922260e+001	(4.28153110530192e+001dB,1.79987045969570e+002°)
1.07151930523755e+001	(4.28153110520652e+001dB,1.79987016107447e+002°)
1.07398941234119e+001	(4.28153110511067e+001dB,1.79986986176485e+002°)
1.07646521362978e+001	(4.28153110501439e+001dB,1.79986956176524e+002°)
1.07894672222977e+001	(4.28153110491766e+001dB,1.79986926107406e+002°)
1.08143395129788e+001	(4.28153110482048e+001dB,1.79986895968972e+002°)
1.08392691402114e+001	(4.28153110472286e+001dB,1.79986865761062e+002°)
1.08642562361701e+001	(4.28153110462479e+001dB,1.79986835483515e+002°)
1.08893009333337e+001	(4.28153110452626e+001dB,1.79986805136171e+002°)
1.09144033644870e+001	(4.28153110442727e+001dB,1.79986774718870e+002°)
1.09395636627203e+001	(4.28153110432784e+001dB,1.79986744231449e+002°)
1.09647819614312e+001	(4.28153110422794e+001dB,1.79986713673748e+002°)
1.09900583943246e+001	(4.28153110412758e+001dB,1.79986683045604e+002°)
1.10153930954135e+001	(4.28153110402676e+001dB,1.79986652346854e+002°)
1.10407861990201e+001	(4.28153110392547e+001dB,1.79986621577337e+002°)
1.10662378397760e+001	(4.28153110382371e+001dB,1.79986590736889e+002°)
1.10917481526234e+001	(4.28153110372149e+001dB,1.79986559825346e+002°)
1.11173172728153e+001	(4.28153110361879e+001dB,1.79986528842544e+002°)
1.11429453359167e+001	(4.28153110351563e+001dB,1.79986497788320e+002°)
1.11686324778050e+001	(4.28153110341197e+001dB,1.79986466662509e+002°)
1.11943788346709e+001	(4.28153110330785e+001dB,1.79986435464945e+002°)
1.12201845430190e+001	(4.28153110320324e+001dB,1.79986404195463e+002°)
1.12460497396686e+001	(4.28153110309816e+001dB,1.79986372853898e+002°)
1.12719745617545e+001	(4.28153110299257e+001dB,1.79986341440083e+002°)
1.12979591467273e+001	(4.28153110288652e+001dB,1.79986309953852e+002°)
1.13240036323549e+001	(4.28153110277997e+001dB,1.79986278395037e+002°)
1.13501081567225e+001	(4.28153110267293e+001dB,1.79986246763472e+002°)
1.13762728582337e+001	(4.28153110256538e+001dB,1.79986215058988e+002°)
1.14024978756110e+001	(4.28153110245735e+001dB,1.79986183281419e+002°)
1.14287833478971e+001	(4.28153110234882e+001dB,1.79986151430594e+002°)
1.14551294144547e+001	(4.28153110223979e+001dB,1.79986119506345e+002°)
1.14815362149682e+001	(4.28153110213026e+001dB,1.79986087508504e+002°)
1.15080038894437e+001	(4.28153110202021e+001dB,1.79986055436900e+002°)
1.15345325782103e+001	(4.28153110190966e+001dB,1.79986023291363e+002°)
1.15611224219203e+001	(4.28153110179860e+001dB,1.79985991071724e+002°)
1.15877735615506e+001	(4.28153110168703e+001dB,1.79985958777810e+002°)
1.16144861384028e+001	(4.28153110157494e+001dB,1.79985926409451e+002°)
1.16412602941042e+001	(4.28153110146234e+001dB,1.79985893966475e+002°)
1.16680961706090e+001	(4.28153110134921e+001dB,1.79985861448711e+002°)
1.16949939101980e+001	(4.28153110123557e+001dB,1.79985828855985e+002°)
1.17219536554806e+001	(4.28153110112140e+001dB,1.79985796188126e+002°)
1.17489755493946e+001	(4.28153110100670e+001dB,1.79985763444959e+002°)
1.17760597352074e+001	(4.28153110089147e+001dB,1.79985730626311e+002°)
1.18032063565166e+001	(4.28153110077571e+001dB,1.79985697732009e+002°)
1.18304155572510e+001	(4.28153110065942e+001dB,1.79985664761878e+002°)
1.18576874816709e+001	(4.28153110054258e+001dB,1.79985631715742e+002°)
1.18850222743695e+001	(4.28153110042521e+001dB,1.79985598593427e+002°)
1.19124200802731e+001	(4.28153110030731e+001dB,1.79985565394758e+002°)
1.19398810446420e+001	(4.28153110018884e+001dB,1.79985532119557e+002°)
1.19674053130717e+001	(4.28153110006985e+001dB,1.79985498767650e+002°)
1.19949930314931e+001	(4.28153109995029e+001dB,1.79985465338858e+002°)
1.20226443461734e+001	(4.28153109983019e+001dB,1.79985431833005e+002°)
1.20503594037173e+001	(4.28153109970952e+001dB,1.79985398249913e+002°)
1.20781383510671e+001	(4.28153109958831e+001dB,1.79985364589404e+002°)
1.21059813355041e+001	(4.28153109946654e+001dB,1.79985330851300e+002°)
1.21338885046491e+001	(4.28153109934420e+001dB,1.79985297035421e+002°)
1.21618600064630e+001	(4.28153109922131e+001dB,1.79985263141588e+002°)
1.21898959892480e+001	(4.28153109909783e+001dB,1.79985229169622e+002°)
1.22179966016480e+001	(4.28153109897379e+001dB,1.79985195119343e+002°)
1.22461619926498e+001	(4.28153109884919e+001dB,1.79985160990570e+002°)
1.22743923115834e+001	(4.28153109872399e+001dB,1.79985126783122e+002°)
1.23026877081231e+001	(4.28153109859823e+001dB,1.79985092496817e+002°)
1.23310483322884e+001	(4.28153109847188e+001dB,1.79985058131475e+002°)
1.23594743344444e+001	(4.28153109834496e+001dB,1.79985023686912e+002°)
1.23879658653030e+001	(4.28153109821745e+001dB,1.79984989162946e+002°)
1.24165230759234e+001	(4.28153109808934e+001dB,1.79984954559394e+002°)
1.24451461177131e+001	(4.28153109796065e+001dB,1.79984919876073e+002°)
1.24738351424287e+001	(4.28153109783136e+001dB,1.79984885112799e+002°)
1.25025903021765e+001	(4.28153109770148e+001dB,1.79984850269387e+002°)
1.25314117494134e+001	(4.28153109757100e+001dB,1.79984815345652e+002°)
1.25602996369480e+001	(4.28153109743991e+001dB,1.79984780341410e+002°)
1.25892541179409e+001	(4.28153109730822e+001dB,1.79984745256475e+002°)
1.26182753459060e+001	(4.28153109717592e+001dB,1.79984710090661e+002°)
1.26473634747108e+001	(4.28153109704301e+001dB,1.79984674843781e+002°)
1.26765186585777e+001	(4.28153109690949e+001dB,1.79984639515649e+002°)
1.27057410520847e+001	(4.28153109677535e+001dB,1.79984604106077e+002°)
1.27350308101659e+001	(4.28153109664059e+001dB,1.79984568614878e+002°)
1.27643880881127e+001	(4.28153109650521e+001dB,1.79984533041863e+002°)
1.27938130415745e+001	(4.28153109636920e+001dB,1.79984497386844e+002°)
1.28233058265595e+001	(4.28153109623257e+001dB,1.79984461649631e+002°)
1.28528665994354e+001	(4.28153109609530e+001dB,1.79984425830036e+002°)
1.28824955169306e+001	(4.28153109595741e+001dB,1.79984389927868e+002°)
1.29121927361346e+001	(4.28153109581887e+001dB,1.79984353942937e+002°)
1.29419584144991e+001	(4.28153109567969e+001dB,1.79984317875052e+002°)
1.29717927098388e+001	(4.28153109553988e+001dB,1.79984281724022e+002°)
1.30016957803321e+001	(4.28153109539942e+001dB,1.79984245489655e+002°)
