time	V(n004)
0.000000000000000e+000	-5.000000e+000
9.999999999999999e-012	-5.000000e+000
2.000000000000000e-011	5.000000e+000
2.029608250834051e-007	5.000000e+000
4.059016501668101e-007	5.000000e+000
6.088424752502151e-007	5.000000e+000
8.117833003336202e-007	5.000000e+000
1.014724125417025e-006	5.000000e+000
1.217664950500430e-006	5.000000e+000
1.420605775583835e-006	5.000000e+000
1.620605775583835e-006	5.000000e+000
1.720605775583834e-006	5.000000e+000
1.820605775583834e-006	5.000000e+000
1.920605775583834e-006	5.000000e+000
2.020605775583834e-006	5.000000e+000
2.120605775583834e-006	5.000000e+000
2.220605775583834e-006	5.000000e+000
2.320605775583834e-006	5.000000e+000
2.420605775583834e-006	5.000000e+000
2.520605775583834e-006	5.000000e+000
2.620605775583833e-006	5.000000e+000
2.720605775583833e-006	5.000000e+000
2.820605775583833e-006	5.000000e+000
3.020605775583833e-006	5.000000e+000
3.220605775583833e-006	5.000000e+000
3.520605775583832e-006	5.000000e+000
3.820605775583833e-006	5.000000e+000
4.120605775583832e-006	5.000000e+000
4.420605775583832e-006	5.000000e+000
4.720605775583832e-006	5.000000e+000
5.020605775583831e-006	5.000000e+000
5.320605775583831e-006	5.000000e+000
5.620605775583831e-006	5.000000e+000
5.920605775583831e-006	5.000000e+000
6.220605775583830e-006	5.000000e+000
6.520605775583830e-006	5.000000e+000
6.820605775583831e-006	5.000000e+000
7.120605775583831e-006	5.000000e+000
7.420605775583832e-006	5.000000e+000
7.720605775583833e-006	5.000000e+000
8.020605775583834e-006	5.000000e+000
8.320605775583833e-006	5.000000e+000
8.620605775583835e-006	5.000000e+000
8.920605775583837e-006	5.000000e+000
9.220605775583839e-006	5.000000e+000
9.520605775583841e-006	5.000000e+000
9.820605775583844e-006	5.000000e+000
1.012060577558385e-005	5.000000e+000
1.042060577558385e-005	5.000000e+000
1.072060577558385e-005	5.000000e+000
1.102060577558385e-005	5.000000e+000
1.132060577558386e-005	5.000000e+000
1.162060577558386e-005	5.000000e+000
1.192060577558386e-005	5.000000e+000
1.222060577558386e-005	5.000000e+000
1.252060577558386e-005	5.000000e+000
1.282060577558387e-005	5.000000e+000
1.312060577558387e-005	5.000000e+000
1.342060577558387e-005	5.000000e+000
1.372060577558387e-005	5.000000e+000
1.402060577558388e-005	5.000000e+000
1.432060577558388e-005	5.000000e+000
1.462060577558388e-005	5.000000e+000
1.492060577558388e-005	5.000000e+000
1.522060577558388e-005	5.000000e+000
1.552060577558387e-005	5.000000e+000
1.582060577558387e-005	5.000000e+000
1.612060577558387e-005	5.000000e+000
1.642060577558387e-005	5.000000e+000
1.672060577558387e-005	5.000000e+000
1.702060577558387e-005	5.000000e+000
1.732060577558386e-005	5.000000e+000
1.762060577558386e-005	5.000000e+000
1.792060577558386e-005	5.000000e+000
1.822060577558386e-005	5.000000e+000
1.852060577558385e-005	5.000000e+000
1.882060577558385e-005	5.000000e+000
1.910766495050044e-005	5.000000e+000
1.939472412541704e-005	5.000000e+000
1.968178330033363e-005	5.000000e+000
1.996884247525022e-005	5.000000e+000
2.025590165016681e-005	5.000000e+000
2.054296082508341e-005	5.000000e+000
2.083002000000000e-005	5.000000e+000
2.083003000000000e-005	-5.000000e+000
2.103072388570518e-005	-5.000000e+000
2.123141777141036e-005	-5.000000e+000
2.143211165711554e-005	-5.000000e+000
2.163280554282072e-005	-5.000000e+000
2.183349942852591e-005	-5.000000e+000
2.203419331423108e-005	-5.000000e+000
2.223488719993627e-005	-5.000000e+000
2.243488719993626e-005	-5.000000e+000
2.253488719993626e-005	-5.000000e+000
2.263488719993626e-005	-5.000000e+000
2.273488719993626e-005	-5.000000e+000
2.283488719993626e-005	-5.000000e+000
2.293488719993626e-005	-5.000000e+000
2.303488719993626e-005	-5.000000e+000
2.313488719993626e-005	-5.000000e+000
2.323488719993626e-005	-5.000000e+000
2.333488719993626e-005	-5.000000e+000
2.343488719993626e-005	-5.000000e+000
2.353488719993625e-005	-5.000000e+000
2.363488719993625e-005	-5.000000e+000
2.383488719993625e-005	-5.000000e+000
2.403488719993625e-005	-5.000000e+000
2.433488719993625e-005	-5.000000e+000
2.463488719993624e-005	-5.000000e+000
