Freq.	V(out)/V(in)
2.23872113856829e+002	(9.32381264185347e+000dB,8.99993695332053e+001°)
2.29086765276772e+002	(9.12381264283204e+000dB,8.99993376375303e+001°)
2.34422881531987e+002	(8.92381264385596e+000dB,8.99993053906619e+001°)
2.39883291901944e+002	(8.72381264492741e+000dB,8.99992727755025e+001°)
2.45470891568498e+002	(8.52381264604865e+000dB,8.99992397747591e+001°)
2.51188643150952e+002	(8.32381264722206e+000dB,8.99992063709341e+001°)
2.57039578276881e+002	(8.12381264845014e+000dB,8.99991725463166e+001°)
2.63026799189532e+002	(7.92381264973550e+000dB,8.99991382829722e+001°)
2.69153480392686e+002	(7.72381265108085e+000dB,8.99991035627340e+001°)
2.75422870333811e+002	(7.52381265248904e+000dB,8.99990683671928e+001°)
2.81838293126439e+002	(7.32381265396307e+000dB,8.99990326776878e+001°)
2.88403150312654e+002	(7.12381265550606e+000dB,8.99989964752956e+001°)
2.95120922666632e+002	(6.92381265712130e+000dB,8.99989597408213e+001°)
3.01995172040195e+002	(6.72381265881219e+000dB,8.99989224547879e+001°)
3.09029543251352e+002	(6.52381266058233e+000dB,8.99988845974257e+001°)
3.16227766016831e+002	(6.32381266243547e+000dB,8.99988461486624e+001°)
3.23593656929621e+002	(6.12381266437555e+000dB,8.99988070881119e+001°)
3.31131121482584e+002	(5.92381266640667e+000dB,8.99987673950637e+001°)
3.38844156139195e+002	(5.72381266853316e+000dB,8.99987270484720e+001°)
3.46736850452524e+002	(5.52381267075951e+000dB,8.99986860269447e+001°)
3.54813389233567e+002	(5.32381267309046e+000dB,8.99986443087315e+001°)
3.63078054770093e+002	(5.12381267553093e+000dB,8.99986018717128e+001°)
3.71535229097164e+002	(4.92381267808612e+000dB,8.99985586933881e+001°)
3.80189396320553e+002	(4.72381268076144e+000dB,8.99985147508636e+001°)
3.89045144994272e+002	(4.52381268356257e+000dB,8.99984700208403e+001°)
3.98107170553488e+002	(4.32381268649544e+000dB,8.99984244796019e+001°)
4.07380277804104e+002	(4.12381268956628e+000dB,8.99983781030018e+001°)
4.16869383470326e+002	(3.92381269278160e+000dB,8.99983308664505e+001°)
4.26579518801583e+002	(3.72381269614823e+000dB,8.99982827449025e+001°)
4.36515832240156e+002	(3.52381269967329e+000dB,8.99982337128432e+001°)
4.46683592150953e+002	(3.32381270336429e+000dB,8.99981837442752e+001°)
4.57088189614865e+002	(3.12381270722902e+000dB,8.99981328127044e+001°)
4.67735141287188e+002	(2.92381271127571e+000dB,8.99980808911262e+001°)
4.78630092322627e+002	(2.72381271551292e+000dB,8.99980279520112e+001°)
4.89778819368435e+002	(2.52381271994966e+000dB,8.99979739672903e+001°)
5.01187233627261e+002	(2.32381272459533e+000dB,8.99979189083401e+001°)
5.12861383991353e+002	(2.12381272945977e+000dB,8.99978627459677e+001°)
5.24807460249761e+002	(1.92381273455332e+000dB,8.99978054503951e+001°)
5.37031796370240e+002	(1.72381273988677e+000dB,8.99977469912433e+001°)
5.49540873857612e+002	(1.52381274547144e+000dB,8.99976873375165e+001°)
5.62341325190336e+002	(1.32381275131918e+000dB,8.99976264575856e+001°)
5.75439937337144e+002	(1.12381275744238e+000dB,8.99975643191712e+001°)
5.88843655355575e+002	(9.23812763854041e-001dB,8.99975008893268e+001°)
6.02559586074344e+002	(7.23812770567759e-001dB,8.99974361344209e+001°)
6.16595001861468e+002	(5.23812777597772e-001dB,8.99973700201198e+001°)
6.30957344480179e+002	(3.23812784958998e-001dB,8.99973025113687e+001°)
6.45654229034641e+002	(1.23812792667048e-001dB,8.99972335723736e+001°)
6.60693448007581e+002	(-7.61871992617408e-002dB,8.99971631665821e+001°)
6.76082975391966e+002	(-2.76187190810222e-001dB,8.99970912566643e+001°)
6.91830970918920e+002	(-4.76187181960497e-001dB,8.99970178044925e+001°)
7.07945784384121e+002	(-6.76187172693775e-001dB,8.99969427711214e+001°)
7.24435960074973e+002	(-8.76187162990410e-001dB,8.99968661167673e+001°)
7.41310241300900e+002	(-1.07618715282981e+000dB,8.99967878007872e+001°)
7.58577575029166e+002	(-1.27618714219043e+000dB,8.99967077816568e+001°)
7.76247116628674e+002	(-1.47618713104970e+000dB,8.99966260169490e+001°)
7.94328234724263e+002	(-1.67618711938400e+000dB,8.99965424633111e+001°)
8.12830516164080e+002	(-1.87618710716856e+000dB,8.99964570764419e+001°)
8.31763771102651e+002	(-2.07618709437750e+000dB,8.99963698110681e+001°)
8.51138038202356e+002	(-2.27618708098367e+000dB,8.99962806209205e+001°)
8.70963589956060e+002	(-2.47618706695866e+000dB,8.99961894587094e+001°)
8.91250938133724e+002	(-2.67618705227273e+000dB,8.99960962760993e+001°)
9.12010839355888e+002	(-2.87618703689472e+000dB,8.99960010236837e+001°)
9.33254300796969e+002	(-3.07618702079202e+000dB,8.99959036509585e+001°)
9.54992586021413e+002	(-3.27618700393046e+000dB,8.99958041062954e+001°)
9.77237220955787e+002	(-3.47618698627429e+000dB,8.99957023369146e+001°)
9.99999999999976e+002	(-3.67618696778606e+000dB,8.99955982888567e+001°)
1.02329299228073e+003	(-3.87618694842653e+000dB,8.99954919069540e+001°)
1.04712854805087e+003	(-4.07618692815466e+000dB,8.99953831348015e+001°)
1.07151930523758e+003	(-4.27618690692744e+000dB,8.99952719147269e+001°)
1.09647819614316e+003	(-4.47618688469986e+000dB,8.99951581877598e+001°)
1.12201845430194e+003	(-4.67618686142474e+000dB,8.99950418936007e+001°)
1.14815362149685e+003	(-4.87618683705274e+000dB,8.99949229705891e+001°)
1.17489755493950e+003	(-5.07618681153216e+000dB,8.99948013556704e+001°)
1.20226443461738e+003	(-5.27618678480885e+000dB,8.99946769843630e+001°)
1.23026877081235e+003	(-5.47618675682614e+000dB,8.99945497907235e+001°)
1.25892541179414e+003	(-5.67618672752467e+000dB,8.99944197073123e+001°)
1.28824955169310e+003	(-5.87618669684230e+000dB,8.99942866651576e+001°)
1.31825673855637e+003	(-6.07618666471393e+000dB,8.99941505937188e+001°)
1.34896288259162e+003	(-6.27618663107142e+000dB,8.99940114208491e+001°)
1.38038426460285e+003	(-6.47618659584341e+000dB,8.99938690727573e+001°)
1.41253754462272e+003	(-6.67618655895518e+000dB,8.99937234739687e+001°)
1.44543977074589e+003	(-6.87618652032849e+000dB,8.99935745472851e+001°)
1.47910838816817e+003	(-7.07618647988138e+000dB,8.99934222137437e+001°)
1.51356124843617e+003	(-7.27618643752809e+000dB,8.99932663925754e+001°)
1.54881661891244e+003	(-7.47618639317876e+000dB,8.99931070011620e+001°)
1.58489319246107e+003	(-7.67618634673933e+000dB,8.99929439549921e+001°)
1.62181009735889e+003	(-7.87618629811129e+000dB,8.99927771676169e+001°)
1.65958690743752e+003	(-8.07618624719151e+000dB,8.99926065506035e+001°)
1.69824365246170e+003	(-8.27618619387195e+000dB,8.99924320134889e+001°)
1.73780082874933e+003	(-8.47618613803955e+000dB,8.99922534637314e+001°)
1.77827941003888e+003	(-8.67618607957585e+000dB,8.99920708066618e+001°)
1.81970085860994e+003	(-8.87618601835685e+000dB,8.99918839454332e+001°)
1.86208713666282e+003	(-9.07618595425271e+000dB,8.99916927809697e+001°)
1.90546071796320e+003	(-9.27618588712745e+000dB,8.99914972119135e+001°)
1.94984459975800e+003	(-9.47618581683869e+000dB,8.99912971345719e+001°)
1.99526231496883e+003	(-9.67618574323732e+000dB,8.99910924428614e+001°)
2.04173794466948e+003	(-9.87618566616723e+000dB,8.99908830282522e+001°)
2.08929613085399e+003	(-1.00761855854650e+001dB,8.99906687797105e+001°)
2.13796208950218e+003	(-1.02761855009593e+001dB,8.99904495836391e+001°)
2.18776162394950e+003	(-1.04761854124711e+001dB,8.99902253238180e+001°)
2.23872113856828e+003	(-1.06761853198125e+001dB,8.99899958813422e+001°)
2.29086765276772e+003	(-1.08761852227871e+001dB,8.99897611345588e+001°)
2.34422881531986e+003	(-1.10761851211890e+001dB,8.99895209590025e+001°)
2.39883291901943e+003	(-1.12761850148027e+001dB,8.99892752273298e+001°)
2.45470891568497e+003	(-1.14761849034026e+001dB,8.99890238092511e+001°)
2.51188643150952e+003	(-1.16761847867525e+001dB,8.99887665714621e+001°)
2.57039578276880e+003	(-1.18761846646047e+001dB,8.99885033775726e+001°)
2.63026799189532e+003	(-1.20761845367004e+001dB,8.99882340880346e+001°)
2.69153480392685e+003	(-1.22761844027681e+001dB,8.99879585600682e+001°)
2.75422870333810e+003	(-1.24761842625237e+001dB,8.99876766475858e+001°)
2.81838293126438e+003	(-1.26761841156699e+001dB,8.99873882011147e+001°)
2.88403150312653e+003	(-1.28761839618950e+001dB,8.99870930677179e+001°)
2.95120922666631e+003	(-1.30761838008730e+001dB,8.99867910909130e+001°)
3.01995172040194e+003	(-1.32761836322622e+001dB,8.99864821105892e+001°)
3.09029543251351e+003	(-1.34761834557051e+001dB,8.99861659629225e+001°)
3.16227766016830e+003	(-1.36761832708271e+001dB,8.99858424802886e+001°)
3.23593656929620e+003	(-1.38761830772361e+001dB,8.99855114911744e+001°)
3.31131121482583e+003	(-1.40761828745214e+001dB,8.99851728200868e+001°)
3.38844156139194e+003	(-1.42761826622531e+001dB,8.99848262874597e+001°)
3.46736850452523e+003	(-1.44761824399809e+001dB,8.99844717095590e+001°)
3.54813389233566e+003	(-1.46761822072334e+001dB,8.99841088983849e+001°)
3.63078054770092e+003	(-1.48761819635168e+001dB,8.99837376615722e+001°)
3.71535229097163e+003	(-1.50761817083142e+001dB,8.99833578022889e+001°)
3.80189396320552e+003	(-1.52761814410842e+001dB,8.99829691191311e+001°)
3.89045144994271e+003	(-1.54761811612602e+001dB,8.99825714060165e+001°)
3.98107170553487e+003	(-1.56761808682484e+001dB,8.99821644520755e+001°)
4.07380277804102e+003	(-1.58761805614274e+001dB,8.99817480415389e+001°)
4.16869383470325e+003	(-1.60761802401464e+001dB,8.99813219536237e+001°)
4.26579518801582e+003	(-1.62761799037240e+001dB,8.99808859624161e+001°)
4.36515832240155e+003	(-1.64761795514464e+001dB,8.99804398367518e+001°)
4.46683592150952e+003	(-1.66761791825665e+001dB,8.99799833400933e+001°)
4.57088189614863e+003	(-1.68761787963019e+001dB,8.99795162304045e+001°)
4.67735141287186e+003	(-1.70761783918332e+001dB,8.99790382600225e+001°)
4.78630092322626e+003	(-1.72761779683025e+001dB,8.99785491755263e+001°)
4.89778819368434e+003	(-1.74761775248114e+001dB,8.99780487176024e+001°)
5.01187233627259e+003	(-1.76761770604192e+001dB,8.99775366209074e+001°)
5.12861383991352e+003	(-1.78761765741410e+001dB,8.99770126139270e+001°)
5.24807460249759e+003	(-1.80761760649452e+001dB,8.99764764188329e+001°)
5.37031796370239e+003	(-1.82761755317518e+001dB,8.99759277513346e+001°)
5.49540873857610e+003	(-1.84761749734297e+001dB,8.99753663205290e+001°)
5.62341325190334e+003	(-1.86761743887948e+001dB,8.99747918287468e+001°)
5.75439937337142e+003	(-1.88761737766069e+001dB,8.99742039713936e+001°)
5.88843655355574e+003	(-1.90761731355676e+001dB,8.99736024367895e+001°)
6.02559586074342e+003	(-1.92761724643170e+001dB,8.99729869060032e+001°)
6.16595001861466e+003	(-1.94761717614315e+001dB,8.99723570526831e+001°)
6.30957344480177e+003	(-1.96761710254200e+001dB,8.99717125428847e+001°)
6.45654229034639e+003	(-1.98761702547214e+001dB,8.99710530348931e+001°)
6.60693448007579e+003	(-2.00761694477010e+001dB,8.99703781790420e+001°)
6.76082975391964e+003	(-2.02761686026469e+001dB,8.99696876175286e+001°)
6.91830970918918e+003	(-2.04761677177668e+001dB,8.99689809842237e+001°)
7.07945784384119e+003	(-2.06761667911836e+001dB,8.99682579044778e+001°)
7.24435960074971e+003	(-2.08761658209320e+001dB,8.99675179949223e+001°)
7.41310241300898e+003	(-2.10761648049540e+001dB,8.99667608632669e+001°)
7.58577575029164e+003	(-2.12761637410945e+001dB,8.99659861080908e+001°)
7.76247116628671e+003	(-2.14761626270969e+001dB,8.99651933186309e+001°)
7.94328234724260e+003	(-2.16761614605985e+001dB,8.99643820745633e+001°)
8.12830516164078e+003	(-2.18761602391247e+001dB,8.99635519457812e+001°)
8.31763771102649e+003	(-2.20761589600849e+001dB,8.99627024921666e+001°)
8.51138038202354e+003	(-2.22761576207660e+001dB,8.99618332633570e+001°)
8.70963589956058e+003	(-2.24761562183271e+001dB,8.99609437985072e+001°)
8.91250938133722e+003	(-2.26761547497935e+001dB,8.99600336260447e+001°)
9.12010839355886e+003	(-2.28761532120503e+001dB,8.99591022634198e+001°)
9.33254300796966e+003	(-2.30761516018357e+001dB,8.99581492168503e+001°)
9.54992586021411e+003	(-2.32761499157343e+001dB,8.99571739810594e+001°)
9.77237220955785e+003	(-2.34761481501698e+001dB,8.99561760390086e+001°)
9.99999999999974e+003	(-2.36761463013971e+001dB,8.99551548616230e+001°)
1.02329299228073e+004	(-2.38761443654948e+001dB,8.99541099075116e+001°)
1.04712854805087e+004	(-2.40761423383566e+001dB,8.99530406226802e+001°)
1.07151930523758e+004	(-2.42761402156828e+001dB,8.99519464402383e+001°)
1.09647819614316e+004	(-2.44761379929710e+001dB,8.99508267800981e+001°)
1.12201845430193e+004	(-2.46761356655066e+001dB,8.99496810486679e+001°)
1.14815362149685e+004	(-2.48761332283527e+001dB,8.99485086385374e+001°)
1.17489755493950e+004	(-2.50761306763399e+001dB,8.99473089281561e+001°)
1.20226443461738e+004	(-2.52761280040552e+001dB,8.99460812815039e+001°)
1.23026877081235e+004	(-2.54761252058303e+001dB,8.99448250477544e+001°)
1.25892541179413e+004	(-2.56761222757301e+001dB,8.99435395609304e+001°)
1.28824955169310e+004	(-2.58761192075394e+001dB,8.99422241395511e+001°)
1.31825673855637e+004	(-2.60761159947503e+001dB,8.99408780862709e+001°)
1.34896288259162e+004	(-2.62761126305483e+001dB,8.99395006875110e+001°)
1.38038426460285e+004	(-2.64761091077976e+001dB,8.99380912130807e+001°)
1.41253754462272e+004	(-2.66761054190261e+001dB,8.99366489157916e+001°)
1.44543977074589e+004	(-2.68761015564097e+001dB,8.99351730310615e+001°)
1.47910838816817e+004	(-2.70760975117554e+001dB,8.99336627765101e+001°)
1.51356124843617e+004	(-2.72760932764842e+001dB,8.99321173515445e+001°)
1.54881661891244e+004	(-2.74760888416127e+001dB,8.99305359369359e+001°)
1.58489319246107e+004	(-2.76760841977344e+001dB,8.99289176943858e+001°)
1.62181009735889e+004	(-2.78760793349991e+001dB,8.99272617660826e+001°)
1.65958690743752e+004	(-2.80760742430928e+001dB,8.99255672742477e+001°)
1.69824365246170e+004	(-2.82760689112152e+001dB,8.99238333206709e+001°)
1.73780082874933e+004	(-2.84760633280570e+001dB,8.99220589862356e+001°)
1.77827941003888e+004	(-2.86760574817761e+001dB,8.99202433304324e+001°)
1.81970085860993e+004	(-2.88760513599722e+001dB,8.99183853908619e+001°)
1.86208713666282e+004	(-2.90760449496606e+001dB,8.99164841827257e+001°)
1.90546071796320e+004	(-2.92760382372449e+001dB,8.99145386983056e+001°)
1.94984459975799e+004	(-2.94760312084877e+001dB,8.99125479064311e+001°)
1.99526231496883e+004	(-2.96760238484807e+001dB,8.99105107519339e+001°)
2.04173794466947e+004	(-2.98760161416132e+001dB,8.99084261550909e+001°)
2.08929613085398e+004	(-3.00760080715387e+001dB,8.99062930110530e+001°)
2.13796208950217e+004	(-3.02759996211405e+001dB,8.99041101892617e+001°)
2.18776162394949e+004	(-3.04759907724950e+001dB,8.99018765328517e+001°)
2.23872113856828e+004	(-3.06759815068343e+001dB,8.98995908580402e+001°)
2.29086765276771e+004	(-3.08759718045058e+001dB,8.98972519535013e+001°)
2.34422881531986e+004	(-3.10759616449309e+001dB,8.98948585797268e+001°)
2.39883291901943e+004	(-3.12759510065612e+001dB,8.98924094683718e+001°)
2.45470891568496e+004	(-3.14759398668330e+001dB,8.98899033215854e+001°)
2.51188643150951e+004	(-3.16759282021192e+001dB,8.98873388113256e+001°)
2.57039578276879e+004	(-3.18759159876791e+001dB,8.98847145786594e+001°)
2.63026799189531e+004	(-3.20759031976066e+001dB,8.98820292330452e+001°)
2.69153480392684e+004	(-3.22758898047743e+001dB,8.98792813516006e+001°)
2.75422870333809e+004	(-3.24758757807769e+001dB,8.98764694783514e+001°)
2.81838293126438e+004	(-3.26758610958703e+001dB,8.98735921234652e+001°)
2.88403150312653e+004	(-3.28758457189089e+001dB,8.98706477624660e+001°)
2.95120922666630e+004	(-3.30758296172794e+001dB,8.98676348354316e+001°)
3.01995172040193e+004	(-3.32758127568319e+001dB,8.98645517461720e+001°)
3.09029543251351e+004	(-3.34757951018069e+001dB,8.98613968613898e+001°)
3.16227766016829e+004	(-3.36757766147603e+001dB,8.98581685098202e+001°)
3.23593656929619e+004	(-3.38757572564833e+001dB,8.98548649813527e+001°)
3.31131121482582e+004	(-3.40757369859197e+001dB,8.98514845261315e+001°)
3.38844156139193e+004	(-3.42757157600788e+001dB,8.98480253536364e+001°)
3.46736850452522e+004	(-3.44756935339440e+001dB,8.98444856317417e+001°)
3.54813389233566e+004	(-3.46756702603776e+001dB,8.98408634857545e+001°)
3.63078054770091e+004	(-3.48756458900210e+001dB,8.98371569974308e+001°)
3.71535229097162e+004	(-3.50756203711896e+001dB,8.98333642039693e+001°)
3.80189396320551e+004	(-3.52755936497639e+001dB,8.98294830969818e+001°)
3.89045144994270e+004	(-3.54755656690741e+001dB,8.98255116214416e+001°)
3.98107170553486e+004	(-3.56755363697805e+001dB,8.98214476746063e+001°)
4.07380277804101e+004	(-3.58755056897474e+001dB,8.98172891049177e+001°)
4.16869383470324e+004	(-3.60754735639117e+001dB,8.98130337108762e+001°)
4.26579518801581e+004	(-3.62754399241446e+001dB,8.98086792398896e+001°)
4.36515832240154e+004	(-3.64754046991076e+001dB,8.98042233870967e+001°)
4.46683592150951e+004	(-3.66753678141013e+001dB,8.97996637941637e+001°)
4.57088189614862e+004	(-3.68753291909066e+001dB,8.97949980480540e+001°)
4.67735141287185e+004	(-3.70752887476196e+001dB,8.97902236797704e+001°)
4.78630092322625e+004	(-3.72752463984778e+001dB,8.97853381630690e+001°)
4.89778819368432e+004	(-3.74752020536782e+001dB,8.97803389131445e+001°)
5.01187233627258e+004	(-3.76751556191872e+001dB,8.97752232852863e+001°)
5.12861383991350e+004	(-3.78751069965414e+001dB,8.97699885735046e+001°)
5.24807460249758e+004	(-3.80750560826390e+001dB,8.97646320091261e+001°)
5.37031796370238e+004	(-3.82750027695212e+001dB,8.97591507593586e+001°)
5.49540873857609e+004	(-3.84749469441437e+001dB,8.97535419258241e+001°)
5.62341325190333e+004	(-3.86748884881375e+001dB,8.97478025430592e+001°)
5.75439937337141e+004	(-3.88748272775575e+001dB,8.97419295769833e+001°)
5.88843655355572e+004	(-3.90747631826207e+001dB,8.97359199233323e+001°)
6.02559586074341e+004	(-3.92746960674309e+001dB,8.97297704060592e+001°)
6.16595001861465e+004	(-3.94746257896914e+001dB,8.97234777756996e+001°)
6.30957344480175e+004	(-3.96745522004030e+001dB,8.97170387077010e+001°)
6.45654229034637e+004	(-3.98744751435495e+001dB,8.97104498007171e+001°)
6.60693448007577e+004	(-4.00743944557663e+001dB,8.97037075748653e+001°)
6.76082975391962e+004	(-4.02743099659957e+001dB,8.96968084699461e+001°)
6.91830970918917e+004	(-4.04742214951240e+001dB,8.96897488436254e+001°)
7.07945784384118e+004	(-4.06741288556028e+001dB,8.96825249695778e+001°)
7.24435960074969e+004	(-4.08740318510521e+001dB,8.96751330355911e+001°)
7.41310241300896e+004	(-4.10739302758448e+001dB,8.96675691416301e+001°)
7.58577575029162e+004	(-4.12738239146715e+001dB,8.96598292978609e+001°)
7.76247116628669e+004	(-4.14737125420852e+001dB,8.96519094226338e+001°)
7.94328234724259e+004	(-4.16735959220244e+001dB,8.96438053404242e+001°)
8.12830516164076e+004	(-4.18734738073137e+001dB,8.96355127797318e+001°)
8.31763771102647e+004	(-4.20733459391415e+001dB,8.96270273709365e+001°)
8.51138038202352e+004	(-4.22732120465123e+001dB,8.96183446441110e+001°)
8.70963589956056e+004	(-4.24730718456745e+001dB,8.96094600267898e+001°)
8.91250938133720e+004	(-4.26729250395199e+001dB,8.96003688416933e+001°)
9.12010839355883e+004	(-4.28727713169564e+001dB,8.95910663044069e+001°)
9.33254300796964e+004	(-4.30726103522506e+001dB,8.95815475210150e+001°)
9.54992586021408e+004	(-4.32724418043394e+001dB,8.95718074856889e+001°)
9.77237220955782e+004	(-4.34722653161102e+001dB,8.95618410782282e+001°)
9.99999999999971e+004	(-4.36720805136461e+001dB,8.95516430615560e+001°)
1.02329299228072e+005	(-4.38718870054371e+001dB,8.95412080791664e+001°)
1.04712854805087e+005	(-4.40716843815536e+001dB,8.95305306525252e+001°)
1.07151930523758e+005	(-4.42714722127809e+001dB,8.95196051784229e+001°)
1.09647819614315e+005	(-4.44712500497143e+001dB,8.95084259262794e+001°)
1.12201845430193e+005	(-4.46710174218108e+001dB,8.94969870354022e+001°)
1.14815362149685e+005	(-4.48707738363972e+001dB,8.94852825121946e+001°)
1.17489755493950e+005	(-4.50705187776312e+001dB,8.94733062273181e+001°)
1.20226443461738e+005	(-4.52702517054146e+001dB,8.94610519128053e+001°)
1.23026877081235e+005	(-4.54699720542552e+001dB,8.94485131591258e+001°)
1.25892541179413e+005	(-4.56696792320760e+001dB,8.94356834122052e+001°)
1.28824955169310e+005	(-4.58693726189686e+001dB,8.94225559703958e+001°)
1.31825673855637e+005	(-4.60690515658882e+001dB,8.94091239814019e+001°)
1.34896288259161e+005	(-4.62687153932888e+001dB,8.93953804391588e+001°)
1.38038426460284e+005	(-4.64683633896932e+001dB,8.93813181806662e+001°)
1.41253754462271e+005	(-4.66679948101980e+001dB,8.93669298827782e+001°)
1.44543977074588e+005	(-4.68676088749080e+001dB,8.93522080589491e+001°)
1.47910838816816e+005	(-4.70672047672982e+001dB,8.93371450559375e+001°)
1.51356124843616e+005	(-4.72667816324994e+001dB,8.93217330504702e+001°)
1.54881661891244e+005	(-4.74663385755045e+001dB,8.93059640458663e+001°)
1.58489319246107e+005	(-4.76658746592914e+001dB,8.92898298686242e+001°)
1.62181009735888e+005	(-4.78653889028586e+001dB,8.92733221649740e+001°)
1.65958690743751e+005	(-4.80648802791704e+001dB,8.92564323973960e+001°)
1.69824365246169e+005	(-4.82643477130057e+001dB,8.92391518411095e+001°)
1.73780082874932e+005	(-4.84637900787087e+001dB,8.92214715805334e+001°)
1.77827941003887e+005	(-4.86632061978347e+001dB,8.92033825057233e+001°)
1.81970085860993e+005	(-4.88625948366874e+001dB,8.91848753087864e+001°)
1.86208713666281e+005	(-4.90619547037426e+001dB,8.91659404802804e+001°)
1.90546071796319e+005	(-4.92612844469527e+001dB,8.91465683055988e+001°)
1.94984459975799e+005	(-4.94605826509282e+001dB,8.91267488613483e+001°)
1.99526231496882e+005	(-4.96598478339877e+001dB,8.91064720117224e+001°)
2.04173794466947e+005	(-4.98590784450746e+001dB,8.90857274048783e+001°)
2.08929613085398e+005	(-5.00582728605299e+001dB,8.90645044693212e+001°)
2.13796208950217e+005	(-5.02574293807193e+001dB,8.90427924103044e+001°)
2.18776162394949e+005	(-5.04565462265044e+001dB,8.90205802062511e+001°)
2.23872113856827e+005	(-5.06556215355529e+001dB,8.89978566052062e+001°)
2.29086765276770e+005	(-5.08546533584812e+001dB,8.89746101213271e+001°)
2.34422881531985e+005	(-5.10536396548200e+001dB,8.89508290314214e+001°)
2.39883291901942e+005	(-5.12525782887972e+001dB,8.89265013715430e+001°)
2.45470891568496e+005	(-5.14514670249290e+001dB,8.89016149336559e+001°)
2.51188643150950e+005	(-5.16503035234110e+001dB,8.88761572623790e+001°)
2.57039578276878e+005	(-5.18490853353007e+001dB,8.88501156518225e+001°)
2.63026799189530e+005	(-5.20478098974829e+001dB,8.88234771425312e+001°)
2.69153480392683e+005	(-5.22464745274073e+001dB,8.87962285185488e+001°)
2.75422870333808e+005	(-5.24450764175901e+001dB,8.87683563046179e+001°)
2.81838293126437e+005	(-5.26436126298689e+001dB,8.87398467635346e+001°)
2.88403150312652e+005	(-5.28420800893999e+001dB,8.87106858936743e+001°)
2.95120922666629e+005	(-5.30404755783873e+001dB,8.86808594267088e+001°)
3.01995172040192e+005	(-5.32387957295340e+001dB,8.86503528255364e+001°)
3.09029543251349e+005	(-5.34370370192001e+001dB,8.86191512824457e+001°)
3.16227766016828e+005	(-5.36351957602600e+001dB,8.85872397175398e+001°)
3.23593656929618e+005	(-5.38332680946428e+001dB,8.85546027774442e+001°)
3.31131121482581e+005	(-5.40312499855456e+001dB,8.85212248343283e+001°)
3.38844156139192e+005	(-5.42291372093045e+001dB,8.84870899852682e+001°)
3.46736850452521e+005	(-5.44269253469103e+001dB,8.84521820519838e+001°)
3.54813389233564e+005	(-5.46246097751559e+001dB,8.84164845809832e+001°)
3.63078054770090e+005	(-5.48221856573983e+001dB,8.83799808441507e+001°)
3.71535229097161e+005	(-5.50196479339230e+001dB,8.83426538398165e+001°)
3.80189396320549e+005	(-5.52169913118933e+001dB,8.83044862943495e+001°)
3.89045144994268e+005	(-5.54142102548698e+001dB,8.82654606643163e+001°)
3.98107170553485e+005	(-5.56112989718835e+001dB,8.82255591392521e+001°)
4.07380277804100e+005	(-5.58082514060459e+001dB,8.81847636450941e+001°)
4.16869383470322e+005	(-5.60050612226791e+001dB,8.81430558483282e+001°)
4.26579518801579e+005	(-5.62017217969487e+001dB,8.81004171609044e+001°)
4.36515832240152e+005	(-5.63982262009811e+001dB,8.80568287459807e+001°)
4.46683592150949e+005	(-5.65945671904486e+001dB,8.80122715245556e+001°)
4.57088189614861e+005	(-5.67907371906019e+001dB,8.79667261830562e+001°)
4.67735141287183e+005	(-5.69867282817335e+001dB,8.79201731819503e+001°)
4.78630092322623e+005	(-5.71825321840513e+001dB,8.78725927654558e+001°)
4.89778819368431e+005	(-5.73781402419454e+001dB,8.78239649724241e+001°)
5.01187233627256e+005	(-5.75735434076265e+001dB,8.77742696484780e+001°)
5.12861383991349e+005	(-5.77687322241194e+001dB,8.77234864594896e+001°)
5.24807460249756e+005	(-5.79636968075900e+001dB,8.76715949064867e+001°)
5.37031796370236e+005	(-5.81584268289884e+001dB,8.76185743420814e+001°)
5.49540873857607e+005	(-5.83529114949882e+001dB,8.75644039885181e+001°)
5.62341325190331e+005	(-5.85471395282037e+001dB,8.75090629574423e+001°)
5.75439937337138e+005	(-5.87410991466658e+001dB,8.74525302714972e+001°)
5.88843655355570e+005	(-5.89347780425405e+001dB,8.73947848878565e+001°)
6.02559586074338e+005	(-5.91281633600700e+001dB,8.73358057238097e+001°)
6.16595001861462e+005	(-5.93212416727226e+001dB,8.72755716845158e+001°)
6.30957344480173e+005	(-5.95139989595330e+001dB,8.72140616930483e+001°)
6.45654229034635e+005	(-5.97064205806201e+001dB,8.71512547228569e+001°)
6.60693448007575e+005	(-5.98984912518683e+001dB,8.70871298327725e+001°)
6.76082975391960e+005	(-6.00901950187596e+001dB,8.70216662046894e+001°)
6.91830970918914e+005	(-6.02815152293461e+001dB,8.69548431840533e+001°)
7.07945784384115e+005	(-6.04724345063556e+001dB,8.68866403232949e+001°)
7.24435960074967e+005	(-6.06629347184208e+001dB,8.68170374283396e+001°)
7.41310241300893e+005	(-6.08529969504310e+001dB,8.67460146083322e+001°)
7.58577575029159e+005	(-6.10426014730024e+001dB,8.66735523287093e+001°)
7.76247116628666e+005	(-6.12317277110691e+001dB,8.65996314677507e+001°)
7.94328234724256e+005	(-6.14203542115990e+001dB,8.65242333767408e+001°)
8.12830516164073e+005	(-6.16084586104433e+001dB,8.64473399438614e+001°)
8.31763771102644e+005	(-6.17960175983303e+001dB,8.63689336619335e+001°)
8.51138038202349e+005	(-6.19830068860214e+001dB,8.62889977001171e+001°)
