Freq.	V(outder)/V(VIN)
2.34422881531991e+002	(-1.59679215527750e+001dB,-9.00010717851920e+001°)
2.39883291901948e+002	(-1.57679203577153e+001dB,-9.00010967502800e+001°)
2.45470891568502e+002	(-1.55679191063341e+001dB,-9.00011222968798e+001°)
2.51188643150957e+002	(-1.53679177959768e+001dB,-9.00011484385367e+001°)
2.57039578276885e+002	(-1.51679164238641e+001dB,-9.00011751891113e+001°)
2.63026799189537e+002	(-1.49679149870855e+001dB,-9.00012025627872e+001°)
2.69153480392690e+002	(-1.47679134825933e+001dB,-9.00012305740782e+001°)
2.75422870333816e+002	(-1.45679119071963e+001dB,-9.00012592378364e+001°)
2.81838293126444e+002	(-1.43679102575529e+001dB,-9.00012885692597e+001°)
2.88403150312659e+002	(-1.41679085301638e+001dB,-9.00013185839001e+001°)
2.95120922666637e+002	(-1.39679067213650e+001dB,-9.00013492976717e+001°)
3.01995172040200e+002	(-1.37679048273197e+001dB,-9.00013807268595e+001°)
3.09029543251358e+002	(-1.35679028440104e+001dB,-9.00014128881276e+001°)
3.16227766016837e+002	(-1.33679007672301e+001dB,-9.00014457985285e+001°)
3.23593656929627e+002	(-1.31678985925736e+001dB,-9.00014794755117e+001°)
3.31131121482590e+002	(-1.29678963154282e+001dB,-9.00015139369333e+001°)
3.38844156139201e+002	(-1.27678939309635e+001dB,-9.00015492010652e+001°)
3.46736850452530e+002	(-1.25678914341218e+001dB,-9.00015852866050e+001°)
3.54813389233574e+002	(-1.23678888196069e+001dB,-9.00016222126858e+001°)
3.63078054770100e+002	(-1.21678860818727e+001dB,-9.00016599988865e+001°)
3.71535229097171e+002	(-1.19678832151122e+001dB,-9.00016986652417e+001°)
3.80189396320559e+002	(-1.17678802132445e+001dB,-9.00017382322530e+001°)
3.89045144994279e+002	(-1.15678770699019e+001dB,-9.00017787208995e+001°)
3.98107170553495e+002	(-1.13678737784170e+001dB,-9.00018201526489e+001°)
4.07380277804111e+002	(-1.11678703318078e+001dB,-9.00018625494690e+001°)
4.16869383470333e+002	(-1.09678667227635e+001dB,-9.00019059338392e+001°)
4.26579518801591e+002	(-1.07678629436285e+001dB,-9.00019503287625e+001°)
4.36515832240164e+002	(-1.05678589863867e+001dB,-9.00019957577780e+001°)
4.46683592150961e+002	(-1.03678548426438e+001dB,-9.00020422449728e+001°)
4.57088189614873e+002	(-1.01678505036102e+001dB,-9.00020898149953e+001°)
4.67735141287196e+002	(-9.96784596008198e+000dB,-9.00021384930677e+001°)
4.78630092322636e+002	(-9.76784120242131e+000dB,-9.00021883050002e+001°)
4.89778819368444e+002	(-9.56783622053619e+000dB,-9.00022392772037e+001°)
5.01187233627270e+002	(-9.36783100385901e+000dB,-9.00022914367047e+001°)
5.12861383991362e+002	(-9.16782554132405e+000dB,-9.00023448111589e+001°)
5.24807460249770e+002	(-8.96781982134406e+000dB,-9.00023994288666e+001°)
5.37031796370250e+002	(-8.76781383178568e+000dB,-9.00024553187869e+001°)
5.49540873857622e+002	(-8.56780755994369e+000dB,-9.00025125105537e+001°)
5.62341325190346e+002	(-8.36780099251403e+000dB,-9.00025710344911e+001°)
5.75439937337154e+002	(-8.16779411556563e+000dB,-9.00026309216296e+001°)
5.88843655355586e+002	(-7.96778691451080e+000dB,-9.00026922037225e+001°)
6.02559586074355e+002	(-7.76777937407430e+000dB,-9.00027549132627e+001°)
6.16595001861479e+002	(-7.56777147826098e+000dB,-9.00028190835000e+001°)
6.30957344480190e+002	(-7.36776321032174e+000dB,-9.00028847484588e+001°)
6.45654229034652e+002	(-7.16775455271808e+000dB,-9.00029519429557e+001°)
6.60693448007592e+002	(-6.96774548708489e+000dB,-9.00030207026189e+001°)
6.76082975391978e+002	(-6.76773599419143e+000dB,-9.00030910639060e+001°)
6.91830970918933e+002	(-6.56772605390056e+000dB,-9.00031630641240e+001°)
7.07945784384134e+002	(-6.36771564512601e+000dB,-9.00032367414490e+001°)
7.24435960074986e+002	(-6.16770474578767e+000dB,-9.00033121349463e+001°)
7.41310241300914e+002	(-5.96769333276468e+000dB,-9.00033892845911e+001°)
7.58577575029180e+002	(-5.76768138184641e+000dB,-9.00034682312900e+001°)
7.76247116628688e+002	(-5.56766886768109e+000dB,-9.00035490169022e+001°)
7.94328234724277e+002	(-5.36765576372200e+000dB,-9.00036316842622e+001°)
8.12830516164095e+002	(-5.16764204217115e+000dB,-9.00037162772022e+001°)
8.31763771102666e+002	(-4.96762767392030e+000dB,-9.00038028405753e+001°)
8.51138038202372e+002	(-4.76761262848916e+000dB,-9.00038914202797e+001°)
8.70963589956076e+002	(-4.56759687396078e+000dB,-9.00039820632824e+001°)
8.91250938133741e+002	(-4.36758037691371e+000dB,-9.00040748176448e+001°)
9.12010839355905e+002	(-4.16756310235118e+000dB,-9.00041697325477e+001°)
9.33254300796986e+002	(-3.96754501362677e+000dB,-9.00042668583174e+001°)
9.54992586021431e+002	(-3.76752607236666e+000dB,-9.00043662464528e+001°)
9.77237220955805e+002	(-3.56750623838820e+000dB,-9.00044679496523e+001°)
9.99999999999994e+002	(-3.36748546961457e+000dB,-9.00045720218419e+001°)
1.02329299228075e+003	(-3.16746372198557e+000dB,-9.00046785182036e+001°)
1.04712854805089e+003	(-2.96744094936402e+000dB,-9.00047874952052e+001°)
1.07151930523760e+003	(-2.76741710343789e+000dB,-9.00048990106296e+001°)
1.09647819614318e+003	(-2.56739213361770e+000dB,-9.00050131236060e+001°)
1.12201845430196e+003	(-2.36736598692920e+000dB,-9.00051298946407e+001°)
1.14815362149688e+003	(-2.16733860790086e+000dB,-9.00052493856499e+001°)
1.17489755493952e+003	(-1.96730993844616e+000dB,-9.00053716599917e+001°)
1.20226443461741e+003	(-1.76727991774025e+000dB,-9.00054967825004e+001°)
1.23026877081237e+003	(-1.56724848209083e+000dB,-9.00056248195207e+001°)
1.25892541179416e+003	(-1.36721556480296e+000dB,-9.00057558389427e+001°)
1.28824955169313e+003	(-1.16718109603737e+000dB,-9.00058899102379e+001°)
1.31825673855640e+003	(-9.67145002662284e-001dB,-9.00060271044966e+001°)
1.34896288259165e+003	(-7.67107208098069e-001dB,-9.00061674944647e+001°)
1.38038426460288e+003	(-5.67067632154637e-001dB,-9.00063111545831e+001°)
1.41253754462275e+003	(-3.67026190861152e-001dB,-9.00064581610270e+001°)
1.44543977074592e+003	(-1.66982796287739e-001dB,-9.00066085917458e+001°)
1.47910838816820e+003	(3.30626436413064e-002dB,-9.00067625265050e+001°)
1.51356124843620e+003	(2.33110225343053e-001dB,-9.00069200469286e+001°)
1.54881661891247e+003	(4.33160049780712e-001dB,-9.00070812365418e+001°)
1.58489319246110e+003	(6.33212222678144e-001dB,-9.00072461808160e+001°)
1.62181009735892e+003	(8.33266854744406e-001dB,-9.00074149672136e+001°)
1.65958690743755e+003	(1.03332406190896e+000dB,-9.00075876852347e+001°)
1.69824365246173e+003	(1.23338396556801e+000dB,-9.00077644264645e+001°)
1.73780082874936e+003	(1.43344669284238e+000dB,-9.00079452846220e+001°)
1.77827941003891e+003	(1.63351237684770e+000dB,-9.00081303556096e+001°)
1.81970085860997e+003	(1.83358115697727e+000dB,-9.00083197375640e+001°)
1.86208713666286e+003	(2.03365317919830e+000dB,-9.00085135309084e+001°)
1.90546071796323e+003	(2.23372859636218e+000dB,-9.00087118384057e+001°)
1.94984459975803e+003	(2.43380756852944e+000dB,-9.00089147652130e+001°)
1.99526231496887e+003	(2.63389026330993e+000dB,-9.00091224189377e+001°)
2.04173794466952e+003	(2.83397685621931e+000dB,-9.00093349096939e+001°)
2.08929613085403e+003	(3.03406753105215e+000dB,-9.00095523501619e+001°)
2.13796208950222e+003	(3.23416248027288e+000dB,-9.00097748556470e+001°)
2.18776162394954e+003	(3.43426190542514e+000dB,-9.00100025441415e+001°)
2.23872113856832e+003	(3.63436601756041e+000dB,-9.00102355363867e+001°)
2.29086765276776e+003	(3.83447503768716e+000dB,-9.00104739559375e+001°)
2.34422881531991e+003	(4.03458919724098e+000dB,-9.00107179292279e+001°)
2.39883291901947e+003	(4.23470873857716e+000dB,-9.00109675856377e+001°)
2.45470891568501e+003	(4.43483391548653e+000dB,-9.00112230575619e+001°)
2.51188643150956e+003	(4.63496499373566e+000dB,-9.00114844804804e+001°)
2.57039578276885e+003	(4.83510225163275e+000dB,-9.00117519930305e+001°)
2.63026799189536e+003	(5.03524598062028e+000dB,-9.00120257370800e+001°)
2.69153480392690e+003	(5.23539648589576e+000dB,-9.00123058578030e+001°)
2.75422870333815e+003	(5.43555408706186e+000dB,-9.00125925037565e+001°)
2.81838293126443e+003	(5.63571911880742e+000dB,-9.00128858269602e+001°)
2.88403150312659e+003	(5.83589193162072e+000dB,-9.00131859829762e+001°)
2.95120922666636e+003	(6.03607289253663e+000dB,-9.00134931309927e+001°)
3.01995172040199e+003	(6.23626238591912e+000dB,-9.00138074339076e+001°)
3.09029543251357e+003	(6.43646081428107e+000dB,-9.00141290584161e+001°)
3.16227766016836e+003	(6.63666859914286e+000dB,-9.00144581750984e+001°)
3.23593656929626e+003	(6.83688618193177e+000dB,-9.00147949585109e+001°)
3.31131121482589e+003	(7.03711402492427e+000dB,-9.00151395872790e+001°)
3.38844156139200e+003	(7.23735261223288e+000dB,-9.00154922441920e+001°)
3.46736850452529e+003	(7.43760245084010e+000dB,-9.00158531163001e+001°)
3.54813389233573e+003	(7.63786407168152e+000dB,-9.00162223950144e+001°)
3.63078054770099e+003	(7.83813803078044e+000dB,-9.00166002762081e+001°)
3.71535229097170e+003	(8.03842491043659e+000dB,-9.00169869603214e+001°)
3.80189396320558e+003	(8.23872532047136e+000dB,-9.00173826524675e+001°)
3.89045144994278e+003	(8.43903989953258e+000dB,-9.00177875625425e+001°)
3.98107170553494e+003	(8.63936931646130e+000dB,-9.00182019053364e+001°)
4.07380277804110e+003	(8.83971427172400e+000dB,-9.00186259006480e+001°)
4.16869383470332e+003	(9.04007549891302e+000dB,-9.00190597734017e+001°)
4.26579518801589e+003	(9.24045376631883e+000dB,-9.00195037537676e+001°)
4.36515832240162e+003	(9.44084987857731e+000dB,-9.00199580772838e+001°)
4.46683592150960e+003	(9.64126467839592e+000dB,-9.00204229849821e+001°)
4.57088189614871e+003	(9.84169904836255e+000dB,-9.00208987235164e+001°)
4.67735141287194e+003	(1.00421539128409e+001dB,-9.00213855452945e+001°)
4.78630092322634e+003	(1.02426302399567e+001dB,-9.00218837086122e+001°)
4.89778819368442e+003	(1.04431290436797e+001dB,-9.00223934777918e+001°)
5.01187233627268e+003	(1.06436513860048e+001dB,-9.00229151233225e+001°)
5.12861383991361e+003	(1.08441983792386e+001dB,-9.00234489220051e+001°)
5.24807460249768e+003	(1.10447711883962e+001dB,-9.00239951570999e+001°)
5.37031796370248e+003	(1.12453710337126e+001dB,-9.00245541184778e+001°)
5.49540873857620e+003	(1.14459991932756e+001dB,-9.00251261027754e+001°)
5.62341325190344e+003	(1.16466570057860e+001dB,-9.00257114135535e+001°)
5.75439937337152e+003	(1.18473458734507e+001dB,-9.00263103614591e+001°)
5.88843655355584e+003	(1.20480672650158e+001dB,-9.00269232643924e+001°)
6.02559586074353e+003	(1.22488227189467e+001dB,-9.00275504476762e+001°)
6.16595001861477e+003	(1.24496138467622e+001dB,-9.00281922442305e+001°)
6.30957344480188e+003	(1.26504423365304e+001dB,-9.00288489947505e+001°)
6.45654229034650e+003	(1.28513099565347e+001dB,-9.00295210478897e+001°)
6.60693448007590e+003	(1.30522185591184e+001dB,-9.00302087604467e+001°)
6.76082975391976e+003	(1.32531700847156e+001dB,-9.00309124975562e+001°)
6.91830970918931e+003	(1.34541665660808e+001dB,-9.00316326328859e+001°)
7.07945784384132e+003	(1.36552101327234e+001dB,-9.00323695488364e+001°)
7.24435960074984e+003	(1.38563030155605e+001dB,-9.00331236367473e+001°)
7.41310241300911e+003	(1.40574475517980e+001dB,-9.00338952971075e+001°)
7.58577575029177e+003	(1.42586461900510e+001dB,-9.00346849397708e+001°)
7.76247116628685e+003	(1.44599014957170e+001dB,-9.00354929841767e+001°)
7.94328234724275e+003	(1.46612161566137e+001dB,-9.00363198595766e+001°)
8.12830516164092e+003	(1.48625929888964e+001dB,-9.00371660052651e+001°)
8.31763771102664e+003	(1.50640349432678e+001dB,-9.00380318708176e+001°)
8.51138038202369e+003	(1.52655451114970e+001dB,-9.00389179163330e+001°)
8.70963589956073e+003	(1.54671267332622e+001dB,-9.00398246126830e+001°)
8.91250938133738e+003	(1.56687832033360e+001dB,-9.00407524417664e+001°)
9.12010839355902e+003	(1.58705180791295e+001dB,-9.00417018967710e+001°)
9.33254300796983e+003	(1.60723350886151e+001dB,-9.00426734824409e+001°)
9.54992586021428e+003	(1.62742381386481e+001dB,-9.00436677153508e+001°)
9.77237220955802e+003	(1.64762313237082e+001dB,-9.00446851241868e+001°)
9.99999999999991e+003	(1.66783189350835e+001dB,-9.00457262500348e+001°)
1.02329299228075e+004	(1.68805054705203e+001dB,-9.00467916466751e+001°)
1.04712854805089e+004	(1.70827956443657e+001dB,-9.00478818808851e+001°)
1.07151930523760e+004	(1.72851943982273e+001dB,-9.00489975327490e+001°)
1.09647819614318e+004	(1.74877069121808e+001dB,-9.00501391959760e+001°)
1.12201845430195e+004	(1.76903386165540e+001dB,-9.00513074782255e+001°)
1.14815362149687e+004	(1.78930952043209e+001dB,-9.00525030014416e+001°)
1.17489755493952e+004	(1.80959826441378e+001dB,-9.00537264021951e+001°)
1.20226443461740e+004	(1.82990071940599e+001dB,-9.00549783320347e+001°)
1.23026877081237e+004	(1.85021754159751e+001dB,-9.00562594578476e+001°)
1.25892541179416e+004	(1.87054941907978e+001dB,-9.00575704622281e+001°)
1.28824955169312e+004	(1.89089707344639e+001dB,-9.00589120438572e+001°)
1.31825673855640e+004	(1.91126126147765e+001dB,-9.00602849178911e+001°)
1.34896288259164e+004	(1.93164277691492e+001dB,-9.00616898163598e+001°)
1.38038426460287e+004	(1.95204245233020e+001dB,-9.00631274885773e+001°)
1.41253754462274e+004	(1.97246116109649e+001dB,-9.00645987015607e+001°)
1.44543977074591e+004	(1.99289981946504e+001dB,-9.00661042404627e+001°)
1.47910838816819e+004	(2.01335938875595e+001dB,-9.00676449090136e+001°)
1.51356124843619e+004	(2.03384087766893e+001dB,-9.00692215299767e+001°)
1.54881661891247e+004	(2.05434534472183e+001dB,-9.00708349456154e+001°)
1.58489319246110e+004	(2.07487390082460e+001dB,-9.00724860181729e+001°)
1.62181009735891e+004	(2.09542771199740e+001dB,-9.00741756303660e+001°)
1.65958690743755e+004	(2.11600800224193e+001dB,-9.00759046858919e+001°)
1.69824365246173e+004	(2.13661605657574e+001dB,-9.00776741099492e+001°)
1.73780082874936e+004	(2.15725322424011e+001dB,-9.00794848497746e+001°)
1.77827941003891e+004	(2.17792092209287e+001dB,-9.00813378751935e+001°)
1.81970085860997e+004	(2.19862063819834e+001dB,-9.00832341791884e+001°)
1.86208713666285e+004	(2.21935393562763e+001dB,-9.00851747784822e+001°)
1.90546071796323e+004	(2.24012245648344e+001dB,-9.00871607141404e+001°)
1.94984459975803e+004	(2.26092792616483e+001dB,-9.00891930521900e+001°)
1.99526231496886e+004	(2.28177215788848e+001dB,-9.00912728842583e+001°)
2.04173794466951e+004	(2.30265705748452e+001dB,-9.00934013282311e+001°)
2.08929613085402e+004	(2.32358462848627e+001dB,-9.00955795289313e+001°)
2.13796208950221e+004	(2.34455697753520e+001dB,-9.00978086588198e+001°)
2.18776162394953e+004	(2.36557632012389e+001dB,-9.01000899187180e+001°)
2.23872113856832e+004	(2.38664498670201e+001dB,-9.01024245385556e+001°)
2.29086765276775e+004	(2.40776542917246e+001dB,-9.01048137781419e+001°)
2.34422881531990e+004	(2.42894022780717e+001dB,-9.01072589279649e+001°)
2.39883291901947e+004	(2.45017209861481e+001dB,-9.01097613100172e+001°)
2.45470891568501e+004	(2.47146390119568e+001dB,-9.01123222786520e+001°)
2.51188643150956e+004	(2.49281864712216e+001dB,-9.01149432214699e+001°)
2.57039578276884e+004	(2.51423950888693e+001dB,-9.01176255602387e+001°)
2.63026799189536e+004	(2.53572982946510e+001dB,-9.01203707518489e+001°)
2.69153480392689e+004	(2.55729313254088e+001dB,-9.01231802893053e+001°)
2.75422870333814e+004	(2.57893313345458e+001dB,-9.01260557027597e+001°)
2.81838293126443e+004	(2.60065375093114e+001dB,-9.01289985605856e+001°)
2.88403150312658e+004	(2.62245911965777e+001dB,-9.01320104704980e+001°)
2.95120922666636e+004	(2.64435360378521e+001dB,-9.01350930807230e+001°)
3.01995172040199e+004	(2.66634181143498e+001dB,-9.01382480812189e+001°)
3.09029543251356e+004	(2.68842861030388e+001dB,-9.01414772049554e+001°)
3.16227766016835e+004	(2.71061914446668e+001dB,-9.01447822292525e+001°)
