frequency;MAG;PHA
499.99999999999994;0.2;-11.4912280701754
563.9831652513077;0.2;-13.2409638554217
636.1540213737678;0.299999999999999;-15.7423312883436
717.5603171234513;0.299999999999999;-18.7106918238994
809.3838778200326;0.3;-21.7244258872651
912.9577626326404;0.300456621004564;-24.7305936073059
1029.7856174206163;0.299999999999999;-32.6828703703703
1161.5635040863042;-0.100000000000001;-40.0047393364929
1310.2045233499884;-1.0;-53.0
1477.866588411015;-3.29999999999997;-65.9951923076923
1666.983752702392;-7.80000000000005;-72.007299270073
1880.3015465431965;-14.1000000000001;-49.8595238095238
2120.9168356927225;-13.2530303030303;-0.701298701298701
2392.322780457539;-9.90000000000002;12.0248868778281
2698.459548050505;-7.90000000000006;13.0
2920.0;-7.09999999999995;13.1098398169336
3043.7715144242743;-6.7041002277904;12.9977168949772
3433.2717860135413;-6.0;12.3151927437642
3872.6149780878513;-5.5;10.0045146726862
4368.179306283226;-5.20000000000001;10.0
4927.159183085751;-4.90000000000003;7.675
5557.669663547499;-4.70099502487565;7.0
6268.864256537379;-4.59999999999997;6.17794486215539
7071.067811865475;-4.5;6.0
7975.926412485059;-4.40000000000002;4.1074168797954
8996.576447849662;-4.40000000000002;4.00259740259741
10147.83532296725;-4.29999999999998;4.36117936117936
11446.416571792182;-4.29999999999998;3.63819095477387
12911.17249788877;-4.24685138539042;3.18181818181818
14563.36786492987;-4.20000000000002;3.0
16426.988610364675;-4.20000000000002;3.0
2930.0;-7.09999999999995;13.546485260771
18529.090064041284;-4.20000000000002;2.78061224489796
20900.189727089142;-4.20000000000002;2.27118644067796
23574.710313273226;-4.20000000000002;2.9533527696793
26591.479484724943;-4.20000000000002;2.94
29994.293537020745;-4.20000000000002;2.68035190615836
33832.553216971646;-4.20000000000002;1.60806916426513
38161.98090368201;-4.1950581395349;2.86627906976744
43045.42956463704;-4.1763005780347;1.71676300578035
48553.79523093249;-4.14855491329479;2.0635838150289
54767.046238610375;-4.10872093023255;2.5406976744186
61775.38417823236;-4.1002976190476;2.70238095238095
69680.55340691001;-4.09999999999998;2.7814371257485
78597.3181337839;-4.09999999999998;2.88484848484848
88655.128522711;-4.09999999999998;2.95061728395062
2940.0;-7.0;13.0318181818182
2069.0;-14.0;-7.61368653421634
100000.0;-4.09999999999998;3.15576323987539
