Freq.	Impedancia MAG	Impedancia PHA
5.248074602497679	3369594.3620868656	-89.9943877339624
5.3703179637024805	3292893.030388041	-89.9942570073887
5.4954087385762	3217937.634160132	-89.9941232359549
5.6234132519034405	3144688.431060499	-89.9939863486054
5.75439937337152	3073106.5833915947	-89.9938462726956
5.88843655355584	3003154.1375108073	-89.9937029339154
6.02559586074353	2934794.0037052035	-89.9935562564168
6.165950018614769	2867989.9365267623	-89.9934061622592
6.30957344480188	2802706.5155752413	-89.993252572093
6.4565422903464995	2738909.126716452	-89.9930954043062
6.606934480075901	2676563.943730085	-89.9929345755992
6.76082975391976	2615637.910375529	-89.9927700006938
6.91830970918931	2556098.722863093	-89.9926015924514
7.07945784384132	2497914.812727424	-89.9924292613481
7.244359600749839	2441055.330089147	-89.9922529161705
7.413102413009111	2385490.127298387	-89.9920724634907
7.585775750291769	2331189.7429484464	-89.9918878074444
7.76247116628685	2278125.3862574515	-89.9916988501099
7.94328234724275	2226268.921800617	-89.9915054915128
8.12830516164092	2175592.8545943922	-89.9913076290443
8.31763771102664	2126070.3155169184	-89.991105157656
8.511380382023692	2077675.0470626787	-89.9908979702011
8.70963589956073	2030381.3894196844	-89.9906859566876
8.912509381337381	1984164.2668645475	-89.9904690047369
9.12010839355902	1938999.1744672195	-89.9902469993786
9.33254300796983	1894862.1650979426	-89.9900198227588
9.54992586021427	1851729.8367301289	-89.9897873545593
9.77237220955802	1809579.320032318	-89.9895494714952
9.999999999999911	1768388.2662425695	-89.9893060474407
10.2329299228075	1728134.8353188252	-89.9890569532755
10.4712854805089	1688797.684359446	-89.9888020569606
10.715193052376	1650355.9562861125	-89.9885412233603
10.964781961431802	1612789.268785918	-89.9882743141745
11.2201845430195	1576077.7035039947	-89.9880011878893
11.4815362149687	1540201.795481998	-89.9877216995966
11.7489755493952	1505142.5228391713	-89.9874357012288
12.022644346174	1470881.2966848654	-89.9871430411628
12.302687708123699	1437399.9512633819	-89.986843564152
12.589254117941598	1404680.7343222296	-89.986537111297
12.8824955169312	1372706.297699786	-89.9862235203961
13.1825673855639	1341459.6881261186	-89.9859026249512
13.4896288259164	1310924.338235417	-89.985574254879
13.8038426460287	1281084.0577810942	-89.9852382361226
14.1253754462274	1251923.0250512278	-89.9848943904885
14.4543977074591	1223425.7784805584	-89.9845425356188
14.7910838816819	1195577.2084513982	-89.9841824850247
15.135612484361902	1168362.5492835906	-89.9838140477999
15.488166189124698	1141767.3714045573	-89.98343702855
15.848931924611001	1115777.5736989782	-89.9830512273743
16.2181009735891	1090379.3760319096	-89.9826564397337
16.5958690743754	1065559.311942909	-89.9822524563083
16.9824365246173	1041304.2215055232	-89.9818390629041
17.3780082874936	1017601.2443496162	-89.9814160403329
17.7827941003891	994437.812842995	-89.9809831642994
18.1970085860997	971801.6454276342	-89.9805402053028
18.6208713666285	949680.7401080553	-89.9800869284383
19.054607179632303	928063.3680874819	-89.9796230934219
19.4984459975803	906938.0675489681	-89.9791484542921
19.952623149688602	886293.637578525	-89.9786627594193
20.4173794466951	866119.132226322	-89.9781657512439
20.892961308540198	846403.8547023863	-89.9776571662358
21.3796208950221	827137.3517057347	-89.9771367347813
21.8776162394953	808309.4078814796	-89.9766041809362
22.387211385683198	789910.0404044294	-89.9760592222897
22.908676527677496	771929.4936865239	-89.9755015699511
23.442288153199	754358.234203909	-89.9749309281797
23.988329190194698	737186.9454420597	-89.9743469944911
24.5470891568501	720406.5229566348	-89.9737494592446
25.1188643150956	704008.0695453209	-89.9731380055892
25.7039578276884	687982.890531179	-89.972512309363
26.3026799189536	672322.4891520988	-89.9718720387955
26.9153480392689	657018.5620559535	-89.9712168543812
27.5422870333814	642062.9948981891	-89.9705464088106
28.1838293126442	627447.8580389604	-89.9698603465412
28.840315031265803	613165.4023393242	-89.9691583038203
29.512092266663604	599208.0550521697	-89.9684399084018
30.199517204019898	585568.415807322	-89.9677047794373
30.902954325135603	572239.2526874221	-89.9669525271131
31.6227766016835	559213.4983937959	-89.9661827525716
32.3593656929625	546484.2464990834	-89.9653950476907
33.1131121482588	534044.7477854681	-89.9645889947827
33.8844156139199	521888.40666597494	-89.9637641665097
34.6736850452528	510008.7776877511	-89.9629201255133
35.48133892335721	498399.56211423664	-89.9620564242747
36.30780547700979	487054.60458560835	-89.9611726048562
37.1535229097169	475967.88985528797	-89.9602681986393
38.018939632055705	465133.5396003431	-89.9593427260853
38.9045144994276	454545.8093048853	-89.9583956965073
39.8107170553493	444199.0852141336	-89.9574266077671
40.738027780410796	434087.881358029	-89.9564349460755
41.6869383470331	424206.8366424404	-89.9554201855885
42.6579518801588	414550.7120066796	-89.9543817883021
43.6515832240161	405114.3876456757	-89.9533192036301
44.6683592150958	395892.8602952833	-89.9522318681947
45.708818961487	386881.240579714	-89.9511192054572
46.7735141287193	378074.75041887787	-89.9499806254659
47.863009232263295	369468.7204951186	-89.9488155245478
48.9778819368441	361058.58777746174	-89.9476232849337
50.118723362726705	352839.8931022317	-89.9464032745044
51.28613839913589	344808.2788086904	-89.9451548463502
52.4807460249767	336959.48642865865	-89.943877338593
53.70317963702471	329289.35442853346	-89.9425700738548
54.954087385761795	321793.81600277295	-89.941232358998
56.2341325190343	314468.89691769436	-89.9398634847583
57.543993733715	307310.713404266	-89.938462725338
58.8843655355582	300315.4700988014	-89.9370293380408
60.255958607435105	293479.4580307708	-89.9355625628687
61.6595001861475	286799.052656002	-89.9340616221033
63.0957344480186	280270.7119351979	-89.9325257199324
64.56542290346479	273890.9744557122	-89.9309540420028
66.0693448007589	267656.45759622555	-89.9293457549883
67.6082975391974	261563.8557334126	-89.9277000061574
69.1830970918929	255609.93848914452	-89.9260159228964
70.794578438413	249791.54901763165	-89.9242926123085
72.4435960074982	244105.6023317857	-89.9225291606551
74.1310241300909	238549.08366744415	-89.9207246329231
75.8577575029175	233119.04688480246	-89.9188780723299
77.6247116628683	227812.61290654453	-89.9169884998217
79.4328234724272	222626.96819107965	-89.9150549135021
81.283051616409	217559.36324099163	-89.9130762881779
83.17637711026609	212607.11114502142	-89.911051574739
85.1138038202366	207767.58615354396	-89.9089796996474
87.09635899560699	203038.22228641354	-89.9068595643893
89.12509381337351	198416.51197224078	-89.9046900448258
91.2010839355899	193900.00471908684	-89.9024699906501
93.32543007969801	189486.3058150014	-89.9001982247646
95.4992586021425	185173.07505840698	-89.8978735426375
97.72372209557992	180958.02551725775	-89.8954947117029
99.99999999999879	176838.92231649754	-89.8930604706667
102.32929922807399	172813.58145310223	-89.8905695288584
104.712854805089	168879.86863805077	-89.8880205655503
107.151930523759	165035.69816472233	-89.8854122292458
109.647819614317	161279.03180307875	-89.8827431369729
112.20184543019501	157607.87771889122	-89.8800118735354
114.815362149687	154020.28941764095	-89.8772169907813
117.489755493952	150514.36471255095	-89.8743570068309
120.22644346174	147088.24471592403	-89.8714304052806
123.02687708123699	143740.11285358595	-89.8684356343975
125.89254117941499	140468.1939017058	-89.8653711063118
128.824955169312	137270.75304555654	-89.8622351961836
131.825673855639	134146.09495965432	-89.8590262412968
134.896288259164	131092.56290894348	-89.8557425402209
138.03842646028698	128108.53787030028	-89.8523823518901
141.253754462274	125192.43767415664	-89.8489438946911
144.543977074591	122342.71616558451	-89.845425345505
147.910838816819	119557.86238451987	-89.8418248387364
151.356124843619	116836.39976463185	-89.8381404653625
154.88166189124598	114176.88535041225	-89.8343702718634
158.489319246109	111577.9090321254	-89.8305122592313
162.181009735891	109038.09279810611	-89.8265643818952
165.958690743754	106556.09000418018	-89.8225245466308
169.82436524617202	104130.5846596207	-89.8183906114627
173.780082874935	101760.29072937404	-89.8141603845204
177.82794100389	99443.95145223443	-89.8098316228707
181.97008586099602	97180.3386744527	-89.8054020313418
186.20871366628398	94968.25219857156	-89.8008692613009
190.546071796322	92806.51914706327	-89.7962309094079
194.984459975802	90693.99334044883	-89.7914845163389
199.526231496885	88629.5546895838	-89.786627565489
204.17379446695	86612.10860176854	-89.7816574816223
208.929613085401	84640.58540038578	-89.7765716295327
213.79620895022097	82713.93975773576	-89.7713673126229
218.776162394953	80831.15014079801	-89.7660417714837
223.87211385683102	78991.21826959557	-89.7605921824359
229.08676527677397	77193.1685878973	-89.7550156560197
234.422881531989	75436.04774596235	-89.7493092354745
239.883291901946	73718.92409506107	-89.7434698951744
245.47089156849998	72040.88719350711	-89.737494538999
251.18864315095502	70401.04732392247	-89.7313799987234
257.039578276883	68798.53502150373	-89.7251230323253
263.026799189535	67232.50061301768	-89.7187203222577
269.153480392688	65702.11376629036	-89.712168473702
275.422870333813	64206.563049961405	-89.7054640127602
281.838293126442	62745.05550324446	-89.6986033846133
288.40315031265703	61316.8162154939	-89.6915829516493
295.120922666635	59921.08791533503	-89.6843989915131
301.995172040198	58557.130569149085	-89.6770476951459
309.029543251355	57224.220988697954	-89.6695251647668
316.227766016834	55921.65244767948	-89.6618274118008
323.593656929624	54648.734307013074	-89.6539503547621
331.131121482587	53404.79164865198	-89.6458898170996
338.844156139198	52189.16491773379	-89.6376415249702
346.736850452527	51001.209572877415	-89.6292011049808
354.813389233571	49840.29574443491	-89.6205640818632
363.07805477009697	48705.80790052901	-89.6117258761104
371.535229097168	47597.14452069032	-89.6026818015389
380.18939632055606	46513.71777692059	-89.5934270628067
389.045144994275	45454.953222021715	-89.5839567528743
398.107170553492	44420.28948501305	-89.5742658503953
407.380277804107	43409.17797348877	-89.5643492170607
416.86938347033	42421.08258274269	-89.5542015948722
426.57951880158697	41455.47941152198	-89.5438176033472
436.51583224015997	40511.85648424608	-89.5331917366804
446.68359215095705	39589.71347955179	-89.5223183608082
457.088189614869	38688.56146501383	-89.511191710432
467.735141287192	37807.92263790847	-89.4998058859577
478.630092322632	36947.33007187613	-89.4881548503623
489.77881936843903	36106.32746935061	-89.4762324260004
501.187233627265	35284.46891962225	-89.4640322913253
512.861383991358	34481.3186624138	-89.4515479775317
524.807460249765	33696.450856831856	-89.4387728651345
537.0317963702449	32929.44935558052	-89.4257001804515
549.540873857617	32179.907484316074	-89.4123229920101
562.3413251903411	31447.427826021303	-89.3986342068796
575.439937337149	30731.622010291372	-89.3846265668998
588.843655355581	30032.110507413312	-89.3702926448409
602.559586074349	29348.522427134572	-89.3556248404551
616.595001861474	28680.495322013034	-89.3406153764554
630.957344480184	28027.674995242105	-89.3252562943812
645.654229034647	27389.71531285014	-89.3095394503881
660.693448007587	26766.278020176866	-89.2934565109178
676.082975391972	26157.032562525535	-89.2769989482896
691.830970918927	25561.65590989932	-89.2601580361647
707.9457843841279	24979.8323857253	-89.2429248449288
724.43596007498	24411.25349947977	-89.2252902369514
741.310241300907	23855.617783121972	-89.2072448617371
758.577575029173	23312.630631252174	-89.188779150973
776.247116628681	22782.004144906918	-89.1698833134445
794.32823472427	22263.456978913022	-89.150547329847
812.830516164088	21756.714192713636	-89.1307609474705
831.763771102659	21261.50710459096	-89.1105136747616
851.1380382023641	20777.573149208227	-89.0897947757575
870.963589956068	20304.65573839448	-89.0685932643886
891.250938133733	19842.504125096915	-89.0468978986549
912.010839355897	19390.873270433374	-89.0246971746585
933.254300796978	18949.523713767834	-89.0019793205024
954.992586021422	18518.221445746432	-88.9787322900458
977.2372209557969	18096.73778422224	-88.9549437565098
999.999999999986	17684.8492530057	-88.9306011059413
1023.29299228074	17282.337463373507	-88.9056914305181
1047.1285480508802	16888.988998277287	-88.8802015217018
1071.51930523759	16504.595299186854	-88.8541178632245
1096.47819614317	16128.952555509557	-88.8274266239275
1122.01845430195	15761.861596527748	-88.8001136504073
1148.15362149687	15403.12778579619	-88.7721644595154
1174.89755493951	15052.5609179426	-88.7435642306718
1202.2644346174	14709.975117819138	-88.7142977979916
1230.26877081236	14375.188741949345	-88.6843496422466
1258.92541179415	14048.024282217875	-88.6537038826211
1288.2495516931099	13728.308271753805	-88.6223442682836
1318.25673855639	13415.871192957373	-88.5902541697637
1348.9628825916302	13110.547387618217	-88.5574165701232
1380.3842646028602	12812.174969082927	-88.5238140559211
1412.5375446227301	12520.595736419978	-88.4894288079697
1445.43977074591	12235.655090540704	-88.4542425918766
1479.10838816819	11957.201952228137	-88.4182367483589
1513.5612484361902	11685.08868203422	-88.3813921833363
1548.81661891246	11419.171001999372	-88.3436893577953
1584.8931924610902	11159.307919154682	-88.3051082774076
1621.8100973589098	10905.361650766632	-88.2656284819156
1659.58690743754	10657.197551282916	-88.2252290342609
1698.2436524617199	10414.68404094223	-88.183888509467
1737.8008287493499	10177.692536010169	-88.1415849832546
1778.2794100389	9946.097380602001	-88.0982960203956
1819.70085860996	9719.77578005971	-88.0539986627909
1862.08713666284	9498.607735845479	-88.0086694172745
1905.4607179632198	9282.475981917354	-87.962284243125
1949.84459975802	9071.265922553874	-87.9148185392896
1995.2623149688502	8864.865571595488	-87.8662471313102
2041.7379446695002	8663.16549306865	-87.8165442579366
2089.29613085401	8466.058743162503	-87.7656835574338
2137.9620895022	8273.44081352693	-87.7136380535631
2187.76162394952	8085.209575862204	-87.6603801412374
2238.7211385683	7901.265227770424	-87.6058815718378
2290.86765276774	7721.510239840606	-87.5501134381897
2344.2288153198897	7545.84930393841	-87.4930461591816
2398.83291901945	7374.189282674569	-87.4346494640269
2454.7089156849897	7206.439160023518	-87.3748923761542
2511.8864315095398	7042.509993067519	-87.3137431967202
2570.39578276882	6882.3148648402685	-87.2511694877347
2630.26799189534	6725.7688382439255	-87.1871380547904
2691.5348039268697	6572.788911016989	-87.1216149293856
2754.2287033381203	6423.29397172776	-87.0545653508311
2818.38293126441	6277.204756770531	-86.9859537477326
2884.03150312656	6134.443808341991	-86.915743719038
2951.20922666634	5994.935433374882	-86.8438980146359
3019.9517204019703	5858.605663407645	-86.7703785155002
3090.29543251354	5725.382215369171	-86.6951462133655
3162.27766016833	5595.194453256823	-86.618161189924
3235.9365692962297	5467.9733506882785	-86.5393825955323
3311.31121482586	5343.651454306935	-86.4587686274157
3388.44156139197	5222.162848022184	-86.3762765073578
