Freq.	V(out)
1.56314764264094e+000	(-8.96103810285087e+001dB,9.00870067220107e+001°)
1.56675107010813e+000	(-8.95903809485853e+001dB,9.00872072924855e+001°)
1.57036280433354e+000	(-8.95703808682929e+001dB,9.00874083253179e+001°)
1.57398286446620e+000	(-8.95503807876299e+001dB,9.00876098215737e+001°)
1.57761126969933e+000	(-8.95303807065946e+001dB,9.00878117823212e+001°)
1.58124803927037e+000	(-8.95103806251852e+001dB,9.00880142086312e+001°)
1.58489319246110e+000	(-8.94903805434002e+001dB,9.00882171015767e+001°)
1.58854674859776e+000	(-8.94703804612375e+001dB,9.00884204622335e+001°)
1.59220872705115e+000	(-8.94503803786957e+001dB,9.00886242916798e+001°)
1.59587914723672e+000	(-8.94303802957728e+001dB,9.00888285909961e+001°)
1.59955802861465e+000	(-8.94103802124672e+001dB,9.00890333612656e+001°)
1.60324539069002e+000	(-8.93903801287771e+001dB,9.00892386035739e+001°)
1.60694125301286e+000	(-8.93703800447007e+001dB,9.00894443190091e+001°)
1.61064563517825e+000	(-8.93503799602362e+001dB,9.00896505086619e+001°)
1.61435855682647e+000	(-8.93303798753819e+001dB,9.00898571736254e+001°)
1.61808003764305e+000	(-8.93103797901358e+001dB,9.00900643149953e+001°)
1.62181009735891e+000	(-8.92903797044963e+001dB,9.00902719338698e+001°)
1.62554875575047e+000	(-8.92703796184615e+001dB,9.00904800313495e+001°)
1.62929603263970e+000	(-8.92503795320296e+001dB,9.00906886085378e+001°)
1.63305194789432e+000	(-8.92303794451987e+001dB,9.00908976665405e+001°)
1.63681652142779e+000	(-8.92103793579671e+001dB,9.00911072064659e+001°)
1.64058977319952e+000	(-8.91903792703327e+001dB,9.00913172294249e+001°)
1.64437172321491e+000	(-8.91703791822940e+001dB,9.00915277365310e+001°)
1.64816239152549e+000	(-8.91503790938488e+001dB,9.00917387289001e+001°)
1.65196179822900e+000	(-8.91303790049954e+001dB,9.00919502076511e+001°)
1.65576996346951e+000	(-8.91103789157319e+001dB,9.00921621739049e+001°)
1.65958690743754e+000	(-8.90903788260563e+001dB,9.00923746287854e+001°)
1.66341265037015e+000	(-8.90703787359669e+001dB,9.00925875734189e+001°)
1.66724721255104e+000	(-8.90503786454615e+001dB,9.00928010089344e+001°)
1.67109061431069e+000	(-8.90303785545385e+001dB,9.00930149364635e+001°)
1.67494287602642e+000	(-8.90103784631958e+001dB,9.00932293571403e+001°)
1.67880401812254e+000	(-8.89903783714314e+001dB,9.00934442721016e+001°)
1.68267406107045e+000	(-8.89703782792435e+001dB,9.00936596824867e+001°)
1.68655302538872e+000	(-8.89503781866300e+001dB,9.00938755894378e+001°)
1.69044093164324e+000	(-8.89303780935891e+001dB,9.00940919940995e+001°)
1.69433780044731e+000	(-8.89103780001188e+001dB,9.00943088976190e+001°)
1.69824365246172e+000	(-8.88903779062169e+001dB,9.00945263011464e+001°)
1.70215850839493e+000	(-8.88703778118817e+001dB,9.00947442058342e+001°)
1.70608238900310e+000	(-8.88503777171110e+001dB,9.00949626128376e+001°)
1.71001531509027e+000	(-8.88303776219029e+001dB,9.00951815233146e+001°)
1.71395730750840e+000	(-8.88103775262554e+001dB,9.00954009384258e+001°)
1.71790838715757e+000	(-8.87903774301663e+001dB,9.00956208593344e+001°)
1.72186857498599e+000	(-8.87703773336337e+001dB,9.00958412872063e+001°)
1.72583789199018e+000	(-8.87503772366556e+001dB,9.00960622232102e+001°)
1.72981635921508e+000	(-8.87303771392298e+001dB,9.00962836685174e+001°)
1.73380399775412e+000	(-8.87103770413543e+001dB,9.00965056243019e+001°)
1.73780082874935e+000	(-8.86903769430271e+001dB,9.00967280917404e+001°)
1.74180687339159e+000	(-8.86703768442460e+001dB,9.00969510720124e+001°)
1.74582215292048e+000	(-8.86503767450089e+001dB,9.00971745663001e+001°)
1.74984668862464e+000	(-8.86303766453138e+001dB,9.00973985757882e+001°)
1.75388050184174e+000	(-8.86103765451586e+001dB,9.00976231016644e+001°)
1.75792361395867e+000	(-8.85903764445410e+001dB,9.00978481451191e+001°)
1.76197604641161e+000	(-8.85703763434590e+001dB,9.00980737073454e+001°)
1.76603782068614e+000	(-8.85503762419104e+001dB,9.00982997895391e+001°)
1.77010895831740e+000	(-8.85303761398932e+001dB,9.00985263928987e+001°)
1.77418948089014e+000	(-8.85103760374050e+001dB,9.00987535186257e+001°)
1.77827941003890e+000	(-8.84903759344437e+001dB,9.00989811679242e+001°)
1.78237876744807e+000	(-8.84703758310073e+001dB,9.00992093420011e+001°)
1.78648757485203e+000	(-8.84503757270934e+001dB,9.00994380420661e+001°)
1.79060585403527e+000	(-8.84303756226998e+001dB,9.00996672693317e+001°)
1.79473362683250e+000	(-8.84103755178244e+001dB,9.00998970250130e+001°)
1.79887091512876e+000	(-8.83903754124649e+001dB,9.01001273103283e+001°)
1.80301774085955e+000	(-8.83703753066191e+001dB,9.01003581264983e+001°)
1.80717412601090e+000	(-8.83503752002847e+001dB,9.01005894747469e+001°)
1.81134009261958e+000	(-8.83303750934595e+001dB,9.01008213563004e+001°)
1.81551566277311e+000	(-8.83103749861412e+001dB,9.01010537723882e+001°)
1.81970085860996e+000	(-8.82903748783276e+001dB,9.01012867242425e+001°)
1.82389570231961e+000	(-8.82703747700163e+001dB,9.01015202130984e+001°)
1.82810021614272e+000	(-8.82503746612051e+001dB,9.01017542401936e+001°)
1.83231442237119e+000	(-8.82303745518917e+001dB,9.01019888067689e+001°)
1.83653834334832e+000	(-8.82103744420737e+001dB,9.01022239140679e+001°)
1.84077200146893e+000	(-8.81903743317488e+001dB,9.01024595633370e+001°)
1.84501541917945e+000	(-8.81703742209146e+001dB,9.01026957558255e+001°)
1.84926861897805e+000	(-8.81503741095689e+001dB,9.01029324927856e+001°)
1.85353162341479e+000	(-8.81303739977092e+001dB,9.01031697754724e+001°)
1.85780445509167e+000	(-8.81103738853332e+001dB,9.01034076051439e+001°)
1.86208713666284e+000	(-8.80903737724385e+001dB,9.01036459830609e+001°)
1.86637969083464e+000	(-8.80703736590227e+001dB,9.01038849104872e+001°)
1.87068214036577e+000	(-8.80503735450835e+001dB,9.01041243886895e+001°)
1.87499450806739e+000	(-8.80303734306183e+001dB,9.01043644189374e+001°)
1.87931681680324e+000	(-8.80103733156247e+001dB,9.01046050025035e+001°)
1.88364908948977e+000	(-8.79903732001004e+001dB,9.01048461406632e+001°)
1.88799134909627e+000	(-8.79703730840428e+001dB,9.01050878346949e+001°)
1.89234361864495e+000	(-8.79503729674496e+001dB,9.01053300858800e+001°)
1.89670592121112e+000	(-8.79303728503182e+001dB,9.01055728955028e+001°)
1.90107827992327e+000	(-8.79103727326461e+001dB,9.01058162648506e+001°)
1.90546071796322e+000	(-8.78903726144308e+001dB,9.01060601952136e+001°)
1.90985325856621e+000	(-8.78703724956699e+001dB,9.01063046878850e+001°)
1.91425592502106e+000	(-8.78503723763609e+001dB,9.01065497441610e+001°)
1.91866874067026e+000	(-8.78303722565012e+001dB,9.01067953653407e+001°)
1.92309172891013e+000	(-8.78103721360882e+001dB,9.01070415527264e+001°)
1.92752491319091e+000	(-8.77903720151194e+001dB,9.01072883076233e+001°)
1.93196831701690e+000	(-8.77703718935922e+001dB,9.01075356313395e+001°)
1.93642196394658e+000	(-8.77503717715041e+001dB,9.01077835251861e+001°)
1.94088587759275e+000	(-8.77303716488525e+001dB,9.01080319904775e+001°)
1.94536008162263e+000	(-8.77103715256348e+001dB,9.01082810285309e+001°)
1.94984459975802e+000	(-8.76903714018482e+001dB,9.01085306406666e+001°)
1.95433945577537e+000	(-8.76703712774904e+001dB,9.01087808282078e+001°)
1.95884467350596e+000	(-8.76503711525585e+001dB,9.01090315924810e+001°)
1.96336027683602e+000	(-8.76303710270500e+001dB,9.01092829348157e+001°)
1.96788628970682e+000	(-8.76103709009622e+001dB,9.01095348565442e+001°)
1.97242273611482e+000	(-8.75903707742923e+001dB,9.01097873590022e+001°)
1.97696964011183e+000	(-8.75703706470378e+001dB,9.01100404435284e+001°)
1.98152702580507e+000	(-8.75503705191959e+001dB,9.01102941114644e+001°)
1.98609491735734e+000	(-8.75303703907639e+001dB,9.01105483641552e+001°)
1.99067333898716e+000	(-8.75103702617392e+001dB,9.01108032029485e+001°)
1.99526231496885e+000	(-8.74903701321188e+001dB,9.01110586291955e+001°)
1.99986186963271e+000	(-8.74703700019002e+001dB,9.01113146442503e+001°)
2.00447202736513e+000	(-8.74503698710805e+001dB,9.01115712494702e+001°)
2.00909281260870e+000	(-8.74303697396570e+001dB,9.01118284462155e+001°)
2.01372424986236e+000	(-8.74103696076268e+001dB,9.01120862358499e+001°)
2.01836636368153e+000	(-8.73903694749873e+001dB,9.01123446197399e+001°)
2.02301917867824e+000	(-8.73703693417355e+001dB,9.01126035992555e+001°)
2.02768271952125e+000	(-8.73503692078686e+001dB,9.01128631757695e+001°)
2.03235701093619e+000	(-8.73303690733839e+001dB,9.01131233506582e+001°)
2.03704207770569e+000	(-8.73103689382784e+001dB,9.01133841253008e+001°)
2.04173794466950e+000	(-8.72903688025493e+001dB,9.01136455010799e+001°)
2.04644463672464e+000	(-8.72703686661937e+001dB,9.01139074793811e+001°)
2.05116217882553e+000	(-8.72503685292087e+001dB,9.01141700615934e+001°)
2.05589059598411e+000	(-8.72303683915914e+001dB,9.01144332491087e+001°)
2.06062991326997e+000	(-8.72103682533390e+001dB,9.01146970433225e+001°)
2.06538015581050e+000	(-8.71903681144484e+001dB,9.01149614456331e+001°)
2.07014134879101e+000	(-8.71703679749166e+001dB,9.01152264574424e+001°)
2.07491351745488e+000	(-8.71503678347409e+001dB,9.01154920801552e+001°)
2.07969668710366e+000	(-8.71303676939181e+001dB,9.01157583151798e+001°)
2.08449088309726e+000	(-8.71103675524453e+001dB,9.01160251639277e+001°)
2.08929613085401e+000	(-8.70903674103196e+001dB,9.01162926278134e+001°)
2.09411245585086e+000	(-8.70703672675378e+001dB,9.01165607082551e+001°)
2.09893988362349e+000	(-8.70503671240969e+001dB,9.01168294066738e+001°)
2.10377843976644e+000	(-8.70303669799940e+001dB,9.01170987244941e+001°)
2.10862814993326e+000	(-8.70103668352259e+001dB,9.01173686631438e+001°)
2.11348903983661e+000	(-8.69903666897896e+001dB,9.01176392240539e+001°)
2.11836113524847e+000	(-8.69703665436821e+001dB,9.01179104086589e+001°)
2.12324446200018e+000	(-8.69503663969001e+001dB,9.01181822183964e+001°)
2.12813904598268e+000	(-8.69303662494406e+001dB,9.01184546547074e+001°)
2.13304491314654e+000	(-8.69103661013005e+001dB,9.01187277190362e+001°)
2.13796208950220e+000	(-8.68903659524766e+001dB,9.01190014128304e+001°)
2.14289060112002e+000	(-8.68703658029657e+001dB,9.01192757375411e+001°)
2.14783047413050e+000	(-8.68503656527648e+001dB,9.01195506946225e+001°)
2.15278173472434e+000	(-8.68303655018705e+001dB,9.01198262855324e+001°)
2.15774440915263e+000	(-8.68103653502798e+001dB,9.01201025117317e+001°)
2.16271852372698e+000	(-8.67903651979894e+001dB,9.01203793746849e+001°)
2.16770410481966e+000	(-8.67703650449960e+001dB,9.01206568758597e+001°)
2.17270117886371e+000	(-8.67503648912965e+001dB,9.01209350167274e+001°)
2.17770977235312e+000	(-8.67303647368875e+001dB,9.01212137987624e+001°)
2.18272991184296e+000	(-8.67103645817658e+001dB,9.01214932234426e+001°)
2.18776162394952e+000	(-8.66903644259281e+001dB,9.01217732922496e+001°)
2.19280493535041e+000	(-8.66703642693711e+001dB,9.01220540066680e+001°)
2.19785987278479e+000	(-8.66503641120914e+001dB,9.01223353681860e+001°)
2.20292646305342e+000	(-8.66303639540858e+001dB,9.01226173782952e+001°)
2.20800473301886e+000	(-8.66103637953509e+001dB,9.01229000384908e+001°)
2.21309470960560e+000	(-8.65903636358834e+001dB,9.01231833502711e+001°)
2.21819641980018e+000	(-8.65703634756797e+001dB,9.01234673151383e+001°)
2.22330989065136e+000	(-8.65503633147366e+001dB,9.01237519345976e+001°)
2.22843514927026e+000	(-8.65303631530506e+001dB,9.01240372101580e+001°)
