Freq.	V(outint)/V(Vin)
2.75422870333815e+003	(-1.24786393453543e+001dB,9.13498493318006e+001°)
2.81838293126443e+003	(-1.26785287319060e+001dB,9.13185653046084e+001°)
2.88403150312659e+003	(-1.28784230807291e+001dB,9.12879793822054e+001°)
2.95120922666636e+003	(-1.30783221680776e+001dB,9.12580754153042e+001°)
3.01995172040199e+003	(-1.32782257802254e+001dB,9.12288376116808e+001°)
3.09029543251357e+003	(-1.34781337130156e+001dB,9.12002505281016e+001°)
3.16227766016836e+003	(-1.36780457714302e+001dB,9.11722990624168e+001°)
3.23593656929626e+003	(-1.38779617691785e+001dB,9.11449684458154e+001°)
3.31131121482589e+003	(-1.40778815283039e+001dB,9.11182442352393e+001°)
3.38844156139200e+003	(-1.42778048788089e+001dB,9.10921123059541e+001°)
3.46736850452529e+003	(-1.44777316582956e+001dB,9.10665588442735e+001°)
3.54813389233573e+003	(-1.46776617116230e+001dB,9.10415703404340e+001°)
3.63078054770099e+003	(-1.48775948905797e+001dB,9.10171335816180e+001°)
3.71535229097170e+003	(-1.50775310535705e+001dB,9.09932356451214e+001°)
3.80189396320558e+003	(-1.52774700653171e+001dB,9.09698638916643e+001°)
3.89045144994278e+003	(-1.54774117965726e+001dB,9.09470059588399e+001°)
3.98107170553494e+003	(-1.56773561238484e+001dB,9.09246497547017e+001°)
4.07380277804110e+003	(-1.58773029291528e+001dB,9.09027834514833e+001°)
4.16869383470332e+003	(-1.60772520997417e+001dB,9.08813954794503e+001°)
4.26579518801589e+003	(-1.62772035278805e+001dB,9.08604745208807e+001°)
4.36515832240162e+003	(-1.64771571106156e+001dB,9.08400095041710e+001°)
4.46683592150960e+003	(-1.66771127495575e+001dB,9.08199895980659e+001°)
4.57088189614871e+003	(-1.68770703506720e+001dB,9.08004042060088e+001°)
4.67735141287194e+003	(-1.70770298240816e+001dB,9.07812429606103e+001°)
4.78630092322634e+003	(-1.72769910838753e+001dB,9.07624957182329e+001°)
4.89778819368442e+003	(-1.74769540479266e+001dB,9.07441525536879e+001°)
5.01187233627268e+003	(-1.76769186377200e+001dB,9.07262037550443e+001°)
5.12861383991361e+003	(-1.78768847781844e+001dB,9.07086398185455e+001°)
5.24807460249768e+003	(-1.80768523975349e+001dB,9.06914514436315e+001°)
5.37031796370248e+003	(-1.82768214271200e+001dB,9.06746295280656e+001°)
5.49540873857620e+003	(-1.84767918012768e+001dB,9.06581651631621e+001°)
5.62341325190344e+003	(-1.86767634571919e+001dB,9.06420496291125e+001°)
5.75439937337152e+003	(-1.88767363347682e+001dB,9.06262743904092e+001°)
5.88843655355584e+003	(-1.90767103764978e+001dB,9.06108310913638e+001°)
6.02559586074353e+003	(-1.92766855273401e+001dB,9.05957115517171e+001°)
6.16595001861477e+003	(-1.94766617346054e+001dB,9.05809077623406e+001°)
6.30957344480188e+003	(-1.96766389478430e+001dB,9.05664118810246e+001°)
6.45654229034650e+003	(-1.98766171187347e+001dB,9.05522162283542e+001°)
6.60693448007590e+003	(-2.00765962009921e+001dB,9.05383132836678e+001°)
6.76082975391976e+003	(-2.02765761502588e+001dB,9.05246956810993e+001°)
6.91830970918931e+003	(-2.04765569240163e+001dB,9.05113562056986e+001°)
7.07945784384132e+003	(-2.06765384814937e+001dB,9.04982877896325e+001°)
7.24435960074984e+003	(-2.08765207835820e+001dB,9.04854835084596e+001°)
7.41310241300911e+003	(-2.10765037927503e+001dB,9.04729365774819e+001°)
7.58577575029177e+003	(-2.12764874729669e+001dB,9.04606403481671e+001°)
7.76247116628685e+003	(-2.14764717896228e+001dB,9.04485883046434e+001°)
7.94328234724275e+003	(-2.16764567094584e+001dB,9.04367740602620e+001°)
8.12830516164092e+003	(-2.18764422004927e+001dB,9.04251913542279e+001°)
8.31763771102664e+003	(-2.20764282319559e+001dB,9.04138340482957e+001°)
8.51138038202369e+003	(-2.22764147742241e+001dB,9.04026961235299e+001°)
8.70963589956073e+003	(-2.24764017987563e+001dB,9.03917716771269e+001°)
8.91250938133738e+003	(-2.26763892780341e+001dB,9.03810549192984e+001°)
9.12010839355902e+003	(-2.28763771855032e+001dB,9.03705401702131e+001°)
9.33254300796983e+003	(-2.30763654955174e+001dB,9.03602218569965e+001°)
9.54992586021428e+003	(-2.32763541832839e+001dB,9.03500945107868e+001°)
9.77237220955802e+003	(-2.34763432248110e+001dB,9.03401527638442e+001°)
9.99999999999991e+003	(-2.36763325968569e+001dB,9.03303913467149e+001°)
1.02329299228075e+004	(-2.38763222768810e+001dB,9.03208050854453e+001°)
1.04712854805089e+004	(-2.40763122429953e+001dB,9.03113888988464e+001°)
1.07151930523760e+004	(-2.42763024739189e+001dB,9.03021377958079e+001°)
1.09647819614318e+004	(-2.44762929489320e+001dB,9.02930468726582e+001°)
1.12201845430195e+004	(-2.46762836478327e+001dB,9.02841113105715e+001°)
1.14815362149687e+004	(-2.48762745508938e+001dB,9.02753263730190e+001°)
1.17489755493952e+004	(-2.50762656388209e+001dB,9.02666874032628e+001°)
1.20226443461740e+004	(-2.52762568927117e+001dB,9.02581898218932e+001°)
1.23026877081237e+004	(-2.54762482940157e+001dB,9.02498291244050e+001°)
1.25892541179416e+004	(-2.56762398244953e+001dB,9.02416008788148e+001°)
1.28824955169312e+004	(-2.58762314661864e+001dB,9.02335007233149e+001°)
1.31825673855640e+004	(-2.60762232013611e+001dB,9.02255243639659e+001°)
1.34896288259164e+004	(-2.62762150124895e+001dB,9.02176675724233e+001°)
1.38038426460287e+004	(-2.64762068822027e+001dB,9.02099261837002e+001°)
1.41253754462274e+004	(-2.66761987932563e+001dB,9.02022960939623e+001°)
1.44543977074591e+004	(-2.68761907284932e+001dB,9.01947732583557e+001°)
1.47910838816819e+004	(-2.70761826708079e+001dB,9.01873536888657e+001°)
1.51356124843619e+004	(-2.72761746031095e+001dB,9.01800334522059e+001°)
1.54881661891247e+004	(-2.74761665082863e+001dB,9.01728086677353e+001°)
1.58489319246110e+004	(-2.76761583691686e+001dB,9.01656755054043e+001°)
1.62181009735891e+004	(-2.78761501684930e+001dB,9.01586301837269e+001°)
1.65958690743755e+004	(-2.80761418888655e+001dB,9.01516689677784e+001°)
1.69824365246173e+004	(-2.82761335127245e+001dB,9.01447881672180e+001°)
1.73780082874936e+004	(-2.84761250223038e+001dB,9.01379841343353e+001°)
1.77827941003891e+004	(-2.86761163995949e+001dB,9.01312532621183e+001°)
1.81970085860997e+004	(-2.88761076263085e+001dB,9.01245919823446e+001°)
1.86208713666285e+004	(-2.90760986838360e+001dB,9.01179967636912e+001°)
1.90546071796323e+004	(-2.92760895532101e+001dB,9.01114641098658e+001°)
1.94984459975803e+004	(-2.94760802150642e+001dB,9.01049905577552e+001°)
1.99526231496886e+004	(-2.96760706495919e+001dB,9.00985726755922e+001°)
2.04173794466951e+004	(-2.98760608365043e+001dB,9.00922070611387e+001°)
2.08929613085402e+004	(-3.00760507549876e+001dB,9.00858903398847e+001°)
2.13796208950221e+004	(-3.02760403836586e+001dB,9.00796191632624e+001°)
2.18776162394953e+004	(-3.04760297005193e+001dB,9.00733902068733e+001°)
2.23872113856832e+004	(-3.06760186829108e+001dB,9.00672001687290e+001°)
2.29086765276775e+004	(-3.08760073074643e+001dB,9.00610457675038e+001°)
2.34422881531990e+004	(-3.10759955500526e+001dB,9.00549237407982e+001°)
2.39883291901947e+004	(-3.12759833857380e+001dB,9.00488308434124e+001°)
2.45470891568501e+004	(-3.14759707887202e+001dB,9.00427638456300e+001°)
2.51188643150956e+004	(-3.16759577322809e+001dB,9.00367195315090e+001°)
2.57039578276884e+004	(-3.18759441887277e+001dB,9.00306946971807e+001°)
2.63026799189536e+004	(-3.20759301293351e+001dB,9.00246861491557e+001°)
2.69153480392689e+004	(-3.22759155242835e+001dB,9.00186907026352e+001°)
2.75422870333814e+004	(-3.24759003425962e+001dB,9.00127051798265e+001°)
2.81838293126443e+004	(-3.26758845520738e+001dB,9.00067264082644e+001°)
2.88403150312658e+004	(-3.28758681192253e+001dB,9.00007512191333e+001°)
2.95120922666636e+004	(-3.30758510091980e+001dB,8.99947764455938e+001°)
3.01995172040199e+004	(-3.32758331857028e+001dB,8.99887989211092e+001°)
3.09029543251356e+004	(-3.34758146109378e+001dB,8.99828154777733e+001°)
3.16227766016835e+004	(-3.36757952455078e+001dB,8.99768229446375e+001°)
3.23593656929625e+004	(-3.38757750483410e+001dB,8.99708181460372e+001°)
3.31131121482588e+004	(-3.40757539766017e+001dB,8.99647978999156e+001°)
3.38844156139199e+004	(-3.42757319855998e+001dB,8.99587590161453e+001°)
3.46736850452528e+004	(-3.44757090286959e+001dB,8.99526982948456e+001°)
3.54813389233572e+004	(-3.46756850572021e+001dB,8.99466125246955e+001°)
3.63078054770098e+004	(-3.48756600202794e+001dB,8.99404984812414e+001°)
3.71535229097169e+004	(-3.50756338648295e+001dB,8.99343529251986e+001°)
3.80189396320557e+004	(-3.52756065353824e+001dB,8.99281726007450e+001°)
3.89045144994277e+004	(-3.54755779739787e+001dB,8.99219542338080e+001°)
3.98107170553493e+004	(-3.56755481200469e+001dB,8.99156945303417e+001°)
