Freq.	V(outint)
1.12201845430196e+002	(1.40504191880613e+001dB,-5.97277282926963e+001°)
1.14815362149688e+002	(1.39003797400570e+001dB,-6.02988438473676e+001°)
1.17489755493953e+002	(1.37486342759960e+001dB,-6.08633060830564e+001°)
1.20226443461741e+002	(1.35952229614113e+001dB,-6.14209759963021e+001°)
1.23026877081238e+002	(1.34401862635390e+001dB,-6.19717266108284e+001°)
1.25892541179416e+002	(1.32835648531660e+001dB,-6.25154428159707e+001°)
1.28824955169313e+002	(1.31253995105376e+001dB,-6.30520211692444e+001°)
1.31825673855640e+002	(1.29657310355935e+001dB,-6.35813696661977e+001°)
1.34896288259165e+002	(1.28046001627546e+001dB,-6.41034074807209e+001°)
1.38038426460288e+002	(1.26420474804287e+001dB,-6.46180646789845e+001°)
1.41253754462275e+002	(1.24781133553599e+001dB,-6.51252819101429e+001°)
1.44543977074592e+002	(1.23128378619016e+001dB,-6.56250100768792e+001°)
1.47910838816820e+002	(1.21462607162506e+001dB,-6.61172099887805e+001°)
1.51356124843620e+002	(1.19784212156431e+001dB,-6.66018520014297e+001°)
1.54881661891248e+002	(1.18093581824785e+001dB,-6.70789156439725e+001°)
1.58489319246111e+002	(1.16391099133043e+001dB,-6.75483892377826e+001°)
1.62181009735892e+002	(1.14677141325698e+001dB,-6.80102695086961e+001°)
1.65958690743755e+002	(1.12952079510299e+001dB,-6.84645611951323e+001°)
1.69824365246174e+002	(1.11216278286600e+001dB,-6.89112766542496e+001°)
1.73780082874937e+002	(1.09470095419254e+001dB,-6.93504354681211e+001°)
1.77827941003892e+002	(1.07713881552322e+001dB,-6.97820640517466e+001°)
1.81970085860998e+002	(1.05947979963773e+001dB,-7.02061952645482e+001°)
1.86208713666286e+002	(1.04172726358041e+001dB,-7.06228680268343e+001°)
1.90546071796324e+002	(1.02388448694626e+001dB,-7.10321269425549e+001°)
1.94984459975804e+002	(1.00595467050731e+001dB,-7.14340219295155e+001°)
1.99526231496887e+002	(9.87940935158296e+000dB,-7.18286078580693e+001°)
2.04173794466952e+002	(9.69846321161359e+000dB,-7.22159441991629e+001°)
2.08929613085403e+002	(9.51673787668872e+000dB,-7.25960946824783e+001°)
2.13796208950222e+002	(9.33426212504326e+000dB,-7.29691269652882e+001°)
2.18776162394954e+002	(9.15106392181286e+000dB,-7.33351123125215e+001°)
2.23872113856833e+002	(8.96717042141041e+000dB,-7.36941252884289e+001°)
2.29086765276776e+002	(8.78260797190164e+000dB,-7.40462434601381e+001°)
2.34422881531991e+002	(8.59740212119862e+000dB,-7.43915471132941e+001°)
2.39883291901948e+002	(8.41157762489705e+000dB,-7.47301189798996e+001°)
2.45470891568502e+002	(8.22515845559144e+000dB,-7.50620439783917e+001°)
2.51188643150957e+002	(8.03816781350970e+000dB,-7.53874089659269e+001°)
2.57039578276885e+002	(7.85062813831767e+000dB,-7.57063025027834e+001°)
2.63026799189537e+002	(7.66256112195198e+000dB,-7.60188146287397e+001°)
2.69153480392690e+002	(7.47398772234821e+000dB,-7.63250366512388e+001°)
2.75422870333816e+002	(7.28492817794010e+000dB,-7.66250609451107e+001°)
2.81838293126444e+002	(7.09540202281316e+000dB,-7.69189807635901e+001°)
2.88403150312659e+002	(6.90542810240488e+000dB,-7.72068900603374e+001°)
2.95120922666637e+002	(6.71502458965103e+000dB,-7.74888833221475e+001°)
3.01995172040200e+002	(6.52420900148587e+000dB,-7.77650554120136e+001°)
3.09029543251358e+002	(6.33299821561069e+000dB,-7.80355014221947e+001°)
3.16227766016837e+002	(6.14140848745309e+000dB,-7.83003165369278e+001°)
3.23593656929627e+002	(5.94945546724539e+000dB,-7.85595959044152e+001°)
3.31131121482590e+002	(5.75715421715753e+000dB,-7.88134345177151e+001°)
3.38844156139201e+002	(5.56451922842570e+000dB,-7.90619271041584e+001°)
3.46736850452530e+002	(5.37156443842380e+000dB,-7.93051680229186e+001°)
3.54813389233574e+002	(5.17830324763020e+000dB,-7.95432511703600e+001°)
3.63078054770100e+002	(4.98474853644732e+000dB,-7.97762698927970e+001°)
3.71535229097171e+002	(4.79091268183657e+000dB,-8.00043169063006e+001°)
3.80189396320559e+002	(4.59680757373520e+000dB,-8.02274842231964e+001°)
3.89045144994279e+002	(4.40244463122617e+000dB,-8.04458630849060e+001°)
3.98107170553495e+002	(4.20783481843570e+000dB,-8.06595439007930e+001°)
4.07380277804111e+002	(4.01298866013666e+000dB,-8.08686161926839e+001°)
4.16869383470333e+002	(3.81791625703956e+000dB,-8.10731685447455e+001°)
4.26579518801591e+002	(3.62262730075541e+000dB,-8.12732885584108e+001°)
4.36515832240164e+002	(3.42713108841783e+000dB,-8.14690628120557e+001°)
4.46683592150961e+002	(3.23143653695412e+000dB,-8.16605768251420e+001°)
4.57088189614873e+002	(3.03555219699728e+000dB,-8.18479150265512e+001°)
4.67735141287196e+002	(2.83948626643306e+000dB,-8.20311607268479e+001°)
4.78630092322636e+002	(2.64324660357808e+000dB,-8.22103960942204e+001°)
4.89778819368444e+002	(2.44684073998654e+000dB,-8.23857021338596e+001°)
5.01187233627270e+002	(2.25027589288461e+000dB,-8.25571586705464e+001°)
5.12861383991362e+002	(2.05355897723321e+000dB,-8.27248443342323e+001°)
5.24807460249770e+002	(1.85669661742066e+000dB,-8.28888365484033e+001°)
5.37031796370250e+002	(1.65969515858801e+000dB,-8.30492115210333e+001°)
5.49540873857622e+002	(1.46256067759082e+000dB,-8.32060442379404e+001°)
5.62341325190346e+002	(1.26529899360181e+000dB,-8.33594084583688e+001°)
5.75439937337154e+002	(1.06791567835963e+000dB,-8.35093767126310e+001°)
5.88843655355586e+002	(8.70416066069711e-001dB,-8.36560203016528e+001°)
6.02559586074355e+002	(6.72805262963368e-001dB,-8.37994092982718e+001°)
6.16595001861479e+002	(4.75088156522171e-001dB,-8.39396125501503e+001°)
6.30957344480190e+002	(2.77269424374644e-001dB,-8.40766976841713e+001°)
6.45654229034652e+002	(7.93535428729353e-002dB,-8.42107311121914e+001°)
6.60693448007592e+002	(-1.18655204643022e-001dB,-8.43417780380380e+001°)
6.76082975391978e+002	(-3.16752719885676e-001dB,-8.44699024656374e+001°)
6.91830970918933e+002	(-5.14935081956454e-001dB,-8.45951672081747e+001°)
7.07945784384134e+002	(-7.13198539970553e-001dB,-8.47176338981871e+001°)
7.24435960074986e+002	(-9.11539505961790e-001dB,-8.48373629985025e+001°)
7.41310241300914e+002	(-1.10995454805910e+000dB,-8.49544138139382e+001°)
7.58577575029180e+002	(-1.30844038392666e+000dB,-8.50688445036817e+001°)
7.76247116628688e+002	(-1.50699387445930e+000dB,-8.51807120942801e+001°)
7.94328234724277e+002	(-1.70561201772526e+000dB,-8.52900724931700e+001°)
8.12830516164095e+002	(-1.90429194314794e+000dB,-8.53969805026847e+001°)
8.31763771102666e+002	(-2.10303090591915e+000dB,-8.55014898344779e+001°)
8.51138038202372e+002	(-2.30182628163565e+000dB,-8.56036531243108e+001°)
8.70963589956076e+002	(-2.50067556115152e+000dB,-8.57035219471502e+001°)
8.91250938133741e+002	(-2.69957634563886e+000dB,-8.58011468325307e+001°)
9.12010839355905e+002	(-2.89852634184922e+000dB,-8.58965772801367e+001°)
9.33254300796986e+002	(-3.09752335756885e+000dB,-8.59898617755639e+001°)
9.54992586021431e+002	(-3.29656529726053e+000dB,-8.60810478062224e+001°)
9.77237220955805e+002	(-3.49565015788509e+000dB,-8.61701818773464e+001°)
9.99999999999994e+002	(-3.69477602489617e+000dB,-8.62573095280800e+001°)
1.02329299228075e+003	(-3.89394106840139e+000dB,-8.63424753476065e+001°)
1.04712854805089e+003	(-4.09314353948391e+000dB,-8.64257229912981e+001°)
1.07151930523760e+003	(-4.29238176667803e+000dB,-8.65070951968577e+001°)
1.09647819614318e+003	(-4.49165415259300e+000dB,-8.65866338004318e+001°)
1.12201845430196e+003	(-4.69095917067922e+000dB,-8.66643797526729e+001°)
1.14815362149688e+003	(-4.89029536213125e+000dB,-8.67403731347329e+001°)
1.17489755493952e+003	(-5.08966133292225e+000dB,-8.68146531741702e+001°)
1.20226443461741e+003	(-5.28905575096459e+000dB,-8.68872582607534e+001°)
1.23026877081237e+003	(-5.48847734339157e+000dB,-8.69582259621493e+001°)
1.25892541179416e+003	(-5.68792489395550e+000dB,-8.70275930394807e+001°)
1.28824955169313e+003	(-5.88739724053719e+000dB,-8.70953954627435e+001°)
1.31825673855640e+003	(-6.08689327276256e+000dB,-8.71616684260716e+001°)
1.34896288259165e+003	(-6.28641192972188e+000dB,-8.72264463628410e+001°)
1.38038426460288e+003	(-6.48595219778731e+000dB,-8.72897629606049e+001°)
1.41253754462275e+003	(-6.68551310852498e+000dB,-8.73516511758516e+001°)
1.44543977074592e+003	(-6.88509373669738e+000dB,-8.74121432485798e+001°)
1.47910838816820e+003	(-7.08469319835242e+000dB,-8.74712707166848e+001°)
1.51356124843620e+003	(-7.28431064899563e+000dB,-8.75290644301512e+001°)
1.54881661891247e+003	(-7.48394528184189e+000dB,-8.75855545650478e+001°)
1.58489319246110e+003	(-7.68359632614335e+000dB,-8.76407706373213e+001°)
1.62181009735892e+003	(-7.88326304559043e+000dB,-8.76947415163855e+001°)
1.65958690743755e+003	(-8.08294473678262e+000dB,-8.77474954385041e+001°)
1.69824365246173e+003	(-8.28264072776637e+000dB,-8.77990600199650e+001°)
1.73780082874936e+003	(-8.48235037663695e+000dB,-8.78494622700447e+001°)
1.77827941003891e+003	(-8.68207307020169e+000dB,-8.78987286037622e+001°)
1.81970085860997e+003	(-8.88180822270205e+000dB,-8.79468848544209e+001°)
1.86208713666286e+003	(-9.08155527459167e+000dB,-8.79939562859400e+001°)
1.90546071796323e+003	(-9.28131369136851e+000dB,-8.80399676049735e+001°)
1.94984459975803e+003	(-9.48108296245817e+000dB,-8.80849429728190e+001°)
1.99526231496887e+003	(-9.68086260014666e+000dB,-8.81289060171158e+001°)
2.04173794466952e+003	(-9.88065213856020e+000dB,-8.81718798433347e+001°)
2.08929613085403e+003	(-1.00804511326901e+001dB,-8.82138870460586e+001°)
2.13796208950222e+003	(-1.02802591574606e+001dB,-8.82549497200574e+001°)
2.18776162394954e+003	(-1.04800758068385e+001dB,-8.82950894711580e+001°)
2.23872113856832e+003	(-1.06799006929813e+001dB,-8.83343274269106e+001°)
2.29086765276776e+003	(-1.08797334454240e+001dB,-8.83726842470543e+001°)
2.34422881531991e+003	(-1.10795737103013e+001dB,-8.84101801337835e+001°)
2.39883291901947e+003	(-1.12794211496047e+001dB,-8.84468348418174e+001°)
2.45470891568501e+003	(-1.14792754404723e+001dB,-8.84826676882744e+001°)
2.51188643150956e+003	(-1.16791362745102e+001dB,-8.85176975623555e+001°)
2.57039578276885e+003	(-1.18790033571442e+001dB,-8.85519429348364e+001°)
2.63026799189536e+003	(-1.20788764070000e+001dB,-8.85854218673742e+001°)
2.69153480392690e+003	(-1.22787551553114e+001dB,-8.86181520216282e+001°)
2.75422870333815e+003	(-1.24786393453543e+001dB,-8.86501506681995e+001°)
2.81838293126443e+003	(-1.26785287319060e+001dB,-8.86814346953916e+001°)
2.88403150312659e+003	(-1.28784230807291e+001dB,-8.87120206177947e+001°)
2.95120922666636e+003	(-1.30783221680776e+001dB,-8.87419245846957e+001°)
3.01995172040199e+003	(-1.32782257802254e+001dB,-8.87711623883192e+001°)
3.09029543251357e+003	(-1.34781337130156e+001dB,-8.87997494718984e+001°)
3.16227766016836e+003	(-1.36780457714302e+001dB,-8.88277009375832e+001°)
3.23593656929626e+003	(-1.38779617691785e+001dB,-8.88550315541846e+001°)
3.31131121482589e+003	(-1.40778815283039e+001dB,-8.88817557647607e+001°)
3.38844156139200e+003	(-1.42778048788089e+001dB,-8.89078876940459e+001°)
3.46736850452529e+003	(-1.44777316582956e+001dB,-8.89334411557265e+001°)
3.54813389233573e+003	(-1.46776617116230e+001dB,-8.89584296595660e+001°)
3.63078054770099e+003	(-1.48775948905797e+001dB,-8.89828664183820e+001°)
3.71535229097170e+003	(-1.50775310535705e+001dB,-8.90067643548786e+001°)
3.80189396320558e+003	(-1.52774700653171e+001dB,-8.90301361083358e+001°)
3.89045144994278e+003	(-1.54774117965726e+001dB,-8.90529940411601e+001°)
3.98107170553494e+003	(-1.56773561238484e+001dB,-8.90753502452983e+001°)
4.07380277804110e+003	(-1.58773029291528e+001dB,-8.90972165485167e+001°)
4.16869383470332e+003	(-1.60772520997417e+001dB,-8.91186045205497e+001°)
4.26579518801589e+003	(-1.62772035278805e+001dB,-8.91395254791193e+001°)
4.36515832240162e+003	(-1.64771571106156e+001dB,-8.91599904958290e+001°)
4.46683592150960e+003	(-1.66771127495575e+001dB,-8.91800104019341e+001°)
4.57088189614871e+003	(-1.68770703506720e+001dB,-8.91995957939912e+001°)
4.67735141287194e+003	(-1.70770298240816e+001dB,-8.92187570393897e+001°)
4.78630092322634e+003	(-1.72769910838753e+001dB,-8.92375042817671e+001°)
4.89778819368442e+003	(-1.74769540479266e+001dB,-8.92558474463121e+001°)
5.01187233627268e+003	(-1.76769186377200e+001dB,-8.92737962449557e+001°)
5.12861383991361e+003	(-1.78768847781844e+001dB,-8.92913601814546e+001°)
5.24807460249768e+003	(-1.80768523975349e+001dB,-8.93085485563685e+001°)
5.37031796370248e+003	(-1.82768214271200e+001dB,-8.93253704719344e+001°)
5.49540873857620e+003	(-1.84767918012768e+001dB,-8.93418348368379e+001°)
5.62341325190344e+003	(-1.86767634571919e+001dB,-8.93579503708876e+001°)
5.75439937337152e+003	(-1.88767363347682e+001dB,-8.93737256095908e+001°)
5.88843655355584e+003	(-1.90767103764978e+001dB,-8.93891689086363e+001°)
6.02559586074353e+003	(-1.92766855273401e+001dB,-8.94042884482829e+001°)
6.16595001861477e+003	(-1.94766617346054e+001dB,-8.94190922376594e+001°)
6.30957344480188e+003	(-1.96766389478430e+001dB,-8.94335881189754e+001°)
6.45654229034650e+003	(-1.98766171187347e+001dB,-8.94477837716458e+001°)
6.60693448007590e+003	(-2.00765962009921e+001dB,-8.94616867163322e+001°)
6.76082975391976e+003	(-2.02765761502588e+001dB,-8.94753043189008e+001°)
6.91830970918931e+003	(-2.04765569240163e+001dB,-8.94886437943014e+001°)
7.07945784384132e+003	(-2.06765384814937e+001dB,-8.95017122103675e+001°)
7.24435960074984e+003	(-2.08765207835820e+001dB,-8.95145164915404e+001°)
7.41310241300911e+003	(-2.10765037927503e+001dB,-8.95270634225181e+001°)
7.58577575029177e+003	(-2.12764874729669e+001dB,-8.95393596518329e+001°)
7.76247116628685e+003	(-2.14764717896228e+001dB,-8.95514116953566e+001°)
7.94328234724275e+003	(-2.16764567094584e+001dB,-8.95632259397380e+001°)
8.12830516164092e+003	(-2.18764422004927e+001dB,-8.95748086457721e+001°)
8.31763771102664e+003	(-2.20764282319559e+001dB,-8.95861659517043e+001°)
8.51138038202369e+003	(-2.22764147742241e+001dB,-8.95973038764702e+001°)
8.70963589956073e+003	(-2.24764017987563e+001dB,-8.96082283228731e+001°)
8.91250938133738e+003	(-2.26763892780341e+001dB,-8.96189450807016e+001°)
9.12010839355902e+003	(-2.28763771855032e+001dB,-8.96294598297869e+001°)
9.33254300796983e+003	(-2.30763654955174e+001dB,-8.96397781430035e+001°)
9.54992586021428e+003	(-2.32763541832839e+001dB,-8.96499054892133e+001°)
9.77237220955802e+003	(-2.34763432248110e+001dB,-8.96598472361558e+001°)
9.99999999999991e+003	(-2.36763325968569e+001dB,-8.96696086532851e+001°)
1.02329299228075e+004	(-2.38763222768810e+001dB,-8.96791949145547e+001°)
1.04712854805089e+004	(-2.40763122429953e+001dB,-8.96886111011536e+001°)
1.07151930523760e+004	(-2.42763024739189e+001dB,-8.96978622041921e+001°)
1.09647819614318e+004	(-2.44762929489320e+001dB,-8.97069531273418e+001°)
1.12201845430195e+004	(-2.46762836478327e+001dB,-8.97158886894285e+001°)
1.14815362149687e+004	(-2.48762745508938e+001dB,-8.97246736269810e+001°)
1.17489755493952e+004	(-2.50762656388209e+001dB,-8.97333125967372e+001°)
1.20226443461740e+004	(-2.52762568927117e+001dB,-8.97418101781068e+001°)
1.23026877081237e+004	(-2.54762482940157e+001dB,-8.97501708755950e+001°)
1.25892541179416e+004	(-2.56762398244953e+001dB,-8.97583991211852e+001°)
1.28824955169312e+004	(-2.58762314661864e+001dB,-8.97664992766851e+001°)
1.31825673855640e+004	(-2.60762232013611e+001dB,-8.97744756360341e+001°)
1.34896288259164e+004	(-2.62762150124895e+001dB,-8.97823324275767e+001°)
1.38038426460287e+004	(-2.64762068822027e+001dB,-8.97900738162998e+001°)
1.41253754462274e+004	(-2.66761987932563e+001dB,-8.97977039060377e+001°)
1.44543977074591e+004	(-2.68761907284932e+001dB,-8.98052267416443e+001°)
1.47910838816819e+004	(-2.70761826708079e+001dB,-8.98126463111343e+001°)
1.51356124843619e+004	(-2.72761746031095e+001dB,-8.98199665477941e+001°)
1.54881661891247e+004	(-2.74761665082863e+001dB,-8.98271913322647e+001°)
1.58489319246110e+004	(-2.76761583691686e+001dB,-8.98343244945957e+001°)
1.62181009735891e+004	(-2.78761501684930e+001dB,-8.98413698162731e+001°)
1.65958690743755e+004	(-2.80761418888655e+001dB,-8.98483310322216e+001°)
1.69824365246173e+004	(-2.82761335127245e+001dB,-8.98552118327820e+001°)
1.73780082874936e+004	(-2.84761250223038e+001dB,-8.98620158656647e+001°)
1.77827941003891e+004	(-2.86761163995949e+001dB,-8.98687467378817e+001°)
1.81970085860997e+004	(-2.88761076263085e+001dB,-8.98754080176554e+001°)
1.86208713666285e+004	(-2.90760986838360e+001dB,-8.98820032363088e+001°)
1.90546071796323e+004	(-2.92760895532101e+001dB,-8.98885358901342e+001°)
1.94984459975803e+004	(-2.94760802150642e+001dB,-8.98950094422448e+001°)
1.99526231496886e+004	(-2.96760706495919e+001dB,-8.99014273244078e+001°)
2.04173794466951e+004	(-2.98760608365043e+001dB,-8.99077929388613e+001°)
2.08929613085402e+004	(-3.00760507549876e+001dB,-8.99141096601153e+001°)
2.13796208950221e+004	(-3.02760403836586e+001dB,-8.99203808367376e+001°)
2.18776162394953e+004	(-3.04760297005193e+001dB,-8.99266097931267e+001°)
2.23872113856832e+004	(-3.06760186829108e+001dB,-8.99327998312710e+001°)
2.29086765276775e+004	(-3.08760073074643e+001dB,-8.99389542324962e+001°)
2.34422881531990e+004	(-3.10759955500526e+001dB,-8.99450762592018e+001°)
2.39883291901947e+004	(-3.12759833857380e+001dB,-8.99511691565876e+001°)
2.45470891568501e+004	(-3.14759707887202e+001dB,-8.99572361543700e+001°)
2.51188643150956e+004	(-3.16759577322809e+001dB,-8.99632804684911e+001°)
2.57039578276884e+004	(-3.18759441887277e+001dB,-8.99693053028193e+001°)
2.63026799189536e+004	(-3.20759301293351e+001dB,-8.99753138508443e+001°)
2.69153480392689e+004	(-3.22759155242835e+001dB,-8.99813092973648e+001°)
2.75422870333814e+004	(-3.24759003425962e+001dB,-8.99872948201735e+001°)
2.81838293126443e+004	(-3.26758845520738e+001dB,-8.99932735917356e+001°)
2.88403150312658e+004	(-3.28758681192253e+001dB,-8.99992487808667e+001°)
2.95120922666636e+004	(-3.30758510091980e+001dB,-9.00052235544062e+001°)
3.01995172040199e+004	(-3.32758331857028e+001dB,-9.00112010788908e+001°)
3.09029543251356e+004	(-3.34758146109378e+001dB,-9.00171845222267e+001°)
3.16227766016835e+004	(-3.36757952455078e+001dB,-9.00231770553625e+001°)
3.23593656929625e+004	(-3.38757750483410e+001dB,-9.00291818539628e+001°)
3.31131121482588e+004	(-3.40757539766017e+001dB,-9.00352021000844e+001°)
