Freq.	V(outint)
3.38844156139199e+004	(-3.42757319855998e+001dB,-9.00412409838547e+001°)
3.46736850452528e+004	(-3.44757090286959e+001dB,-9.00473017051544e+001°)
3.54813389233572e+004	(-3.46756850572021e+001dB,-9.00533874753045e+001°)
3.63078054770098e+004	(-3.48756600202794e+001dB,-9.00595015187586e+001°)
3.71535229097169e+004	(-3.50756338648295e+001dB,-9.00656470748015e+001°)
3.80189396320557e+004	(-3.52756065353824e+001dB,-9.00718273992550e+001°)
3.89045144994277e+004	(-3.54755779739787e+001dB,-9.00780457661920e+001°)
3.98107170553493e+004	(-3.56755481200469e+001dB,-9.00843054696583e+001°)
4.07380277804108e+004	(-3.58755169102749e+001dB,-9.00906098254055e+001°)
4.16869383470331e+004	(-3.60754842784759e+001dB,-9.00969621726330e+001°)
4.26579518801588e+004	(-3.62754501554479e+001dB,-9.01033658757426e+001°)
4.36515832240161e+004	(-3.64754144688274e+001dB,-9.01098243261044e+001°)
4.46683592150958e+004	(-3.66753771429358e+001dB,-9.01163409438361e+001°)
4.57088189614870e+004	(-3.68753380986191e+001dB,-9.01229191795961e+001°)
4.67735141287193e+004	(-3.70752972530799e+001dB,-9.01295625163916e+001°)
4.78630092322633e+004	(-3.72752545197025e+001dB,-9.01362744714023e+001°)
4.89778819368441e+004	(-3.74752098078690e+001dB,-9.01430585978199e+001°)
5.01187233627267e+004	(-3.76751630227672e+001dB,-9.01499184867059e+001°)
5.12861383991359e+004	(-3.78751140651901e+001dB,-9.01568577688673e+001°)
5.24807460249767e+004	(-3.80750628313252e+001dB,-9.01638801167504e+001°)
5.37031796370247e+004	(-3.82750092125354e+001dB,-9.01709892463563e+001°)
5.49540873857619e+004	(-3.84749530951279e+001dB,-9.01781889191755e+001°)
5.62341325190343e+004	(-3.86748943601141e+001dB,-9.01854829441451e+001°)
5.75439937337151e+004	(-3.88748328829573e+001dB,-9.01928751796279e+001°)
5.88843655355583e+004	(-3.90747685333090e+001dB,-9.02003695354155e+001°)
6.02559586074351e+004	(-3.92747011747327e+001dB,-9.02079699747550e+001°)
6.16595001861475e+004	(-3.94746306644154e+001dB,-9.02156805164010e+001°)
6.30957344480186e+004	(-3.96745568528648e+001dB,-9.02235052366936e+001°)
6.45654229034648e+004	(-3.98744795835929e+001dB,-9.02314482716629e+001°)
6.60693448007589e+004	(-4.00743986927849e+001dB,-9.02395138191613e+001°)
6.76082975391974e+004	(-4.02743140089522e+001dB,-9.02477061410245e+001°)
6.91830970918929e+004	(-4.04742253525696e+001dB,-9.02560295652611e+001°)
7.07945784384130e+004	(-4.06741325356952e+001dB,-9.02644884882728e+001°)
7.24435960074982e+004	(-4.08740353615728e+001dB,-9.02730873771056e+001°)
7.41310241300909e+004	(-4.10739336242157e+001dB,-9.02818307717328e+001°)
7.58577575029175e+004	(-4.12738271079704e+001dB,-9.02907232873696e+001°)
7.76247116628683e+004	(-4.14737155870612e+001dB,-9.02997696168228e+001°)
7.94328234724272e+004	(-4.16735988251118e+001dB,-9.03089745328729e+001°)
8.12830516164090e+004	(-4.18734765746459e+001dB,-9.03183428906922e+001°)
8.31763771102661e+004	(-4.20733485765640e+001dB,-9.03278796302979e+001°)
8.51138038202367e+004	(-4.22732145595952e+001dB,-9.03375897790422e+001°)
8.70963589956071e+004	(-4.24730742397238e+001dB,-9.03474784541390e+001°)
8.91250938133735e+004	(-4.26729273195895e+001dB,-9.03575508652279e+001°)
9.12010839355899e+004	(-4.28727734878583e+001dB,-9.03678123169783e+001°)
9.33254300796980e+004	(-4.30726124185652e+001dB,-9.03782682117303e+001°)
9.54992586021425e+004	(-4.32724437704255e+001dB,-9.03889240521770e+001°)
9.77237220955799e+004	(-4.34722671861137e+001dB,-9.03997854440863e+001°)
1.00000000000000e+005	(-4.36720822915094e+001dB,-9.04108580990632e+001°)
