frequency;MAG;PHA
10.0;-51.3444444444444;0
11.683354854432924;-51.1125;0
13.650078065460137;-51.1375;0
15.947870582948209;-51.175;0
18.6324631193156;-51.1875;0
21.76896784350983;-51.1631578947369;0
25.433457613046496;-51.1263157894737;0
29.71481104684008;-51.1631578947369;0
34.71686818926561;-51.1444444444445;0
40.56094904897643;-51.1088235294118;0
47.38879609717654;-51.1470588235294;0
55.366012092767974;-50.9;77.8333333333333
64.68607661546328;-50.8057142857143;86.0
75.57503872394929;-51.1088235294118;0
81.0;-51.0918032786885;0
88.29699955494092;-51.0393442622951;0
103.16051783820808;-50.81;75.0
120.52609368708426;-51.2295081967213;0
140.81491217648332;-51.2770491803279;0
164.51905877536623;-51.22;0
192.21345439899108;-51.115;0
224.5697995539774;-51.185;0
262.37286577779935;-51.5021897810219;0
306.539529505653;-52.4164179104478;0
358.14101001254556;-53.1312977099236;0
418.42885079015844;-54.2885057471265;0
488.86527451139875;-55.2529411764706;0
571.1586478126435;-55.9753012048193;0
667.3049160573194;-56.4813664596273;0
779.6360130405237;-56.4541401273886;0
910.8764197647733;-56.4290249433106;0
1064.2092440647245;-56.4404109589041;0
1243.3534237775993;-56.4491803278689;0
1452.6539259467813;-56.2961630695443;0
1697.1871297521373;-55.8522041763341;57.2222222222222
1982.8839491270714;-55.2587223587223;57.4925373134328
2316.6736812810896;-54.5600886917959;52.725
2706.652070033241;-53.9821428571429;74.6801801801802
3162.2776601683795;-53.283295194508;38.9036697247706
3694.6012051993025;-52.24;57.1311475409836
4316.5336925959;-51.8852193995381;40.2032520325203
5043.159487171359;-51.5416851441242;23.2874015748032
5892.102187612301;-51.5487414187643;44.9407407407407
6883.952069645503;-50.8105263157895;28.9090909090909
8042.765483057637;-49.5376651982379;-54.7958477508651
9396.6483149547;-47.4116483516484;-37.2382352941176
1170.0;-56.4007092198582;0
10978.437670592484;-45.7233333333333;-29.6196319018405
12826.498305280626;-44.494701986755;-125.39762611276
14985.653124037577;-43.5033185840708;-147.074927953891
17508.27031735727;-42.4838202247191;1.83557951482481
20455.53350050195;-41.9;-26.0621468926553
23898.92566231053;-41.08995215311;-83.1095505617977
27921.96291524867;-40.7532530120482;-124.159779614325
32622.220097116733;-40.1178743961352;101.204986149584
38113.69735340273;-39.722962962963;320.5525606469
44529.5850994266;-39.2402666666667;507.667605633803
52025.49442372687;-38.7698113207547;788.938953488372
60783.23128297236;-38.3117808219178;310.269230769231
71015.20602780343;-38.1848066298342;246.839285714286
82969.58520834915;-38.0555240793201;282.29375
96936.31061142522;-37.9921739130435;152.11875
113254.13151528126;-51.8985294117647;29.6279069767442
132318.82072236462;-52.5298507462687;162.5
154592.77364194786;-51.9507692307692;42.5135135135135
180616.22323899018;-51.596875;32.3448275862069
211020.34285685964;-50.6258064516129;34.15
246542.55471007913;-49.3540983606557;2.33333333333333
288044.4153396298;-49.0576271186441;50.2888888888889
336532.5118250557;-49.0789473684211;73.9268292682927
393182.87557057705;-48.8854545454546;18.8214285714286
459369.5057977397;-47.2203703703704;30.6666666666667
536697.6945540477;-45.9716981132075;32.4666666666667
627042.9615030991;-43.7686274509804;18.8536585365854
732596.542821523;-42.308;11.5
855918.5374914618;-40.898;7.23809523809524
8900.0;-47.9146929824562;-67.3668639053255
1000000.0;-39.2612244897959;6.825
