x-axis,1,3
second,Volt,Volt
+94.000000E-03,+38.867188E-03,+195.507815E-03
+94.005000E-03,+41.601563E-03,+197.070315E-03
+94.010000E-03,+44.140626E-03,+198.828128E-03
+94.015000E-03,+46.679688E-03,+200.195315E-03
+94.020000E-03,+49.023438E-03,+201.367191E-03
+94.025000E-03,+51.562501E-03,+202.539066E-03
+94.030000E-03,+53.906251E-03,+203.710941E-03
+94.035000E-03,+56.054688E-03,+204.882816E-03
+94.040000E-03,+58.398438E-03,+205.468753E-03
+94.045000E-03,+60.546876E-03,+206.445316E-03
+94.050000E-03,+62.695313E-03,+207.421878E-03
+94.055000E-03,+64.843751E-03,+208.203128E-03
+94.060000E-03,+66.796876E-03,+208.984378E-03
+94.065000E-03,+68.945314E-03,+209.765628E-03
+94.070000E-03,+70.507814E-03,+210.156253E-03
+94.075000E-03,+72.265626E-03,+210.937503E-03
+94.080000E-03,+74.218751E-03,+211.328128E-03
+94.085000E-03,+75.781251E-03,+211.914066E-03
+94.090000E-03,+77.148439E-03,+212.304691E-03
+94.095000E-03,+78.710939E-03,+213.085941E-03
+94.100000E-03,+80.273439E-03,+213.281253E-03
+94.105000E-03,+81.445314E-03,+213.671878E-03
+94.110000E-03,+82.617189E-03,+214.062503E-03
+94.115000E-03,+83.789064E-03,+214.453128E-03
+94.120000E-03,+84.765626E-03,+214.648441E-03
+94.125000E-03,+85.742189E-03,+214.843753E-03
+94.130000E-03,+86.328126E-03,+215.234378E-03
+94.135000E-03,+87.304689E-03,+215.429691E-03
+94.140000E-03,+87.695314E-03,+215.625003E-03
+94.145000E-03,+88.281251E-03,+215.820316E-03
+94.150000E-03,+88.867189E-03,+215.820316E-03
+94.155000E-03,+89.062501E-03,+216.015628E-03
+94.160000E-03,+89.257814E-03,+216.015628E-03
+94.165000E-03,+89.453126E-03,+216.210941E-03
+94.170000E-03,+89.453126E-03,+216.015628E-03
+94.175000E-03,+89.257814E-03,+216.015628E-03
+94.180000E-03,+89.062501E-03,+216.210941E-03
+94.185000E-03,+88.867189E-03,+216.015628E-03
+94.190000E-03,+88.476564E-03,+215.820316E-03
+94.195000E-03,+87.890626E-03,+215.820316E-03
+94.200000E-03,+87.304689E-03,+215.820316E-03
+94.205000E-03,+86.718751E-03,+215.429691E-03
+94.210000E-03,+85.742189E-03,+215.234378E-03
+94.215000E-03,+84.960939E-03,+215.039066E-03
+94.220000E-03,+83.984376E-03,+214.843753E-03
+94.225000E-03,+82.812501E-03,+214.648441E-03
+94.230000E-03,+81.640626E-03,+214.062503E-03
+94.235000E-03,+80.468751E-03,+213.671878E-03
+94.240000E-03,+79.101564E-03,+213.476566E-03
+94.245000E-03,+77.539064E-03,+213.085941E-03
+94.250000E-03,+76.171876E-03,+212.695316E-03
+94.255000E-03,+74.414064E-03,+212.109378E-03
+94.260000E-03,+72.656251E-03,+211.523441E-03
+94.265000E-03,+71.093751E-03,+210.937503E-03
+94.270000E-03,+69.140626E-03,+210.546878E-03
