Freq.	V(vo)
Step Information: X=25K  (Run: 1/6)
3.16978638492223e+004	(7.44641417746853e+000dB,-1.43835282535549e+002°)
3.99052462993777e+004	(3.87186356173485e+000dB,-1.49661828565849e+002°)
5.02377286301917e+004	(2.24435079311416e-001dB,-1.54445025640165e+002°)
6.32455532033677e+004	(-3.45287916835879e+000dB,-1.58410545786608e+002°)
7.96214341106996e+004	(-7.13248508298363e+000dB,-1.61857033623930e+002°)
1.00237446725455e+005	(-1.08063441865680e+001dB,-1.65111947608352e+002°)
1.26191468896039e+005	(-1.44865092635592e+001dB,-1.68467843464182e+002°)
1.58865646944857e+005	(-1.81989294620575e+001dB,-1.72121789989057e+002°)
2.00000000000000e+005	(-2.19723607596908e+001dB,-1.76157777697761e+002°)
Step Information: X=99.5268K  (Run: 4/6)
2.00000000000000e+001	(2.16437302198951e+001dB,7.99487984973006e+001°)
2.51785082358833e+001	(2.35531647438911e+001dB,7.68321361027345e+001°)
3.16978638492223e+001	(2.54127222337519e+001dB,7.31247176417558e+001°)
3.99052462993776e+001	(2.71986310565623e+001dB,6.87259444489562e+001°)
5.02377286301916e+001	(2.88792978862450e+001dB,6.35712309485519e+001°)
6.32455532033676e+001	(3.04166657022913e+001dB,5.76650711570889e+001°)
7.96214341106995e+001	(3.17713081511406e+001dB,5.11136327877387e+001°)
1.00237446725454e+002	(3.29114638508655e+001dB,4.41353853865578e+001°)
1.26191468896039e+002	(3.38229146835738e+001dB,3.70281659833655e+001°)
1.58865646944856e+002	(3.45140436848764e+001dB,3.00951760359691e+001°)
2.00000000000000e+002	(3.50125291480665e+001dB,2.35653468086080e+001°)
2.51785082358834e+002	(3.53559394480873e+001dB,1.75483561612709e+001°)
3.16978638492223e+002	(3.55818697061484e+001dB,1.20352473722459e+001°)
3.99052462993776e+002	(3.57215259309290e+001dB,6.92660633263867e+000°)
5.02377286301916e+002	(3.57971538972125e+001dB,2.06518089497012e+000°)
6.32455532033676e+002	(3.58217892080885e+001dB,-2.73964980231504e+000°)
7.96214341106995e+002	(3.57997044416965e+001dB,-7.69744542353640e+000°)
1.00237446725455e+003	(3.57265320097269e+001dB,-1.30287690499090e+001°)
1.26191468896039e+003	(3.55886363589790e+001dB,-1.89584477129861e+001°)
1.58865646944856e+003	(3.53617966800920e+001dB,-2.57043026397434e+001°)
2.00000000000000e+003	(3.50098045420573e+001dB,-3.34559319035961e+001°)
2.51785082358834e+003	(3.44842727385696e+001dB,-4.23406749024667e+001°)
3.16978638492223e+003	(3.37274623565826e+001dB,-5.23811866534345e+001°)
3.99052462993776e+003	(3.26793224978479e+001dB,-6.34603762960406e+001°)
5.02377286301917e+003	(3.12875307416238e+001dB,-7.53150245295437e+001°)
6.32455532033677e+003	(2.95167639413103e+001dB,-8.75663857890570e+001°)
7.96214341106995e+003	(2.73540625975862e+001dB,-9.97727441478370e+001°)
1.00237446725455e+004	(2.48104867316134e+001dB,-1.11484666302961e+002°)
1.26191468896039e+004	(2.19202131326641e+001dB,-1.22300103103068e+002°)
1.58865646944857e+004	(1.87361915462474e+001dB,-1.31918611210934e+002°)
2.00000000000000e+004	(1.53217913582276e+001dB,-1.40177635558582e+002°)
2.51785082358834e+004	(1.17411529266336e+001dB,-1.47054044514590e+002°)
3.16978638492223e+004	(8.05211241947800e+000dB,-1.52636816654391e+002°)
3.99052462993777e+004	(4.30312083784063e+000dB,-1.57092769818280e+002°)
5.02377286301917e+004	(5.32690504454887e-001dB,-1.60642794808693e+002°)
6.32455532033677e+004	(-3.23117415072140e+000dB,-1.63551126437310e+002°)
7.96214341106996e+004	(-6.97326240845472e+000dB,-1.66115773629468e+002°)
1.00237446725455e+005	(-1.06944160468227e+001dB,-1.68641843485418e+002°)
1.26191468896039e+005	(-1.44121384711319e+001dB,-1.71391261141675e+002°)
1.58865646944857e+005	(-1.81550341197923e+001dB,-1.74532129523784e+002°)
2.00000000000000e+005	(-2.19527644041808e+001dB,-1.78127105351838e+002°)
Step Information: X=157.739K  (Run: 5/6)
2.00000000000000e+001	(2.56069358662747e+001dB,8.10104200382122e+001°)
2.51785082358833e+001	(2.75198483622004e+001dB,7.76730416465344e+001°)
3.16978638492223e+001	(2.93824843930478e+001dB,7.37874638101435e+001°)
3.99052462993776e+001	(3.11715968409499e+001dB,6.92423527959203e+001°)
5.02377286301916e+001	(3.28559922247489e+001dB,6.39631158603604e+001°)
6.32455532033676e+001	(3.43978549260915e+001dB,5.79443844460941e+001°)
7.96214341106995e+001	(3.57577576109309e+001dB,5.12824690043200e+001°)
1.00237446725454e+002	(3.69036300212468e+001dB,4.41865157099958e+001°)
1.26191468896039e+002	(3.78206874578038e+001dB,3.69464722811203e+001°)
1.58865646944856e+002	(3.85166746791955e+001dB,2.98594642172089e+001°)
2.00000000000000e+002	(3.90187594202206e+001dB,2.31493680131932e+001°)
2.51785082358834e+002	(3.93641913168876e+001dB,1.69202471313648e+001°)
3.16978638492223e+002	(3.95903439199324e+001dB,1.11555166311363e+001°)
3.99052462993776e+002	(3.97281239430727e+001dB,5.74526133397559e+000°)
5.02377286301916e+002	(3.97992094381802e+001dB,5.18467679908089e-001°)
6.32455532033676e+002	(3.98155954678367e+001dB,-4.73268554761412e+000°)
7.96214341106995e+002	(3.97797831834105e+001dB,-1.02384353979895e+001°)
1.00237446725455e+003	(3.96845363963376e+001dB,-1.62431694544881e+001°)
1.26191468896039e+003	(3.95117278987594e+001dB,-2.29973888142114e+001°)
1.58865646944856e+003	(3.92303179735739e+001dB,-3.07430206927820e+001°)
2.00000000000000e+003	(3.87941669986065e+001dB,-3.96847333659850e+001°)
2.51785082358834e+003	(3.81413828870227e+001dB,-4.99418709403737e+001°)
3.16978638492223e+003	(3.71979994665664e+001dB,-6.14842725100569e+001°)
3.99052462993776e+003	(3.58887456433922e+001dB,-7.40733094170160e+001°)
5.02377286301917e+003	(3.41546127375193e+001dB,-8.72483395409744e+001°)
6.32455532033677e+003	(3.19710184091660e+001dB,-1.00393706245750e+002°)
7.96214341106995e+003	(2.93566343592781e+001dB,-1.12876298032370e+002°)
1.00237446725455e+004	(2.63672324514674e+001dB,-1.24189734860663e+002°)
1.26191468896039e+004	(2.30787177835171e+001dB,-1.34035720599144e+002°)
1.58865646944857e+004	(1.95692392175229e+001dB,-1.42322523519011e+002°)
2.00000000000000e+004	(1.59076196537506e+001dB,-1.49111128009642e+002°)
2.51785082358834e+004	(1.21493039691583e+001dB,-1.54551669877558e+002°)
3.16978638492223e+004	(8.33728080213134e+000dB,-1.58836392118145e+002°)
3.99052462993777e+004	(4.50484321041511e+000dB,-1.62176294144410e+002°)
5.02377286301917e+004	(6.77801179033860e-001dB,-1.64797655699997e+002°)
6.32455532033677e+004	(-3.12541731379475e+000dB,-1.66948753772012e+002°)
7.96214341106996e+004	(-6.89630965944904e+000dB,-1.68901762327880e+002°)
1.00237446725455e+005	(-1.06400283099686e+001dB,-1.70932904148109e+002°)
1.26191468896039e+005	(-1.43764397461300e+001dB,-1.73276654165300e+002°)
1.58865646944857e+005	(-1.81350602289284e+001dB,-1.76078500246372e+002°)
2.00000000000000e+005	(-2.19456359758272e+001dB,-1.79385220927525e+002°)
Step Information: X=250K  (Run: 6/6)
2.00000000000000e+001	(2.95869420080837e+001dB,8.16824136013064e+001°)
2.51785082358833e+001	(3.15024535735701e+001dB,7.82023395876385e+001°)
3.16978638492223e+001	(3.33681298903401e+001dB,7.41992672556246e+001°)
3.99052462993776e+001	(3.51611616530997e+001dB,6.95533422120567e+001°)
5.02377286301916e+001	(3.68507403876839e+001dB,6.41809233139105e+001°)
6.32455532033676e+001	(3.83992740878406e+001dB,5.80664179665483e+001°)
7.96214341106995e+001	(3.97672247295696e+001dB,5.12947518211993e+001°)
1.00237446725454e+002	(4.09219403410426e+001dB,4.40635795319729e+001°)
1.26191468896039e+002	(4.18476359027594e+001dB,3.66529062643537e+001°)
1.58865646944856e+002	(4.25509143647574e+001dB,2.93523002981334e+001°)
2.00000000000000e+002	(4.30579656791592e+001dB,2.23793984832334e+001°)
2.51785082358834e+002	(4.34053103980018e+001dB,1.58309569351882e+001°)
3.16978638492223e+002	(4.36296542869981e+001dB,9.67983408561062e+000°)
3.99052462993776e+002	(4.37609568890946e+001dB,3.80119255325642e+000°)
5.02377286301916e+002	(4.38192769018560e+001dB,-1.99538186068583e+000°)
6.32455532033676e+002	(4.38138770621807e+001dB,-7.94091641341638e+000°)
7.96214341106995e+002	(4.37428740000793e+001dB,-1.42909558730264e+001°)
1.00237446725455e+003	(4.35923265175763e+001dB,-2.13136250981835e+001°)
1.26191468896039e+003	(4.33343651095596e+001dB,-2.92742607847053e+001°)
1.58865646944856e+003	(4.29247495064711e+001dB,-3.84075389744112e+001°)
2.00000000000000e+003	(4.23013889237535e+001dB,-4.88684835688574e+001°)
2.51785082358834e+003	(4.13869335438845e+001dB,-6.06607745712670e+001°)
3.16978638492223e+003	(4.00994487681221e+001dB,-7.35611612500649e+001°)
3.99052462993776e+003	(3.83725102570185e+001dB,-8.70888821247987e+001°)
5.02377286301917e+003	(3.61779864332215e+001dB,-1.00575480020257e+002°)
6.32455532033677e+003	(3.35375758188383e+001dB,-1.13332383004856e+002°)
7.96214341106995e+003	(3.05144304212825e+001dB,-1.24827271587403e+002°)
1.00237446725455e+004	(2.71914510039567e+001dB,-1.34771470812093e+002°)
1.26191468896039e+004	(2.36504442576327e+001dB,-1.43101584652283e+002°)
1.58865646944857e+004	(1.99604406879114e+001dB,-1.49906622692749e+002°)
2.00000000000000e+004	(1.61748493148817e+001dB,-1.55354015266898e+002°)
2.51785082358834e+004	(1.23335826361446e+001dB,-1.59638966637926e+002°)
3.16978638492223e+004	(8.46677732360357e+000dB,-1.62959575124730e+002°)
3.99052462993777e+004	(4.59812119211375e+000dB,-1.65512094330405e+002°)
5.02377286301917e+004	(7.46638477538267e-001dB,-1.67499394864310e+002°)
6.32455532033677e+004	(-3.07387566222897e+000dB,-1.69144091684696e+002°)
7.96214341106996e+004	(-6.85796694451371e+000dB,-1.70693409776144e+002°)
1.00237446725455e+005	(-1.06126320360596e+001dB,-1.72400701820843e+002°)
1.26191468896039e+005	(-1.43586276271309e+001dB,-1.74480690266154e+002°)
1.58865646944857e+005	(-1.81256577800367e+001dB,-1.77063326018512e+002°)
2.00000000000000e+005	(-2.19432858435544e+001dB,1.79815346678114e+002°)
