time	V(vin)
1.013658433873735e-003	8.571317e-003
1.023424058873735e-003	1.466469e-002
1.033189683873735e-003	2.070288e-002
1.042955308873735e-003	2.666314e-002
1.052720933873735e-003	3.252304e-002
1.062486558873735e-003	3.826054e-002
1.072252183873735e-003	4.385404e-002
1.082017808873735e-003	4.928247e-002
1.085733451696233e-003	5.130026e-002
1.087722117106163e-003	5.236880e-002
1.089671577821001e-003	5.340834e-002
1.091673793758804e-003	5.446766e-002
1.093620823147880e-003	5.548952e-002
1.095878448640997e-003	5.666398e-002
1.098105414547983e-003	5.781133e-002
1.100514363591402e-003	5.903968e-002
1.103198353746253e-003	6.039234e-002
1.108566334055955e-003	6.304575e-002
1.113698315575905e-003	6.551549e-002
1.121487596571113e-003	6.913307e-002
1.129060963135320e-003	7.249171e-002
1.138826588135320e-003	7.657928e-002
1.148592213135320e-003	8.037862e-002
1.158357838135320e-003	8.387544e-002
1.168123463135320e-003	8.705657e-002
1.187654713135320e-003	9.242511e-002
1.207185963135320e-003	9.640349e-002
1.226717213135320e-003	9.893187e-002
1.236482838135320e-003	9.963956e-002
1.246248463135320e-003	9.997222e-002
1.256014088135320e-003	9.992861e-002
1.265779713135320e-003	9.950890e-002
1.275545338135320e-003	9.871465e-002
1.285310963135320e-003	9.754886e-002
1.293835196705025e-003	9.623098e-002
1.300080659784420e-003	9.508998e-002
1.303800602342870e-003	9.434067e-002
1.307327937682958e-003	9.358256e-002
1.310790818495117e-003	9.279358e-002
1.315652987320430e-003	9.161175e-002
1.321793256612675e-003	8.999723e-002
1.330919700144843e-003	8.735082e-002
1.340685325144843e-003	8.420128e-002
1.350450950144843e-003	8.073483e-002
1.360216575144843e-003	7.696451e-002
1.369982200144843e-003	7.290452e-002
1.379747825144843e-003	6.857013e-002
1.389513450144843e-003	6.397765e-002
1.399279075144843e-003	5.914438e-002
1.409044700144843e-003	5.408850e-002
1.418810325144843e-003	4.882905e-002
1.428575950144843e-003	4.338581e-002
1.438341575144843e-003	3.777928e-002
1.448107200144843e-003	3.203056e-002
1.457872825144843e-003	2.616128e-002
1.467638450144843e-003	2.019354e-002
1.477404075144843e-003	1.414979e-002
1.485842211826330e-003	8.883873e-003
1.494658341033255e-003	3.355633e-003
1.501636469128721e-003	-1.028206e-003
1.509308842678893e-003	-5.845584e-003
1.519074467678893e-003	-1.195617e-002
1.528840092678893e-003	-1.802176e-002
1.538605717678893e-003	-2.401952e-002
1.548371342678893e-003	-2.992687e-002
1.558136967678893e-003	-3.572158e-002
1.567902592678893e-003	-4.138185e-002
1.572301258165235e-003	-4.388174e-002
1.572327951621213e-003	-4.389681e-002
1.572577090543677e-003	-4.403741e-002
1.572861820740779e-003	-4.419796e-002
1.573431281134983e-003	-4.451863e-002
1.574570201923391e-003	-4.515827e-002
1.575431049968044e-003	-4.564020e-002
1.576180255610816e-003	-4.605855e-002
1.577209218921728e-003	-4.663144e-002
1.578313495464588e-003	-4.724409e-002
1.579151938042108e-003	-4.770774e-002
1.579899424758866e-003	-4.811998e-002
1.580649474008039e-003	-4.853256e-002
1.581547094127671e-003	-4.902491e-002
1.582784009779037e-003	-4.970079e-002
1.584980812681971e-003	-5.089376e-002
1.587094151705966e-003	-5.203226e-002
1.590457167443668e-003	-5.382499e-002
1.594266938602083e-003	-5.582679e-002
1.598719637465292e-003	-5.812580e-002
1.606501988496086e-003	-6.203366e-002
1.613687196292571e-003	-6.551021e-002
1.621911170305298e-003	-6.932512e-002
1.627192956873715e-003	-7.167824e-002
1.633774410901858e-003	-7.449964e-002
1.637749802489959e-003	-7.614244e-002
1.643443192023610e-003	-7.841220e-002
1.651089473792224e-003	-8.130216e-002
1.660855098792224e-003	-8.471946e-002
1.670620723792224e-003	-8.781789e-002
1.680386348792224e-003	-9.058580e-002
1.699917598792224e-003	-9.508964e-002
1.709683223792224e-003	-9.680863e-002
1.719448848792224e-003	-9.816325e-002
1.729214473792224e-003	-9.914840e-002
1.738980098792224e-003	-9.976038e-002
1.748745723792224e-003	-9.999689e-002
1.757289782137518e-003	-9.989512e-002
1.766408053637899e-003	-9.946904e-002
1.775879753838667e-003	-9.868085e-002
1.784006711668364e-003	-9.772592e-002
1.788663889909199e-003	-9.706368e-002
1.791545316654300e-003	-9.661229e-002
1.794555827914401e-003	-9.610686e-002
1.796301200306019e-003	-9.579807e-002
1.797366502048364e-003	-9.560394e-002
1.798877256365366e-003	-9.532128e-002
1.800151686635512e-003	-9.507616e-002
1.801401474322255e-003	-9.482986e-002
1.802385085323663e-003	-9.463190e-002
1.803254191326380e-003	-9.445398e-002
1.804135110678761e-003	-9.427077e-002
1.805188203199545e-003	-9.404796e-002
1.807078860955862e-003	-9.363761e-002
1.808572032436739e-003	-9.330419e-002
1.810252607907519e-003	-9.291910e-002
1.812076559397702e-003	-9.248944e-002
1.818059510178213e-003	-9.099510e-002
1.825945688580540e-003	-8.882932e-002
1.835711313580540e-003	-8.584584e-002
1.845476938580540e-003	-8.253925e-002
1.855242563580540e-003	-7.892200e-002
1.865008188580540e-003	-7.500771e-002
1.874773813580540e-003	-7.081110e-002
1.884539438580540e-003	-6.634798e-002
1.894305063580540e-003	-6.163513e-002
1.904070688580540e-003	-5.669031e-002
1.913836313580540e-003	-5.153212e-002
1.923601938580540e-003	-4.617997e-002
1.933367563580540e-003	-4.065401e-002
1.943133188580540e-003	-3.497504e-002
1.952898813580540e-003	-2.916444e-002
1.962664438580540e-003	-2.324406e-002
1.972430063580540e-003	-1.723620e-002
1.982195688580540e-003	-1.116346e-002
1.990741734434573e-003	-5.813859e-003
1.998232901943552e-003	-1.110278e-003
2.006480207882170e-003	4.070510e-003
2.015713001685074e-003	9.856739e-003
2.025478626685074e-003	1.594040e-002
2.035244251685073e-003	2.196407e-002
2.045009876685073e-003	2.790507e-002
2.054775501685073e-003	3.374104e-002
2.064541126685073e-003	3.945002e-002
2.074306751685072e-003	4.501051e-002
2.078044052462142e-003	4.709481e-002
2.080112756991815e-003	4.823744e-002
2.082152354195981e-003	4.935601e-002
2.083613498970626e-003	5.015237e-002
2.085733658961391e-003	5.130038e-002
2.087821589948624e-003	5.242204e-002
2.090848049523642e-003	5.403181e-002
2.094859852517028e-003	5.613549e-002
2.098514693916035e-003	5.802096e-002
2.102924192867315e-003	6.025495e-002
2.108704868671561e-003	6.311329e-002
2.117061002720532e-003	6.709699e-002
2.126826627720532e-003	7.151755e-002
2.136592252720532e-003	7.566895e-002
2.146357877720532e-003	7.953554e-002
2.156123502720531e-003	8.310278e-002
2.175654752720531e-003	8.928667e-002
2.195186002720530e-003	9.412760e-002
2.214717252720530e-003	9.755277e-002
2.234248502720530e-003	9.951065e-002
2.244014127720529e-003	9.992928e-002
2.253779752720529e-003	9.997180e-002
2.263545377720529e-003	9.963805e-002
2.273311002720529e-003	9.892928e-002
2.281769680190011e-003	9.801430e-002
2.289386060704422e-003	9.695353e-002
2.294457027496655e-003	9.612399e-002
2.299438613326378e-003	9.521406e-002
2.304578929255680e-003	9.417737e-002
2.308122330631367e-003	9.340547e-002
2.310497086412538e-003	9.286222e-002
2.312676330478925e-003	9.234550e-002
2.316196051064213e-003	9.147441e-002
2.319877854406112e-003	9.051535e-002
2.325813112977980e-003	8.886755e-002
2.333090861696048e-003	8.667862e-002
2.342856486696048e-003	8.345755e-002
2.352622111696047e-003	7.992238e-002
2.362387736696047e-003	7.608639e-002
2.372153361696047e-003	7.196403e-002
2.381918986696047e-003	6.757081e-002
2.391684611696047e-003	6.292327e-002
2.401450236696046e-003	5.803891e-002
2.411215861696046e-003	5.293610e-002
2.420981486696046e-003	4.763405e-002
2.430747111696046e-003	4.215271e-002
2.440512736696046e-003	3.651273e-002
2.450278361696045e-003	3.073531e-002
2.460043986696045e-003	2.484222e-002
2.469809611696045e-003	1.885562e-002
2.479575236696045e-003	1.279806e-002
2.489340861696044e-003	6.692328e-003
2.498192706600915e-003	1.135532e-003
2.505220442479134e-003	-3.279513e-003
2.512971934663653e-003	-8.141486e-003
2.522737559663652e-003	-1.423788e-002
2.532503184663652e-003	-2.028069e-002
2.542268809663652e-003	-2.624716e-002
2.552034434663652e-003	-3.211485e-002
2.561800059663652e-003	-3.786166e-002
2.571565684663651e-003	-4.346598e-002
2.575409118267138e-003	-4.562794e-002
2.575412675741484e-003	-4.562993e-002
2.575585467352563e-003	-4.572651e-002
2.575758258963641e-003	-4.582303e-002
2.575931050574719e-003	-4.591950e-002
2.576103842185798e-003	-4.601592e-002
2.576276633796876e-003	-4.611229e-002
2.576449425407955e-003	-4.620860e-002
2.576622217019033e-003	-4.630485e-002
2.577836501595710e-003	-4.697973e-002
2.578719189599471e-003	-4.746860e-002
2.579450723857298e-003	-4.787265e-002
2.580028186443041e-003	-4.819088e-002
2.581479969467281e-003	-4.898814e-002
2.582426698558353e-003	-4.950586e-002
2.583179970628770e-003	-4.991652e-002
2.583988909746341e-003	-5.035630e-002
2.584989359346375e-003	-5.089839e-002
2.586033547957487e-003	-5.146203e-002
2.588121925179711e-003	-5.258264e-002
2.590408495810792e-003	-5.379921e-002
2.594306519644090e-003	-5.584743e-002
2.599457563072600e-003	-5.850245e-002
2.604233778877567e-003	-6.090959e-002
2.611843376006361e-003	-6.463053e-002
2.619784243601678e-003	-6.835583e-002
2.627633743875110e-003	-7.187109e-002
2.633314167216115e-003	-7.430642e-002
2.639933009211151e-003	-7.702449e-002
2.644298524820368e-003	-7.874460e-002
2.650229911143050e-003	-8.098652e-002
2.659761863719645e-003	-8.435252e-002
2.669527488719645e-003	-8.748726e-002
2.679293113719645e-003	-9.029271e-002
2.689058738719645e-003	-9.275831e-002
2.698824363719645e-003	-9.487480e-002
2.708589988719644e-003	-9.663419e-002
2.718355613719644e-003	-9.802988e-002
2.728121238719644e-003	-9.905661e-002
2.737886863719644e-003	-9.971051e-002
2.747652488719644e-003	-9.998912e-002
2.756362935121973e-003	-9.992009e-002
2.765474025551057e-003	-9.952772e-002
2.775239650551056e-003	-9.874517e-002
2.784347832710822e-003	-9.768025e-002
2.787893383412640e-003	-9.717900e-002
2.792348456796751e-003	-9.648082e-002
2.792367596692100e-003	-9.647766e-002
2.792433219190441e-003	-9.646680e-002
2.792520715854896e-003	-9.645230e-002
2.792695709183805e-003	-9.642322e-002
2.793045695841623e-003	-9.636470e-002
2.793745669157259e-003	-9.624626e-002
2.794482110666527e-003	-9.611964e-002
2.795356163175541e-003	-9.596670e-002
2.796181344734281e-003	-9.581964e-002
2.797223945427269e-003	-9.563016e-002
2.799309146813245e-003	-9.523889e-002
2.800347173764567e-003	-9.503802e-002
2.801740725231432e-003	-9.476199e-002
2.803089201011307e-003	-9.448797e-002
2.804337227970730e-003	-9.422832e-002
2.805709172314732e-003	-9.393620e-002
2.807308640203517e-003	-9.358683e-002
2.808820238913039e-003	-9.324797e-002
2.813514202205093e-003	-9.214222e-002
2.818843916411388e-003	-9.078959e-002
2.828609541411388e-003	-8.804820e-002
2.838375166411388e-003	-8.497541e-002
2.848140791411388e-003	-8.158280e-002
2.857906416411388e-003	-7.788312e-002
2.867672041411387e-003	-7.389031e-002
2.877437666411387e-003	-6.961940e-002
2.887203291411387e-003	-6.508645e-002
2.896968916411387e-003	-6.030853e-002
2.906734541411386e-003	-5.530363e-002
2.916500166411386e-003	-5.009057e-002
2.926265791411386e-003	-4.468898e-002
2.936031416411386e-003	-3.911920e-002
2.945797041411386e-003	-3.340218e-002
2.955562666411385e-003	-2.755944e-002
2.965328291411385e-003	-2.161297e-002
2.975093916411385e-003	-1.558516e-002
2.983316375476608e-003	-1.046344e-002
2.991918456533591e-003	-5.075602e-003
2.998816160247738e-003	-7.438216e-004
3.006445299144837e-003	4.048594e-003
3.016210924144836e-003	1.016802e-002
3.025976549144836e-003	1.624918e-002
3.035742174144836e-003	2.226918e-002
3.045507799144836e-003	2.820536e-002
3.055273424144835e-003	3.403538e-002
3.065039049144835e-003	3.973731e-002
3.074804674144835e-003	4.528967e-002
3.078148416593058e-003	4.715265e-002
3.080861775432678e-003	4.864915e-002
3.082486402284554e-003	4.953844e-002
3.084506019654013e-003	5.063674e-002
3.086487787067000e-003	5.170653e-002
3.088944032182186e-003	5.302130e-002
3.091710602197422e-003	5.448705e-002
3.095128158742120e-003	5.627492e-002
3.099376405049071e-003	5.846109e-002
3.104403047040275e-003	6.099391e-002
3.112548940163615e-003	6.496818e-002
3.121634790996004e-003	6.919986e-002
3.131400415996004e-003	7.349637e-002
3.141166040996004e-003	7.751626e-002
3.150931665996004e-003	8.124439e-002
3.160697290996003e-003	8.466674e-002
3.180228540996003e-003	9.054375e-002
3.199759790996003e-003	9.505890e-002
3.219291040996002e-003	9.814428e-002
3.238822290996002e-003	9.975348e-002
3.248587915996002e-003	9.999607e-002
3.258353540996001e-003	9.986228e-002
3.268119165996001e-003	9.935265e-002
3.277884790996001e-003	9.846908e-002
3.287650415996001e-003	9.721489e-002
3.293383673474777e-003	9.630775e-002
3.299679987247090e-003	9.516759e-002
3.303614034662479e-003	9.437948e-002
3.308062354720751e-003	9.341893e-002
3.310676675977708e-003	9.282029e-002
3.313219644050926e-003	9.221397e-002
3.316017201258743e-003	9.151977e-002
3.319739106812171e-003	9.055238e-002
3.323738404559335e-003	8.945772e-002
3.330971632863575e-003	8.733493e-002
3.340387780632806e-003	8.430199e-002
3.350153405632805e-003	8.084501e-002
3.359919030632805e-003	7.708374e-002
3.369684655632805e-003	7.303236e-002
3.379450280632805e-003	6.870609e-002
3.389215905632805e-003	6.412122e-002
3.398981530632804e-003	5.929503e-002
3.408747155632804e-003	5.424565e-002
3.418512780632804e-003	4.899212e-002
3.428278405632804e-003	4.355418e-002
3.438044030632804e-003	3.795232e-002
3.447809655632803e-003	3.220761e-002
3.457575280632803e-003	2.634168e-002
3.467340905632803e-003	2.037660e-002
3.477106530632803e-003	1.433484e-002
3.486872155632803e-003	8.239117e-003
3.495237730911689e-003	2.991776e-003
3.503772795852752e-003	-2.370296e-003
3.511708431104619e-003	-7.349990e-003
3.521474056104619e-003	-1.345165e-002
3.531239681104619e-003	-1.950267e-002
3.541005306104619e-003	-2.548030e-002
3.550770931104618e-003	-3.136202e-002
3.560536556104618e-003	-3.712570e-002
3.570302181104618e-003	-4.274965e-002
3.574318493470567e-003	-4.501710e-002
3.576743292540709e-003	-4.637226e-002
3.579218720779446e-003	-4.774462e-002
3.580590076503171e-003	-4.849993e-002
3.581593651209041e-003	-4.905040e-002
3.582575044340902e-003	-4.958682e-002
3.583405474875932e-003	-5.003925e-002
3.584535343635046e-003	-5.065263e-002
3.585523644546540e-003	-5.118706e-002
3.586550451055513e-003	-5.174023e-002
3.588604064073460e-003	-5.284007e-002
3.591373543819884e-003	-5.430935e-002
3.594460195162581e-003	-5.592750e-002
3.598924660948991e-003	-5.823057e-002
3.603336437027841e-003	-6.046147e-002
3.610967984631398e-003	-6.420985e-002
3.619005914867642e-003	-6.799807e-002
3.628771539867641e-003	-7.236632e-002
3.634717328730023e-003	-7.489353e-002
3.641536255196079e-003	-7.766300e-002
3.646106408056364e-003	-7.943967e-002
3.652184393879343e-003	-8.170079e-002
3.661950018879343e-003	-8.508295e-002
3.671715643879343e-003	-8.814488e-002
3.681481268879343e-003	-9.087506e-002
3.691246893879343e-003	-9.326320e-002
3.701012518879342e-003	-9.530032e-002
3.710778143879342e-003	-9.697875e-002
3.720543768879342e-003	-9.829217e-002
3.730309393879342e-003	-9.923565e-002
3.740075018879342e-003	-9.980562e-002
3.749840643879341e-003	-9.999995e-002
3.759606268879341e-003	-9.981790e-002
3.768478059045983e-003	-9.932678e-002
3.777185882549212e-003	-9.854467e-002
3.784037666855901e-003	-9.772179e-002
3.786900601557109e-003	-9.732422e-002
3.791151807028365e-003	-9.667581e-002
3.791152961309053e-003	-9.667562e-002
3.791194845208288e-003	-9.666889e-002
3.791236729107523e-003	-9.666215e-002
3.791278613006758e-003	-9.665540e-002
3.791320496905994e-003	-9.664865e-002
3.791362380805229e-003	-9.664189e-002
3.791404264704464e-003	-9.663512e-002
3.791446148603699e-003	-9.662835e-002
3.792332636171764e-003	-9.648344e-002
3.793514619595851e-003	-9.628556e-002
3.794340642894845e-003	-9.614412e-002
3.795390241634996e-003	-9.596067e-002
3.796409887961544e-003	-9.577846e-002
3.797454728189456e-003	-9.558766e-002
3.799544408645280e-003	-9.519372e-002
3.800557427302088e-003	-9.499684e-002
3.801671030632141e-003	-9.477597e-002
3.803303598221177e-003	-9.444378e-002
3.804975378264663e-003	-9.409332e-002
3.807051799446465e-003	-9.364358e-002
3.808865623879185e-003	-9.323767e-002
3.813617434735576e-003	-9.211700e-002
3.819215727435896e-003	-9.069142e-002
3.828981352435896e-003	-8.793721e-002
3.838746977435895e-003	-8.485202e-002
3.848512602435895e-003	-8.144748e-002
3.858278227435895e-003	-7.773638e-002
3.868043852435895e-003	-7.373270e-002
3.877809477435895e-003	-6.945151e-002
3.887575102435894e-003	-6.490891e-002
3.897340727435894e-003	-6.012202e-002
3.907106352435894e-003	-5.510884e-002
3.916871977435894e-003	-4.988824e-002
3.926637602435894e-003	-4.447987e-002
3.936403227435894e-003	-3.890410e-002
3.946168852435894e-003	-3.318189e-002
3.955934477435893e-003	-2.733480e-002
3.965700102435893e-003	-2.138482e-002
3.975465727435893e-003	-1.535436e-002
3.983546090272135e-003	-1.031989e-002
3.992001960527709e-003	-5.023201e-003
3.998894241107132e-003	-6.947632e-004
4.006497290033029e-003	4.081234e-003
4.016262915033029e-003	1.020052e-002
4.026028540033029e-003	1.628141e-002
4.035794165033029e-003	2.230102e-002
4.045559790033028e-003	2.823670e-002
4.055325415033028e-003	3.406610e-002
4.065091040033028e-003	3.976728e-002
4.074856665033028e-003	4.531879e-002
4.077986092402274e-003	4.706268e-002
4.080748097205622e-003	4.858674e-002
4.082352249251623e-003	4.946521e-002
4.084349674730542e-003	5.055201e-002
4.086164435433665e-003	5.153252e-002
4.088442626829564e-003	5.275393e-002
4.090867553451916e-003	5.404212e-002
4.093773064303602e-003	5.556907e-002
4.097511982334197e-003	5.750668e-002
4.102028505887357e-003	5.980485e-002
4.108738890632967e-003	6.312986e-002
4.117528885434390e-003	6.731468e-002
4.127294510434389e-003	7.172272e-002
4.137060135434389e-003	7.586081e-002
4.146825760434389e-003	7.971339e-002
4.156591385434389e-003	8.326594e-002
4.176122635434388e-003	8.941866e-002
4.195653885434388e-003	9.422645e-002
4.215185135434387e-003	9.761699e-002
4.234716385434387e-003	9.953927e-002
4.244482010434387e-003	9.993991e-002
4.254247635434387e-003	9.996439e-002
4.264013260434386e-003	9.961263e-002
4.273778885434386e-003	9.888595e-002
4.283544510434386e-003	9.778709e-002
4.290234010841798e-003	9.682164e-002
4.296278475682419e-003	9.580217e-002
4.300758813445829e-003	9.495724e-002
4.305191981155979e-003	9.404715e-002
4.307824057578612e-003	9.347223e-002
4.310435287864392e-003	9.287662e-002
4.312654506602240e-003	9.235076e-002
4.314825925147052e-003	9.181885e-002
4.318391657606203e-003	9.090835e-002
4.322017201074216e-003	8.993580e-002
4.329207245609848e-003	8.786954e-002
4.336758804339280e-003	8.550642e-002
4.346524429339280e-003	8.216589e-002
4.356290054339279e-003	7.851611e-002
4.366055679339279e-003	7.457081e-002
4.375821304339279e-003	7.034484e-002
4.385586929339279e-003	6.585411e-002
4.395352554339278e-003	6.111552e-002
4.405118179339278e-003	5.614691e-002
4.414883804339278e-003	5.096697e-002
4.424649429339278e-003	4.559520e-002
4.434415054339278e-003	4.005183e-002
4.444180679339277e-003	3.435770e-002
4.453946304339277e-003	2.853426e-002
4.463711929339277e-003	2.260343e-002
4.473477554339277e-003	1.658752e-002
4.483243179339277e-003	1.050918e-002
4.491171559378549e-003	5.544228e-003
4.499317860751699e-003	4.285994e-004
4.506246996103783e-003	-3.924096e-003
4.513840288515887e-003	-8.685154e-003
4.523605913515887e-003	-1.477771e-002
4.533371538515887e-003	-2.081465e-002
4.543137163515887e-003	-2.677324e-002
4.552902788515886e-003	-3.263107e-002
4.562668413515886e-003	-3.836608e-002
4.572434038515886e-003	-4.395669e-002
4.576524850177834e-003	-4.625062e-002
4.578584685456120e-003	-4.739420e-002
4.578596191238561e-003	-4.740057e-002
4.578757272192745e-003	-4.748966e-002
4.578941364711812e-003	-4.759142e-002
4.579309549749947e-003	-4.779475e-002
4.579947290850224e-003	-4.814634e-002
4.580346536438986e-003	-4.836605e-002
4.581734241099574e-003	-4.912736e-002
4.582977190704771e-003	-4.980608e-002
4.583819062369348e-003	-5.026407e-002
4.584674053635216e-003	-5.072775e-002
4.585972907307399e-003	-5.142935e-002
4.587272398197056e-003	-5.212787e-002
4.589871379976370e-003	-5.351443e-002
4.592344810958722e-003	-5.482076e-002
4.595629087237225e-003	-5.653482e-002
4.599478889444096e-003	-5.851332e-002
4.605821397910570e-003	-6.169768e-002
4.612458490860470e-003	-6.492497e-002
4.621910472479235e-003	-6.932480e-002
4.629354600293965e-003	-7.261867e-002
4.635283188694933e-003	-7.512866e-002
4.641855247365665e-003	-7.778911e-002
4.647127386787573e-003	-7.982767e-002
4.653005357431195e-003	-8.199714e-002
4.662770982431195e-003	-8.535285e-002
4.672536607431195e-003	-8.838733e-002
4.682302232431194e-003	-9.108912e-002
4.692067857431194e-003	-9.344808e-002
4.701833482431194e-003	-9.545533e-002
4.711599107431194e-003	-9.710329e-002
4.721364732431193e-003	-9.838579e-002
4.731130357431193e-003	-9.929799e-002
