time	V(p001)	V(vi_op)	V(vin)	V(vo)	V(vo_op)
5.782857863551368e-003	-4.124018e+000	4.401722e+000	-9.787644e-002	-4.132351e-001	3.349701e-001
5.792623488551368e-003	-4.073569e+000	4.403289e+000	-9.643524e-002	-4.128757e-001	3.803273e-001
5.802389113551368e-003	-4.001202e+000	4.405216e+000	-9.463108e-002	-4.123206e-001	4.476895e-001
5.812154738551368e-003	-3.907605e+000	4.407497e+000	-9.247075e-002	-4.115417e-001	5.363981e-001
5.821920363551367e-003	-3.794791e+000	4.410122e+000	-8.996239e-002	-4.105303e-001	6.444712e-001
5.831685988551367e-003	-3.672408e+000	4.413044e+000	-8.711542e-002	-4.093290e-001	7.622599e-001
5.836991377503402e-003	-3.608375e+000	4.414764e+000	-8.543056e-002	-4.086245e-001	8.238652e-001
5.841181247275604e-003	-3.556937e+000	4.416204e+000	-8.403278e-002	-4.080534e-001	8.734306e-001
5.845417631923870e-003	-3.499153e+000	4.417717e+000	-8.256028e-002	-4.074554e-001	9.293521e-001
5.847835496018446e-003	-3.463933e+000	4.418607e+000	-8.169358e-002	-4.070932e-001	9.635255e-001
5.850315495226143e-003	-3.426549e+000	4.419542e+000	-8.078502e-002	-4.067002e-001	9.998510e-001
5.852729225664601e-003	-3.389140e+000	4.420471e+000	-7.988191e-002	-4.062999e-001	1.036243e+000
5.855207048125993e-003	-3.349678e+000	4.421444e+000	-7.893570e-002	-4.058695e-001	1.074676e+000
5.858158223486153e-003	-3.301372e+000	4.422628e+000	-7.778379e-002	-4.053322e-001	1.121775e+000
5.867532487279266e-003	-3.137519e+000	4.426593e+000	-7.394937e-002	-4.034034e-001	1.281965e+000
5.877298112279265e-003	-2.954553e+000	4.430974e+000	-6.968231e-002	-4.010898e-001	1.461351e+000
5.887063737279265e-003	-2.760571e+000	4.435585e+000	-6.515300e-002	-3.984449e-001	1.651994e+000
5.896829362279265e-003	-2.555550e+000	4.440436e+000	-6.037845e-002	-3.953863e-001	1.853957e+000
5.906594987279265e-003	-2.340664e+000	4.445507e+000	-5.537666e-002	-3.918368e-001	2.066079e+000
5.916360612279265e-003	-2.116940e+000	4.450779e+000	-5.016644e-002	-3.876857e-001	2.287346e+000
5.926126237279264e-003	-1.885328e+000	4.456233e+000	-4.476741e-002	-3.827665e-001	2.516818e+000
5.935891862279264e-003	-1.646788e+000	4.461848e+000	-3.919988e-002	-3.768187e-001	2.753544e+000
5.945657487279264e-003	-1.402228e+000	4.467604e+000	-3.348482e-002	-3.694038e-001	2.996622e+000
5.955423112279264e-003	-1.152429e+000	4.473477e+000	-2.764372e-002	-3.596613e-001	3.245273e+000
5.965188737279263e-003	-8.980074e-001	4.479447e+000	-2.169858e-002	-3.455909e-001	3.498880e+000
5.974954362279263e-003	-6.391870e-001	4.485490e+000	-1.567177e-002	-3.214061e-001	3.757202e+000
5.984719987279263e-003	-3.757670e-001	4.491584e+000	-9.585973e-003	-2.748237e-001	4.020394e+000
5.993984567044778e-003	-1.218987e-001	4.497393e+000	-3.778708e-003	-1.995460e-001	4.274225e+000
6.000279703865511e-003	5.248450e-002	4.501345e+000	1.757430e-004	-1.270770e-001	4.448662e+000
6.007318563982765e-003	2.486950e-001	4.505760e+000	4.596769e-003	-2.981989e-002	4.644994e+000
6.014626366802772e-003	4.528597e-001	4.510330e+000	9.177087e-003	7.759159e-002	4.849339e+000
6.020982333749246e-003	6.298652e-001	4.514286e+000	1.314543e-002	1.658678e-001	5.026565e+000
6.028010596933547e-003	8.242648e-001	4.518631e+000	1.750886e-002	2.441975e-001	5.221315e+000
6.034584089858416e-003	1.005124e+000	4.522662e+000	2.155922e-002	2.937567e-001	5.402636e+000
6.041526645012995e-003	1.195539e+000	4.526868e+000	2.579691e-002	3.247716e-001	5.593721e+000
6.051046206411545e-003	1.455895e+000	4.532547e+000	3.152620e-002	3.492925e-001	5.855288e+000
6.060811831411545e-003	1.721912e+000	4.538255e+000	3.728624e-002	3.645053e-001	6.122879e+000
6.070577456411545e-003	1.986336e+000	4.543815e+000	4.290595e-002	3.744382e-001	6.389239e+000
6.080343081411544e-003	2.248575e+000	4.549207e+000	4.836415e-002	3.817773e-001	6.653781e+000
6.090108706411544e-003	2.508041e+000	4.554410e+000	5.364034e-002	3.876565e-001	6.915914e+000
6.099874331411544e-003	2.764067e+000	4.559405e+000	5.871463e-002	3.925957e-001	7.174967e+000
6.109639956411544e-003	3.015636e+000	4.564173e+000	6.356793e-002	3.968499e-001	7.429920e+000
6.119405581411544e-003	3.261368e+000	4.568696e+000	6.818198e-002	4.005665e-001	7.679386e+000
6.129171206411543e-003	3.498066e+000	4.572957e+000	7.253940e-002	4.038342e-001	7.920159e+000
6.138936831411543e-003	3.713624e+000	4.576988e+000	7.662380e-002	4.067414e-001	8.140065e+000
6.142215277772885e-003	3.764977e+000	4.578275e+000	7.793106e-002	4.075741e-001	8.192940e+000
6.145737055928363e-003	3.796659e+000	4.579604e+000	7.929850e-002	4.082896e-001	8.226295e+000
6.149061969753581e-003	3.816981e+000	4.580823e+000	8.055387e-002	4.088224e-001	8.248211e+000
6.152108864947522e-003	3.829830e+000	4.581906e+000	8.167341e-002	4.091922e-001	8.262528e+000
6.156369791978427e-003	3.841846e+000	4.583367e+000	8.318876e-002	4.095707e-001	8.276604e+000
6.160867491240242e-003	3.849868e+000	4.584841e+000	8.472359e-002	4.098436e-001	8.286806e+000
6.167539836654264e-003	3.856365e+000	4.586905e+000	8.687555e-002	4.100928e-001	8.296546e+000
6.173884677906857e-003	3.858768e+000	4.588716e+000	8.878032e-002	4.102204e-001	8.302034e+000
6.183650302906857e-003	3.858503e+000	4.591221e+000	9.143537e-002	4.102983e-001	8.306521e+000
6.193415927906856e-003	3.856005e+000	4.593410e+000	9.374627e-002	4.103118e-001	8.308773e+000
6.203181552906856e-003	3.852119e+000	4.595243e+000	9.570434e-002	4.102886e-001	8.309633e+000
6.212947177906856e-003	3.847458e+000	4.596714e+000	9.730220e-002	4.102484e-001	8.309711e+000
6.222712802906856e-003	3.842249e+000	4.597817e+000	9.853383e-002	4.101988e-001	8.309235e+000
6.242244052906855e-003	3.830416e+000	4.598907e+000	9.988128e-002	4.100817e-001	8.306842e+000
6.252009677906855e-003	3.823766e+000	4.598890e+000	9.999203e-002	4.100152e-001	8.304899e+000
6.261775302906855e-003	3.816557e+000	4.598496e+000	9.972642e-002	4.099430e-001	8.302388e+000
6.271540927906855e-003	3.808699e+000	4.597729e+000	9.908547e-002	4.098644e-001	8.299217e+000
6.281306552906854e-003	3.800035e+000	4.596590e+000	9.807159e-002	4.097781e-001	8.295227e+000
6.291072177906854e-003	3.790251e+000	4.595084e+000	9.668858e-002	4.096820e-001	8.290105e+000
6.300837802906854e-003	3.778714e+000	4.593217e+000	9.494167e-002	4.095713e-001	8.283215e+000
6.310603427906854e-003	3.764232e+000	4.590995e+000	9.283741e-002	4.094374e-001	8.273362e+000
6.320369052906854e-003	3.745245e+000	4.588448e+000	9.038373e-002	4.092686e-001	8.258981e+000
6.327786434949390e-003	3.725987e+000	4.586287e+000	8.829220e-002	4.091012e-001	8.243201e+000
6.335240049947738e-003	3.700523e+000	4.583904e+000	8.599733e-002	4.088790e-001	8.221207e+000
6.343539599899853e-003	3.663387e+000	4.581037e+000	8.322033e-002	4.085542e-001	8.187897e+000
6.351172107625619e-003	3.616918e+000	4.578222e+000	8.046663e-002	4.081608e-001	8.144905e+000
6.356472409128549e-003	3.572618e+000	4.576156e+000	7.844510e-002	4.077935e-001	8.102984e+000
6.361666601855436e-003	3.516944e+000	4.574028e+000	7.637963e-002	4.073064e-001	8.049596e+000
6.369822886599572e-003	3.411886e+000	4.570518e+000	7.297300e-002	4.063013e-001	7.948024e+000
6.379588511599572e-003	3.264059e+000	4.566092e+000	6.864295e-002	4.047596e-001	7.804204e+000
6.389354136599572e-003	3.093451e+000	4.561425e+000	6.405456e-002	4.028192e-001	7.637388e+000
6.399119761599572e-003	2.901653e+000	4.556523e+000	5.922507e-002	4.004346e-001	7.449125e+000
6.408885386599571e-003	2.691234e+000	4.551405e+000	5.417267e-002	3.975573e-001	7.241958e+000
6.418651011599571e-003	2.464562e+000	4.546090e+000	4.891638e-002	3.941126e-001	7.018232e+000
6.428416636599571e-003	2.223699e+000	4.540599e+000	4.347598e-002	3.899844e-001	6.779987e+000
6.438182261599571e-003	1.970420e+000	4.534951e+000	3.787195e-002	3.849899e-001	6.528982e+000
6.447947886599571e-003	1.706429e+000	4.529168e+000	3.212537e-002	3.788303e-001	6.266905e+000
6.457713511599570e-003	1.433376e+000	4.523273e+000	2.625788e-002	3.709816e-001	5.995398e+000
6.467479136599570e-003	1.152762e+000	4.517286e+000	2.029156e-002	3.603458e-001	5.715953e+000
6.477244761599570e-003	8.658450e-001	4.511230e+000	1.424888e-002	3.440638e-001	5.429832e+000
6.487010386599570e-003	5.736758e-001	4.505131e+000	8.152557e-003	3.160804e-001	5.138126e+000
6.494200672155288e-003	3.549390e-001	4.500623e+000	3.643019e-003	2.760469e-001	4.919531e+000
6.502702670174942e-003	9.298116e-002	4.495286e+000	-1.698056e-003	1.975735e-001	4.657581e+000
6.508177922469650e-003	-7.679032e-002	4.491854e+000	-5.136080e-003	1.283101e-001	4.487753e+000
6.513853032537483e-003	-2.531375e-001	4.488307e+000	-8.693131e-003	4.255078e-002	4.311298e+000
6.521040342944177e-003	-4.760194e-001	4.483834e+000	-1.318156e-002	-7.297575e-002	4.088225e+000
6.526778334423018e-003	-6.525205e-001	4.480284e+000	-1.674605e-002	-1.602394e-001	3.911512e+000
6.533092793816951e-003	-8.444596e-001	4.476408e+000	-2.064331e-002	-2.378456e-001	3.719242e+000
6.539119235784226e-003	-1.025711e+000	4.472740e+000	-2.433260e-002	-2.888785e-001	3.537551e+000
6.545303525536277e-003	-1.209792e+000	4.469022e+000	-2.808220e-002	-3.206435e-001	3.352856e+000
6.554317870541347e-003	-1.474845e+000	4.463687e+000	-3.347022e-002	-3.475718e-001	3.086634e+000
6.563443746515543e-003	-1.738804e+000	4.458397e+000	-3.881550e-002	-3.638260e-001	2.821175e+000
6.573209371515543e-003	-2.015140e+000	4.452885e+000	-4.439374e-002	-3.746843e-001	2.542864e+000
6.582974996515543e-003	-2.284084e+000	4.447544e+000	-4.980489e-002	-3.823841e-001	2.271573e+000
6.592740621515543e-003	-2.544429e+000	4.442398e+000	-5.502858e-002	-3.883305e-001	2.008512e+000
6.602506246515543e-003	-2.795066e+000	4.437465e+000	-6.004516e-002	-3.931943e-001	1.754800e+000
6.612271871515542e-003	-3.034707e+000	4.432764e+000	-6.483574e-002	-3.972872e-001	1.511740e+000
6.622037496515542e-003	-3.261978e+000	4.428312e+000	-6.938230e-002	-4.007822e-001	1.280720e+000
6.631955709406167e-003	-3.482546e+000	4.423994e+000	-7.373252e-002	-4.039345e-001	1.056100e+000
6.632260885187417e-003	-3.488970e+000	4.423867e+000	-7.386191e-002	-4.040206e-001	1.049544e+000
6.632871236749917e-003	-3.501791e+000	4.423616e+000	-7.411989e-002	-4.041913e-001	1.036458e+000
6.634091939874917e-003	-3.527260e+000	4.423117e+000	-7.463258e-002	-4.045288e-001	1.010455e+000
6.635287092290340e-003	-3.551977e+000	4.422632e+000	-7.513028e-002	-4.048539e-001	9.852115e-001
6.636613567378319e-003	-3.579059e+000	4.422099e+000	-7.567770e-002	-4.052066e-001	9.575386e-001
6.639266517554277e-003	-3.632516e+000	4.421049e+000	-7.675675e-002	-4.058948e-001	9.028876e-001
6.640763604874803e-003	-3.661920e+000	4.420464e+000	-7.735626e-002	-4.062735e-001	8.728026e-001
6.641945189236173e-003	-3.682826e+000	4.420008e+000	-7.782461e-002	-4.065627e-001	8.513544e-001
6.643436281313218e-003	-3.705511e+000	4.419440e+000	-7.840951e-002	-4.069118e-001	8.279781e-001
6.645156273959677e-003	-3.730306e+000	4.418793e+000	-7.907564e-002	-4.072930e-001	8.023815e-001
6.646711943662285e-003	-3.753815e+000	4.418217e+000	-7.967019e-002	-4.076182e-001	7.781408e-001
6.649823283067500e-003	-3.803107e+000	4.417091e+000	-8.083639e-002	-4.082346e-001	7.273664e-001
6.658232121208156e-003	-3.933009e+000	4.414206e+000	-8.383241e-002	-4.097677e-001	5.933507e-001
6.664947622559220e-003	-4.027186e+000	4.412090e+000	-8.605745e-002	-4.108507e-001	4.957694e-001
6.674713247559219e-003	-4.145616e+000	4.409237e+000	-8.901871e-002	-4.122508e-001	3.722680e-001
6.680208931013999e-003	-4.188993e+000	4.407774e+000	-9.053852e-002	-4.128788e-001	3.259776e-001
6.687575567842688e-003	-4.213390e+000	4.405993e+000	-9.240612e-002	-4.134615e-001	2.976289e-001
6.691944473795953e-003	-4.217676e+000	4.405027e+000	-9.342045e-002	-4.136696e-001	2.909918e-001
6.697205313606822e-003	-4.217687e+000	4.403980e+000	-9.454840e-002	-4.137920e-001	2.881466e-001
6.704163665417928e-003	-4.215702e+000	4.402766e+000	-9.588144e-002	-4.138604e-001	2.863851e-001
6.713680344713681e-003	-4.211620e+000	4.401391e+000	-9.740745e-002	-4.138753e-001	2.853467e-001
6.723445969713681e-003	-4.206661e+000	4.400320e+000	-9.861138e-002	-4.138494e-001	2.850566e-001
6.733211594713680e-003	-4.201101e+000	4.399618e+000	-9.944417e-002	-4.138049e-001	2.853758e-001
6.742977219713680e-003	-4.194723e+000	4.399290e+000	-9.990266e-002	-4.137506e-001	2.865217e-001
6.752742844713680e-003	-4.186831e+000	4.399339e+000	-9.998515e-002	-4.136855e-001	2.891913e-001
6.762508469713680e-003	-4.175807e+000	4.399763e+000	-9.969132e-002	-4.136004e-001	2.950060e-001
6.772274094713680e-003	-4.158266e+000	4.400560e+000	-9.902227e-002	-4.134746e-001	3.073581e-001
6.782039719713679e-003	-4.128369e+000	4.401730e+000	-9.798052e-002	-4.132680e-001	3.320995e-001
6.791805344713679e-003	-4.079720e+000	4.403266e+000	-9.656999e-002	-4.129232e-001	3.756494e-001
6.801570969713679e-003	-4.009217e+000	4.405163e+000	-9.479600e-002	-4.123864e-001	4.411377e-001
6.811336594713679e-003	-3.917361e+000	4.407414e+000	-9.266522e-002	-4.116273e-001	5.280936e-001
6.821102219713679e-003	-3.805811e+000	4.410010e+000	-9.018566e-002	-4.106348e-001	6.348873e-001
6.830867844713678e-003	-3.683521e+000	4.412909e+000	-8.736668e-002	-4.094465e-001	7.525694e-001
6.836592677467747e-003	-3.613704e+000	4.414756e+000	-8.556050e-002	-4.086878e-001	8.197619e-001
6.841457666779689e-003	-3.553802e+000	4.416424e+000	-8.393851e-002	-4.080237e-001	8.774866e-001
6.845364704468522e-003	-3.500703e+000	4.417819e+000	-8.257904e-002	-4.074716e-001	9.288678e-001
6.847788490313585e-003	-3.465396e+000	4.418711e+000	-8.171061e-002	-4.071086e-001	9.631246e-001
6.850275784378222e-003	-3.427915e+000	4.419649e+000	-8.079973e-002	-4.067146e-001	9.995443e-001
6.852895168437076e-003	-3.387314e+000	4.420657e+000	-7.981914e-002	-4.062802e-001	1.039042e+000
6.855324059055186e-003	-3.348606e+000	4.421612e+000	-7.889054e-002	-4.058580e-001	1.076741e+000
6.858305793807445e-003	-3.299737e+000	4.422810e+000	-7.772548e-002	-4.053139e-001	1.124392e+000
6.867961641223106e-003	-3.130610e+000	4.426901e+000	-7.376759e-002	-4.033193e-001	1.289752e+000
6.877727266223106e-003	-2.947191e+000	4.431292e+000	-6.948867e-002	-4.009936e-001	1.469599e+000
6.887492891223106e-003	-2.752734e+000	4.435914e+000	-6.494820e-002	-3.983334e-001	1.660728e+000
6.897258516223106e-003	-2.547264e+000	4.440774e+000	-6.016329e-002	-3.952563e-001	1.863152e+000
6.907024141223106e-003	-2.331949e+000	4.445855e+000	-5.515194e-002	-3.916837e-001	2.075714e+000
6.916789766223105e-003	-2.107864e+000	4.451136e+000	-4.993300e-002	-3.875047e-001	2.297355e+000
6.926555391223105e-003	-1.875960e+000	4.456597e+000	-4.452613e-002	-3.825508e-001	2.527131e+000
6.936321016223105e-003	-1.637164e+000	4.462218e+000	-3.895168e-002	-3.765553e-001	2.764127e+000
6.946086641223105e-003	-1.392378e+000	4.467979e+000	-3.323061e-002	-3.690687e-001	3.007443e+000
6.955852266223105e-003	-1.142385e+000	4.473857e+000	-2.738448e-002	-3.592056e-001	3.256302e+000
6.965617891223104e-003	-8.877880e-001	4.479830e+000	-2.143528e-002	-3.448867e-001	3.510098e+000
6.975383516223104e-003	-6.287882e-001	4.485876e+000	-1.540540e-002	-3.200735e-001	3.768611e+000
6.985149141223104e-003	-3.652032e-001	4.491972e+000	-9.317535e-003	-2.724780e-001	4.031976e+000
6.994195958726583e-003	-1.171916e-001	4.497644e+000	-3.645978e-003	-1.978886e-001	4.279957e+000
7.000476836846943e-003	5.683387e-002	4.501587e+000	2.996050e-004	-1.251008e-001	4.454038e+000
7.007356893270802e-003	2.486262e-001	4.505903e+000	4.620826e-003	-2.989000e-002	4.645949e+000
7.014651061835552e-003	4.524122e-001	4.510464e+000	9.192538e-003	7.738024e-002	4.849915e+000
7.020994531951714e-003	6.290698e-001	4.514412e+000	1.315303e-002	1.655291e-001	5.026793e+000
7.028012755568261e-003	8.231925e-001	4.518752e+000	1.751020e-002	2.438613e-001	5.221264e+000
7.034581205004021e-003	1.003911e+000	4.522778e+000	2.155745e-002	2.935024e-001	5.402443e+000
7.041528027166530e-003	1.194440e+000	4.526987e+000	2.579775e-002	3.246354e-001	5.593642e+000
7.051018190098395e-003	1.453987e+000	4.532649e+000	3.150950e-002	3.491630e-001	5.854393e+000
7.060783815098395e-003	1.720001e+000	4.538356e+000	3.726991e-002	3.644197e-001	6.121979e+000
7.070549440098395e-003	1.984422e+000	4.543917e+000	4.289004e-002	3.743782e-001	6.388335e+000
7.080315065098395e-003	2.246661e+000	4.549309e+000	4.834875e-002	3.817302e-001	6.652873e+000
7.090080690098395e-003	2.506127e+000	4.554513e+000	5.362548e-002	3.876172e-001	6.915003e+000
7.099846315098394e-003	2.762155e+000	4.559508e+000	5.870038e-002	3.925617e-001	7.174055e+000
7.109611940098394e-003	3.013728e+000	4.564277e+000	6.355434e-002	3.968200e-001	7.429010e+000
7.119377565098394e-003	3.259469e+000	4.568800e+000	6.816909e-002	4.005397e-001	7.678483e+000
7.129143190098394e-003	3.496248e+000	4.573061e+000	7.252728e-002	4.038102e-001	7.919334e+000
7.138908815098394e-003	3.712032e+000	4.577093e+000	7.661249e-002	4.067205e-001	8.139463e+000
7.142200139997624e-003	3.763723e+000	4.578386e+000	7.792510e-002	4.075578e-001	8.192682e+000
7.145711778229450e-003	3.795446e+000	4.579711e+000	7.928882e-002	4.082729e-001	8.226073e+000
7.149034460183455e-003	3.815824e+000	4.580930e+000	8.054362e-002	4.088067e-001	8.248043e+000
7.152080453760783e-003	3.828711e+000	4.582012e+000	8.166311e-002	4.091775e-001	8.262396e+000
7.156370493493890e-003	3.840834e+000	4.583484e+000	8.318900e-002	4.095593e-001	8.276593e+000
7.160889004504989e-003	3.848894e+000	4.584964e+000	8.473077e-002	4.098335e-001	8.286842e+000
7.167620317747355e-003	3.855420e+000	4.587044e+000	8.690058e-002	4.100841e-001	8.296638e+000
7.174008177730444e-003	3.857807e+000	4.588866e+000	8.881601e-002	4.102116e-001	8.302133e+000
7.183773802730444e-003	3.857506e+000	4.591367e+000	9.146676e-002	4.102885e-001	8.306581e+000
7.193539427730444e-003	3.854985e+000	4.593551e+000	9.377326e-002	4.103013e-001	8.308809e+000
7.203305052730443e-003	3.851089e+000	4.595379e+000	9.572681e-002	4.102778e-001	8.309657e+000
7.213070677730443e-003	3.846421e+000	4.596846e+000	9.732007e-002	4.102375e-001	8.309727e+000
7.222836302730443e-003	3.841207e+000	4.597944e+000	9.854704e-002	4.101878e-001	8.309243e+000
7.242367552730443e-003	3.829364e+000	4.599025e+000	9.988503e-002	4.100706e-001	8.306838e+000
7.252133177730442e-003	3.822708e+000	4.599002e+000	9.999102e-002	4.100040e-001	8.304888e+000
7.261898802730442e-003	3.815493e+000	4.598603e+000	9.972066e-002	4.099317e-001	8.302368e+000
7.271664427730442e-003	3.807626e+000	4.597831e+000	9.907497e-002	4.098530e-001	8.299187e+000
7.281430052730442e-003	3.798949e+000	4.596687e+000	9.805640e-002	4.097666e-001	8.295184e+000
7.291195677730442e-003	3.789147e+000	4.595177e+000	9.666875e-002	4.096703e-001	8.290043e+000
7.300961302730441e-003	3.777580e+000	4.593305e+000	9.491727e-002	4.095594e-001	8.283120e+000
7.310726927730441e-003	3.763045e+000	4.591079e+000	9.280854e-002	4.094250e-001	8.273212e+000
7.320492552730441e-003	3.743948e+000	4.588526e+000	9.035050e-002	4.092553e-001	8.258719e+000
7.328034304579269e-003	3.724205e+000	4.586323e+000	8.821897e-002	4.090836e-001	8.242511e+000
7.335612279464046e-003	3.697992e+000	4.583892e+000	8.587773e-002	4.088547e-001	8.219823e+000
7.344081524330979e-003	3.659501e+000	4.580955e+000	8.303105e-002	4.085180e-001	8.185233e+000
7.351597474670206e-003	3.612730e+000	4.578172e+000	8.030766e-002	4.081228e-001	8.141883e+000
7.356953057790413e-003	3.566971e+000	4.576077e+000	7.825745e-002	4.077433e-001	8.098524e+000
7.362108175500536e-003	3.511194e+000	4.573962e+000	7.620025e-002	4.072546e-001	8.045012e+000
7.369404772061387e-003	3.417099e+000	4.570820e+000	7.315237e-002	4.063538e-001	7.954035e+000
7.379170397061386e-003	3.269703e+000	4.566399e+000	6.883376e-002	4.048194e-001	7.810650e+000
7.388936022061386e-003	3.100030e+000	4.561742e+000	6.425607e-002	4.028960e-001	7.644776e+000
7.398701647061386e-003	2.909058e+000	4.556850e+000	5.943654e-002	4.005297e-001	7.457350e+000
7.408467272061386e-003	2.699363e+000	4.551741e+000	5.439331e-002	3.976731e-001	7.250918e+000
7.418232897061386e-003	2.473324e+000	4.546434e+000	4.914534e-002	3.942524e-001	7.027837e+000
7.427998522061385e-003	2.233016e+000	4.540949e+000	4.371241e-002	3.901536e-001	6.790159e+000
7.437764147061385e-003	1.980220e+000	4.535308e+000	3.811496e-002	3.851973e-001	6.539650e+000
7.447529772061385e-003	1.716641e+000	4.529531e+000	3.237404e-002	3.790904e-001	6.278000e+000
7.457295397061385e-003	1.443936e+000	4.523639e+000	2.651128e-002	3.713212e-001	6.006854e+000
7.467061022061385e-003	1.163610e+000	4.517655e+000	2.054874e-002	3.608249e-001	5.727712e+000
7.476826647061384e-003	8.769360e-001	4.511602e+000	1.450886e-002	3.448617e-001	5.441848e+000
7.486592272061384e-003	5.849752e-001	4.505504e+000	8.414363e-003	3.175234e-001	5.150363e+000
7.493906649236918e-003	3.625896e-001	4.500918e+000	3.827630e-003	2.775791e-001	4.928127e+000
7.502525457307101e-003	9.712633e-002	4.495509e+000	-1.586725e-003	1.990612e-001	4.662676e+000
7.507978543289172e-003	-7.193581e-002	4.492090e+000	-5.010967e-003	1.304807e-001	4.493559e+000
7.513763111391548e-003	-2.516817e-001	4.488474e+000	-8.636844e-003	4.323390e-002	4.313704e+000
7.520958168181597e-003	-4.748100e-001	4.483996e+000	-1.313038e-002	-7.233915e-002	4.090385e+000
7.526717104789425e-003	-6.519649e-001	4.480433e+000	-1.670812e-002	-1.599423e-001	3.913018e+000
7.533051798326514e-003	-8.445298e-001	4.476543e+000	-2.061811e-002	-2.378427e-001	3.720120e+000
7.539075826091129e-003	-1.025716e+000	4.472877e+000	-2.430614e-002	-2.888687e-001	3.538495e+000
7.545274132049612e-003	-1.210222e+000	4.469150e+000	-2.806447e-002	-3.206987e-001	3.353374e+000
7.554268815890523e-003	-1.474712e+000	4.463826e+000	-3.344118e-002	-3.475635e-001	3.087717e+000
7.563407006121698e-003	-1.739045e+000	4.458528e+000	-3.879423e-002	-3.638332e-001	2.821882e+000
7.573172631121698e-003	-2.015405e+000	4.453015e+000	-4.437305e-002	-3.746920e-001	2.543547e+000
7.582938256121698e-003	-2.284376e+000	4.447674e+000	-4.978487e-002	-3.823906e-001	2.272229e+000
7.592703881121697e-003	-2.544751e+000	4.442526e+000	-5.500931e-002	-3.883365e-001	2.009136e+000
7.602469506121697e-003	-2.795424e+000	4.437593e+000	-6.002670e-002	-3.932000e-001	1.755388e+000
7.612235131121697e-003	-3.035105e+000	4.432890e+000	-6.481817e-002	-3.972928e-001	1.512288e+000
7.622000756121697e-003	-3.262421e+000	4.428438e+000	-6.936567e-002	-4.007878e-001	1.281223e+000
7.631918969012322e-003	-3.483033e+000	4.424118e+000	-7.371692e-002	-4.039403e-001	1.056557e+000
7.632224144793571e-003	-3.489461e+000	4.423992e+000	-7.384635e-002	-4.040263e-001	1.049997e+000
7.632834496356072e-003	-3.502286e+000	4.423740e+000	-7.410439e-002	-4.041971e-001	1.036907e+000
7.634055199481071e-003	-3.527762e+000	4.423241e+000	-7.461721e-002	-4.045345e-001	1.010897e+000
7.636574024847871e-003	-3.579517e+000	4.422225e+000	-7.566146e-002	-4.052116e-001	9.580266e-001
7.639230743556747e-003	-3.633049e+000	4.421172e+000	-7.674234e-002	-4.059005e-001	9.032978e-001
7.640857936103767e-003	-3.664813e+000	4.420536e+000	-7.739381e-002	-4.063117e-001	8.707931e-001
7.642064183569861e-003	-3.685874e+000	4.420071e+000	-7.787154e-002	-4.066060e-001	8.491780e-001
7.643518974313712e-003	-3.707797e+000	4.419518e+000	-7.844175e-002	-4.069453e-001	8.265803e-001
7.645122983594221e-003	-3.730901e+000	4.418914e+000	-7.906284e-002	-4.072995e-001	8.027287e-001
7.646852437365476e-003	-3.757135e+000	4.418275e+000	-7.972351e-002	-4.076594e-001	7.756793e-001
7.650311344907987e-003	-3.812053e+000	4.417027e+000	-8.101653e-002	-4.083414e-001	7.191113e-001
7.654283810161195e-003	-3.874606e+000	4.415637e+000	-8.245429e-002	-4.090862e-001	6.546326e-001
7.658572388699389e-003	-3.938956e+000	4.414207e+000	-8.394877e-002	-4.098350e-001	5.881550e-001
7.667046949140919e-003	-4.054937e+000	4.411575e+000	-8.672176e-002	-4.111722e-001	4.678572e-001
7.676812574140919e-003	-4.165241e+000	4.408776e+000	-8.961190e-002	-4.125158e-001	3.524548e-001
7.682019837545784e-003	-4.200065e+000	4.407423e+000	-9.101576e-002	-4.130667e-001	3.148597e-001
7.688585456758428e-003	-4.215914e+000	4.405872e+000	-9.264680e-002	-4.135269e-001	2.954824e-001
7.693137492329842e-003	-4.218805e+000	4.404886e+000	-9.368524e-002	-4.137149e-001	2.901398e-001
7.698308209889353e-003	-4.218363e+000	4.403886e+000	-9.477180e-002	-4.138162e-001	2.877955e-001
7.706847790831140e-003	-4.215567e+000	4.402445e+000	-9.634680e-002	-4.138803e-001	2.859933e-001
7.714743891752691e-003	-4.212042e+000	4.401349e+000	-9.755645e-002	-4.138846e-001	2.852695e-001
7.724509516752691e-003	-4.206975e+000	4.400333e+000	-9.872016e-002	-4.138535e-001	2.850878e-001
7.734275141752691e-003	-4.201346e+000	4.399672e+000	-9.951230e-002	-4.138078e-001	2.854748e-001
7.744040766752691e-003	-4.194852e+000	4.399385e+000	-9.992991e-002	-4.137526e-001	2.867368e-001
7.753806391752690e-003	-4.186728e+000	4.399474e+000	-9.997140e-002	-4.136860e-001	2.896383e-001
7.763572016752690e-003	-4.175217e+000	4.399939e+000	-9.963662e-002	-4.135980e-001	2.959403e-001
7.773337641752690e-003	-4.156673e+000	4.400777e+000	-9.892683e-002	-4.134659e-001	3.092973e-001
7.783103266752690e-003	-4.125039e+000	4.401986e+000	-9.784471e-002	-4.132474e-001	3.357795e-001
7.792868891752690e-003	-4.074113e+000	4.403562e+000	-9.639432e-002	-4.128844e-001	3.816129e-001
7.802634516752689e-003	-4.001251e+000	4.405498e+000	-9.458113e-002	-4.123248e-001	4.494695e-001
