time	V(p001)	V(vi_op)	V(vin)	V(vo)	V(vo_op)
7.812400141752689e-003	-3.907187e+000	4.407787e+000	-9.241194e-002	-4.115411e-001	5.386459e-001
7.822165766752690e-003	-3.794053e+000	4.410420e+000	-8.989495e-002	-4.105253e-001	6.470393e-001
7.831931391752690e-003	-3.671634e+000	4.413349e+000	-8.703960e-002	-4.093216e-001	7.648641e-001
7.837078111990248e-003	-3.609660e+000	4.415020e+000	-8.540222e-002	-4.086381e-001	8.244835e-001
7.841129793390305e-003	-3.560055e+000	4.416413e+000	-8.405030e-002	-4.080869e-001	8.722751e-001
7.845207204628673e-003	-3.504573e+000	4.417867e+000	-8.263481e-002	-4.075139e-001	9.259629e-001
7.847434410030435e-003	-3.472256e+000	4.418684e+000	-8.183866e-002	-4.071825e-001	9.573136e-001
7.849729467624758e-003	-3.437842e+000	4.419547e+000	-8.100150e-002	-4.068222e-001	9.907446e-001
7.852150814003580e-003	-3.400546e+000	4.420474e+000	-8.010001e-002	-4.064250e-001	1.027017e+000
7.854565746943187e-003	-3.362388e+000	4.421417e+000	-7.918244e-002	-4.060116e-001	1.064167e+000
7.856917485698771e-003	-3.324265e+000	4.422353e+000	-7.827136e-002	-4.055909e-001	1.101322e+000
7.865606376284161e-003	-3.174361e+000	4.425989e+000	-7.475860e-002	-4.038483e-001	1.247794e+000
7.875372001284161e-003	-2.993782e+000	4.430320e+000	-7.054521e-002	-4.015997e-001	1.424741e+000
7.885137626284160e-003	-2.802130e+000	4.434883e+000	-6.606629e-002	-3.990321e-001	1.612998e+000
7.894903251284160e-003	-2.599191e+000	4.439687e+000	-6.133873e-002	-3.960636e-001	1.812819e+000
7.904668876284160e-003	-2.386162e+000	4.444715e+000	-5.638029e-002	-3.926224e-001	2.023022e+000
7.914434501284160e-003	-2.164110e+000	4.449950e+000	-5.120965e-002	-3.886061e-001	2.242552e+000
7.924200126284160e-003	-1.933981e+000	4.455369e+000	-4.584627e-002	-3.838622e-001	2.470474e+000
7.933965751284159e-003	-1.696734e+000	4.460954e+000	-4.031034e-002	-3.781544e-001	2.705840e+000
7.943731376284159e-003	-1.453294e+000	4.466683e+000	-3.462268e-002	-3.710917e-001	2.947727e+000
7.953497001284159e-003	-1.204481e+000	4.472535e+000	-2.880472e-002	-3.619578e-001	3.195324e+000
7.963262626284159e-003	-9.509514e-001	4.478487e+000	-2.287834e-002	-3.491133e-001	3.447971e+000
7.973028251284159e-003	-6.930268e-001	4.484517e+000	-1.686585e-002	-3.278877e-001	3.705334e+000
7.982793876284158e-003	-4.307673e-001	4.490602e+000	-1.078988e-002	-2.892571e-001	3.967307e+000
7.990357851240674e-003	-2.243077e-001	4.495339e+000	-6.054635e-003	-2.357059e-001	4.173703e+000
7.998481603707284e-003	1.965859e-004	4.500439e+000	-9.540220e-004	-1.493634e-001	4.398253e+000
8.006222647493904e-003	2.156773e-001	4.505295e+000	3.908809e-003	-4.668655e-002	4.613851e+000
8.013823512128915e-003	4.279597e-001	4.510051e+000	8.674652e-003	6.397913e-002	4.826313e+000
8.021063492623935e-003	6.296325e-001	4.514558e+000	1.319598e-002	1.647243e-001	5.028234e+000
8.028283352676481e-003	8.293723e-001	4.519021e+000	1.767757e-002	2.452645e-001	5.228334e+000
8.035068758680571e-003	1.016044e+000	4.523179e+000	2.185648e-002	2.957256e-001	5.415489e+000
8.042218915744545e-003	1.212128e+000	4.527507e+000	2.621691e-002	3.268386e-001	5.612276e+000
8.051728634943012e-003	1.472165e+000	4.533172e+000	3.193283e-002	3.505905e-001	5.873540e+000
8.061494259943012e-003	1.738090e+000	4.538869e+000	3.768376e-002	3.653590e-001	6.141062e+000
8.071259884943012e-003	2.002383e+000	4.544418e+000	4.329286e-002	3.750193e-001	6.407313e+000
8.081025509943012e-003	2.264452e+000	4.549797e+000	4.873901e-002	3.821886e-001	6.671708e+000
8.090791134943012e-003	2.523706e+000	4.554986e+000	5.400172e-002	3.879830e-001	6.933650e+000
8.100556759943011e-003	2.779461e+000	4.559966e+000	5.906118e-002	3.928722e-001	7.192454e+000
8.110322384943011e-003	3.030674e+000	4.564717e+000	6.389835e-002	3.970895e-001	7.447073e+000
8.120088009943011e-003	3.275945e+000	4.569221e+000	6.849501e-002	4.007761e-001	7.696099e+000
8.129853634943011e-003	3.510630e+000	4.573463e+000	7.283388e-002	4.040126e-001	7.934878e+000
8.139619259943011e-003	3.720721e+000	4.577474e+000	7.689861e-002	4.068753e-001	8.149331e+000
8.142898421969290e-003	3.769364e+000	4.578754e+000	7.819932e-002	4.076838e-001	8.199502e+000
8.146600933584445e-003	3.800185e+000	4.580142e+000	7.962801e-002	4.084053e-001	8.232084e+000
8.149677310649842e-003	3.817716e+000	4.581263e+000	8.078236e-002	4.088745e-001	8.251090e+000
8.152915960760232e-003	3.830424e+000	4.582406e+000	8.196497e-002	4.092462e-001	8.265358e+000
8.157156338034573e-003	3.841599e+000	4.583850e+000	8.346199e-002	4.096029e-001	8.278583e+000
8.161591496986476e-003	3.848918e+000	4.585292e+000	8.496437e-002	4.098559e-001	8.288053e+000
8.168333987959185e-003	3.854918e+000	4.587358e+000	8.712158e-002	4.100912e-001	8.297327e+000
8.174894186935443e-003	3.857069e+000	4.589210e+000	8.907045e-002	4.102130e-001	8.302668e+000
8.184659811935443e-003	3.856514e+000	4.591681e+000	9.169036e-002	4.102825e-001	8.306862e+000
8.194425436935443e-003	3.853846e+000	4.593832e+000	9.396518e-002	4.102912e-001	8.308941e+000
8.204191061935443e-003	3.849871e+000	4.595628e+000	9.588633e-002	4.102659e-001	8.309709e+000
8.213956686935442e-003	3.845152e+000	4.597062e+000	9.744658e-002	4.102246e-001	8.309726e+000
8.233487936935442e-003	3.834168e+000	4.598820e+000	9.946229e-002	4.101179e-001	8.308191e+000
8.243253561935442e-003	3.827970e+000	4.599139e+000	9.991017e-002	4.100561e-001	8.306705e+000
8.253019186935441e-003	3.821267e+000	4.599082e+000	9.998201e-002	4.099890e-001	8.304707e+000
8.262784811935441e-003	3.813998e+000	4.598650e+000	9.967753e-002	4.099162e-001	8.302132e+000
8.272550436935441e-003	3.806067e+000	4.597843e+000	9.899790e-002	4.098368e-001	8.298884e+000
8.282316061935441e-003	3.797306e+000	4.596665e+000	9.794565e-002	4.097497e-001	8.294794e+000
8.292081686935441e-003	3.787378e+000	4.595122e+000	9.652476e-002	4.096522e-001	8.289524e+000
8.301847311935440e-003	3.775602e+000	4.593217e+000	9.474058e-002	4.095396e-001	8.282391e+000
8.311612936935440e-003	3.760717e+000	4.590960e+000	9.259981e-002	4.094025e-001	8.272129e+000
8.321378561935440e-003	3.741137e+000	4.588378e+000	9.011052e-002	4.092288e-001	8.257151e+000
8.328647098469309e-003	3.721687e+000	4.586237e+000	8.803701e-002	4.090599e-001	8.241105e+000
8.335954186904859e-003	3.696016e+000	4.583880e+000	8.576747e-002	4.088357e-001	8.218830e+000
8.344221283793720e-003	3.658197e+000	4.581007e+000	8.298209e-002	4.085047e-001	8.184816e+000
8.351527712231908e-003	3.612756e+000	4.578300e+000	8.033377e-002	4.081207e-001	8.142700e+000
8.356753732243136e-003	3.568324e+000	4.576257e+000	7.833535e-002	4.077529e-001	8.100611e+000
8.361786948462771e-003	3.514292e+000	4.574196e+000	7.633080e-002	4.072814e-001	8.048792e+000
8.368888788852360e-003	3.423487e+000	4.571146e+000	7.337303e-002	4.064158e-001	7.961027e+000
8.378654413852360e-003	3.277280e+000	4.566737e+000	6.906857e-002	4.049003e-001	7.818839e+000
8.388420038852359e-003	3.108795e+000	4.562093e+000	6.450415e-002	4.029986e-001	7.654165e+000
8.398185663852359e-003	2.918871e+000	4.557213e+000	5.969695e-002	4.006559e-001	7.467800e+000
8.407951288852359e-003	2.710094e+000	4.552114e+000	5.466507e-002	3.978257e-001	7.262301e+000
8.417716913852359e-003	2.484857e+000	4.546817e+000	4.942743e-002	3.944359e-001	7.040037e+000
8.427482538852359e-003	2.245248e+000	4.541342e+000	4.400377e-002	3.903750e-001	6.803075e+000
8.437248163852358e-003	1.993061e+000	4.535707e+000	3.841448e-002	3.854675e-001	6.553193e+000
8.447013788852358e-003	1.730003e+000	4.529937e+000	3.268062e-002	3.794281e-001	6.292081e+000
8.456779413852358e-003	1.457734e+000	4.524050e+000	2.682374e-002	3.717602e-001	6.021390e+000
8.466545038852358e-003	1.177770e+000	4.518071e+000	2.086591e-002	3.614403e-001	5.742628e+000
8.476310663852358e-003	8.913994e-001	4.512021e+000	1.482955e-002	3.458751e-001	5.457086e+000
8.486076288852357e-003	5.996963e-001	4.505925e+000	8.737370e-003	3.193313e-001	5.165874e+000
8.493565722059277e-003	3.721473e-001	4.501230e+000	4.041675e-003	2.794250e-001	4.938487e+000
8.502332332732268e-003	1.022398e-001	4.495728e+000	-1.465395e-003	2.006840e-001	4.668597e+000
8.507944254815167e-003	-7.172708e-002	4.492209e+000	-4.989450e-003	1.304444e-001	4.494575e+000
8.513815088797611e-003	-2.541505e-001	4.488539e+000	-8.669380e-003	4.195773e-002	4.312040e+000
8.521027937792162e-003	-4.778223e-001	4.484050e+000	-1.317384e-002	-7.390259e-002	4.088177e+000
8.526754504402640e-003	-6.539662e-001	4.480507e+000	-1.673129e-002	-1.609248e-001	3.911821e+000
8.533050615726148e-003	-8.453427e-001	4.476641e+000	-2.061738e-002	-2.381535e-001	3.720113e+000
8.539083900911609e-003	-1.026804e+000	4.472969e+000	-2.431106e-002	-2.891129e-001	3.538212e+000
8.545263427156594e-003	-1.210750e+000	4.469253e+000	-2.805802e-002	-3.207703e-001	3.353651e+000
8.554299238032335e-003	-1.476446e+000	4.463905e+000	-3.345919e-002	-3.476869e-001	3.086781e+000
8.563423171443176e-003	-1.740362e+000	4.458615e+000	-3.880359e-002	-3.638985e-001	2.821364e+000
8.573188796443176e-003	-2.016712e+000	4.453102e+000	-4.438215e-002	-3.747333e-001	2.543038e+000
8.582954421443176e-003	-2.285672e+000	4.447761e+000	-4.979368e-002	-3.824221e-001	2.271728e+000
8.592720046443176e-003	-2.546036e+000	4.442614e+000	-5.501779e-002	-3.883625e-001	2.008645e+000
8.602485671443175e-003	-2.796695e+000	4.437680e+000	-6.003482e-002	-3.932223e-001	1.754909e+000
8.612251296443175e-003	-3.036360e+000	4.432979e+000	-6.482590e-002	-3.973124e-001	1.511822e+000
8.622016921443175e-003	-3.263658e+000	4.428526e+000	-6.937299e-002	-4.008053e-001	1.280774e+000
8.631935134333800e-003	-3.484251e+000	4.424207e+000	-7.372378e-002	-4.039559e-001	1.056126e+000
8.632240310115049e-003	-3.490677e+000	4.424081e+000	-7.385319e-002	-4.040419e-001	1.049568e+000
8.632850661677549e-003	-3.503499e+000	4.423830e+000	-7.411122e-002	-4.042126e-001	1.036480e+000
8.634071364802549e-003	-3.528972e+000	4.423330e+000	-7.462397e-002	-4.045499e-001	1.010473e+000
8.635266088760489e-003	-3.553684e+000	4.422845e+000	-7.512157e-002	-4.048748e-001	9.852355e-001
8.636592433009254e-003	-3.580767e+000	4.422313e+000	-7.566902e-002	-4.052272e-001	9.575611e-001
8.639245121506784e-003	-3.634227e+000	4.421262e+000	-7.674813e-002	-4.059151e-001	9.029065e-001
8.640737401223918e-003	-3.663546e+000	4.420678e+000	-7.734583e-002	-4.062924e-001	8.729082e-001
8.641918307427894e-003	-3.684450e+000	4.420223e+000	-7.781400e-002	-4.065814e-001	8.514610e-001
8.643410542778581e-003	-3.707162e+000	4.419654e+000	-7.839947e-002	-4.069306e-001	8.280583e-001
8.645119734585892e-003	-3.731802e+000	4.419011e+000	-7.906159e-002	-4.073094e-001	8.026204e-001
8.646674318284340e-003	-3.755294e+000	4.418436e+000	-7.965590e-002	-4.076343e-001	7.783970e-001
8.649783485681236e-003	-3.804557e+000	4.417310e+000	-8.082166e-002	-4.082503e-001	7.276522e-001
8.658186961414250e-003	-3.934431e+000	4.414424e+000	-8.381693e-002	-4.097824e-001	5.936660e-001
8.664845845488817e-003	-4.027918e+000	4.412325e+000	-8.602486e-002	-4.108569e-001	4.968026e-001
8.674611470488817e-003	-4.146622e+000	4.409469e+000	-8.898956e-002	-4.122584e-001	3.730247e-001
8.680121848280716e-003	-4.190988e+000	4.407997e+000	-9.051528e-002	-4.128959e-001	3.257379e-001
8.686757261166102e-003	-4.214325e+000	4.406381e+000	-9.220836e-002	-4.134372e-001	2.988396e-001
8.691083606351048e-003	-4.219076e+000	4.405413e+000	-9.322613e-002	-4.136557e-001	2.917604e-001
8.696293388484551e-003	-4.219472e+000	4.404357e+000	-9.436025e-002	-4.137919e-001	2.885559e-001
8.702957973537942e-003	-4.217802e+000	4.403164e+000	-9.566352e-002	-4.138698e-001	2.866355e-001
8.711811241015343e-003	-4.214161e+000	4.401835e+000	-9.713506e-002	-4.138929e-001	2.855100e-001
8.721576866015343e-003	-4.209314e+000	4.400699e+000	-9.840956e-002	-4.138721e-001	2.851046e-001
8.731342491015343e-003	-4.203874e+000	4.399925e+000	-9.931366e-002	-4.138300e-001	2.853001e-001
8.741108116015342e-003	-4.197688e+000	4.399526e+000	-9.984397e-002	-4.137775e-001	2.862494e-001
8.750873741015342e-003	-4.190172e+000	4.399502e+000	-9.999850e-002	-4.137149e-001	2.885385e-001
8.760639366015342e-003	-4.179935e+000	4.399854e+000	-9.977664e-002	-4.136349e-001	2.935612e-001
8.770404991015342e-003	-4.164035e+000	4.400580e+000	-9.917925e-002	-4.135194e-001	3.042660e-001
8.780170616015342e-003	-4.137078e+000	4.401678e+000	-9.820858e-002	-4.133326e-001	3.260577e-001
8.789936241015341e-003	-4.092447e+000	4.403144e+000	-9.686827e-002	-4.130194e-001	3.655734e-001
8.799701866015341e-003	-4.026213e+000	4.404973e+000	-9.516337e-002	-4.125233e-001	4.267712e-001
8.809467491015341e-003	-3.938372e+000	4.407156e+000	-9.310029e-002	-4.118088e-001	5.096856e-001
8.819233116015341e-003	-3.830379e+000	4.409687e+000	-9.068681e-002	-4.108619e-001	6.128907e-001
8.828998741015341e-003	-3.708763e+000	4.412521e+000	-8.793201e-002	-4.097114e-001	7.298620e-001
8.834740741616850e-003	-3.636435e+000	4.414353e+000	-8.615701e-002	-4.089541e-001	7.995467e-001
8.842828773612610e-003	-3.534747e+000	4.417118e+000	-8.346714e-002	-4.078327e-001	8.976100e-001
8.846355631668983e-003	-3.486322e+000	4.418386e+000	-8.222630e-002	-4.073193e-001	9.444914e-001
8.850742132968477e-003	-3.420543e+000	4.420036e+000	-8.062674e-002	-4.066303e-001	1.008395e+000
8.855175098615534e-003	-3.351272e+000	4.421754e+000	-7.894802e-002	-4.058841e-001	1.075809e+000
8.857698356186319e-003	-3.310293e+000	4.422762e+000	-7.796506e-002	-4.054306e-001	1.115750e+000
8.866458358941811e-003	-3.158592e+000	4.426442e+000	-7.440200e-002	-4.036596e-001	1.264006e+000
8.876223983941811e-003	-2.976860e+000	4.430800e+000	-7.016479e-002	-4.013790e-001	1.442133e+000
8.885989608941811e-003	-2.784343e+000	4.435385e+000	-6.566350e-002	-3.987806e-001	1.631280e+000
8.895755233941810e-003	-2.580628e+000	4.440209e+000	-6.091507e-002	-3.957758e-001	1.831902e+000
8.905520858941810e-003	-2.366904e+000	4.445257e+000	-5.593736e-002	-3.922909e-001	2.042826e+000
8.915286483941810e-003	-2.144223e+000	4.450507e+000	-5.074912e-002	-3.882200e-001	2.263013e+000
8.925052108941810e-003	-1.913535e+000	4.455942e+000	-4.536987e-002	-3.834050e-001	2.491522e+000
8.934817733941810e-003	-1.675801e+000	4.461540e+000	-3.981987e-002	-3.775999e-001	2.727403e+000
8.944583358941809e-003	-1.431940e+000	4.467280e+000	-3.411998e-002	-3.703949e-001	2.969741e+000
8.954348983941809e-003	-1.182762e+000	4.473142e+000	-2.829168e-002	-3.610308e-001	3.217731e+000
8.964114608941809e-003	-9.289075e-001	4.479102e+000	-2.235689e-002	-3.477342e-001	3.470731e+000
8.973880233941809e-003	-6.706499e-001	4.485137e+000	-1.633796e-002	-3.253476e-001	3.728455e+000
8.983645858941809e-003	-4.079816e-001	4.491226e+000	-1.025754e-002	-2.839055e-001	3.990859e+000
8.991518329450344e-003	-1.927765e-001	4.496159e+000	-5.326669e-003	-2.247047e-001	4.206013e+000
8.999792569962944e-003	3.612482e-002	4.501353e+000	-1.303321e-004	-1.332800e-001	4.434973e+000
9.007286617827050e-003	2.448649e-001	4.506052e+000	4.576718e-003	-3.173108e-002	4.643836e+000
9.015341568349112e-003	4.698297e-001	4.511089e+000	9.624471e-003	8.621485e-002	4.869002e+000
9.021857291749740e-003	6.511650e-001	4.515141e+000	1.369021e-002	1.755284e-001	5.050570e+000
9.028745920314994e-003	8.415538e-001	4.519397e+000	1.796355e-002	2.497805e-001	5.241316e+000
9.035525738293049e-003	1.027992e+000	4.523548e+000	2.213658e-002	2.984394e-001	5.428247e+000
9.042288186821826e-003	1.213404e+000	4.527639e+000	2.625891e-002	3.271253e-001	5.614330e+000
9.052053811821826e-003	1.480378e+000	4.533453e+000	3.212638e-002	3.510714e-001	5.882575e+000
9.061819436821826e-003	1.746231e+000	4.539146e+000	3.787293e-002	3.657220e-001	6.150034e+000
9.071585061821826e-003	2.010427e+000	4.544690e+000	4.347694e-002	3.752738e-001	6.416199e+000
9.081350686821825e-003	2.272379e+000	4.550063e+000	4.891731e-002	3.823849e-001	6.680488e+000
9.091116311821825e-003	2.531494e+000	4.555245e+000	5.417357e-002	3.881439e-001	6.942302e+000
9.100881936821825e-003	2.787080e+000	4.560218e+000	5.922593e-002	3.930087e-001	7.200947e+000
9.110647561821825e-003	3.038080e+000	4.564960e+000	6.405538e-002	3.972073e-001	7.455364e+000
9.120413186821825e-003	3.283087e+000	4.569457e+000	6.864373e-002	4.008789e-001	7.704136e+000
9.130178811821824e-003	3.516710e+000	4.573689e+000	7.297373e-002	4.040995e-001	7.941863e+000
9.139944436821824e-003	3.723998e+000	4.577690e+000	7.702906e-002	4.069393e-001	8.153521e+000
9.143238200263779e-003	3.771489e+000	4.578972e+000	7.833220e-002	4.077383e-001	8.202547e+000
9.147104029452145e-003	3.802235e+000	4.580416e+000	7.981884e-002	4.084714e-001	8.235135e+000
9.150271611325391e-003	3.819392e+000	4.581564e+000	8.100189e-002	4.089367e-001	8.253810e+000
9.153631285426277e-003	3.831761e+000	4.582743e+000	8.222162e-002	4.093032e-001	8.267798e+000
9.158034554122384e-003	3.842464e+000	4.584230e+000	8.376466e-002	4.096495e-001	8.280631e+000
9.162847689918202e-003	3.849574e+000	4.585776e+000	8.537796e-002	4.099004e-001	8.290074e+000
9.169935617835689e-003	3.854810e+000	4.587907e+000	8.761118e-002	4.101163e-001	8.298754e+000
9.177755324482799e-003	3.856457e+000	4.590055e+000	8.987322e-002	4.102341e-001	8.304203e+000
9.187520949482799e-003	3.855171e+000	4.592436e+000	9.239299e-002	4.102824e-001	8.307664e+000
9.197286574482799e-003	3.852030e+000	4.594484e+000	9.456501e-002	4.102782e-001	8.309268e+000
9.207052199482799e-003	3.847804e+000	4.596175e+000	9.638111e-002	4.102471e-001	8.309782e+000
9.216817824482798e-003	3.842916e+000	4.597500e+000	9.783446e-002	4.102027e-001	8.309627e+000
9.236349074482798e-003	3.831656e+000	4.599041e+000	9.963239e-002	4.100924e-001	8.307810e+000
9.246114699482798e-003	3.825315e+000	4.599249e+000	9.997021e-002	4.100291e-001	8.306178e+000
9.255880324482798e-003	3.818454e+000	4.599082e+000	9.993175e-002	4.099604e-001	8.304017e+000
9.265645949482797e-003	3.811003e+000	4.598539e+000	9.951718e-002	4.098857e-001	8.301256e+000
9.275411574482797e-003	3.802850e+000	4.597624e+000	9.872805e-002	4.098042e-001	8.297782e+000
9.285177199482797e-003	3.793792e+000	4.596338e+000	9.756733e-002	4.097143e-001	8.293389e+000
9.294942824482797e-003	3.783410e+000	4.594688e+000	9.603938e-002	4.096131e-001	8.287661e+000
9.304708449482797e-003	3.770878e+000	4.592680e+000	9.414997e-002	4.094944e-001	8.279765e+000
9.314474074482796e-003	3.754738e+000	4.590320e+000	9.190620e-002	4.093473e-001	8.268242e+000
9.324239699482796e-003	3.733674e+000	4.587652e+000	8.931651e-002	4.091615e-001	8.251771e+000
9.329875410059127e-003	3.717949e+000	4.585958e+000	8.766835e-002	4.090247e-001	8.238682e+000
9.335806734163576e-003	3.697528e+000	4.584047e+000	8.581507e-002	4.088473e-001	8.221018e+000
9.339815919943475e-003	3.681051e+000	4.582689e+000	8.449471e-002	4.087045e-001	8.206395e+000
9.343969872387043e-003	3.661050e+000	4.581219e+000	8.307013e-002	4.085301e-001	8.188302e+000
9.348139921965924e-003	3.637237e+000	4.579687e+000	8.158311e-002	4.083245e-001	8.166391e+000
9.352587906195838e-003	3.605181e+000	4.577990e+000	7.993529e-002	4.080574e-001	8.136346e+000
9.357450114273297e-003	3.560897e+000	4.576065e+000	7.806263e-002	4.076895e-001	8.094233e+000
9.362556916223314e-003	3.504995e+000	4.573965e+000	7.601736e-002	4.071981e-001	8.040571e+000
9.368702119496166e-003	3.425812e+000	4.571321e+000	7.345267e-002	4.064410e-001	7.964014e+000
9.378467744496166e-003	3.279319e+000	4.566910e+000	6.915334e-002	4.049217e-001	7.821540e+000
9.388233369496166e-003	3.111190e+000	4.562271e+000	6.459373e-002	4.030263e-001	7.657225e+000
9.397998994496165e-003	2.921585e+000	4.557394e+000	5.979101e-002	4.006904e-001	7.471182e+000
9.407764619496165e-003	2.713090e+000	4.552300e+000	5.476324e-002	3.978679e-001	7.265969e+000
9.417530244496165e-003	2.488100e+000	4.547007e+000	4.952936e-002	3.944870e-001	7.043957e+000
9.427295869496165e-003	2.248710e+000	4.541534e+000	4.410906e-002	3.904371e-001	6.807219e+000
9.437061494496165e-003	1.996716e+000	4.535903e+000	3.852275e-002	3.855438e-001	6.557533e+000
9.446827119496164e-003	1.733823e+000	4.530134e+000	3.279144e-002	3.795238e-001	6.296593e+000
9.456592744496164e-003	1.461694e+000	4.524250e+000	2.693672e-002	3.718849e-001	6.026047e+000
9.466358369496164e-003	1.181847e+000	4.518271e+000	2.098061e-002	3.616152e-001	5.747407e+000
9.476123994496164e-003	8.955743e-001	4.512223e+000	1.494553e-002	3.461618e-001	5.461968e+000
9.485889619496164e-003	6.039532e-001	4.506127e+000	8.854204e-003	3.198377e-001	5.170843e+000
9.493433879533244e-003	3.748603e-001	4.501398e+000	4.124445e-003	2.808632e-001	4.941919e+000
9.501335163724633e-003	1.317435e-001	4.496438e+000	-8.388983e-004	2.122352e-001	4.698825e+000
9.506781670984857e-003	-3.703587e-002	4.493022e+000	-4.259760e-003	1.457746e-001	4.529997e+000
9.513014240136434e-003	-2.306788e-001	4.489124e+000	-8.167978e-003	5.344270e-002	4.336243e+000
9.520457529972649e-003	-4.615561e-001	4.484489e+000	-1.281848e-002	-6.537263e-002	4.105174e+000
9.526511145853383e-003	-6.478540e-001	4.480742e+000	-1.658052e-002	-1.575993e-001	3.918655e+000
9.533022014015020e-003	-8.458354e-001	4.476743e+000	-2.059980e-002	-2.380043e-001	3.720334e+000
9.539066257200843e-003	-1.027634e+000	4.473064e+000	-2.430031e-002	-2.891741e-001	3.538093e+000
9.545397666669868e-003	-1.216094e+000	4.469258e+000	-2.813896e-002	-3.214818e-001	3.349003e+000
9.554252384141974e-003	-1.476441e+000	4.464017e+000	-3.343145e-002	-3.477270e-001	3.087502e+000
9.563494852090324e-003	-1.743748e+000	4.458659e+000	-3.884510e-002	-3.640318e-001	2.818671e+000
9.573260477090324e-003	-2.020056e+000	4.453147e+000	-4.442251e-002	-3.748423e-001	2.540382e+000
9.583026102090324e-003	-2.288949e+000	4.447807e+000	-4.983273e-002	-3.825041e-001	2.269136e+000
9.592791727090324e-003	-2.549237e+000	4.442661e+000	-5.505539e-002	-3.884287e-001	2.006124e+000
9.602557352090323e-003	-2.799811e+000	4.437729e+000	-6.007084e-002	-3.932779e-001	1.752469e+000
9.612322977090323e-003	-3.039380e+000	4.433029e+000	-6.486019e-002	-3.973603e-001	1.509474e+000
9.622088602090323e-003	-3.266569e+000	4.428578e+000	-6.940542e-002	-4.008471e-001	1.278530e+000
9.632006814980948e-003	-3.487039e+000	4.424261e+000	-7.375421e-002	-4.039926e-001	1.054001e+000
9.632311990762197e-003	-3.493466e+000	4.424135e+000	-7.388356e-002	-4.040785e-001	1.047442e+000
9.632922342324697e-003	-3.506281e+000	4.423883e+000	-7.414144e-002	-4.042489e-001	1.034361e+000
9.634143045449697e-003	-3.531735e+000	4.423384e+000	-7.465395e-002	-4.045856e-001	1.008372e+000
9.636682310340804e-003	-3.583909e+000	4.422359e+000	-7.570593e-002	-4.052675e-001	9.550730e-001
9.638633974226896e-003	-3.623292e+000	4.421585e+000	-7.650139e-002	-4.057744e-001	9.148116e-001
9.640601017801365e-003	-3.662418e+000	4.420815e+000	-7.729149e-002	-4.062736e-001	8.747906e-001
9.641685450469315e-003	-3.682058e+000	4.420395e+000	-7.772202e-002	-4.065408e-001	8.546531e-001
9.643150227320039e-003	-3.704582e+000	4.419836e+000	-7.829783e-002	-4.068873e-001	8.314515e-001
9.644487488174506e-003	-3.723750e+000	4.419331e+000	-7.881773e-002	-4.071883e-001	8.116609e-001
9.645891337483484e-003	-3.744623e+000	4.418808e+000	-7.935751e-002	-4.074869e-001	7.901286e-001
9.648636997819024e-003	-3.787608e+000	4.417804e+000	-8.039536e-002	-4.080419e-001	7.458418e-001
9.655763240807353e-003	-3.899554e+000	4.415310e+000	-8.297665e-002	-4.093770e-001	6.304384e-001
9.660178764351319e-003	-3.964637e+000	4.413863e+000	-8.449292e-002	-4.101298e-001	5.631490e-001
9.669009811439250e-003	-4.080848e+000	4.411172e+000	-8.732925e-002	-4.114782e-001	4.424067e-001
9.678775436439250e-003	-4.180073e+000	4.408441e+000	-9.015243e-002	-4.127438e-001	3.380528e-001
9.684237519873105e-003	-4.209733e+000	4.407056e+000	-9.158415e-002	-4.132683e-001	3.054761e-001
9.689620312692271e-003	-4.218606e+000	4.405818e+000	-9.288956e-002	-4.135927e-001	2.937061e-001
9.694700716473390e-003	-4.220254e+000	4.404748e+000	-9.402421e-002	-4.137660e-001	2.893204e-001
9.700019949951030e-003	-4.219387e+000	4.403753e+000	-9.510952e-002	-4.138509e-001	2.873202e-001
9.709280615209514e-003	-4.215940e+000	4.402275e+000	-9.674492e-002	-4.138967e-001	2.857787e-001
9.718691314460458e-003	-4.211493e+000	4.401078e+000	-9.807133e-002	-4.138881e-001	2.851624e-001
9.728456939460457e-003	-4.206223e+000	4.400198e+000	-9.908529e-002	-4.138502e-001	2.851851e-001
9.738222564460457e-003	-4.200294e+000	4.399687e+000	-9.972633e-002	-4.138004e-001	2.858741e-001
9.747988189460457e-003	-4.193268e+000	4.399552e+000	-9.999201e-002	-4.137412e-001	2.876685e-001
9.757753814460457e-003	-4.184048e+000	4.399793e+000	-9.988135e-002	-4.136676e-001	2.916693e-001
9.767519439460456e-003	-4.170274e+000	4.400409e+000	-9.939475e-002	-4.135654e-001	3.002398e-001
9.777285064460456e-003	-4.147326e+000	4.401397e+000	-9.853406e-002	-4.134049e-001	3.180116e-001
9.787050689460456e-003	-4.108574e+000	4.402755e+000	-9.730251e-002	-4.131359e-001	3.516294e-001
9.796816314460456e-003	-4.048928e+000	4.404477e+000	-9.570473e-002	-4.126995e-001	4.062114e-001
9.806581939460456e-003	-3.967390e+000	4.406556e+000	-9.374674e-002	-4.120525e-001	4.827867e-001
9.816347564460455e-003	-3.865237e+000	4.408985e+000	-9.143591e-002	-4.111757e-001	5.801057e-001
9.826113189460455e-003	-3.747420e+000	4.411744e+000	-8.878094e-002	-4.100811e-001	6.932399e-001
9.834625889895853e-003	-3.639380e+000	4.414427e+000	-8.619362e-002	-4.089777e-001	7.973408e-001
