time	V(vo)
2.723845669838752e-003	-3.504259e-001
2.733611294838752e-003	-3.525189e-001
2.753142544838752e-003	-3.555295e-001
2.772673794838751e-003	-3.570300e-001
2.792205044838751e-003	-3.570597e-001
2.811736294838750e-003	-3.556346e-001
2.831267544838750e-003	-3.527530e-001
2.850798794838749e-003	-3.483946e-001
2.870330044838749e-003	-3.425118e-001
2.880095669838749e-003	-3.389717e-001
2.889861294838749e-003	-3.350087e-001
2.899626919838748e-003	-3.305957e-001
2.909392544838748e-003	-3.256936e-001
2.919158169838748e-003	-3.202448e-001
2.928923794838748e-003	-3.141612e-001
2.938689419838748e-003	-3.073015e-001
2.948455044838747e-003	-2.994207e-001
2.958220669838747e-003	-2.900187e-001
2.967986294838747e-003	-2.778309e-001
2.977751919838747e-003	-2.609445e-001
2.983850404895191e-003	-2.452544e-001
2.989761788754580e-003	-2.228053e-001
2.995321796630105e-003	-1.935124e-001
3.000961970437265e-003	-1.556115e-001
3.005090402180485e-003	-1.233865e-001
3.008655446190752e-003	-9.390681e-002
3.012565365612529e-003	-6.219192e-002
3.016124840146739e-003	-3.498063e-002
3.020101822540003e-003	-7.118240e-003
3.027006379676960e-003	3.583807e-002
3.036772004676959e-003	8.804728e-002
3.046537629676959e-003	1.315034e-001
3.056303254676959e-003	1.671051e-001
3.066068879676959e-003	1.963907e-001
3.075834504676959e-003	2.206203e-001
3.085600129676958e-003	2.408031e-001
3.095365754676958e-003	2.577405e-001
3.105131379676958e-003	2.720653e-001
3.114897004676958e-003	2.842762e-001
3.124662629676958e-003	2.947643e-001
3.134428254676957e-003	3.038360e-001
3.144193879676957e-003	3.117311e-001
3.153959504676957e-003	3.186362e-001
3.163725129676957e-003	3.246970e-001
3.173490754676957e-003	3.300265e-001
3.183256379676956e-003	3.347125e-001
3.193022004676956e-003	3.388227e-001
3.202787629676956e-003	3.424094e-001
3.212553254676956e-003	3.455129e-001
3.222318879676956e-003	3.481641e-001
3.232084504676955e-003	3.503864e-001
3.241850129676955e-003	3.521976e-001
3.251615754676955e-003	3.536112e-001
3.271147004676954e-003	3.552826e-001
3.280912629676954e-003	3.555528e-001
3.300443879676954e-003	3.549798e-001
3.319975129676953e-003	3.529291e-001
3.339506379676953e-003	3.493910e-001
3.359037629676953e-003	3.443310e-001
3.378568879676952e-003	3.376743e-001
3.388334504676952e-003	3.337053e-001
3.398100129676952e-003	3.292722e-001
3.407865754676952e-003	3.243314e-001
3.417631379676951e-003	3.188186e-001
3.427397004676951e-003	3.126343e-001
3.437162629676951e-003	3.056159e-001
3.446928254676951e-003	2.974664e-001
3.456693879676951e-003	2.875542e-001
3.466459504676950e-003	2.744876e-001
3.475201378641052e-003	2.580283e-001
3.480923962794721e-003	2.414087e-001
3.488237638142644e-003	2.101717e-001
3.493385762097296e-003	1.801530e-001
3.498718069448554e-003	1.414716e-001
3.502415864392555e-003	1.116236e-001
3.506259875847232e-003	7.993279e-002
3.510153521341779e-003	4.919311e-002
3.513930442420105e-003	2.146671e-002
3.518703559484263e-003	-1.015301e-002
3.527507989075572e-003	-6.116946e-002
3.537273614075572e-003	-1.091086e-001
3.547039239075572e-003	-1.485867e-001
3.556804864075572e-003	-1.809981e-001
3.566570489075572e-003	-2.077437e-001
3.576336114075571e-003	-2.299564e-001
3.586101739075571e-003	-2.485392e-001
