time	V(n006)
0.000000000000000e+000	4.494396e-013
5.937913226178369e-008	-2.154043e-008
1.187582645235674e-007	-9.611370e-009
1.781373967853511e-007	3.578764e-008
2.375165290471348e-007	1.146566e-007
2.968956613089185e-007	2.269955e-007
3.562747935707021e-007	3.728043e-007
4.156539258324857e-007	5.520831e-007
5.219624034783151e-007	1.166605e-006
6.370082757436243e-007	2.265458e-006
7.675093728619732e-007	4.240040e-006
9.365607519197397e-007	8.212000e-006
1.144624482852178e-006	1.579178e-005
1.414146148972949e-006	3.100863e-005
1.752972134950416e-006	6.068324e-005
2.194043070779091e-006	1.205852e-004
2.760422129390348e-006	2.399394e-004
3.506132951501676e-006	4.838035e-004
4.485718614609461e-006	9.813471e-004
5.802360401793925e-006	2.020851e-003
7.592692609389658e-006	4.222440e-003
1.011555552763926e-005	9.075719e-003
1.385342266844780e-005	2.048149e-002
2.013931233399036e-005	4.987735e-002
2.859665233192515e-005	1.059717e-001
3.836227733192516e-005	1.880153e-001
4.812790233192516e-005	2.756193e-001
5.789352733192516e-005	3.509532e-001
6.619465794990041e-005	3.945586e-001
7.500389726839434e-005	4.211619e-001
8.476952226839433e-005	4.378172e-001
9.453514726839433e-005	4.478326e-001
1.043007722683943e-004	4.545221e-001
1.140663972683943e-004	4.595088e-001
1.238320222683943e-004	4.634805e-001
1.335976472683943e-004	4.667247e-001
1.433632722683943e-004	4.693896e-001
1.531288972683943e-004	4.715688e-001
1.628945222683944e-004	4.733270e-001
1.726601472683944e-004	4.747108e-001
1.824257722683944e-004	4.757537e-001
1.921913972683944e-004	4.764800e-001
2.019570222683944e-004	4.769065e-001
2.117226472683944e-004	4.770440e-001
2.214882722683944e-004	4.768979e-001
2.312538972683944e-004	4.764689e-001
2.410195222683944e-004	4.757526e-001
2.507851472683944e-004	4.747399e-001
2.605507722683944e-004	4.734159e-001
2.703163972683944e-004	4.717592e-001
2.800820222683945e-004	4.697405e-001
2.898476472683945e-004	4.673201e-001
2.996132722683945e-004	4.644446e-001
3.093788972683945e-004	4.610412e-001
3.191445222683945e-004	4.570093e-001
3.289101472683945e-004	4.522076e-001
3.386757722683945e-004	4.464305e-001
3.484413972683945e-004	4.393660e-001
3.582070222683945e-004	4.305133e-001
3.679726472683945e-004	4.190171e-001
3.777382722683945e-004	4.032747e-001
3.875038972683946e-004	3.803210e-001
3.972695222683946e-004	3.456443e-001
4.070351472683946e-004	2.945518e-001
4.168007722683946e-004	2.247459e-001
4.265663972683946e-004	1.374391e-001
4.363320222683946e-004	3.589671e-002
4.460976472683946e-004	-7.607520e-002
4.558632722683946e-004	-1.923840e-001
4.641061161518860e-004	-2.830831e-001
4.726574255284670e-004	-3.565919e-001
4.798669036006259e-004	-3.970016e-001
4.877378928687326e-004	-4.222100e-001
4.975035178687327e-004	-4.400778e-001
5.072691428687327e-004	-4.509355e-001
5.170347678687327e-004	-4.582936e-001
5.268003928687327e-004	-4.639541e-001
5.365660178687327e-004	-4.686262e-001
5.380043630966554e-004	-4.692890e-001
5.394427083245781e-004	-4.699324e-001
5.408810535525009e-004	-4.705566e-001
5.423193987804235e-004	-4.711614e-001
5.437577440083462e-004	-4.717470e-001
5.451960892362689e-004	-4.723132e-001
5.466344344641917e-004	-4.728601e-001
5.469396102454417e-004	-4.729739e-001
5.475499618079417e-004	-4.731997e-001
5.487706649329417e-004	-4.736456e-001
5.502863493808304e-004	-4.741896e-001
5.518725864107041e-004	-4.747488e-001
5.527217455715653e-004	-4.750433e-001
5.533788772019481e-004	-4.752681e-001
5.540650034938470e-004	-4.755003e-001
5.549822840073401e-004	-4.758072e-001
5.556882987067767e-004	-4.760382e-001
5.566231305973057e-004	-4.763323e-001
5.574984454801855e-004	-4.765931e-001
5.584215879998020e-004	-4.768476e-001
5.602678730390349e-004	-4.773039e-001
5.633423616245628e-004	-4.779708e-001
5.666486134474926e-004	-4.786078e-001
5.704881141554526e-004	-4.793123e-001
5.761823274635244e-004	-4.803864e-001
5.820862945219061e-004	-4.815515e-001
5.900066014790934e-004	-4.831344e-001
5.941970081952315e-004	-4.839116e-001
5.984183217261242e-004	-4.845582e-001
6.024191835172640e-004	-4.850098e-001
6.066646169594058e-004	-4.853331e-001
6.110857328698576e-004	-4.855412e-001
6.189629620566119e-004	-4.857444e-001
6.287285870566119e-004	-4.858676e-001
6.384942120566119e-004	-4.859175e-001
6.482598370566120e-004	-4.859356e-001
6.580254620566120e-004	-4.859413e-001
6.775567120566120e-004	-4.859392e-001
6.970879620566120e-004	-4.859306e-001
7.166192120566120e-004	-4.859182e-001
7.361504620566120e-004	-4.858966e-001
7.459160870566120e-004	-4.858757e-001
7.556817120566120e-004	-4.858368e-001
7.654473370566121e-004	-4.857526e-001
7.752129620566121e-004	-4.855668e-001
7.819474408631575e-004	-4.852545e-001
7.899613562652261e-004	-4.844970e-001
7.974706432497587e-004	-4.833452e-001
8.040747679928612e-004	-4.819996e-001
8.072105352893590e-004	-4.812770e-001
8.096345525574856e-004	-4.807201e-001
8.120394204648905e-004	-4.802109e-001
8.135382750516305e-004	-4.799221e-001
8.146642886390665e-004	-4.797184e-001
8.158353310138548e-004	-4.795092e-001
8.168472976533742e-004	-4.793252e-001
8.178099569759906e-004	-4.791455e-001
8.186243045273687e-004	-4.789889e-001
8.193417075076575e-004	-4.788466e-001
8.200901464793340e-004	-4.786931e-001
8.211184467991237e-004	-4.784738e-001
8.223225988234072e-004	-4.782052e-001
8.235388665765673e-004	-4.779194e-001
8.250554517328611e-004	-4.775436e-001
8.263223614611178e-004	-4.772115e-001
8.302984126304596e-004	-4.760544e-001
8.346505350340434e-004	-4.745800e-001
8.433547798412110e-004	-4.711776e-001
8.531204048412110e-004	-4.667047e-001
8.628860298412110e-004	-4.614117e-001
8.726516548412110e-004	-4.551131e-001
8.824172798412110e-004	-4.474999e-001
8.921829048412110e-004	-4.380429e-001
9.019485298412110e-004	-4.258038e-001
9.117141548412110e-004	-4.089361e-001
9.214797798412110e-004	-3.838481e-001
9.312454048412110e-004	-3.449923e-001
9.410110298412111e-004	-2.868818e-001
9.507766548412111e-004	-2.074741e-001
9.605422798412111e-004	-1.090954e-001
9.703079048412111e-004	3.800928e-003
9.800735298412110e-004	1.254260e-001
9.898391548412110e-004	2.447721e-001
9.982870916897071e-004	3.312208e-001
1.005754437893775e-003	3.835437e-001
1.013658433873735e-003	4.156008e-001
1.023424058873735e-003	4.372500e-001
1.033189683873735e-003	4.495729e-001
1.042955308873735e-003	4.573883e-001
1.052720933873735e-003	4.631614e-001
1.062486558873735e-003	4.678044e-001
1.072252183873735e-003	4.716949e-001
1.082017808873735e-003	4.750793e-001
1.085733451696233e-003	4.762247e-001
1.087722117106163e-003	4.767658e-001
1.089671577821001e-003	4.772298e-001
1.091673793758804e-003	4.776405e-001
1.093620823147880e-003	4.779777e-001
1.095878448640997e-003	4.783044e-001
1.098105414547983e-003	4.785718e-001
1.100514363591402e-003	4.788088e-001
1.103198353746253e-003	4.790172e-001
1.108566334055955e-003	4.793341e-001
1.113698315575905e-003	4.795534e-001
1.121487596571113e-003	4.797817e-001
1.129060963135320e-003	4.799356e-001
1.138826588135320e-003	4.800704e-001
1.148592213135320e-003	4.801643e-001
1.158357838135320e-003	4.802290e-001
1.168123463135320e-003	4.802735e-001
1.187654713135320e-003	4.803192e-001
1.207185963135320e-003	4.803198e-001
1.226717213135320e-003	4.802767e-001
1.236482838135320e-003	4.802354e-001
1.246248463135320e-003	4.801763e-001
1.256014088135320e-003	4.800929e-001
1.265779713135320e-003	4.799751e-001
1.275545338135320e-003	4.798072e-001
1.285310963135320e-003	4.795648e-001
1.293835196705025e-003	4.792565e-001
1.300080659784420e-003	4.789312e-001
1.303800602342870e-003	4.786457e-001
1.307327937682958e-003	4.782501e-001
1.310790818495117e-003	4.777034e-001
1.315652987320430e-003	4.766763e-001
1.321793256612675e-003	4.750040e-001
1.330919700144843e-003	4.719120e-001
1.340685325144843e-003	4.679279e-001
1.350450950144843e-003	4.631956e-001
1.360216575144843e-003	4.575951e-001
1.369982200144843e-003	4.508975e-001
1.379747825144843e-003	4.427165e-001
1.389513450144843e-003	4.323972e-001
1.399279075144843e-003	4.187566e-001
1.409044700144843e-003	3.994409e-001
1.418810325144843e-003	3.701072e-001
1.428575950144843e-003	3.249750e-001
1.438341575144843e-003	2.596771e-001
1.448107200144843e-003	1.739347e-001
1.457872825144843e-003	7.103060e-002
1.467638450144843e-003	-4.450986e-002
1.477404075144843e-003	-1.663862e-001
1.485842211826330e-003	-2.657218e-001
1.494658341033255e-003	-3.488839e-001
1.501636469128721e-003	-3.924892e-001
1.509308842678893e-003	-4.197803e-001
1.519074467678893e-003	-4.392930e-001
1.528840092678893e-003	-4.507678e-001
1.538605717678893e-003	-4.582516e-001
1.548371342678893e-003	-4.638640e-001
1.558136967678893e-003	-4.684235e-001
1.567902592678893e-003	-4.723440e-001
1.572301258165235e-003	-4.739419e-001
1.572327951621213e-003	-4.739510e-001
1.572577090543677e-003	-4.740348e-001
1.572861820740779e-003	-4.741301e-001
1.573431281134983e-003	-4.743192e-001
1.574570201923391e-003	-4.746934e-001
1.575431049968044e-003	-4.749726e-001
1.576180255610816e-003	-4.752127e-001
1.577209218921728e-003	-4.755373e-001
1.578313495464588e-003	-4.758800e-001
1.579151938042108e-003	-4.761359e-001
1.579899424758866e-003	-4.763573e-001
1.580649474008039e-003	-4.765690e-001
1.581547094127671e-003	-4.768070e-001
1.582784009779037e-003	-4.771073e-001
1.584980812681971e-003	-4.775852e-001
1.587094151705966e-003	-4.779870e-001
1.590457167443668e-003	-4.785470e-001
1.594266938602083e-003	-4.791417e-001
1.598719637465292e-003	-4.798493e-001
1.606501988496086e-003	-4.811535e-001
1.613687196292571e-003	-4.823811e-001
1.621911170305298e-003	-4.837195e-001
1.627192956873715e-003	-4.844311e-001
1.633774410901858e-003	-4.850717e-001
1.637749802489959e-003	-4.853212e-001
1.643443192023610e-003	-4.855257e-001
1.651089473792224e-003	-4.856809e-001
1.660855098792224e-003	-4.857796e-001
1.670620723792224e-003	-4.858244e-001
1.680386348792224e-003	-4.858423e-001
1.699917598792224e-003	-4.858423e-001
1.709683223792224e-003	-4.858292e-001
1.719448848792224e-003	-4.858046e-001
1.729214473792224e-003	-4.857608e-001
1.738980098792224e-003	-4.856775e-001
1.748745723792224e-003	-4.855052e-001
1.757289782137518e-003	-4.851673e-001
1.766408053637899e-003	-4.844433e-001
1.775879753838667e-003	-4.832210e-001
1.784006711668364e-003	-4.818257e-001
1.788663889909199e-003	-4.809219e-001
1.791545316654300e-003	-4.803744e-001
1.794555827914401e-003	-4.798597e-001
1.796301200306019e-003	-4.795934e-001
1.797366502048364e-003	-4.794424e-001
1.798877256365366e-003	-4.792297e-001
1.800151686635512e-003	-4.790440e-001
1.801401474322255e-003	-4.788533e-001
1.802385085323663e-003	-4.786958e-001
1.803254191326380e-003	-4.785498e-001
1.804135110678761e-003	-4.783948e-001
1.805188203199545e-003	-4.781987e-001
1.807078860955862e-003	-4.778240e-001
1.808572032436739e-003	-4.775073e-001
1.810252607907519e-003	-4.771246e-001
1.812076559397702e-003	-4.766809e-001
1.818059510178213e-003	-4.749846e-001
1.825945688580540e-003	-4.723261e-001
1.835711313580540e-003	-4.684916e-001
1.845476938580540e-003	-4.639853e-001
1.855242563580540e-003	-4.586689e-001
1.865008188580540e-003	-4.523372e-001
