time	V(p001)
4.721364732431193e-003	-4.212125e+000
4.731130357431193e-003	-4.203743e+000
4.740895982431193e-003	-4.185570e+000
4.750661607431193e-003	-4.143676e+000
4.760427232431193e-003	-4.063538e+000
4.769609583817451e-003	-3.951986e+000
4.778211818809186e-003	-3.826009e+000
4.783971106051969e-003	-3.740633e+000
4.786802133976617e-003	-3.708089e+000
4.790712688458316e-003	-3.678103e+000
4.792752048461644e-003	-3.665401e+000
4.794069249508443e-003	-3.656131e+000
4.795336019591832e-003	-3.643991e+000
4.796627880277898e-003	-3.628882e+000
4.797867884404521e-003	-3.612632e+000
4.799518201935350e-003	-3.589061e+000
4.800491771036477e-003	-3.574182e+000
4.801481821485563e-003	-3.558162e+000
4.802968884046751e-003	-3.532937e+000
4.804747661771826e-003	-3.501326e+000
4.806536887453347e-003	-3.468085e+000
4.808391562096869e-003	-3.432284e+000
4.810374800623625e-003	-3.392697e+000
4.812811157602655e-003	-3.342257e+000
4.817683871560716e-003	-3.236571e+000
4.827429299476837e-003	-3.014263e+000
4.837194924476837e-003	-2.780094e+000
4.846960549476836e-003	-2.534838e+000
4.856726174476836e-003	-2.279960e+000
4.866491799476836e-003	-2.016578e+000
4.876257424476836e-003	-1.745764e+000
4.886023049476836e-003	-1.468549e+000
4.895788674476835e-003	-1.185957e+000
4.905554299476835e-003	-8.990055e-001
4.915319924476835e-003	-6.087087e-001
4.925085549476835e-003	-3.161383e-001
4.934851174476835e-003	-2.247155e-002
4.944616799476834e-003	2.710728e-001
4.954382424476834e-003	5.633374e-001
4.964148049476834e-003	8.532250e-001
4.973913674476834e-003	1.139709e+000
4.982501883598668e-003	1.387595e+000
4.991446901396164e-003	1.641062e+000
4.998501937742666e-003	1.837251e+000
5.006234168680540e-003	2.047728e+000
5.015999793680540e-003	2.306849e+000
5.025765418680540e-003	2.557763e+000
5.035531043680539e-003	2.799083e+000
5.045296668680539e-003	3.029872e+000
5.055062293680539e-003	3.249173e+000
5.064827918680539e-003	3.456086e+000
5.074593543680539e-003	3.643287e+000
5.077872921584835e-003	3.687789e+000
5.080475207127780e-003	3.707437e+000
5.082109087063047e-003	3.715621e+000
5.084117727857758e-003	3.723397e+000
5.086226680783448e-003	3.730176e+000
5.088818660415338e-003	3.737273e+000
5.091926886692026e-003	3.744621e+000
5.095896529119688e-003	3.752653e+000
5.100876650554579e-003	3.761100e+000
5.107301288998888e-003	3.769869e+000
5.117066913998888e-003	3.780019e+000
5.126702494973252e-003	3.787251e+000
5.136468119973252e-003	3.792464e+000
5.146233744973252e-003	3.796254e+000
5.155999369973251e-003	3.798975e+000
5.175530619973251e-003	3.802003e+000
5.195061869973251e-003	3.802401e+000
5.214593119973250e-003	3.800292e+000
5.234124369973250e-003	3.795241e+000
5.243889994973250e-003	3.791218e+000
5.253655619973249e-003	3.785730e+000
5.263421244973249e-003	3.778108e+000
5.273186869973249e-003	3.767418e+000
5.280684704721466e-003	3.756016e+000
5.288627238284726e-003	3.740359e+000
5.293308876727982e-003	3.728328e+000
5.299862617954837e-003	3.705885e+000
5.304155252431410e-003	3.685465e+000
5.308594381193697e-003	3.656123e+000
5.311066880727243e-003	3.631970e+000
5.313563558895297e-003	3.597726e+000
5.316230905052223e-003	3.552675e+000
5.320083731569576e-003	3.477723e+000
5.325099077305211e-003	3.368822e+000
5.332521439233716e-003	3.193043e+000
5.342287064233716e-003	2.946732e+000
5.352052689233716e-003	2.688579e+000
5.361818314233715e-003	2.420815e+000
5.371583939233715e-003	2.145118e+000
5.381349564233715e-003	1.862703e+000
5.391115189233715e-003	1.574676e+000
5.400880814233715e-003	1.282085e+000
5.410646439233714e-003	9.859595e-001
5.420412064233714e-003	6.873178e-001
5.430177689233714e-003	3.872105e-001
5.439943314233714e-003	8.678825e-002
5.449708939233714e-003	-2.127303e-001
5.459474564233713e-003	-5.101768e-001
5.469240189233713e-003	-8.044609e-001
5.479005814233713e-003	-1.094441e+000
5.488771439233713e-003	-1.378839e+000
5.498222979599544e-003	-1.648083e+000
5.505537416640696e-003	-1.851751e+000
5.513467759768630e-003	-2.067137e+000
5.523233384768630e-003	-2.324780e+000
5.532999009768630e-003	-2.573344e+000
5.542764634768630e-003	-2.811473e+000
5.552530259768629e-003	-3.038265e+000
5.562295884768629e-003	-3.252806e+000
5.572061509768629e-003	-3.456261e+000
5.576067700322001e-003	-3.536294e+000
5.576229526974650e-003	-3.539438e+000
5.576553180279946e-003	-3.545657e+000
5.577200486890538e-003	-3.558044e+000
5.578495100111724e-003	-3.582658e+000
5.579439157671633e-003	-3.600445e+000
5.580255619142125e-003	-3.615698e+000
5.581339267573199e-003	-3.635790e+000
5.582507277955228e-003	-3.656787e+000
5.583328903902885e-003	-3.669308e+000
5.584276985431977e-003	-3.679688e+000
5.585242338464163e-003	-3.687695e+000
5.586271472368411e-003	-3.695223e+000
5.587876675704795e-003	-3.706119e+000
5.590441278498299e-003	-3.723197e+000
5.593116501933715e-003	-3.742905e+000
5.596702732114118e-003	-3.775592e+000
5.600611334870817e-003	-3.819651e+000
5.607094756830006e-003	-3.902098e+000
5.613917388847339e-003	-3.990361e+000
5.623683013847339e-003	-4.106776e+000
5.630400578755378e-003	-4.166283e+000
5.636679673544822e-003	-4.196016e+000
5.642278856446429e-003	-4.207121e+000
5.648342236552507e-003	-4.212608e+000
5.654351228191950e-003	-4.215766e+000
5.664116853191950e-003	-4.218729e+000
5.673882478191950e-003	-4.220208e+000
5.683648103191949e-003	-4.220561e+000
5.693413728191949e-003	-4.220049e+000
5.703179353191949e-003	-4.218636e+000
5.712944978191949e-003	-4.215982e+000
5.722710603191948e-003	-4.211177e+000
5.732476228191948e-003	-4.201933e+000
5.742241853191948e-003	-4.181460e+000
5.752007478191948e-003	-4.135143e+000
5.761573956597058e-003	-4.050894e+000
5.771231238277158e-003	-3.928573e+000
5.779928043315527e-003	-3.799985e+000
5.784879436351737e-003	-3.729785e+000
5.787681302033360e-003	-3.700284e+000
5.791334149006360e-003	-3.674261e+000
5.793133875243876e-003	-3.663064e+000
5.794340416221006e-003	-3.653583e+000
5.796147238740609e-003	-3.634459e+000
5.797479592062664e-003	-3.617859e+000
5.798774732109141e-003	-3.599998e+000
5.799735124424259e-003	-3.585800e+000
5.800717135085399e-003	-3.570476e+000
5.801694417953428e-003	-3.554569e+000
5.802769097352025e-003	-3.536266e+000
5.804918456149221e-003	-3.497886e+000
5.807019481078249e-003	-3.458644e+000
5.808945460774371e-003	-3.421164e+000
5.813815143830547e-003	-3.320771e+000
5.819540932396595e-003	-3.195148e+000
5.829306557396594e-003	-2.969954e+000
5.839072182396594e-003	-2.733514e+000
5.848837807396594e-003	-2.486324e+000
5.858603432396594e-003	-2.229732e+000
5.868369057396594e-003	-1.964844e+000
5.878134682396593e-003	-1.692723e+000
5.887900307396593e-003	-1.414398e+000
5.897665932396593e-003	-1.130891e+000
5.907431557396593e-003	-8.432200e-001
5.917197182396593e-003	-5.524060e-001
5.926962807396592e-003	-2.595348e-001
5.936728432396592e-003	3.419976e-002
5.946494057396592e-003	3.275823e-001
5.956259682396592e-003	6.194720e-001
5.966025307396592e-003	9.087709e-001
5.975790932396591e-003	1.194504e+000
5.983784777740983e-003	1.424574e+000
5.992149397729307e-003	1.660997e+000
5.999054787639780e-003	1.852685e+000
6.006655231267052e-003	2.059282e+000
6.016420856267052e-003	2.318026e+000
6.026186481267052e-003	2.568543e+000
6.035952106267051e-003	2.809426e+000
6.045717731267051e-003	3.039736e+000
6.055483356267051e-003	3.258519e+000
6.065248981267051e-003	3.464126e+000
6.075014606267051e-003	3.647998e+000
6.078326582623111e-003	3.690928e+000
6.081749867503286e-003	3.714503e+000
6.083795164839375e-003	3.723086e+000
6.085378608780464e-003	3.728003e+000
6.087537334190379e-003	3.734185e+000
6.089755858915037e-003	3.739874e+000
6.091782265578031e-003	3.744545e+000
6.094161870032484e-003	3.749541e+000
6.096862285537795e-003	3.754689e+000
6.099662058881288e-003	3.759484e+000
6.103283689594527e-003	3.764995e+000
6.106943806678413e-003	3.769848e+000
6.112216388910289e-003	3.775803e+000
6.117461769719068e-003	3.780655e+000
6.125711058142192e-003	3.786680e+000
6.134030630343711e-003	3.791403e+000
6.143796255343711e-003	3.795511e+000
6.153561880343710e-003	3.798481e+000
6.173093130343710e-003	3.801876e+000
6.192624380343710e-003	3.802584e+000
6.212155630343709e-003	3.800799e+000
6.231686880343709e-003	3.796165e+000
6.241452505343709e-003	3.792439e+000
6.251218130343708e-003	3.787367e+000
6.260983755343708e-003	3.780362e+000
6.270749380343708e-003	3.770463e+000
6.280515005343708e-003	3.756469e+000
6.287251727520094e-003	3.743176e+000
6.293872710392007e-003	3.726127e+000
6.298199308237932e-003	3.711969e+000
6.302761323167474e-003	3.693572e+000
6.305920178972830e-003	3.677228e+000
6.308657922607481e-003	3.658390e+000
6.310532018719384e-003	3.640430e+000
6.312642999782969e-003	3.613191e+000
6.314614385927663e-003	3.581964e+000
6.318077451458136e-003	3.518618e+000
6.321982872336713e-003	3.438037e+000
6.329168243685891e-003	3.274357e+000
6.336754642487916e-003	3.088711e+000
6.346520267487916e-003	2.836303e+000
6.356285892487916e-003	2.573714e+000
6.366051517487916e-003	2.302348e+000
6.375817142487915e-003	2.023597e+000
6.385582767487915e-003	1.738618e+000
6.395348392487915e-003	1.448484e+000
6.405114017487915e-003	1.154233e+000
6.414879642487915e-003	8.568908e-001
6.424645267487914e-003	5.574807e-001
6.434410892487914e-003	2.570882e-001
6.444176517487914e-003	-4.309322e-002
6.453942142487914e-003	-3.418528e-001
6.463707767487914e-003	-6.380616e-001
6.473473392487913e-003	-9.306346e-001
6.483239017487913e-003	-1.218655e+000
6.491171201845834e-003	-1.448090e+000
6.499323463791953e-003	-1.679056e+000
6.506248219177191e-003	-1.871278e+000
6.513837735622492e-003	-2.077014e+000
6.523603360622491e-003	-2.334245e+000
6.533368985622491e-003	-2.582429e+000
6.543134610622491e-003	-2.820145e+000
6.552900235622491e-003	-3.046490e+000
6.562665860622491e-003	-3.260551e+000
6.572431485622490e-003	-3.463585e+000
6.576178058510187e-003	-3.537970e+000
6.578556882313619e-003	-3.583525e+000
6.580750822674369e-003	-3.624689e+000
6.582102736726938e-003	-3.649071e+000
6.583461090825174e-003	-3.670048e+000
6.584527262438174e-003	-3.681731e+000
6.585630109947906e-003	-3.690468e+000
6.586849054254440e-003	-3.699066e+000
6.588670267088807e-003	-3.711154e+000
6.591386964812407e-003	-3.729460e+000
6.594267767943270e-003	-3.752266e+000
6.598308907509238e-003	-3.792617e+000
6.602350499001050e-003	-3.840847e+000
6.610184512346330e-003	-3.942314e+000
6.617652518382457e-003	-4.036530e+000
6.627418143382457e-003	-4.142261e+000
6.633228190319923e-003	-4.182302e+000
6.640361791977460e-003	-4.204033e+000
6.644749962444543e-003	-4.209891e+000
6.650817937445517e-003	-4.213960e+000
6.658937996345936e-003	-4.217318e+000
6.668703621345935e-003	-4.219505e+000
6.678469246345935e-003	-4.220395e+000
6.688234871345935e-003	-4.220330e+000
6.698000496345935e-003	-4.219418e+000
6.707766121345935e-003	-4.217486e+000
6.717531746345934e-003	-4.214006e+000
6.727297371345934e-003	-4.207589e+000
6.737062996345934e-003	-4.194411e+000
6.746828621345934e-003	-4.165079e+000
6.755511555909159e-003	-4.110676e+000
6.764603408494001e-003	-4.016261e+000
6.774369033494001e-003	-3.883003e+000
6.783829434734381e-003	-3.745278e+000
6.787691426839301e-003	-3.701680e+000
6.792114173193756e-003	-3.668993e+000
6.792125123475097e-003	-3.668924e+000
6.792168924600462e-003	-3.668660e+000
6.792227326100947e-003	-3.668326e+000
6.792344129101919e-003	-3.667689e+000
6.792577735103862e-003	-3.666464e+000
6.793044947107748e-003	-3.663841e+000
6.793979371115520e-003	-3.657227e+000
6.794882365883317e-003	-3.648857e+000
6.795839733246323e-003	-3.638241e+000
6.796960261178337e-003	-3.624441e+000
6.798370438326245e-003	-3.605532e+000
6.799375132247857e-003	-3.591071e+000
6.800188270794655e-003	-3.578674e+000
6.801062678055941e-003	-3.564718e+000
6.802378307526866e-003	-3.542838e+000
6.803694560182535e-003	-3.520033e+000
6.805075991149269e-003	-3.495084e+000
6.806786111351128e-003	-3.463073e+000
6.808247209388012e-003	-3.434810e+000
6.812702847892521e-003	-3.344185e+000
6.817457223640477e-003	-3.241247e+000
6.826965975136387e-003	-3.024787e+000
6.836731600136387e-003	-2.791113e+000
6.846497225136387e-003	-2.546351e+000
6.856262850136387e-003	-2.291909e+000
6.866028475136387e-003	-2.028911e+000
6.875794100136386e-003	-1.758430e+000
6.885559725136386e-003	-1.481500e+000
6.895325350136386e-003	-1.199144e+000
6.905090975136386e-003	-9.123808e-001
6.914856600136386e-003	-6.222233e-001
6.924622225136385e-003	-3.297389e-001
6.934387850136385e-003	-3.610020e-002
6.944153475136385e-003	2.574731e-001
6.953919100136385e-003	5.498198e-001
6.963684725136385e-003	8.398416e-001
6.973450350136384e-003	1.126354e+000
6.983215975136384e-003	1.408153e+000
6.992005823666031e-003	1.657027e+000
6.999050419926782e-003	1.852638e+000
7.006841649597775e-003	2.064382e+000
7.016607274597774e-003	2.323005e+000
7.026372899597774e-003	2.573347e+000
7.036138524597774e-003	2.814036e+000
7.045904149597774e-003	3.044135e+000
7.055669774597774e-003	3.262688e+000
7.065435399597773e-003	3.467776e+000
7.075201024597773e-003	3.649738e+000
7.078670833128491e-003	3.693630e+000
7.081943550977627e-003	3.715398e+000
7.083837467389414e-003	3.723222e+000
7.085628769685628e-003	3.728762e+000
7.087685795747783e-003	3.734579e+000
7.089856866467648e-003	3.740144e+000
7.092136105802935e-003	3.745396e+000
7.094643523101966e-003	3.750593e+000
7.097482452668305e-003	3.755897e+000
7.100291881020860e-003	3.760600e+000
7.103889368905582e-003	3.765951e+000
7.107420003650867e-003	3.770550e+000
7.112282006368171e-003	3.775980e+000
7.117375485527989e-003	3.780712e+000
7.125216396251281e-003	3.786526e+000
7.133612716249087e-003	3.791323e+000
7.143378341249087e-003	3.795456e+000
7.153143966249087e-003	3.798468e+000
7.172675216249086e-003	3.801927e+000
7.192206466249086e-003	3.802689e+000
7.211737716249085e-003	3.800958e+000
7.231268966249085e-003	3.796395e+000
7.241034591249085e-003	3.792717e+000
7.250800216249085e-003	3.787713e+000
7.260565841249084e-003	3.780807e+000
7.270331466249084e-003	3.771058e+000
7.280097091249084e-003	3.757051e+000
7.289862716249084e-003	3.736388e+000
7.298164497269177e-003	3.709651e+000
7.306218473388988e-003	3.670781e+000
7.310462743113193e-003	3.637228e+000
7.313309148025515e-003	3.601564e+000
7.316008967306721e-003	3.556475e+000
7.320861761556757e-003	3.461750e+000
7.325510433170496e-003	3.360135e+000
7.333494533884445e-003	3.169457e+000
7.343260158884445e-003	2.921913e+000
7.353025783884444e-003	2.662676e+000
7.362791408884444e-003	2.394052e+000
7.372557033884444e-003	2.117628e+000
7.382322658884444e-003	1.834601e+000
7.392088283884444e-003	1.546067e+000
7.401853908884443e-003	1.253073e+000
7.411619533884443e-003	9.566470e-001
7.421385158884443e-003	6.578062e-001
7.431150783884443e-003	3.576091e-001
7.440916408884443e-003	5.721775e-002
7.450682033884442e-003	-2.421497e-001
7.460447658884442e-003	-5.393337e-001
7.470213283884442e-003	-8.332475e-001
7.479978908884442e-003	-1.122731e+000
7.489744533884441e-003	-1.406603e+000
7.498642689266821e-003	-1.659679e+000
7.505685207549258e-003	-1.855579e+000
7.513441670525178e-003	-2.066168e+000
7.523207295525178e-003	-2.323801e+000
7.532972920525178e-003	-2.572394e+000
7.542738545525177e-003	-2.810554e+000
7.552504170525177e-003	-3.037380e+000
7.562269795525177e-003	-3.251959e+000
7.572035420525177e-003	-3.455441e+000
7.576075427940013e-003	-3.536171e+000
7.576238648814762e-003	-3.539336e+000
7.576565090564261e-003	-3.545599e+000
7.577217974063260e-003	-3.558092e+000
7.578523741061255e-003	-3.582913e+000
7.579473836525505e-003	-3.600809e+000
7.580314246486755e-003	-3.616504e+000
7.581409438899546e-003	-3.636802e+000
7.582593616662371e-003	-3.657860e+000
7.583425462136368e-003	-3.669976e+000
7.584534845341637e-003	-3.681471e+000
7.585564273752165e-003	-3.689886e+000
7.586616580476974e-003	-3.697401e+000
7.588721193926592e-003	-3.711187e+000
7.591357111421110e-003	-3.728822e+000
7.594359825674643e-003	-3.752871e+000
7.598730615956642e-003	-3.797328e+000
7.603062950881736e-003	-3.849614e+000
7.610616586959027e-003	-3.947706e+000
7.618762614704141e-003	-4.049331e+000
7.628528239704141e-003	-4.150574e+000
7.634401138993624e-003	-4.187414e+000
7.641284454817245e-003	-4.205409e+000
7.645788733694532e-003	-4.210656e+000
7.651846346426843e-003	-4.214367e+000
7.661441712666120e-003	-4.217904e+000
7.671207337666120e-003	-4.219762e+000
7.680972962666120e-003	-4.220369e+000
7.690738587666120e-003	-4.220085e+000
7.700504212666120e-003	-4.218939e+000
7.710269837666119e-003	-4.216680e+000
7.720035462666119e-003	-4.212597e+000
7.729801087666119e-003	-4.204948e+000
7.739566712666119e-003	-4.188737e+000
7.749332337666118e-003	-4.152280e+000
7.758102747688440e-003	-4.087604e+000
7.767138707320680e-003	-3.984332e+000
7.776904332320680e-003	-3.845342e+000
7.783882587015488e-003	-3.743318e+000
7.787499477783852e-003	-3.702462e+000
7.791479296895200e-003	-3.672342e+000
7.791574225685871e-003	-3.671777e+000
7.791682715732352e-003	-3.671166e+000
7.791899695825316e-003	-3.669984e+000
7.792333656011242e-003	-3.667689e+000
7.793201576383095e-003	-3.662819e+000
7.794036725344922e-003	-3.656692e+000
7.795150307866902e-003	-3.645932e+000
7.796071420765831e-003	-3.635496e+000
7.797186235621424e-003	-3.621412e+000
7.798888760853147e-003	-3.598001e+000
7.799877339970823e-003	-3.583341e+000
7.801072739477847e-003	-3.564451e+000
7.802260497934046e-003	-3.544815e+000
7.803419076681820e-003	-3.524833e+000
7.804833860093717e-003	-3.499423e+000
7.806560874787021e-003	-3.467229e+000
7.808263887942956e-003	-3.434360e+000
7.810289468007580e-003	-3.393984e+000
7.812554356320179e-003	-3.347234e+000
7.817084132945375e-003	-3.249435e+000
7.826143686195768e-003	-3.043931e+000
7.835909311195767e-003	-2.811124e+000
7.845674936195767e-003	-2.567240e+000
7.855440561195767e-003	-2.313569e+000
7.865206186195767e-003	-2.051251e+000
7.874971811195767e-003	-1.781361e+000
7.884737436195766e-003	-1.504934e+000
7.894503061195766e-003	-1.222996e+000
7.904268686195766e-003	-9.365650e-001
7.914034311195766e-003	-6.466538e-001
7.923799936195766e-003	-3.543224e-001
7.933565561195765e-003	-6.073411e-002
7.943331186195765e-003	2.328903e-001
7.953096811195765e-003	5.253826e-001
7.962862436195765e-003	8.156425e-001
7.972628061195764e-003	1.102502e+000
7.982393686195764e-003	1.384691e+000
7.991615018869696e-003	1.646108e+000
7.998853660519752e-003	1.847286e+000
8.006752213407253e-003	2.062055e+000
8.016517838407252e-003	2.320773e+000
8.026283463407252e-003	2.571200e+000
8.036049088407252e-003	2.811982e+000
8.045814713407252e-003	3.042182e+000
8.055580338407252e-003	3.260845e+000
8.065345963407251e-003	3.466182e+000
8.075111588407251e-003	3.649398e+000
8.078412896335062e-003	3.691844e+000
8.081790699148828e-003	3.714857e+000
8.083782090033945e-003	3.723198e+000
8.085402141894753e-003	3.728242e+000
8.087598674095699e-003	3.734533e+000
8.089765561128252e-003	3.740086e+000
8.091821129080567e-003	3.744818e+000
8.094155598943071e-003	3.749719e+000
8.096828835361244e-003	3.754817e+000
8.099603714446957e-003	3.759578e+000
8.103176237747553e-003	3.765030e+000
8.106827339188329e-003	3.769891e+000
8.112068171563918e-003	3.775838e+000
8.117313244208222e-003	3.780715e+000
8.125514935376986e-003	3.786742e+000
8.133804857720181e-003	3.791479e+000
8.143570482720181e-003	3.795616e+000
8.153336107720181e-003	3.798609e+000
8.172867357720180e-003	3.802039e+000
8.192398607720180e-003	3.802776e+000
8.211929857720179e-003	3.801020e+000
8.231461107720179e-003	3.796425e+000
8.241226732720179e-003	3.792725e+000
8.250992357720179e-003	3.787690e+000
8.260757982720178e-003	3.780738e+000
8.270523607720178e-003	3.770921e+000
8.280289232720178e-003	3.757057e+000
8.286987034764071e-003	3.743972e+000
8.293590013741118e-003	3.727153e+000
8.297925947785223e-003	3.713141e+000
8.302500957142585e-003	3.694879e+000
8.305778481208738e-003	3.677998e+000
8.308644926152879e-003	3.658262e+000
8.310610983564146e-003	3.639322e+000
8.312802698184440e-003	3.610788e+000
8.314859456161498e-003	3.577854e+000
8.318422817370946e-003	3.511969e+000
8.322452651652615e-003	3.428070e+000
8.329751426695184e-003	3.260628e+000
8.337621731556217e-003	3.067008e+000
8.347387356556216e-003	2.813614e+000
8.357152981556216e-003	2.550175e+000
8.366918606556216e-003	2.278103e+000
8.376684231556216e-003	1.998753e+000
8.386449856556216e-003	1.713273e+000
8.396215481556215e-003	1.422730e+000
8.405981106556215e-003	1.128163e+000
8.415746731556215e-003	8.305936e-001
8.425512356556215e-003	5.310497e-001
8.435277981556215e-003	2.306255e-001
8.445043606556214e-003	-6.947873e-002
8.454809231556214e-003	-3.680572e-001
8.464574856556214e-003	-6.639884e-001
8.474340481556214e-003	-9.561840e-001
8.484106106556213e-003	-1.243716e+000
8.492011623659678e-003	-1.471927e+000
8.500021059143466e-003	-1.698323e+000
8.507367690513518e-003	-1.901702e+000
8.515078821788449e-003	-2.110025e+000
8.524844446788448e-003	-2.366127e+000
8.534610071788448e-003	-2.613032e+000
8.544375696788448e-003	-2.849353e+000
8.554141321788448e-003	-3.074188e+000
8.563906946788448e-003	-3.286623e+000
8.573672571788447e-003	-3.489285e+000
8.573679724345820e-003	-3.489433e+000
8.573708334575313e-003	-3.490011e+000
8.573975363383907e-003	-3.495265e+000
8.574280539165157e-003	-3.501244e+000
8.574890890727657e-003	-3.513141e+000
8.576111593852657e-003	-3.536767e+000
8.577306075983617e-003	-3.559684e+000
8.578858018528358e-003	-3.589164e+000
8.579716995217954e-003	-3.605306e+000
8.580689424384821e-003	-3.623420e+000
8.581401929509647e-003	-3.636621e+000
8.582072808195505e-003	-3.648622e+000
8.583414565567219e-003	-3.669493e+000
8.584387671358726e-003	-3.680412e+000
8.585391101187598e-003	-3.688498e+000
8.586599956972788e-003	-3.697179e+000
8.588224528761922e-003	-3.708107e+000
8.590841685086321e-003	-3.725590e+000
8.593561316586821e-003	-3.746118e+000
8.597185997370622e-003	-3.780195e+000
8.601001042612988e-003	-3.824098e+000
8.608631133097722e-003	-3.921868e+000
8.615503244031432e-003	-4.010027e+000
8.625268869031432e-003	-4.122793e+000
8.631397272032311e-003	-4.171366e+000
8.639236287776761e-003	-4.201186e+000
8.644244688877666e-003	-4.209165e+000
8.650257797460466e-003	-4.213524e+000
8.657111361346108e-003	-4.216573e+000
8.666876986346108e-003	-4.219004e+000
8.676642611346108e-003	-4.220119e+000
8.686408236346107e-003	-4.220221e+000
8.696173861346107e-003	-4.219472e+000
8.705939486346107e-003	-4.217757e+000
8.715705111346107e-003	-4.214632e+000
8.725470736346106e-003	-4.208923e+000
8.735236361346106e-003	-4.197534e+000
8.745001986346106e-003	-4.171410e+000
8.754767611346106e-003	-4.115509e+000
8.763569246533338e-003	-4.028650e+000
8.773334871533338e-003	-3.897450e+000
8.782112294891124e-003	-3.766914e+000
8.786183594134784e-003	-3.715356e+000
8.789930732959783e-003	-3.682789e+000
8.792339707077712e-003	-3.667413e+000
8.793896241179034e-003	-3.657206e+000
8.794974979108123e-003	-3.647513e+000
8.796249541386237e-003	-3.633048e+000
8.797537258080034e-003	-3.616648e+000
8.799035613393205e-003	-3.595801e+000
8.799963209439052e-003	-3.581926e+000
8.801126566416791e-003	-3.563497e+000
8.802248237358068e-003	-3.544933e+000
8.803459159819043e-003	-3.524039e+000
8.804858515237365e-003	-3.498900e+000
8.806595909869335e-003	-3.466500e+000
8.808274124531362e-003	-3.434105e+000
8.810289442946928e-003	-3.393928e+000
8.812589092611551e-003	-3.346446e+000
8.817188391940798e-003	-3.247074e+000
8.826386990599292e-003	-3.038205e+000
8.836152615599292e-003	-2.805144e+000
8.845918240599292e-003	-2.560997e+000
8.855683865599292e-003	-2.307096e+000
8.865449490599291e-003	-2.044575e+000
8.875215115599291e-003	-1.774508e+000
8.884980740599291e-003	-1.497930e+000
8.894746365599291e-003	-1.215866e+000
8.904511990599291e-003	-9.293348e-001
8.914277615599290e-003	-6.393486e-001
8.924043240599290e-003	-3.469699e-001
8.933808865599290e-003	-5.336459e-002
8.943574490599290e-003	2.402467e-001
8.953340115599289e-003	5.326978e-001
8.963105740599289e-003	8.228891e-001
8.972871365599289e-003	1.109648e+000
8.982636990599289e-003	1.391725e+000
8.991719520746653e-003	1.649118e+000
8.998891165895549e-003	1.848390e+000
9.006748054423506e-003	2.062008e+000
9.016513679423506e-003	2.320723e+000
9.026279304423505e-003	2.571155e+000
9.036044929423505e-003	2.811942e+000
9.045810554423505e-003	3.042147e+000
9.055576179423505e-003	3.260816e+000
9.065341804423505e-003	3.466168e+000
9.075107429423504e-003	3.649231e+000
9.078461137081806e-003	3.692266e+000
9.081811101321122e-003	3.715025e+000
9.083777820383268e-003	3.723251e+000
9.085421533711753e-003	3.728374e+000
9.087637811694591e-003	3.734720e+000
9.089788644472742e-003	3.740227e+000
9.091866515660706e-003	3.745004e+000
9.094190323899855e-003	3.749877e+000
9.096868748128414e-003	3.754977e+000
9.099642899102582e-003	3.759730e+000
9.103206894499812e-003	3.765162e+000
9.106854745159054e-003	3.770014e+000
9.112058735294672e-003	3.775918e+000
9.117265479358302e-003	3.780758e+000
9.126507329321930e-003	3.787500e+000
9.134909044022971e-003	3.792152e+000
9.144674669022971e-003	3.796096e+000
9.154440294022971e-003	3.798975e+000
9.173971544022970e-003	3.802237e+000
9.193502794022970e-003	3.802834e+000
9.213034044022970e-003	3.800932e+000
9.232565294022969e-003	3.796150e+000
9.242330919022969e-003	3.792320e+000
9.252096544022969e-003	3.787103e+000
9.261862169022968e-003	3.779883e+000
9.271627794022968e-003	3.769660e+000
9.281393419022968e-003	3.755159e+000
9.288253000923095e-003	3.741102e+000
9.294884473732891e-003	3.723323e+000
9.299178705126820e-003	3.708615e+000
9.303710859664610e-003	3.689649e+000
9.306558789926908e-003	3.674332e+000
9.308573403757859e-003	3.659518e+000
9.310576180261845e-003	3.639702e+000
9.312727422968840e-003	3.611885e+000
9.314848448297917e-003	3.577950e+000
9.318626866496378e-003	3.508026e+000
9.322452647609428e-003	3.428196e+000
9.330104209835530e-003	3.252226e+000
9.337775760831776e-003	3.063277e+000
9.347541385831775e-003	2.809593e+000
9.357307010831775e-003	2.546005e+000
9.367072635831775e-003	2.273810e+000
9.376838260831775e-003	1.994355e+000
9.386603885831775e-003	1.708788e+000
9.396369510831774e-003	1.418175e+000
9.406135135831774e-003	1.123553e+000
9.415900760831774e-003	8.259462e-001
9.425666385831774e-003	5.263804e-001
9.435432010831774e-003	2.259527e-001
9.445197635831773e-003	-7.413594e-002
9.454963260831773e-003	-3.726804e-001
9.464728885831773e-003	-6.685606e-001
9.474494510831773e-003	-9.606875e-001
9.484260135831773e-003	-1.248129e+000
9.492169160145045e-003	-1.476357e+000
9.500158777512140e-003	-1.702095e+000
9.507565512027437e-003	-1.907032e+000
9.515327320488320e-003	-2.116583e+000
9.525092945488320e-003	-2.372461e+000
9.534858570488320e-003	-2.619108e+000
9.544624195488320e-003	-2.855148e+000
9.554389820488320e-003	-3.079677e+000
9.564155445488319e-003	-3.291785e+000
9.573921070488319e-003	-3.494093e+000
9.573928223045692e-003	-3.494241e+000
9.573956833275185e-003	-3.494819e+000
9.574223862083779e-003	-3.500065e+000
9.574529037865029e-003	-3.506031e+000
9.575139389427528e-003	-3.517901e+000
