Freq.	V(outder)/V(VIN)
8.31763771102669e+001	(-1.79242893654972e+001dB,-9.00003893063711e+001°)
8.51138038202374e+001	(-1.77242890269982e+001dB,-9.00003983744821e+001°)
8.70963589956078e+001	(-1.75242886725462e+001dB,-9.00004076538167e+001°)
8.91250938133743e+001	(-1.73242883013893e+001dB,-9.00004171492947e+001°)
9.12010839355907e+001	(-1.71242879127404e+001dB,-9.00004268659509e+001°)
9.33254300796988e+001	(-1.69242875057750e+001dB,-9.00004368089372e+001°)
9.54992586021433e+001	(-1.67242870796299e+001dB,-9.00004469835255e+001°)
9.77237220955808e+001	(-1.65242866334011e+001dB,-9.00004573951104e+001°)
9.99999999999997e+001	(-1.63242861661423e+001dB,-9.00004680492123e+001°)
1.02329299228075e+002	(-1.61242856768621e+001dB,-9.00004789514803e+001°)
1.04712854805090e+002	(-1.59242851645229e+001dB,-9.00004901076948e+001°)
1.07151930523760e+002	(-1.57242846280378e+001dB,-9.00005015237711e+001°)
1.09647819614318e+002	(-1.55242840662690e+001dB,-9.00005132057620e+001°)
1.12201845430196e+002	(-1.53242834780247e+001dB,-9.00005251598615e+001°)
1.14815362149688e+002	(-1.51242828620573e+001dB,-9.00005373924079e+001°)
1.17489755493953e+002	(-1.49242822170602e+001dB,-9.00005499098871e+001°)
1.20226443461741e+002	(-1.47242815416653e+001dB,-9.00005627189359e+001°)
1.23026877081238e+002	(-1.45242808344400e+001dB,-9.00005758263460e+001°)
1.25892541179416e+002	(-1.43242800938840e+001dB,-9.00005892390670e+001°)
1.28824955169313e+002	(-1.41242793184267e+001dB,-9.00006029642106e+001°)
1.31825673855640e+002	(-1.39242785064232e+001dB,-9.00006170090540e+001°)
1.34896288259165e+002	(-1.37242776561510e+001dB,-9.00006313810441e+001°)
1.38038426460288e+002	(-1.35242767658066e+001dB,-9.00006460878010e+001°)
1.41253754462275e+002	(-1.33242758335015e+001dB,-9.00006611371225e+001°)
1.44543977074592e+002	(-1.31242748572581e+001dB,-9.00006765369881e+001°)
1.47910838816820e+002	(-1.29242738350056e+001dB,-9.00006922955628e+001°)
1.51356124843620e+002	(-1.27242727645757e+001dB,-9.00007084212021e+001°)
1.54881661891248e+002	(-1.25242716436979e+001dB,-9.00007249224561e+001°)
1.58489319246111e+002	(-1.23242704699946e+001dB,-9.00007418080741e+001°)
1.62181009735892e+002	(-1.21242692409762e+001dB,-9.00007590870089e+001°)
1.65958690743755e+002	(-1.19242679540358e+001dB,-9.00007767684222e+001°)
1.69824365246174e+002	(-1.17242666064435e+001dB,-9.00007948616890e+001°)
1.73780082874937e+002	(-1.15242651953409e+001dB,-9.00008133764024e+001°)
1.77827941003892e+002	(-1.13242637177348e+001dB,-9.00008323223794e+001°)
1.81970085860998e+002	(-1.11242621704911e+001dB,-9.00008517096654e+001°)
1.86208713666286e+002	(-1.09242605503277e+001dB,-9.00008715485397e+001°)
1.90546071796324e+002	(-1.07242588538080e+001dB,-9.00008918495214e+001°)
1.94984459975804e+002	(-1.05242570773335e+001dB,-9.00009126233743e+001°)
1.99526231496887e+002	(-1.03242552171359e+001dB,-9.00009338811130e+001°)
2.04173794466952e+002	(-1.01242532692695e+001dB,-9.00009556340088e+001°)
2.08929613085403e+002	(-9.92425122960251e+000dB,-9.00009778935953e+001°)
2.13796208950222e+002	(-9.72424909380846e+000dB,-9.00010006716749e+001°)
2.18776162394954e+002	(-9.52424685735697e+000dB,-9.00010239803251e+001°)
2.23872113856833e+002	(-9.32424451550414e+000dB,-9.00010478319043e+001°)
2.29086765276776e+002	(-9.12424206328252e+000dB,-9.00010722390591e+001°)
2.34422881531991e+002	(-8.92423949549051e+000dB,-9.00010972147307e+001°)
2.39883291901948e+002	(-8.72423680668137e+000dB,-9.00011227721614e+001°)
2.45470891568502e+002	(-8.52423399115168e+000dB,-9.00011489249024e+001°)
2.51188643150957e+002	(-8.32423104292918e+000dB,-9.00011756868202e+001°)
2.57039578276885e+002	(-8.12422795576016e+000dB,-9.00012030721046e+001°)
2.63026799189537e+002	(-7.92422472309617e+000dB,-9.00012310952756e+001°)
2.69153480392690e+002	(-7.72422133808014e+000dB,-9.00012597711917e+001°)
2.75422870333816e+002	(-7.52421779353180e+000dB,-9.00012891150573e+001°)
2.81838293126444e+002	(-7.32421408193249e+000dB,-9.00013191424312e+001°)
2.88403150312659e+002	(-7.12421019540919e+000dB,-9.00013498692343e+001°)
2.95120922666637e+002	(-6.92420612571783e+000dB,-9.00013813117587e+001°)
3.01995172040200e+002	(-6.72420186422578e+000dB,-9.00014134866758e+001°)
3.09029543251358e+002	(-6.52419740189356e+000dB,-9.00014464110454e+001°)
3.16227766016837e+002	(-6.32419272925564e+000dB,-9.00014801023245e+001°)
3.23593656929627e+002	(-6.12418783640039e+000dB,-9.00015145783770e+001°)
3.31131121482590e+002	(-5.92418271294902e+000dB,-9.00015498574829e+001°)
3.38844156139201e+002	(-5.72417734803358e+000dB,-9.00015859583478e+001°)
3.46736850452530e+002	(-5.52417173027392e+000dB,-9.00016229001133e+001°)
3.54813389233574e+002	(-5.32416584775351e+000dB,-9.00016607023665e+001°)
3.63078054770100e+002	(-5.12415968799417e+000dB,-9.00016993851511e+001°)
3.71535229097171e+002	(-4.92415323792965e+000dB,-9.00017389689777e+001°)
3.80189396320559e+002	(-4.72414648387782e+000dB,-9.00017794748344e+001°)
3.89045144994279e+002	(-4.52413941151170e+000dB,-9.00018209241985e+001°)
3.98107170553495e+002	(-4.32413200582906e+000dB,-9.00018633390472e+001°)
4.07380277804111e+002	(-4.12412425112059e+000dB,-9.00019067418701e+001°)
4.16869383470333e+002	(-3.92411613093654e+000dB,-9.00019511556805e+001°)
4.26579518801591e+002	(-3.72410762805187e+000dB,-9.00019966040275e+001°)
4.36515832240164e+002	(-3.52409872442967e+000dB,-9.00020431110092e+001°)
4.46683592150961e+002	(-3.32408940118290e+000dB,-9.00020907012848e+001°)
