second,Volt
+651.00E-06,+4.87460947E+00
+652.00E-06,+4.87460947E+00
+653.00E-06,+4.87656260E+00
+654.00E-06,+4.87851572E+00
+655.00E-06,+4.87460947E+00
+656.00E-06,+4.87265635E+00
+657.00E-06,+4.87656260E+00
+658.00E-06,+4.88046885E+00
+659.00E-06,+4.87656260E+00
+660.00E-06,+4.87851572E+00
+661.00E-06,+4.87460947E+00
+662.00E-06,+4.87851572E+00
+663.00E-06,+4.87656260E+00
+664.00E-06,+4.87070322E+00
+665.00E-06,+4.88046885E+00
+666.00E-06,+4.87656260E+00
+667.00E-06,+4.87656260E+00
+668.00E-06,+4.87656260E+00
+669.00E-06,+4.86484385E+00
+670.00E-06,+4.88828135E+00
+671.00E-06,+4.87460947E+00
+672.00E-06,+4.87265635E+00
+673.00E-06,+4.87460947E+00
+674.00E-06,+4.87460947E+00
+675.00E-06,+4.87265635E+00
+676.00E-06,+4.87070322E+00
+677.00E-06,+4.87656260E+00
+678.00E-06,+4.87460947E+00
+679.00E-06,+4.87656260E+00
+680.00E-06,+4.87070322E+00
+681.00E-06,+4.87460947E+00
+682.00E-06,+4.87851572E+00
+683.00E-06,+4.87265635E+00
+684.00E-06,+4.87460947E+00
+685.00E-06,+4.87460947E+00
+686.00E-06,+4.87656260E+00
+687.00E-06,+4.87460947E+00
+688.00E-06,+4.87265635E+00
+689.00E-06,+4.87460947E+00
+690.00E-06,+4.87656260E+00
+691.00E-06,+4.87460947E+00
+692.00E-06,+4.86093760E+00
+693.00E-06,+4.88437510E+00
+694.00E-06,+4.87656260E+00
+695.00E-06,+4.88828135E+00
+696.00E-06,+4.84335947E+00
+697.00E-06,+4.89023447E+00
+698.00E-06,+4.87460947E+00
+699.00E-06,+4.87460947E+00
+700.00E-06,+4.87070322E+00
+701.00E-06,+4.87265635E+00
+702.00E-06,+4.87460947E+00
+703.00E-06,+4.87265635E+00
+704.00E-06,+4.87460947E+00
+705.00E-06,+4.87070322E+00
+706.00E-06,+4.87656260E+00
+707.00E-06,+4.87460947E+00
+708.00E-06,+4.87070322E+00
+709.00E-06,+4.87460947E+00
+710.00E-06,+4.87460947E+00
+711.00E-06,+4.87656260E+00
+712.00E-06,+4.87070322E+00
+713.00E-06,+4.87070322E+00
+714.00E-06,+4.87460947E+00
+715.00E-06,+4.87656260E+00
+716.00E-06,+4.86875010E+00
+717.00E-06,+4.86875010E+00
+718.00E-06,+4.87265635E+00
+719.00E-06,+4.87460947E+00
+720.00E-06,+4.87070322E+00
+721.00E-06,+4.87070322E+00
+722.00E-06,+4.87265635E+00
+723.00E-06,+4.87265635E+00
+724.00E-06,+4.87265635E+00
+725.00E-06,+4.87070322E+00
+726.00E-06,+4.87656260E+00
+727.00E-06,+4.87265635E+00
+728.00E-06,+4.87265635E+00
+729.00E-06,+4.87070322E+00
+730.00E-06,+4.87265635E+00
+731.00E-06,+4.87460947E+00
+732.00E-06,+4.86875010E+00
+733.00E-06,+4.86875010E+00
+734.00E-06,+4.87265635E+00
+735.00E-06,+4.87265635E+00
+736.00E-06,+4.87265635E+00
+737.00E-06,+4.86679697E+00
+738.00E-06,+4.87070322E+00
+739.00E-06,+4.87265635E+00
+740.00E-06,+4.87070322E+00
+741.00E-06,+4.87070322E+00
+742.00E-06,+4.86875010E+00
+743.00E-06,+4.87070322E+00
+744.00E-06,+4.87070322E+00
+745.00E-06,+4.86875010E+00
+746.00E-06,+4.86875010E+00
+747.00E-06,+4.87460947E+00
+748.00E-06,+4.87070322E+00
+749.00E-06,+4.87265635E+00
+750.00E-06,+4.87070322E+00
+751.00E-06,+4.86875010E+00
+752.00E-06,+4.86875010E+00
+753.00E-06,+4.87265635E+00
+754.00E-06,+4.86875010E+00
+755.00E-06,+4.87265635E+00
+756.00E-06,+4.87070322E+00
+757.00E-06,+4.87265635E+00
+758.00E-06,+4.86875010E+00
+759.00E-06,+4.87070322E+00
+760.00E-06,+4.87070322E+00
+761.00E-06,+4.86679697E+00
+762.00E-06,+4.87265635E+00
+763.00E-06,+4.86875010E+00
+764.00E-06,+4.88632822E+00
+765.00E-06,+4.83945322E+00
+766.00E-06,+4.88437510E+00
+767.00E-06,+4.87265635E+00
+768.00E-06,+4.87070322E+00
+769.00E-06,+4.86875010E+00
+770.00E-06,+4.86875010E+00
+771.00E-06,+4.87265635E+00
+772.00E-06,+4.87070322E+00
+773.00E-06,+4.86679697E+00
+774.00E-06,+4.86679697E+00
+775.00E-06,+4.87070322E+00
+776.00E-06,+4.86875010E+00
+777.00E-06,+4.86875010E+00
+778.00E-06,+4.86679697E+00
+779.00E-06,+4.87070322E+00
+780.00E-06,+4.86875010E+00
+781.00E-06,+4.86679697E+00
+782.00E-06,+4.86679697E+00
+783.00E-06,+4.87265635E+00
+784.00E-06,+4.87070322E+00
+785.00E-06,+4.86679697E+00
+786.00E-06,+4.87070322E+00
+787.00E-06,+4.86679697E+00
+788.00E-06,+4.87265635E+00
+789.00E-06,+4.86679697E+00
+790.00E-06,+4.86875010E+00
+791.00E-06,+4.86679697E+00
+792.00E-06,+4.86875010E+00
+793.00E-06,+4.87265635E+00
+794.00E-06,+4.86679697E+00
+795.00E-06,+4.86679697E+00
+796.00E-06,+4.87070322E+00
+797.00E-06,+4.86679697E+00
+798.00E-06,+4.86875010E+00
+799.00E-06,+4.92148447E+00
+800.00E-06,+4.92343760E+00
+801.00E-06,+4.91171885E+00
+802.00E-06,+4.90390635E+00
+803.00E-06,+4.89804697E+00
+804.00E-06,+4.89414072E+00
+805.00E-06,+4.89414072E+00
+806.00E-06,+4.88242197E+00
+807.00E-06,+4.88242197E+00
+808.00E-06,+4.88242197E+00
+809.00E-06,+4.88046885E+00
+810.00E-06,+4.88046885E+00
+811.00E-06,+4.88046885E+00
+812.00E-06,+4.87851572E+00
+813.00E-06,+4.87851572E+00
+814.00E-06,+4.87656260E+00
+815.00E-06,+4.87851572E+00
+816.00E-06,+4.87851572E+00
+817.00E-06,+4.87851572E+00
+818.00E-06,+4.87851572E+00
+819.00E-06,+4.88046885E+00
+820.00E-06,+4.88046885E+00
+821.00E-06,+4.88046885E+00
+822.00E-06,+4.88242197E+00
+823.00E-06,+4.88242197E+00
+824.00E-06,+4.88242197E+00
+825.00E-06,+4.88437510E+00
+826.00E-06,+4.88437510E+00
+827.00E-06,+4.88437510E+00
+828.00E-06,+4.88437510E+00
+829.00E-06,+4.88632822E+00
+830.00E-06,+4.88632822E+00
+831.00E-06,+4.88828135E+00
+832.00E-06,+4.88828135E+00
+833.00E-06,+4.89023447E+00
+834.00E-06,+4.89609385E+00
+835.00E-06,+4.88242197E+00
+836.00E-06,+4.89023447E+00
+837.00E-06,+4.89218760E+00
+838.00E-06,+4.89023447E+00
+839.00E-06,+4.89023447E+00
+840.00E-06,+4.88828135E+00
+841.00E-06,+4.90585947E+00
+842.00E-06,+4.88632822E+00
+843.00E-06,+4.89414072E+00
+844.00E-06,+4.89609385E+00
+845.00E-06,+4.89804697E+00
+846.00E-06,+4.89609385E+00
+847.00E-06,+4.89804697E+00
+848.00E-06,+4.89804697E+00
+849.00E-06,+4.89804697E+00
+850.00E-06,+4.89804697E+00
+851.00E-06,+4.89804697E+00
+852.00E-06,+4.90000010E+00
+853.00E-06,+4.90195322E+00
+854.00E-06,+4.90195322E+00
+855.00E-06,+4.90195322E+00
+856.00E-06,+4.90195322E+00
+857.00E-06,+4.90390635E+00
+858.00E-06,+4.90390635E+00
+859.00E-06,+4.90390635E+00
+860.00E-06,+4.90390635E+00
+861.00E-06,+4.90390635E+00
+862.00E-06,+4.90585947E+00
+863.00E-06,+4.90585947E+00
+864.00E-06,+4.90585947E+00
+865.00E-06,+4.90781260E+00
+866.00E-06,
