Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (*)
1000.000000000001,0.01288480507563122,-0.5705618305222047,178.8772316175962
1010.652977907076,0.01210470803943149,-0.5696088948986369,178.8880627051915
1021.419441752439,0.01185505128497339,-0.5715374451496112,178.8656485187093
1032.300600499286,0.01581555922671309,-0.5717616676446889,178.85097640334
1043.297675989865,0.01061780953689553,-0.5694090934882099,178.8302351833332
1054.411903082688,0.01327358662045662,-0.5720595111290143,178.8505640727972
1065.644529791185,0.01390691879666616,-0.570762458107426,178.8146405074365
1076.996817423846,0.01240669274730536,-0.5698944757319599,178.8022307179294
1088.470040725852,0.01357046505835698,-0.5690683783590799,178.7727627191558
1100.065488022218,0.01120031623157494,-0.567449519121581,178.7619649952422
1111.784461362454,0.01265615549302806,-0.5692241729799077,178.7562843922605
1123.628276666778,0.01199902908522665,-0.5671280551427559,178.7405037347464
1135.598263873874,0.01205311944893652,-0.5680886318221208,178.7422894840356
1147.695767090235,0.01400311224771886,-0.5691867583499803,178.7167827999172
1159.922144741091,0.0146979793801387,-0.5678917467481904,178.7012709723845
1172.278769722946,0.01441026665499768,-0.5687372155814783,178.6940475412994
1184.767029557737,0.01109587350053579,-0.5649066437648855,178.6816795365364
1197.388326548647,0.01210081838028639,-0.5668956283918848,178.6755637008193
1210.14407793756,0.01508294925473135,-0.5674945730520966,178.6640968966916
1223.035716064206,0.01003589888906908,-0.5676064974352658,178.6646635084389
1236.064688527002,0.01273239555041779,-0.5690291466714952,178.6073505118881
1249.232458345596,0.01238366646198298,-0.5656901167623798,178.6248985128827
1262.540504125152,0.01347927708802741,-0.5679598459597388,178.6024128456858
1275.990320222385,0.01450616917897793,-0.5648416215073383,178.5872172002447
1289.583416913357,0.01035880877777727,-0.5636662846115175,178.5601061396508
1303.321320563065,0.01549040467047524,-0.5665399230217683,178.5280170757136
1317.205573796843,0.01237596060090581,-0.565021122042497,178.5418349422997
1331.237735673576,0.01085711284795717,-0.5642669369584776,178.5136075569366
1345.419381860772,0.01321165003192637,-0.5632780413077727,178.491624225283
1359.752104811486,0.009965841934360465,-0.5630769214910799,178.4867883741935
1374.237513943141,0.009594701126254811,-0.5632203390338087,178.4664299345704
1388.877235818252,0.01234267285838622,-0.5650768130426059,178.440560512515
1403.672914327064,0.0125181008635349,-0.5620141006406428,178.4219936369233
1418.626210872149,0.01303207246008368,-0.5634449667125949,178.4325931999678
1433.738804554968,0.01484518915211507,-0.5655391283256537,178.398090932469
1449.012392364409,0.009807309806448953,-0.561016726424862,178.4000032526532
1464.448689367344,0.01120839266582704,-0.5627858646567818,178.3706475487671
1480.049428901219,0.01421289906472473,-0.5618455636231521,178.3512793484763
1495.816362768683,0.01345903900434949,-0.5587510349709214,178.3185926947342
1511.7512614343,0.0115044672264744,-0.5595929811878919,178.3351506517939
1527.855914223352,0.009796141194879288,-0.5588956992903685,178.291807168153
1544.132129522768,0.01190959931758822,-0.5564527367890784,178.2894237849364
1560.581734984179,0.01476655090007494,-0.5602128359618831,178.2703532367151
1577.20657772915,0.01214212986938152,-0.559167348238055,178.2429124227146
1594.008524556592,0.0133293916927982,-0.5599530143535068,178.2364340805379
1610.989462152384,0.01196840591649698,-0.5562171967823003,178.203862307469
1628.151297301223,0.01143615935167538,-0.555465215484878,178.1646192758801
1645.495957100749,0.008892147375429304,-0.5559398950486919,178.167094202287
1663.025389177924,0.0102916062168798,-0.55746757319824,178.1330163799523
1680.741561907742,0.01056444780972056,-0.5560235875806043,178.1129842740153
1698.646464634249,0.0108159917423836,-0.5560366686858629,178.100471103869
1716.742107893928,0.01053429386556282,-0.5522797749845345,178.070688620289
1735.030523641468,0.01098122918328959,-0.5559051211138507,178.0497412415054
1753.513765477922,0.006409100739168552,-0.5525327074287552,178.016883560533
1772.193908881309,0.01333591967511629,-0.5540392810245982,178.016616074075
1791.073051439676,0.01116038993391594,-0.548468044840149,178.0003420231648
1810.153313086621,0.01002099292497688,-0.5503698880229079,177.9439316566391
1829.436836339351,0.01396417697385534,-0.5514822181142794,177.9529733212875
1848.925786539264,0.00944357740829762,-0.5494689806000754,177.9188088171542
1868.622352095089,0.01199482727900342,-0.5507055162189888,177.8956461053481
1888.528744728623,0.01196192572474877,-0.5513459859508335,177.8731641939582
1908.647199723094,0.01202010806999208,-0.5490863745579213,177.8558087396087
1928.979976174146,0.004757520223973995,-0.5457877232357261,177.8202215091831
1949.529357243518,0.01078463451207588,-0.5480307934732402,177.7991994227863
1970.297650415429,0.01027033837483104,-0.5475168263356116,177.7745669797955
1991.287187755665,0.01324315280286797,-0.5476664735147136,177.7507851573983
2012.500326173469,0.009014145230775962,-0.5458721305186796,177.7336670523372
2033.939447686177,0.01343753427893428,-0.5449325431448138,177.703647218982
2055.606959686706,0.008601722587095661,-0.5433047379241491,177.6644554091722
2077.505295213879,0.01160288024966353,-0.5410298019013755,177.6540591132725
2099.636913225623,0.01030126248812525,-0.5421045105366522,177.6298676260114
2122.004298875096,0.01121371474499195,-0.541584667512697,177.5765672941561
2144.609963789731,0.01156750360600865,-0.5417114842353759,177.5729025454622
2167.456446353276,0.01258154727564938,-0.5374805017230417,177.5515147302401
2190.546311990825,0.01531773412755598,-0.5374416157221672,177.5160013363601
2213.882153456888,0.01268261541718392,-0.5355908252267454,177.4644815691078
2237.466591126532,0.007775590250092118,-0.5344887194096954,177.4455832581221
2261.302273289622,0.009365206362555483,-0.5357162770546774,177.4251530564592
2285.391876448195,0.009281519283844688,-0.5347971236520728,177.3966697165126
