Freq.	V(fb1)/V(inm1)
1.00000000000000e+003	(-3.39642919020189e+001dB,-7.84047860335165e+001°)
1.00461579027840e+003	(-3.39226831218178e+001dB,-7.83525512439397e+001°)
1.00925288607668e+003	(-3.38810600596936e+001dB,-7.83000954276732e+001°)
1.01391138573668e+003	(-3.38394225942673e+001dB,-7.82474178161098e+001°)
1.01859138805412e+003	(-3.37977706032248e+001dB,-7.81945176403228e+001°)
1.02329299228075e+003	(-3.37561039633111e+001dB,-7.81413941311117e+001°)
1.02801629812647e+003	(-3.37144225503251e+001dB,-7.80880465190418e+001°)
1.03276140576140e+003	(-3.36727262391140e+001dB,-7.80344740344671e+001°)
1.03752841581801e+003	(-3.36310149035677e+001dB,-7.79806759075802e+001°)
1.04231742939330e+003	(-3.35892884166137e+001dB,-7.79266513684528e+001°)
1.04712854805090e+003	(-3.35475466502110e+001dB,-7.78723996470655e+001°)
1.05196187382322e+003	(-3.35057894753453e+001dB,-7.78179199733513e+001°)
1.05681750921366e+003	(-3.34640167620228e+001dB,-7.77632115772340e+001°)
1.06169555719873e+003	(-3.34222283792655e+001dB,-7.77082736886751e+001°)
1.06659612123026e+003	(-3.33804241951051e+001dB,-7.76531055377089e+001°)
1.07151930523761e+003	(-3.33386040765780e+001dB,-7.75977063544887e+001°)
1.07646521362984e+003	(-3.32967678897195e+001dB,-7.75420753693231e+001°)
1.08143395129794e+003	(-3.32549154995585e+001dB,-7.74862118127233e+001°)
1.08642562361707e+003	(-3.32130467701123e+001dB,-7.74301149154554e+001°)
1.09144033644876e+003	(-3.31711615643807e+001dB,-7.73737839085616e+001°)
1.09647819614319e+003	(-3.31292597443410e+001dB,-7.73172180234309e+001°)
1.10153930954142e+003	(-3.30873411709424e+001dB,-7.72604164918270e+001°)
1.10662378397767e+003	(-3.30454057041005e+001dB,-7.72033785459436e+001°)
1.11173172728159e+003	(-3.30034532026924e+001dB,-7.71461034184482e+001°)
1.11686324778056e+003	(-3.29614835245509e+001dB,-7.70885903425246e+001°)
1.12201845430197e+003	(-3.29194965264591e+001dB,-7.70308385519358e+001°)
1.12719745617551e+003	(-3.28774920641456e+001dB,-7.69728472810512e+001°)
1.13240036323556e+003	(-3.28354699922786e+001dB,-7.69146157649168e+001°)
1.13762728582343e+003	(-3.27934301644610e+001dB,-7.68561432392921e+001°)
1.14287833478977e+003	(-3.27513724332250e+001dB,-7.67974289407001e+001°)
1.14815362149688e+003	(-3.27092966500268e+001dB,-7.67384721064915e+001°)
1.15345325782109e+003	(-3.26672026652416e+001dB,-7.66792719748819e+001°)
1.15877735615513e+003	(-3.26250903281580e+001dB,-7.66198277850174e+001°)
1.16412602941049e+003	(-3.25829594869733e+001dB,-7.65601387770099e+001°)
1.16949939101987e+003	(-3.25408099887879e+001dB,-7.65002041920141e+001°)
1.17489755493953e+003	(-3.24986416796007e+001dB,-7.64400232722641e+001°)
1.18032063565173e+003	(-3.24564544043034e+001dB,-7.63795952611365e+001°)
1.18576874816716e+003	(-3.24142480066760e+001dB,-7.63189194032066e+001°)
1.19124200802738e+003	(-3.23720223293813e+001dB,-7.62579949442981e+001°)
1.19674053130725e+003	(-3.23297772139602e+001dB,-7.61968211315514e+001°)
1.20226443461742e+003	(-3.22875125008266e+001dB,-7.61353972134752e+001°)
1.20781383510678e+003	(-3.22452280292628e+001dB,-7.60737224400026e+001°)
1.21338885046498e+003	(-3.22029236374139e+001dB,-7.60117960625616e+001°)
1.21898959892487e+003	(-3.21605991622835e+001dB,-7.59496173341179e+001°)
1.22461619926505e+003	(-3.21182544397289e+001dB,-7.58871855092552e+001°)
1.23026877081238e+003	(-3.20758893044561e+001dB,-7.58244998442263e+001°)
1.23594743344451e+003	(-3.20335035900151e+001dB,-7.57615595970094e+001°)
1.24165230759241e+003	(-3.19910971287951e+001dB,-7.56983640273886e+001°)
1.24738351424295e+003	(-3.19486697520201e+001dB,-7.56349123970012e+001°)
1.25314117494142e+003	(-3.19062212897444e+001dB,-7.55712039694087e+001°)
1.25892541179417e+003	(-3.18637515708475e+001dB,-7.55072380101691e+001°)
1.26473634747115e+003	(-3.18212604230299e+001dB,-7.54430137868875e+001°)
1.27057410520855e+003	(-3.17787476728091e+001dB,-7.53785305692983e+001°)
1.27643880881135e+003	(-3.17362131455142e+001dB,-7.53137876293230e+001°)
1.28233058265603e+003	(-3.16936566652825e+001dB,-7.52487842411382e+001°)
1.28824955169314e+003	(-3.16510780550548e+001dB,-7.51835196812559e+001°)
1.29419584144999e+003	(-3.16084771365709e+001dB,-7.51179932285805e+001°)
1.30016957803329e+003	(-3.15658537303659e+001dB,-7.50522041644792e+001°)
1.30617088813185e+003	(-3.15232076557660e+001dB,-7.49861517728698e+001°)
1.31219989901921e+003	(-3.14805387308840e+001dB,-7.49198353402721e+001°)
1.31825673855641e+003	(-3.14378467726160e+001dB,-7.48532541558918e+001°)
1.32434153519467e+003	(-3.13951315966369e+001dB,-7.47864075116954e+001°)
1.33045441797810e+003	(-3.13523930173968e+001dB,-7.47192947024791e+001°)
1.33659551654645e+003	(-3.13096308481172e+001dB,-7.46519150259423e+001°)
1.34276496113787e+003	(-3.12668449007872e+001dB,-7.45842677827774e+001°)
1.34896288259166e+003	(-3.12240349861599e+001dB,-7.45163522767260e+001°)
1.35518941235104e+003	(-3.11812009137488e+001dB,-7.44481678146727e+001°)
1.36144468246596e+003	(-3.11383424918244e+001dB,-7.43797137067148e+001°)
1.36772882559585e+003	(-3.10954595274107e+001dB,-7.43109892662448e+001°)
1.37404197501252e+003	(-3.10525518262820e+001dB,-7.42419938100349e+001°)
1.38038426460289e+003	(-3.10096191929592e+001dB,-7.41727266582980e+001°)
1.38675582887189e+003	(-3.09666614307073e+001dB,-7.41031871347989e+001°)
1.39315680294531e+003	(-3.09236783415318e+001dB,-7.40333745669125e+001°)
1.39958732257262e+003	(-3.08806697261760e+001dB,-7.39632882857156e+001°)
1.40604752412992e+003	(-3.08376353841178e+001dB,-7.38929276260709e+001°)
1.41253754462276e+003	(-3.07945751135672e+001dB,-7.38222919267105e+001°)
1.41905752168910e+003	(-3.07514887114636e+001dB,-7.37513805303193e+001°)
1.42560759360219e+003	(-3.07083759734726e+001dB,-7.36801927836277e+001°)
1.43218789927355e+003	(-3.06652366939843e+001dB,-7.36087280374880e+001°)
1.43879857825585e+003	(-3.06220706661102e+001dB,-7.35369856469693e+001°)
1.44543977074593e+003	(-3.05788776816815e+001dB,-7.34649649714480e+001°)
1.45211161758775e+003	(-3.05356575312462e+001dB,-7.33926653746883e+001°)
1.45881426027536e+003	(-3.04924100040676e+001dB,-7.33200862249412e+001°)
1.46554784095592e+003	(-3.04491348881218e+001dB,-7.32472268950261e+001°)
1.47231250243273e+003	(-3.04058319700962e+001dB,-7.31740867624344e+001°)
1.47910838816821e+003	(-3.03625010353878e+001dB,-7.31006652094080e+001°)
1.48593564228701e+003	(-3.03191418681009e+001dB,-7.30269616230444e+001°)
1.49279440957900e+003	(-3.02757542510463e+001dB,-7.29529753953821e+001°)
1.49968483550238e+003	(-3.02323379657395e+001dB,-7.28787059234997e+001°)
1.50660706618675e+003	(-3.01888927923993e+001dB,-7.28041526096102e+001°)
1.51356124843622e+003	(-3.01454185099472e+001dB,-7.27293148611549e+001°)
1.52054752973250e+003	(-3.01019148960056e+001dB,-7.26541920909068e+001°)
1.52756605823808e+003	(-3.00583817268974e+001dB,-7.25787837170579e+001°)
1.53461698279930e+003	(-3.00148187776453e+001dB,-7.25030891633311e+001°)
1.54170045294957e+003	(-2.99712258219706e+001dB,-7.24271078590636e+001°)
1.54881661891249e+003	(-2.99276026322931e+001dB,-7.23508392393212e+001°)
1.55596563160508e+003	(-2.98839489797309e+001dB,-7.22742827449889e+001°)
1.56314764264096e+003	(-2.98402646340997e+001dB,-7.21974378228782e+001°)
1.57036280433356e+003	(-2.97965493639131e+001dB,-7.21203039258292e+001°)
1.57761126969936e+003	(-2.97528029363825e+001dB,-7.20428805128055e+001°)
1.58489319246112e+003	(-2.97090251174174e+001dB,-7.19651670490106e+001°)
1.59220872705118e+003	(-2.96652156716255e+001dB,-7.18871630059815e+001°)
1.59955802861468e+003	(-2.96213743623139e+001dB,-7.18088678616981e+001°)
1.60694125301289e+003	(-2.95775009514888e+001dB,-7.17302811006889e+001°)
1.61435855682650e+003	(-2.95335951998572e+001dB,-7.16514022141350e+001°)
1.62181009735894e+003	(-2.94896568668276e+001dB,-7.15722306999857e+001°)
1.62929603263973e+003	(-2.94456857105110e+001dB,-7.14927660630514e+001°)
1.63681652142782e+003	(-2.94016814877224e+001dB,-7.14130078151253e+001°)
1.64437172321494e+003	(-2.93576439539823e+001dB,-7.13329554750857e+001°)
1.65196179822903e+003	(-2.93135728635184e+001dB,-7.12526085690118e+001°)
1.65958690743757e+003	(-2.92694679692675e+001dB,-7.11719666302840e+001°)
1.66724721255107e+003	(-2.92253290228774e+001dB,-7.10910291997071e+001°)
1.67494287602645e+003	(-2.91811557747089e+001dB,-7.10097958256114e+001°)
1.68267406107048e+003	(-2.91369479738389e+001dB,-7.09282660639739e+001°)
1.69044093164328e+003	(-2.90927053680624e+001dB,-7.08464394785253e+001°)
1.69824365246176e+003	(-2.90484277038952e+001dB,-7.07643156408646e+001°)
1.70608238900314e+003	(-2.90041147265775e+001dB,-7.06818941305782e+001°)
1.71395730750844e+003	(-2.89597661800761e+001dB,-7.05991745353480e+001°)
1.72186857498602e+003	(-2.89153818070889e+001dB,-7.05161564510674e+001°)
1.72981635921511e+003	(-2.88709613490473e+001dB,-7.04328394819661e+001°)
1.73780082874939e+003	(-2.88265045461208e+001dB,-7.03492232407133e+001°)
1.74582215292052e+003	(-2.87820111372206e+001dB,-7.02653073485457e+001°)
1.75388050184177e+003	(-2.87374808600038e+001dB,-7.01810914353806e+001°)
1.76197604641164e+003	(-2.86929134508777e+001dB,-7.00965751399317e+001°)
1.77010895831743e+003	(-2.86483086450046e+001dB,-7.00117581098314e+001°)
1.77827941003894e+003	(-2.86036661763065e+001dB,-6.99266400017524e+001°)
1.78648757485206e+003	(-2.85589857774701e+001dB,-6.98412204815186e+001°)
1.79473362683254e+003	(-2.85142671799517e+001dB,-6.97554992242334e+001°)
1.80301774085958e+003	(-2.84695101139836e+001dB,-6.96694759143961e+001°)
1.81134009261962e+003	(-2.84247143085787e+001dB,-6.95831502460225e+001°)
1.81970085861000e+003	(-2.83798794915371e+001dB,-6.94965219227718e+001°)
1.82810021614276e+003	(-2.83350053894521e+001dB,-6.94095906580592e+001°)
1.83653834334836e+003	(-2.82900917277162e+001dB,-6.93223561751834e+001°)
1.84501541917949e+003	(-2.82451382305286e+001dB,-6.92348182074544e+001°)
1.85353162341483e+003	(-2.82001446209011e+001dB,-6.91469764983057e+001°)
1.86208713666288e+003	(-2.81551106206657e+001dB,-6.90588308014218e+001°)
1.87068214036582e+003	(-2.81100359504818e+001dB,-6.89703808808666e+001°)
1.87931681680328e+003	(-2.80649203298439e+001dB,-6.88816265111986e+001°)
1.88799134909631e+003	(-2.80197634770893e+001dB,-6.87925674776032e+001°)
1.89670592121116e+003	(-2.79745651094062e+001dB,-6.87032035760110e+001°)
1.90546071796326e+003	(-2.79293249428421e+001dB,-6.86135346132253e+001°)
1.91425592502110e+003	(-2.78840426923126e+001dB,-6.85235604070485e+001°)
1.92309172891017e+003	(-2.78387180716096e+001dB,-6.84332807864036e+001°)
1.93196831701694e+003	(-2.77933507934112e+001dB,-6.83426955914585e+001°)
1.94088587759280e+003	(-2.77479405692906e+001dB,-6.82518046737589e+001°)
1.94984459975806e+003	(-2.77024871097257e+001dB,-6.81606078963454e+001°)
1.95884467350601e+003	(-2.76569901241094e+001dB,-6.80691051338849e+001°)
