Freq.	V(fb2)/V(inm2)
1.30016957803329e+003	(-3.30292764569377e+001dB,-7.26085265184411e+001°)
1.30617088813185e+003	(-3.29857195586710e+001dB,-7.25329433847786e+001°)
1.31219989901921e+003	(-3.29421326999367e+001dB,-7.24570739236094e+001°)
1.31825673855641e+003	(-3.28985156534186e+001dB,-7.23809175699715e+001°)
1.32434153519467e+003	(-3.28548681904991e+001dB,-7.23044737647145e+001°)
1.33045441797810e+003	(-3.28111900812582e+001dB,-7.22277419545971e+001°)
1.33659551654645e+003	(-3.27674810944738e+001dB,-7.21507215923959e+001°)
1.34276496113787e+003	(-3.27237409976215e+001dB,-7.20734121369950e+001°)
1.34896288259166e+003	(-3.26799695568751e+001dB,-7.19958130535035e+001°)
1.35518941235104e+003	(-3.26361665371066e+001dB,-7.19179238133510e+001°)
1.36144468246596e+003	(-3.25923317018868e+001dB,-7.18397438943946e+001°)
1.36772882559585e+003	(-3.25484648134860e+001dB,-7.17612727810249e+001°)
1.37404197501252e+003	(-3.25045656328749e+001dB,-7.16825099642730e+001°)
1.38038426460289e+003	(-3.24606339197256e+001dB,-7.16034549419168e+001°)
1.38675582887189e+003	(-3.24166694324122e+001dB,-7.15241072185869e+001°)
1.39315680294531e+003	(-3.23726719280129e+001dB,-7.14444663058789e+001°)
1.39958732257262e+003	(-3.23286411623108e+001dB,-7.13645317224603e+001°)
1.40604752412992e+003	(-3.22845768897960e+001dB,-7.12843029941795e+001°)
1.41253754462276e+003	(-3.22404788636672e+001dB,-7.12037796541766e+001°)
1.41905752168910e+003	(-3.21963468358336e+001dB,-7.11229612429921e+001°)
1.42560759360219e+003	(-3.21521805569174e+001dB,-7.10418473086898e+001°)
1.43218789927355e+003	(-3.21079797762561e+001dB,-7.09604374069509e+001°)
1.43879857825585e+003	(-3.20637442419045e+001dB,-7.08787311011971e+001°)
1.44543977074593e+003	(-3.20194737006383e+001dB,-7.07967279627144e+001°)
1.45211161758775e+003	(-3.19751678979562e+001dB,-7.07144275707409e+001°)
1.45881426027536e+003	(-3.19308265780836e+001dB,-7.06318295126086e+001°)
1.46554784095592e+003	(-3.18864494839759e+001dB,-7.05489333838426e+001°)
1.47231250243273e+003	(-3.18420363573212e+001dB,-7.04657387882804e+001°)
1.47910838816821e+003	(-3.17975869385453e+001dB,-7.03822453381905e+001°)
1.48593564228701e+003	(-3.17531009668146e+001dB,-7.02984526543916e+001°)
1.49279440957900e+003	(-3.17085781800406e+001dB,-7.02143603663605e+001°)
1.49968483550238e+003	(-3.16640183148843e+001dB,-7.01299681123589e+001°)
1.50660706618675e+003	(-3.16194211067606e+001dB,-7.00452755395537e+001°)
1.51356124843622e+003	(-3.15747862898430e+001dB,-6.99602823041246e+001°)
1.52054752973250e+003	(-3.15301135970688e+001dB,-6.98749880713960e+001°)
1.52756605823808e+003	(-3.14854027601442e+001dB,-6.97893925159476e+001°)
1.53461698279930e+003	(-3.14406535095495e+001dB,-6.97034953217456e+001°)
1.54170045294957e+003	(-3.13958655745451e+001dB,-6.96172961822501e+001°)
1.54881661891249e+003	(-3.13510386831771e+001dB,-6.95307948005438e+001°)
1.55596563160508e+003	(-3.13061725622837e+001dB,-6.94439908894586e+001°)
1.56314764264096e+003	(-3.12612669375011e+001dB,-6.93568841716898e+001°)
1.57036280433356e+003	(-3.12163215332704e+001dB,-6.92694743799182e+001°)
1.57761126969936e+003	(-3.11713360728443e+001dB,-6.91817612569385e+001°)
1.58489319246112e+003	(-3.11263102782941e+001dB,-6.90937445557793e+001°)
1.59220872705118e+003	(-3.10812438705172e+001dB,-6.90054240398291e+001°)
1.59955802861468e+003	(-3.10361365692443e+001dB,-6.89167994829522e+001°)
1.60694125301289e+003	(-3.09909880930475e+001dB,-6.88278706696271e+001°)
1.61435855682650e+003	(-3.09457981593481e+001dB,-6.87386373950545e+001°)
1.62181009735894e+003	(-3.09005664844250e+001dB,-6.86490994652964e+001°)
1.62929603263973e+003	(-3.08552927834233e+001dB,-6.85592566973906e+001°)
1.63681652142782e+003	(-3.08099767703630e+001dB,-6.84691089194788e+001°)
1.64437172321494e+003	(-3.07646181581479e+001dB,-6.83786559709368e+001°)
1.65196179822903e+003	(-3.07192166585756e+001dB,-6.82878977024935e+001°)
1.65958690743757e+003	(-3.06737719823458e+001dB,-6.81968339763553e+001°)
1.66724721255107e+003	(-3.06282838390718e+001dB,-6.81054646663436e+001°)
1.67494287602645e+003	(-3.05827519372893e+001dB,-6.80137896580029e+001°)
1.68267406107048e+003	(-3.05371759844673e+001dB,-6.79218088487424e+001°)
1.69044093164328e+003	(-3.04915556870189e+001dB,-6.78295221479511e+001°)
1.69824365246176e+003	(-3.04458907503120e+001dB,-6.77369294771311e+001°)
1.70608238900314e+003	(-3.04001808786807e+001dB,-6.76440307700199e+001°)
1.71395730750844e+003	(-3.03544257754365e+001dB,-6.75508259727170e+001°)
1.72186857498602e+003	(-3.03086251428806e+001dB,-6.74573150438092e+001°)
1.72981635921511e+003	(-3.02627786823156e+001dB,-6.73634979544965e+001°)
1.73780082874939e+003	(-3.02168860940576e+001dB,-6.72693746887189e+001°)
1.74582215292052e+003	(-3.01709470774499e+001dB,-6.71749452432845e+001°)
1.75388050184177e+003	(-3.01249613308746e+001dB,-6.70802096279851e+001°)
1.76197604641164e+003	(-3.00789285517666e+001dB,-6.69851678657358e+001°)
1.77010895831743e+003	(-3.00328484366274e+001dB,-6.68898199926904e+001°)
1.77827941003894e+003	(-2.99867206810380e+001dB,-6.67941660583647e+001°)
1.78648757485206e+003	(-2.99405449796736e+001dB,-6.66982061257677e+001°)
1.79473362683254e+003	(-2.98943210263183e+001dB,-6.66019402715277e+001°)
1.80301774085958e+003	(-2.98480485138790e+001dB,-6.65053685860029e+001°)
1.81134009261962e+003	(-2.98017271344012e+001dB,-6.64084911734213e+001°)
1.81970085861000e+003	(-2.97553565790840e+001dB,-6.63113081519943e+001°)
1.82810021614276e+003	(-2.97089365382955e+001dB,-6.62138196540424e+001°)
1.83653834334836e+003	(-2.96624667015892e+001dB,-6.61160258261174e+001°)
1.84501541917949e+003	(-2.96159467577201e+001dB,-6.60179268291237e+001°)
1.85353162341483e+003	(-2.95693763946607e+001dB,-6.59195228384413e+001°)
1.86208713666288e+003	(-2.95227552996188e+001dB,-6.58208140440448e+001°)
1.87068214036582e+003	(-2.94760831590541e+001dB,-6.57218006506288e+001°)
1.87931681680328e+003	(-2.94293596586958e+001dB,-6.56224828777188e+001°)
1.88799134909631e+003	(-2.93825844835601e+001dB,-6.55228609597992e+001°)
1.89670592121116e+003	(-2.93357573179692e+001dB,-6.54229351464272e+001°)
1.90546071796326e+003	(-2.92888778455685e+001dB,-6.53227057023501e+001°)
1.91425592502110e+003	(-2.92419457493464e+001dB,-6.52221729076266e+001°)
1.92309172891017e+003	(-2.91949607116528e+001dB,-6.51213370577394e+001°)
1.93196831701694e+003	(-2.91479224142188e+001dB,-6.50201984637149e+001°)
1.94088587759280e+003	(-2.91008305381758e+001dB,-6.49187574522254e+001°)
1.94984459975806e+003	(-2.90536847640765e+001dB,-6.48170143657271e+001°)
1.95884467350601e+003	(-2.90064847719141e+001dB,-6.47149695625453e+001°)
1.96788628970686e+003	(-2.89592302411440e+001dB,-6.46126234170083e+001°)
1.97696964011188e+003	(-2.89119208507039e+001dB,-6.45099763195442e+001°)
1.98609491735739e+003	(-2.88645562790358e+001dB,-6.44070286768009e+001°)
1.99526231496890e+003	(-2.88171362041068e+001dB,-6.43037809117457e+001°)
2.00447202736518e+003	(-2.87696603034322e+001dB,-6.42002334637850e+001°)
2.01372424986241e+003	(-2.87221282540963e+001dB,-6.40963867888569e+001°)
2.02301917867829e+003	(-2.86745397327763e+001dB,-6.39922413595502e+001°)
2.03235701093624e+003	(-2.86268944157641e+001dB,-6.38877976651984e+001°)
2.04173794466955e+003	(-2.85791919789902e+001dB,-6.37830562119883e+001°)
2.05116217882559e+003	(-2.85314320980469e+001dB,-6.36780175230630e+001°)
2.06062991327002e+003	(-2.84836144482124e+001dB,-6.35726821386157e+001°)
2.07014134879106e+003	(-2.84357387044743e+001dB,-6.34670506159987e+001°)
2.07969668710372e+003	(-2.83878045415550e+001dB,-6.33611235298117e+001°)
2.08929613085406e+003	(-2.83398116339353e+001dB,-6.32549014720022e+001°)
2.09893988362355e+003	(-2.82917596558808e+001dB,-6.31483850519635e+001°)
2.10862814993331e+003	(-2.82436482814661e+001dB,-6.30415748966227e+001°)
2.11836113524852e+003	(-2.81954771846013e+001dB,-6.29344716505358e+001°)
2.12813904598273e+003	(-2.81472460390575e+001dB,-6.28270759759766e+001°)
2.13796208950225e+003	(-2.80989545184933e+001dB,-6.27193885530242e+001°)
2.14783047413056e+003	(-2.80506022964815e+001dB,-6.26114100796528e+001°)
2.15774440915269e+003	(-2.80021890465358e+001dB,-6.25031412718160e+001°)
2.16770410481972e+003	(-2.79537144421382e+001dB,-6.23945828635264e+001°)
2.17770977235318e+003	(-2.79051781567663e+001dB,-6.22857356069440e+001°)
2.18776162394958e+003	(-2.78565798639214e+001dB,-6.21766002724507e+001°)
2.19785987278485e+003	(-2.78079192371563e+001dB,-6.20671776487288e+001°)
2.20800473301892e+003	(-2.77591959501035e+001dB,-6.19574685428366e+001°)
2.21819641980024e+003	(-2.77104096765048e+001dB,-6.18474737802890e+001°)
2.22843514927033e+003	(-2.76615600902391e+001dB,-6.17371942051191e+001°)
2.23872113856836e+003	(-2.76126468653521e+001dB,-6.16266306799545e+001°)
2.24905460583581e+003	(-2.75636696760863e+001dB,-6.15157840860851e+001°)
2.25943577022100e+003	(-2.75146281969098e+001dB,-6.14046553235249e+001°)
2.26986485188385e+003	(-2.74655221025476e+001dB,-6.12932453110830e+001°)
2.28034207200044e+003	(-2.74163510680104e+001dB,-6.11815549864139e+001°)
2.29086765276780e+003	(-2.73671147686267e+001dB,-6.10695853060873e+001°)
2.30144181740853e+003	(-2.73178128800728e+001dB,-6.09573372456398e+001°)
2.31206479017562e+003	(-2.72684450784038e+001dB,-6.08448117996278e+001°)
2.32273679635713e+003	(-2.72190110400857e+001dB,-6.07320099816864e+001°)
2.33345806228103e+003	(-2.71695104420264e+001dB,-6.06189328245685e+001°)
2.34422881531995e+003	(-2.71199429616076e+001dB,-6.05055813802035e+001°)
2.35504928389604e+003	(-2.70703082767174e+001dB,-6.03919567197344e+001°)
2.36591969748579e+003	(-2.70206060657820e+001dB,-6.02780599335623e+001°)
2.37684028662490e+003	(-2.69708360077987e+001dB,-6.01638921313872e+001°)
2.38781128291321e+003	(-2.69209977823684e+001dB,-6.00494544422436e+001°)
2.39883291901952e+003	(-2.68710910697291e+001dB,-5.99347480145337e+001°)
2.40990542868662e+003	(-2.68211155507886e+001dB,-5.98197740160641e+001°)
2.42102904673621e+003	(-2.67710709071581e+001dB,-5.97045336340687e+001°)
2.43220400907384e+003	(-2.67209568211862e+001dB,-5.95890280752417e+001°)
2.44343055269400e+003	(-2.66707729759922e+001dB,-5.94732585657524e+001°)
2.45470891568506e+003	(-2.66205190555007e+001dB,-5.93572263512746e+001°)
2.46603933723437e+003	(-2.65701947444753e+001dB,-5.92409326970000e+001°)
2.47742205763332e+003	(-2.65197997285536e+001dB,-5.91243788876543e+001°)
2.48885731828242e+003	(-2.64693336942813e+001dB,-5.90075662275065e+001°)
2.50034536169646e+003	(-2.64187963291475e+001dB,-5.88904960403829e+001°)
2.51188643150961e+003	(-2.63681873216188e+001dB,-5.87731696696692e+001°)
2.52348077248061e+003	(-2.63175063611755e+001dB,-5.86555884783155e+001°)
2.53512863049794e+003	(-2.62667531383459e+001dB,-5.85377538488342e+001°)
2.54683025258507e+003	(-2.62159273447424e+001dB,-5.84196671833015e+001°)
2.55858588690568e+003	(-2.61650286730964e+001dB,-5.83013299033435e+001°)
2.57039578276890e+003	(-2.61140568172947e+001dB,-5.81827434501359e+001°)
2.58226019063463e+003	(-2.60630114724145e+001dB,-5.80639092843834e+001°)
2.59417936211885e+003	(-2.60118923347599e+001dB,-5.79448288863080e+001°)
2.60615354999893e+003	(-2.59606991018978e+001dB,-5.78255037556314e+001°)
2.61818300821902e+003	(-2.59094314726938e+001dB,-5.77059354115468e+001°)
2.63026799189542e+003	(-2.58580891473489e+001dB,-5.75861253927010e+001°)
2.64240875732198e+003	(-2.58066718274350e+001dB,-5.74660752571582e+001°)
2.65460556197557e+003	(-2.57551792159323e+001dB,-5.73457865823738e+001°)
2.66685866452151e+003	(-2.57036110172650e+001dB,-5.72252609651533e+001°)
2.67916832481907e+003	(-2.56519669373382e+001dB,-5.71045000216196e+001°)
2.69153480392695e+003	(-2.56002466835743e+001dB,-5.69835053871624e+001°)
2.70395836410888e+003	(-2.55484499649497e+001dB,-5.68622787164013e+001°)
2.71643926883912e+003	(-2.54965764920317e+001dB,-5.67408216831293e+001°)
2.72897778280808e+003	(-2.54446259770147e+001dB,-5.66191359802634e+001°)
2.74157417192792e+003	(-2.53925981337575e+001dB,-5.64972233197887e+001°)
2.75422870333820e+003	(-2.53404926778194e+001dB,-5.63750854326942e+001°)
2.76694164541155e+003	(-2.52883093264979e+001dB,-5.62527240689165e+001°)
2.77971326775933e+003	(-2.52360477988642e+001dB,-5.61301409972667e+001°)
2.79254384123738e+003	(-2.51837078158012e+001dB,-5.60073380053647e+001°)
2.80543363795175e+003	(-2.51312891000391e+001dB,-5.58843168995577e+001°)
2.81838293126449e+003	(-2.50787913761932e+001dB,-5.57610795048544e+001°)
2.83139199579942e+003	(-2.50262143707992e+001dB,-5.56376276648309e+001°)
2.84446110744795e+003	(-2.49735578123511e+001dB,-5.55139632415553e+001°)
2.85759054337499e+003	(-2.49208214313371e+001dB,-5.53900881154954e+001°)
2.87078058202473e+003	(-2.48680049602759e+001dB,-5.52660041854256e+001°)
2.88403150312665e+003	(-2.48151081337535e+001dB,-5.51417133683326e+001°)
2.89734358770136e+003	(-2.47621306884594e+001dB,-5.50172175993179e+001°)
2.91071711806665e+003	(-2.47090723632227e+001dB,-5.48925188314899e+001°)
2.92415237784338e+003	(-2.46559328990483e+001dB,-5.47676190358634e+001°)
2.93764965196157e+003	(-2.46027120391527e+001dB,-5.46425202012425e+001°)
2.95120922666643e+003	(-2.45494095290004e+001dB,-5.45172243341132e+001°)
2.96483138952438e+003	(-2.44960251163388e+001dB,-5.43917334585201e+001°)
2.97851642942923e+003	(-2.44425585512346e+001dB,-5.42660496159485e+001°)
2.99226463660823e+003	(-2.43890095861087e+001dB,-5.41401748651994e+001°)
3.00607630262827e+003	(-2.43353779757718e+001dB,-5.40141112822582e+001°)
3.01995172040206e+003	(-2.42816634774594e+001dB,-5.38878609601662e+001°)
3.03389118419431e+003	(-2.42278658508664e+001dB,-5.37614260088813e+001°)
3.04789498962803e+003	(-2.41739848581823e+001dB,-5.36348085551409e+001°)
3.06196343369072e+003	(-2.41200202641256e+001dB,-5.35080107423174e+001°)
3.07609681474075e+003	(-2.40659718359778e+001dB,-5.33810347302731e+001°)
3.09029543251364e+003	(-2.40118393436180e+001dB,-5.32538826952078e+001°)
3.10455958812840e+003	(-2.39576225595559e+001dB,-5.31265568295049e+001°)
3.11888958409398e+003	(-2.39033212589666e+001dB,-5.29990593415774e+001°)
3.13328572431563e+003	(-2.38489352197229e+001dB,-5.28713924557027e+001°)
3.14774831410136e+003	(-2.37944642224288e+001dB,-5.27435584118604e+001°)
3.16227766016843e+003	(-2.37399080504525e+001dB,-5.26155594655624e+001°)
3.17687407064982e+003	(-2.36852664899587e+001dB,-5.24873978876856e+001°)
3.19153785510081e+003	(-2.36305393299407e+001dB,-5.23590759642908e+001°)
3.20626932450551e+003	(-2.35757263622525e+001dB,-5.22305959964484e+001°)
3.22106879128348e+003	(-2.35208273816407e+001dB,-5.21019603000548e+001°)
3.23593656929633e+003	(-2.34658421857753e+001dB,-5.19731712056499e+001°)
3.25087297385439e+003	(-2.34107705752810e+001dB,-5.18442310582248e+001°)
3.26587832172341e+003	(-2.33556123537676e+001dB,-5.17151422170298e+001°)
3.28095293113124e+003	(-2.33003673278605e+001dB,-5.15859070553834e+001°)
3.29609712177463e+003	(-2.32450353072306e+001dB,-5.14565279604687e+001°)
3.31131121482596e+003	(-2.31896161046235e+001dB,-5.13270073331345e+001°)
3.32659553294010e+003	(-2.31341095358890e+001dB,-5.11973475876894e+001°)
3.34195040026120e+003	(-2.30785154200101e+001dB,-5.10675511516946e+001°)
3.35737614242960e+003	(-2.30228335791307e+001dB,-5.09376204657496e+001°)
3.37287308658874e+003	(-2.29670638385841e+001dB,-5.08075579832806e+001°)
3.38844156139208e+003	(-2.29112060269202e+001dB,-5.06773661703214e+001°)
3.40408189701006e+003	(-2.28552599759331e+001dB,-5.05470475052946e+001°)
3.41979442513714e+003	(-2.27992255206873e+001dB,-5.04166044787853e+001°)
3.43557947899880e+003	(-2.27431024995442e+001dB,-5.02860395933169e+001°)
3.45143739335862e+003	(-2.26868907541880e+001dB,-5.01553553631206e+001°)
3.46736850452537e+003	(-2.26305901296505e+001dB,-5.00245543139029e+001°)
3.48337315036018e+003	(-2.25742004743368e+001dB,-4.98936389826115e+001°)
3.49945167028363e+003	(-2.25177216400490e+001dB,-4.97626119171967e+001°)
3.51560440528304e+003	(-2.24611534820102e+001dB,-4.96314756763707e+001°)
3.53183169791963e+003	(-2.24044958588884e+001dB,-4.95002328293654e+001°)
3.54813389233581e+003	(-2.23477486328188e+001dB,-4.93688859556857e+001°)
3.56451133426250e+003	(-2.22909116694265e+001dB,-4.92374376448615e+001°)
3.58096437102642e+003	(-2.22339848378484e+001dB,-4.91058904961964e+001°)
3.59749335155748e+003	(-2.21769680107545e+001dB,-4.89742471185146e+001°)
3.61409862639620e+003	(-2.21198610643686e+001dB,-4.88425101299058e+001°)
3.63078054770108e+003	(-2.20626638784889e+001dB,-4.87106821574664e+001°)
3.64753946925614e+003	(-2.20053763365074e+001dB,-4.85787658370390e+001°)
3.66437574647840e+003	(-2.19479983254293e+001dB,-4.84467638129516e+001°)
3.68128973642538e+003	(-2.18905297358916e+001dB,-4.83146787377510e+001°)
3.69828179780273e+003	(-2.18329704621810e+001dB,-4.81825132719354e+001°)
3.71535229097179e+003	(-2.17753204022516e+001dB,-4.80502700836887e+001°)
3.73250157795727e+003	(-2.17175794577418e+001dB,-4.79179518486084e+001°)
3.74973002245490e+003	(-2.16597475339907e+001dB,-4.77855612494317e+001°)
3.76703798983916e+003	(-2.16018245400533e+001dB,-4.76531009757602e+001°)
3.78442584717100e+003	(-2.15438103887164e+001dB,-4.75205737237879e+001°)
3.80189396320568e+003	(-2.14857049965128e+001dB,-4.73879821960191e+001°)
3.81944270840053e+003	(-2.14275082837350e+001dB,-4.72553291009908e+001°)
3.83707245492286e+003	(-2.13692201744490e+001dB,-4.71226171529912e+001°)
3.85478357665779e+003	(-2.13108405965067e+001dB,-4.69898490717764e+001°)
3.87257644921624e+003	(-2.12523694815580e+001dB,-4.68570275822870e+001°)
3.89045144994288e+003	(-2.11938067650625e+001dB,-4.67241554143624e+001°)
3.90840895792409e+003	(-2.11351523863001e+001dB,-4.65912353024541e+001°)
3.92644935399607e+003	(-2.10764062883812e+001dB,-4.64582699853371e+001°)
3.94457302075286e+003	(-2.10175684182567e+001dB,-4.63252622058230e+001°)
3.96278034255447e+003	(-2.09586387267262e+001dB,-4.61922147104661e+001°)
3.98107170553505e+003	(-2.08996171684469e+001dB,-4.60591302492759e+001°)
3.99944749761105e+003	(-2.08405037019410e+001dB,-4.59260115754227e+001°)
4.01790810848947e+003	(-2.07812982896028e+001dB,-4.57928614449458e+001°)
4.03645392967613e+003	(-2.07220008977049e+001dB,-4.56596826164587e+001°)
4.05508535448391e+003	(-2.06626114964040e+001dB,-4.55264778508567e+001°)
4.07380277804120e+003	(-2.06031300597461e+001dB,-4.53932499110194e+001°)
4.09260659730019e+003	(-2.05435565656704e+001dB,-4.52600015615163e+001°)
4.11149721104530e+003	(-2.04838909960135e+001dB,-4.51267355683112e+001°)
4.13047501990169e+003	(-2.04241333365123e+001dB,-4.49934546984646e+001°)
4.14954042634371e+003	(-2.03642835768064e+001dB,-4.48601617198377e+001°)
4.16869383470343e+003	(-2.03043417104399e+001dB,-4.47268594007959e+001°)
4.18793565117926e+003	(-2.02443077348622e+001dB,-4.45935505099100e+001°)
4.20726628384452e+003	(-2.01841816514288e+001dB,-4.44602378156600e+001°)
4.22668614265611e+003	(-2.01239634654011e+001dB,-4.43269240861383e+001°)
4.24619563946321e+003	(-2.00636531859448e+001dB,-4.41936120887504e+001°)
4.26579518801601e+003	(-2.00032508261294e+001dB,-4.40603045899210e+001°)
4.28548520397448e+003	(-1.99427564029249e+001dB,-4.39270043547941e+001°)
4.30526610491719e+003	(-1.98821699371997e+001dB,-4.37937141469378e+001°)
4.32513831035017e+003	(-1.98214914537166e+001dB,-4.36604367280479e+001°)
4.34510224171580e+003	(-1.97607209811288e+001dB,-4.35271748576529e+001°)
4.36515832240175e+003	(-1.96998585519751e+001dB,-4.33939312928173e+001°)
4.38530697774995e+003	(-1.96389042026739e+001dB,-4.32607087878480e+001°)
4.40554863506562e+003	(-1.95778579735176e+001dB,-4.31275100939989e+001°)
4.42588372362636e+003	(-1.95167199086656e+001dB,-4.29943379591807e+001°)
4.44631267469118e+003	(-1.94554900561366e+001dB,-4.28611951276655e+001°)
4.46683592150972e+003	(-1.93941684678008e+001dB,-4.27280843397960e+001°)
4.48745389933141e+003	(-1.93327551993707e+001dB,-4.25950083316957e+001°)
4.50816704541469e+003	(-1.92712503103924e+001dB,-4.24619698349794e+001°)
4.52897579903630e+003	(-1.92096538642346e+001dB,-4.23289715764636e+001°)
4.54988060150058e+003	(-1.91479659280790e+001dB,-4.21960162778811e+001°)
4.57088189614885e+003	(-1.90861865729080e+001dB,-4.20631066555934e+001°)
4.59198012836878e+003	(-1.90243158734934e+001dB,-4.19302454203069e+001°)
4.61317574560389e+003	(-1.89623539083836e+001dB,-4.17974352767902e+001°)
4.63446919736298e+003	(-1.89003007598906e+001dB,-4.16646789235913e+001°)
4.65586093522969e+003	(-1.88381565140760e+001dB,-4.15319790527581e+001°)
4.67735141287208e+003	(-1.87759212607368e+001dB,-4.13993383495601e+001°)
4.69894108605225e+003	(-1.87135950933903e+001dB,-4.12667594922103e+001°)
4.72063041263600e+003	(-1.86511781092584e+001dB,-4.11342451515912e+001°)
4.74241985260255e+003	(-1.85886704092519e+001dB,-4.10017979909816e+001°)
4.76430986805426e+003	(-1.85260720979532e+001dB,-4.08694206657847e+001°)
4.78630092322648e+003	(-1.84633832835992e+001dB,-4.07371158232586e+001°)
4.80839348449739e+003	(-1.84006040780632e+001dB,-4.06048861022474e+001°)
4.83058802039783e+003	(-1.83377345968368e+001dB,-4.04727341329192e+001°)
4.85288500162131e+003	(-1.82747749590105e+001dB,-4.03406625365000e+001°)
4.87528490103397e+003	(-1.82117252872543e+001dB,-4.02086739250131e+001°)
4.89778819368457e+003	(-1.81485857077973e+001dB,-4.00767709010210e+001°)
4.92039535681462e+003	(-1.80853563504074e+001dB,-3.99449560573676e+001°)
4.94310686986846e+003	(-1.80220373483698e+001dB,-3.98132319769262e+001°)
4.96592321450347e+003	(-1.79586288384652e+001dB,-3.96816012323446e+001°)
