Freq.	V(vin)/I(V3)
3.54813389233572e+004	(5.45971286750133e+001dB,-5.20621375609221e+001°)
3.63078054770098e+004	(5.44294622900582e+001dB,-5.11863319315378e+001°)
3.71535229097169e+004	(5.42634611266969e+001dB,-5.02913493624613e+001°)
3.80189396320557e+004	(5.40992114964688e+001dB,-4.93768976927289e+001°)
3.89045144994277e+004	(5.39368037839281e+001dB,-4.84426949567904e+001°)
3.98107170553493e+004	(5.37763325505920e+001dB,-4.74884712078885e+001°)
4.07380277804108e+004	(5.36178966266644e+001dB,-4.65139704896722e+001°)
4.16869383470331e+004	(5.34615991878668e+001dB,-4.55189529593080e+001°)
4.26579518801588e+004	(5.33075478144437e+001dB,-4.45031971638447e+001°)
4.36515832240161e+004	(5.31558545291656e+001dB,-4.34665024697561e+001°)
4.46683592150958e+004	(5.30066358109094e+001dB,-4.24086916433930e+001°)
4.57088189614870e+004	(5.28600125801775e+001dB,-4.13296135775134e+001°)
4.67735141287193e+004	(5.27161101527279e+001dB,-4.02291461560904e+001°)
4.78630092322633e+004	(5.25750581573406e+001dB,-3.91071992462326e+001°)
4.89778819368441e+004	(5.24369904136487e+001dB,-3.79637178022838e+001°)
5.01187233627267e+004	(5.23020447659419e+001dB,-3.67986850630118e+001°)
5.12861383991359e+004	(5.21703628689037e+001dB,-3.56121258183009e+001°)
5.24807460249767e+004	(5.20420899214008e+001dB,-3.44041097169609e+001°)
5.37031796370247e+004	(5.19173743447138e+001dB,-3.31747545822575e+001°)
5.49540873857619e+004	(5.17963674019936e+001dB,-3.19242296966392e+001°)
5.62341325190343e+004	(5.16792227562706e+001dB,-3.06527590120287e+001°)
5.75439937337151e+004	(5.15660959650317e+001dB,-2.93606242371056e+001°)
5.88843655355583e+004	(5.14571439102334e+001dB,-2.80481677484260e+001°)
6.02559586074351e+004	(5.13525241636279e+001dB,-2.67157952682047e+001°)
6.16595001861475e+004	(5.12523942884518e+001dB,-2.53639782483497e+001°)
6.30957344480186e+004	(5.11569110798397e+001dB,-2.39932558981316e+001°)
6.45654229034648e+004	(5.10662297477721e+001dB,-2.26042367919235e+001°)
6.60693448007589e+004	(5.09805030479102e+001dB,-2.11975999939990e+001°)
6.76082975391974e+004	(5.08998803672821e+001dB,-1.97740956396268e+001°)
6.91830970918929e+004	(5.08245067734146e+001dB,-1.83345449158326e+001°)
7.07945784384130e+004	(5.07545220371009e+001dB,-1.68798393913155e+001°)
7.24435960074982e+004	(5.06900596405010e+001dB,-1.54109396531754e+001°)
7.41310241300909e+004	(5.06312457836192e+001dB,-1.39288732182808e+001°)
7.58577575029175e+004	(5.05781984033311e+001dB,-1.24347316991687e+001°)
7.76247116628683e+004	(5.05310262199729e+001dB,-1.09296672180983e+001°)
7.94328234724272e+004	(5.04898278270067e+001dB,-9.41488807794060e+000°)
8.12830516164090e+004	(5.04546908393783e+001dB,-7.89165371458091e+000°)
8.31763771102661e+004	(5.04256911158610e+001dB,-6.36126897192147e+000°)
8.51138038202367e+004	(5.04028920699079e+001dB,-4.82507775684333e+000°)
8.70963589956071e+004	(5.03863440823089e+001dB,-3.28445614702440e+000°)
8.91250938133735e+004	(5.03760840272964e+001dB,-1.74080503870036e+000°)
9.12010839355899e+004	(5.03721349216994e+001dB,-1.95542433723511e-001°)
9.33254300796980e+004	(5.03745057043655e+001dB,1.34990452490004e+000°)
9.54992586021425e+004	(5.03831911504443e+001dB,2.89410765285633e+000°)
9.77237220955799e+004	(5.03981719223248e+001dB,4.43564583983642e+000°)
9.99999999999988e+004	(5.04194147561647e+001dB,5.97311305996429e+000°)
1.02329299228074e+005	(5.04468727801252e+001dB,7.50512615992222e+000°)
1.04712854805089e+005	(5.04804859577424e+001dB,9.03033231352150e+000°)
1.07151930523759e+005	(5.05201816474193e+001dB,1.05474160405939e+001°)
1.09647819614317e+005	(5.05658752668824e+001dB,1.20551056997679e+001°)
1.12201845430195e+005	(5.06174710496903e+001dB,1.35521793784437e+001°)
1.14815362149687e+005	(5.06748628795450e+001dB,1.50374701185327e+001°)
1.17489755493952e+005	(5.07379351872667e+001dB,1.65098704326643e+001°)
1.20226443461740e+005	(5.08065638948567e+001dB,1.79683360820001e+001°)
1.23026877081237e+005	(5.08806173910693e+001dB,1.94118891029403e+001°)
1.25892541179415e+005	(5.09599575233185e+001dB,2.08396200853543e+001°)
1.28824955169312e+005	(5.10444405915005e+001dB,2.22506897190732e+001°)
1.31825673855639e+005	(5.11339183303771e+001dB,2.36443296378944e+001°)
1.34896288259164e+005	(5.12282388684591e+001dB,2.50198426010246e+001°)
1.38038426460287e+005	(5.13272476528050e+001dB,2.63766020605731e+001°)
1.41253754462274e+005	(5.14307883307234e+001dB,2.77140511703514e+001°)
1.44543977074591e+005	(5.15387035810007e+001dB,2.90317012958654e+001°)
1.47910838816819e+005	(5.16508358888912e+001dB,3.03291300881042e+001°)
1.51356124843619e+005	(5.17670282606755e+001dB,3.16059791847018e+001°)
1.54881661891246e+005	(5.18871248750630e+001dB,3.28619516014573e+001°)
1.58489319246109e+005	(5.20109716700703e+001dB,3.40968088753001e+001°)
1.62181009735891e+005	(5.21384168652098e+001dB,3.53103680167846e+001°)
1.65958690743754e+005	(5.22693114198806e+001dB,3.65024983263621e+001°)
1.69824365246172e+005	(5.24035094297410e+001dB,3.76731181242170e+001°)
1.73780082874935e+005	(5.25408684635782e+001dB,3.88221914385896e+001°)
1.77827941003890e+005	(5.26812498437628e+001dB,3.99497246924231e+001°)
1.81970085860996e+005	(5.28245188738141e+001dB,4.10557634230407e+001°)
1.86208713666284e+005	(5.29705450168990e+001dB,4.21403890645024e+001°)
1.90546071796322e+005	(5.31192020292732e+001dB,4.32037158174334e+001°)
1.94984459975802e+005	(5.32703680527546e+001dB,4.42458876265311e+001°)
1.99526231496885e+005	(5.34239256703118e+001dB,4.52670752817153e+001°)
2.04173794466950e+005	(5.35797619287746e+001dB,4.62674736550114e+001°)
2.08929613085401e+005	(5.37377683325366e+001dB,4.72472990817897e+001°)
2.13796208950220e+005	(5.38978408119430e+001dB,4.82067868919134e+001°)
2.18776162394952e+005	(5.40598796698402e+001dB,4.91461890936817e+001°)
2.23872113856831e+005	(5.42237895095321e+001dB,5.00657722111701e+001°)
2.29086765276774e+005	(5.43894791471369e+001dB,5.09658152736445e+001°)
2.34422881531989e+005	(5.45568615110850e+001dB,5.18466079541436e+001°)
2.39883291901946e+005	(5.47258535312410e+001dB,5.27084488530381e+001°)
2.45470891568500e+005	(5.48963760198861e+001dB,5.35516439213707e+001°)
2.51188643150955e+005	(5.50683535465520e+001dB,5.43765050180178e+001°)
2.57039578276883e+005	(5.52417143084705e+001dB,5.51833485941602e+001°)
2.63026799189535e+005	(5.54163899981851e+001dB,5.59724944981862e+001°)
2.69153480392688e+005	(5.55923156696699e+001dB,5.67442648939362e+001°)
2.75422870333813e+005	(5.57694296041153e+001dB,5.74989832851202e+001°)
2.81838293126442e+005	(5.59476731763703e+001dB,5.82369736387646e+001°)
2.88403150312657e+005	(5.61269907228757e+001dB,5.89585596006595e+001°)
2.95120922666635e+005	(5.63073294117876e+001dB,5.96640637959672e+001°)
3.01995172040197e+005	(5.64886391158600e+001dB,6.03538072083833e+001°)
3.09029543251355e+005	(5.66708722885523e+001dB,6.10281086315248e+001°)
3.16227766016834e+005	(5.68539838437246e+001dB,6.16872841865248e+001°)
3.23593656929624e+005	(5.70379310392020e+001dB,6.23316469001391e+001°)
3.31131121482586e+005	(5.72226733644135e+001dB,6.29615063380023e+001°)
3.38844156139198e+005	(5.74081724322478e+001dB,6.35771682880146e+001°)
3.46736850452527e+005	(5.75943918752133e+001dB,6.41789344891736e+001°)
3.54813389233570e+005	(5.77812972459430e+001dB,6.47671024014987e+001°)
3.63078054770096e+005	(5.79688559220460e+001dB,6.53419650130159e+001°)
3.71535229097167e+005	(5.81570370152739e+001dB,6.59038106800834e+001°)
3.80189396320556e+005	(5.83458112849454e+001dB,6.64529229976281e+001°)
3.89045144994275e+005	(5.85351510555465e+001dB,6.69895806961515e+001°)
3.98107170553492e+005	(5.87250301384122e+001dB,6.75140575626223e+001°)
4.07380277804107e+005	(5.89154237573757e+001dB,6.80266223826240e+001°)
4.16869383470329e+005	(5.91063084782654e+001dB,6.85275389013588e+001°)
4.26579518801586e+005	(5.92976621421201e+001dB,6.90170658013233e+001°)
4.36515832240160e+005	(5.94894638019892e+001dB,6.94954566946739e+001°)
4.46683592150957e+005	(5.96816936631796e+001dB,6.99629601284831e+001°)
4.57088189614868e+005	(5.98743330268132e+001dB,7.04198196012596e+001°)
4.67735141287191e+005	(6.00673642365546e+001dB,7.08662735892620e+001°)
4.78630092322631e+005	(6.02607706283748e+001dB,7.13025555812774e+001°)
4.89778819368439e+005	(6.04545364832144e+001dB,7.17288941206703e+001°)
5.01187233627265e+005	(6.06486469824167e+001dB,7.21455128536227e+001°)
5.12861383991357e+005	(6.08430881658025e+001dB,7.25526305825986e+001°)
5.24807460249765e+005	(6.10378468922626e+001dB,7.29504613241625e+001°)
5.37031796370245e+005	(6.12329108027511e+001dB,7.33392143703700e+001°)
5.49540873857616e+005	(6.14282682855640e+001dB,7.37190943530325e+001°)
5.62341325190341e+005	(6.16239084437941e+001dB,7.40903013102250e+001°)
5.75439937337148e+005	(6.18198210648594e+001dB,7.44530307544763e+001°)
5.88843655355580e+005	(6.20159965920056e+001dB,7.48074737421376e+001°)
6.02559586074349e+005	(6.22124260976884e+001dB,7.51538169434760e+001°)
6.16595001861473e+005	(6.24091012587478e+001dB,7.54922427130879e+001°)
6.30957344480184e+005	(6.26060143332910e+001dB,7.58229291602697e+001°)
6.45654229034646e+005	(6.28031581392034e+001dB,7.61460502190169e+001°)
6.60693448007586e+005	(6.30005260342156e+001dB,7.64617757173569e+001°)
6.76082975391971e+005	(6.31981118974562e+001dB,7.67702714457505e+001°)
6.91830970918926e+005	(6.33959101124245e+001dB,7.70716992243186e+001°)
7.07945784384127e+005	(6.35939155513236e+001dB,7.73662169686747e+001°)
7.24435960074979e+005	(6.37921235606963e+001dB,7.76539787541624e+001°)
7.41310241300906e+005	(6.39905299483122e+001dB,7.79351348783098e+001°)
7.58577575029172e+005	(6.41891309712563e+001dB,7.82098319213321e+001°)
7.76247116628680e+005	(6.43879233251727e+001dB,7.84782128045143e+001°)
7.94328234724269e+005	(6.45869041346253e+001dB,7.87404168463273e+001°)
8.12830516164087e+005	(6.47860709445324e+001dB,7.89965798161274e+001°)
8.31763771102658e+005	(6.49854217126433e+001dB,7.92468339852959e+001°)
8.51138038202363e+005	(6.51849548030221e+001dB,7.94913081756851e+001°)
8.70963589956067e+005	(6.53846689805120e+001dB,7.97301278052295e+001°)
8.91250938133732e+005	(6.55845634061490e+001dB,7.99634149305836e+001°)
9.12010839355895e+005	(6.57846376335065e+001dB,8.01912882866548e+001°)
9.33254300796976e+005	(6.59848916059424e+001dB,8.04138633228794e+001°)
9.54992586021421e+005	(6.61853256547347e+001dB,8.06312522361039e+001°)
9.77237220955795e+005	(6.63859404980859e+001dB,8.08435639999147e+001°)
9.99999999999984e+005	(6.65867372409786e+001dB,8.10509043902591e+001°)
1.02329299228074e+006	(6.67877173758738e+001dB,8.12533760071910e+001°)
1.04712854805088e+006	(6.69888827842367e+001dB,8.14510782925639e+001°)
1.07151930523759e+006	(6.71902357388794e+001dB,8.16441075434824e+001°)
1.09647819614317e+006	(6.73917789071156e+001dB,8.18325569213160e+001°)
1.12201845430195e+006	(6.75935153547167e+001dB,8.20165164560575e+001°)
1.14815362149686e+006	(6.77954485506662e+001dB,8.21960730458048e+001°)
1.17489755493951e+006	(6.79975823727048e+001dB,8.23713104511114e+001°)
1.20226443461739e+006	(6.81999211136662e+001dB,8.25423092839572e+001°)
1.23026877081236e+006	(6.84024694886001e+001dB,8.27091469910463e+001°)
1.25892541179415e+006	(6.86052326426772e+001dB,8.28718978311378e+001°)
1.28824955169311e+006	(6.88082161598789e+001dB,8.30306328460816e+001°)
1.31825673855639e+006	(6.90114260724715e+001dB,8.31854198252125e+001°)
1.34896288259163e+006	(6.92148688712591e+001dB,8.33363232627262e+001°)
1.38038426460286e+006	(6.94185515166239e+001dB,8.34834043076374e+001°)
1.41253754462273e+006	(6.96224814503389e+001dB,8.36267207058820e+001°)
1.44543977074590e+006	(6.98266666081716e+001dB,8.37663267341047e+001°)
1.47910838816818e+006	(7.00311154332594e+001dB,8.39022731246269e+001°)
1.51356124843618e+006	(7.02358368902660e+001dB,8.40346069810601e+001°)
1.54881661891246e+006	(7.04408404803103e+001dB,8.41633716839888e+001°)
1.58489319246109e+006	(7.06461362566652e+001dB,8.42886067860985e+001°)
1.62181009735890e+006	(7.08517348412173e+001dB,8.44103478960897e+001°)
1.65958690743753e+006	(7.10576474416847e+001dB,8.45286265506607e+001°)
1.69824365246172e+006	(7.12638858695740e+001dB,8.46434700737893e+001°)
1.73780082874935e+006	(7.14704625588662e+001dB,8.47549014224948e+001°)
1.77827941003889e+006	(7.16773905854149e+001dB,8.48629390181971e+001°)
1.81970085860995e+006	(7.18846836870325e+001dB,8.49675965627241e+001°)
1.86208713666284e+006	(7.20923562842354e+001dB,8.50688828379518e+001°)
1.90546071796322e+006	(7.23004235016189e+001dB,8.51668014879889e+001°)
1.94984459975801e+006	(7.25089011898233e+001dB,8.52613507827429e+001°)
1.99526231496885e+006	(7.27178059480367e+001dB,8.53525233616070e+001°)
2.00000000000000e+006	(7.27393479916179e+001dB,8.53617218119469e+001°)
