time	V(vo_op)
4.808391562096869e-003	1.061073e+000
4.810374800623625e-003	1.100589e+000
4.812811157602655e-003	1.150943e+000
4.817683871560716e-003	1.256464e+000
4.827429299476837e-003	1.478458e+000
4.837194924476837e-003	1.712337e+000
4.846960549476836e-003	1.957332e+000
4.856726174476836e-003	2.211978e+000
4.866491799476836e-003	2.475159e+000
4.876257424476836e-003	2.745803e+000
4.886023049476836e-003	3.022881e+000
4.895788674476835e-003	3.305368e+000
4.905554299476835e-003	3.592246e+000
4.915319924476835e-003	3.882500e+000
4.925085549476835e-003	4.175057e+000
4.934851174476835e-003	4.468736e+000
4.944616799476834e-003	4.762317e+000
4.954382424476834e-003	5.054639e+000
4.964148049476834e-003	5.344603e+000
4.973913674476834e-003	5.631182e+000
4.982501883598668e-003	5.879167e+000
4.991446901396164e-003	6.132756e+000
4.998501937742666e-003	6.329056e+000
5.006234168680540e-003	6.539676e+000
5.015999793680540e-003	6.799004e+000
5.025765418680540e-003	7.050153e+000
5.035531043680539e-003	7.291737e+000
5.045296668680539e-003	7.522818e+000
5.055062293680539e-003	7.742438e+000
5.064827918680539e-003	7.949696e+000
5.074593543680539e-003	8.137260e+000
5.077872921584835e-003	8.181890e+000
5.080475207127780e-003	8.201641e+000
5.082109087063047e-003	8.209889e+000
5.084117727857758e-003	8.217746e+000
5.086226680783448e-003	8.224608e+000
5.088818660415338e-003	8.231810e+000
5.091926886692026e-003	8.239282e+000
5.095896529119688e-003	8.247473e+000
5.100876650554579e-003	8.256121e+000
5.107301288998888e-003	8.265149e+000
5.117066913998888e-003	8.275694e+000
5.126702494973252e-003	8.283318e+000
5.136468119973252e-003	8.288927e+000
5.146233744973252e-003	8.293116e+000
5.155999369973251e-003	8.296233e+000
5.175530619973251e-003	8.300058e+000
5.195061869973251e-003	8.301253e+000
5.214593119973250e-003	8.299941e+000
5.234124369973250e-003	8.295686e+000
5.243889994973250e-003	8.292060e+000
5.253655619973249e-003	8.286969e+000
5.263421244973249e-003	8.279743e+000
5.273186869973249e-003	8.269448e+000
5.280684704721466e-003	8.258348e+000
5.288627238284726e-003	8.243011e+000
5.293308876727982e-003	8.231167e+000
5.299862617954837e-003	8.208983e+000
5.304155252431410e-003	8.188733e+000
5.308594381193697e-003	8.159565e+000
5.311066880727243e-003	8.135509e+000
5.313563558895297e-003	8.101360e+000
5.316230905052223e-003	8.056411e+000
5.320083731569576e-003	7.981602e+000
5.325099077305211e-003	7.872881e+000
5.332521439233716e-003	7.697355e+000
5.342287064233716e-003	7.451353e+000
5.352052689233716e-003	7.193480e+000
5.361818314233715e-003	6.925965e+000
5.371583939233715e-003	6.650485e+000
5.381349564233715e-003	6.368254e+000
5.391115189233715e-003	6.080378e+000
5.400880814233715e-003	5.787903e+000
5.410646439233714e-003	5.491862e+000
5.420412064233714e-003	5.193271e+000
5.430177689233714e-003	4.893185e+000
5.439943314233714e-003	4.592755e+000
5.449708939233714e-003	4.293205e+000
5.459474564233713e-003	3.995705e+000
5.469240189233713e-003	3.701347e+000
5.479005814233713e-003	3.411274e+000
5.488771439233713e-003	3.126764e+000
5.498222979599544e-003	2.857392e+000
5.505537416640696e-003	2.653607e+000
5.513467759768630e-003	2.438074e+000
5.523233384768630e-003	2.180222e+000
5.532999009768630e-003	1.931421e+000
5.542764634768630e-003	1.693027e+000
5.552530259768629e-003	1.465941e+000
5.562295884768629e-003	1.251080e+000
5.572061509768629e-003	1.047284e+000
5.576067700322001e-003	9.671047e-001
5.576229526974650e-003	9.639554e-001
5.576553180279946e-003	9.577236e-001
5.577200486890538e-003	9.453124e-001
5.578495100111724e-003	9.206491e-001
5.579439157671633e-003	9.028261e-001
5.580255619142125e-003	8.875416e-001
5.581339267573199e-003	8.674076e-001
5.582507277955228e-003	8.463651e-001
5.583328903902885e-003	8.338120e-001
5.584276985431977e-003	8.233954e-001
5.585242338464163e-003	8.153501e-001
5.586271472368411e-003	8.077815e-001
5.587876675704795e-003	7.968222e-001
5.590441278498299e-003	7.796422e-001
5.593116501933715e-003	7.598271e-001
5.596702732114118e-003	7.269955e-001
5.600611334870817e-003	6.827767e-001
5.607094756830006e-003	6.000602e-001
5.613917388847339e-003	5.115052e-001
5.623683013847339e-003	3.946623e-001
5.630400578755378e-003	3.348540e-001
5.636679673544822e-003	3.048355e-001
5.642278856446429e-003	2.934749e-001
5.648342236552507e-003	2.877103e-001
5.654351228191950e-003	2.842759e-001
5.664116853191950e-003	2.808652e-001
5.673882478191950e-003	2.789375e-001
5.683648103191949e-003	2.781359e-001
5.693413728191949e-003	2.781984e-001
5.703179353191949e-003	2.791633e-001
5.712944978191949e-003	2.813690e-001
5.722710603191948e-003	2.857257e-001
5.732476228191948e-003	2.945225e-001
5.742241853191948e-003	3.145502e-001
5.752007478191948e-003	3.604263e-001
5.761573956597058e-003	4.442500e-001
5.771231238277158e-003	5.661543e-001
5.779928043315527e-003	6.943795e-001
5.784879436351737e-003	7.643785e-001
5.787681302033360e-003	7.937679e-001
5.791334149006360e-003	8.196474e-001
5.793133875243876e-003	8.307732e-001
5.794340416221006e-003	8.402070e-001
5.796147238740609e-003	8.592606e-001
5.797479592062664e-003	8.758100e-001
5.798774732109141e-003	8.936204e-001
5.799735124424259e-003	9.077817e-001
5.800717135085399e-003	9.230690e-001
5.801694417953428e-003	9.389386e-001
5.802769097352025e-003	9.572012e-001
5.804918456149221e-003	9.955010e-001
5.807019481078249e-003	1.034666e+000
5.808945460774371e-003	1.072076e+000
5.813815143830547e-003	1.172297e+000
5.819540932396595e-003	1.297727e+000
5.829306557396594e-003	1.522612e+000
5.839072182396594e-003	1.758768e+000
5.848837807396594e-003	2.005702e+000
5.858603432396594e-003	2.262068e+000
5.868369057396594e-003	2.526761e+000
5.878134682396593e-003	2.798719e+000
5.887900307396593e-003	3.076912e+000
5.897665932396593e-003	3.360320e+000
5.907431557396593e-003	3.647924e+000
5.917197182396593e-003	3.938701e+000
5.926962807396592e-003	4.231564e+000
5.936728432396592e-003	4.525316e+000
5.946494057396592e-003	4.818739e+000
5.956259682396592e-003	5.110690e+000
5.966025307396592e-003	5.400069e+000
5.975790932396591e-003	5.685900e+000
5.983784777740983e-003	5.916065e+000
5.992149397729307e-003	6.152604e+000
5.999054787639780e-003	6.344403e+000
6.006655231267052e-003	6.551141e+000
6.016420856267052e-003	6.810093e+000
6.026186481267052e-003	7.060846e+000
6.035952106267051e-003	7.301994e+000
6.045717731267051e-003	7.532598e+000
6.055483356267051e-003	7.751701e+000
6.065248981267051e-003	7.957653e+000
6.075014606267051e-003	8.141891e+000
6.078326582623111e-003	8.184949e+000
6.081749867503286e-003	8.208660e+000
6.083795164839375e-003	8.217324e+000
6.085378608780464e-003	8.222305e+000
6.087537334190379e-003	8.228573e+000
6.089755858915037e-003	8.234351e+000
6.091782265578031e-003	8.239102e+000
6.094161870032484e-003	8.244195e+000
6.096862285537795e-003	8.249452e+000
6.099662058881288e-003	8.254358e+000
6.103283689594527e-003	8.260015e+000
6.106943806678413e-003	8.265017e+000
6.112216388910289e-003	8.271185e+000
6.117461769719068e-003	8.276249e+000
6.125711058142192e-003	8.282609e+000
6.134030630343711e-003	8.287670e+000
6.143796255343711e-003	8.292175e+000
6.153561880343710e-003	8.295544e+000
6.173093130343710e-003	8.299734e+000
6.192624380343710e-003	8.301240e+000
6.212155630343709e-003	8.300251e+000
6.231686880343709e-003	8.296413e+000
6.241452505343709e-003	8.293085e+000
6.251218130343708e-003	8.288410e+000
6.260983755343708e-003	8.281801e+000
6.270749380343708e-003	8.272297e+000
6.280515005343708e-003	8.258698e+000
6.287251727520094e-003	8.245675e+000
6.293872710392007e-003	8.228891e+000
6.298199308237932e-003	8.214906e+000
6.302761323167474e-003	8.196689e+000
6.305920178972830e-003	8.180470e+000
6.308657922607481e-003	8.161738e+000
6.310532018719384e-003	8.143851e+000
6.312642999782969e-003	8.116694e+000
6.314614385927663e-003	8.085543e+000
6.318077451458136e-003	8.022326e+000
6.321982872336713e-003	7.941889e+000
6.329168243685891e-003	7.778460e+000
6.336754642487916e-003	7.593064e+000
6.346520267487916e-003	7.340952e+000
6.356285892487916e-003	7.078630e+000
6.366051517487916e-003	6.807500e+000
6.375817142487915e-003	6.528951e+000
6.385582767487915e-003	6.244143e+000
6.395348392487915e-003	5.954144e+000
6.405114017487915e-003	5.659996e+000
6.414879642487915e-003	5.362722e+000
6.424645267487914e-003	5.063350e+000
6.434410892487914e-003	4.762966e+000
6.444176517487914e-003	4.462767e+000
6.453942142487914e-003	4.163966e+000
6.463707767487914e-003	3.867694e+000
6.473473392487913e-003	3.575039e+000
6.483239017487913e-003	3.286918e+000
6.491171201845834e-003	3.057388e+000
6.499323463791953e-003	2.826307e+000
6.506248219177191e-003	2.633973e+000
6.513837735622492e-003	2.428093e+000
6.523603360622491e-003	2.170653e+000
6.533368985622491e-003	1.922230e+000
6.543134610622491e-003	1.684248e+000
6.552900235622491e-003	1.457608e+000
6.562665860622491e-003	1.243227e+000
6.572431485622490e-003	1.039851e+000
6.576178058510187e-003	9.653286e-001
6.578556882313619e-003	9.196839e-001
6.580750822674369e-003	8.784361e-001
6.582102736726938e-003	8.540016e-001
6.583461090825174e-003	8.329715e-001
6.584527262438174e-003	8.212460e-001
6.585630109947906e-003	8.124661e-001
6.586849054254440e-003	8.038197e-001
6.588670267088807e-003	7.916596e-001
6.591386964812407e-003	7.732458e-001
6.594267767943270e-003	7.503237e-001
6.598308907509238e-003	7.098097e-001
6.602350499001050e-003	6.614130e-001
6.610184512346330e-003	5.596167e-001
6.617652518382457e-003	4.650784e-001
6.627418143382457e-003	3.589145e-001
6.633228190319923e-003	3.186119e-001
6.640361791977460e-003	2.965550e-001
6.644749962444543e-003	2.904962e-001
6.650817937445517e-003	2.861488e-001
6.658937996345936e-003	2.824185e-001
6.668703621345935e-003	2.797823e-001
6.678469246345935e-003	2.784444e-001
6.688234871345935e-003	2.780601e-001
6.698000496345935e-003	2.785239e-001
6.707766121345935e-003	2.800070e-001
6.717531746345934e-003	2.830387e-001
6.727297371345934e-003	2.890080e-001
6.737062996345934e-003	3.017398e-001
6.746828621345934e-003	3.306276e-001
6.755511555909159e-003	3.846403e-001
6.764603408494001e-003	4.786559e-001
6.774369033494001e-003	6.114981e-001
6.783829434734381e-003	7.488328e-001
6.787691426839301e-003	7.922759e-001
6.792114173193756e-003	8.247881e-001
6.792125123475097e-003	8.248571e-001
6.792168924600462e-003	8.251196e-001
6.792227326100947e-003	8.254510e-001
6.792344129101919e-003	8.260837e-001
6.792577735103862e-003	8.272992e-001
6.793044947107748e-003	8.299043e-001
6.793979371115520e-003	8.364820e-001
6.794882365883317e-003	8.448164e-001
6.795839733246323e-003	8.553959e-001
6.796960261178337e-003	8.691515e-001
6.798370438326245e-003	8.880064e-001
6.799375132247857e-003	9.024295e-001
6.800188270794655e-003	9.147950e-001
6.801062678055941e-003	9.287177e-001
6.802378307526866e-003	9.505485e-001
6.803694560182535e-003	9.733038e-001
6.805075991149269e-003	9.982014e-001
6.806786111351128e-003	1.030150e+000
6.808247209388012e-003	1.058360e+000
6.812702847892521e-003	1.148826e+000
6.817457223640477e-003	1.251602e+000
6.826965975136387e-003	1.467755e+000
6.836731600136387e-003	1.701138e+000
6.846497225136387e-003	1.945637e+000
6.856262850136387e-003	2.199847e+000
6.866028475136387e-003	2.462642e+000
6.875794100136386e-003	2.732952e+000
6.885559725136386e-003	3.009743e+000
6.895325350136386e-003	3.291992e+000
6.905090975136386e-003	3.578681e+000
6.914856600136386e-003	3.868794e+000
6.924622225136385e-003	4.161264e+000
6.934387850136385e-003	4.454914e+000
6.944153475136385e-003	4.748522e+000
6.953919100136385e-003	5.040926e+000
6.963684725136385e-003	5.331023e+000
6.973450350136384e-003	5.617630e+000
6.983215975136384e-003	5.899543e+000
6.992005823666031e-003	6.148537e+000
6.999050419926782e-003	6.344261e+000
7.006841649597775e-003	6.556149e+000
7.016607274597774e-003	6.814981e+000
7.026372899597774e-003	7.065560e+000
7.036138524597774e-003	7.306516e+000
7.045904149597774e-003	7.536908e+000
7.055669774597774e-003	7.755782e+000
7.065435399597773e-003	7.961215e+000
7.075201024597773e-003	8.143544e+000
7.078670833128491e-003	8.187571e+000
7.081943550977627e-003	8.209468e+000
7.083837467389414e-003	8.217367e+000
7.085628769685628e-003	8.222979e+000
7.087685795747783e-003	8.228878e+000
7.089856866467648e-003	8.234529e+000
7.092136105802935e-003	8.239873e+000
7.094643523101966e-003	8.245171e+000
7.097482452668305e-003	8.250589e+000
7.100291881020860e-003	8.255404e+000
7.103889368905582e-003	8.260901e+000
7.107420003650867e-003	8.265642e+000
7.112282006368171e-003	8.271269e+000
7.117375485527989e-003	8.276208e+000
7.125216396251281e-003	8.282339e+000
7.133612716249087e-003	8.287477e+000
7.143378341249087e-003	8.292008e+000
7.153143966249087e-003	8.295418e+000
7.172675216249086e-003	8.299674e+000
7.192206466249086e-003	8.301232e+000
7.211737716249085e-003	8.300299e+000
7.231268966249085e-003	8.296532e+000
7.241034591249085e-003	8.293252e+000
7.250800216249085e-003	8.288644e+000
7.260565841249084e-003	8.282135e+000
7.270331466249084e-003	8.272781e+000
7.280097091249084e-003	8.259168e+000
7.289862716249084e-003	8.238896e+000
7.298164497269177e-003	8.212490e+000
7.306218473388988e-003	8.173939e+000
7.310462743113193e-003	8.140551e+000
7.313309148025515e-003	8.104997e+000
7.316008967306721e-003	8.060011e+000
7.320861761556757e-003	7.965466e+000
7.325510433170496e-003	7.864017e+000
7.333494533884445e-003	7.673609e+000
7.343260158884445e-003	7.426372e+000
7.353025783884444e-003	7.167411e+000
7.362791408884444e-003	6.899034e+000
7.372557033884444e-003	6.622823e+000
7.382322658884444e-003	6.339977e+000
7.392088283884444e-003	6.051590e+000
7.401853908884443e-003	5.758710e+000
7.411619533884443e-003	5.462364e+000
7.421385158884443e-003	5.163571e+000
7.431150783884443e-003	4.863392e+000
7.440916408884443e-003	4.562991e+000
7.450682033884442e-003	4.263590e+000
7.460447658884442e-003	3.966350e+000
7.470213283884442e-003	3.672360e+000
7.479978908884442e-003	3.382783e+000
7.489744533884441e-003	3.098797e+000
7.498642689266821e-003	2.845599e+000
7.505685207549258e-003	2.649585e+000
7.513441670525178e-003	2.438852e+000
7.523207295525178e-003	2.181010e+000
7.532972920525178e-003	1.932181e+000
7.542738545525177e-003	1.693755e+000
7.552504170525177e-003	1.466635e+000
7.562269795525177e-003	1.251737e+000
7.572035420525177e-003	1.047914e+000
7.576075427940013e-003	9.670371e-001
7.576238648814762e-003	9.638652e-001
7.576565090564261e-003	9.575900e-001
7.577217974063260e-003	9.450726e-001
7.578523741061255e-003	9.202017e-001
7.579473836525505e-003	9.022701e-001
7.580314246486755e-003	8.865423e-001
7.581409438899546e-003	8.662027e-001
7.582593616662371e-003	8.450980e-001
7.583425462136368e-003	8.329498e-001
7.584534845341637e-003	8.214110e-001
7.585564273752165e-003	8.129559e-001
7.586616580476974e-003	8.053992e-001
7.588721193926592e-003	7.915295e-001
7.591357111421110e-003	7.737904e-001
7.594359825674643e-003	7.496204e-001
7.598730615956642e-003	7.049864e-001
7.603062950881736e-003	6.525214e-001
7.610616586959027e-003	5.541111e-001
7.618762614704141e-003	4.521340e-001
7.628528239704141e-003	3.504565e-001
7.634401138993624e-003	3.133513e-001
7.641284454817245e-003	2.950420e-001
7.645788733694532e-003	2.895887e-001
7.651846346426843e-003	2.855999e-001
7.661441712666120e-003	2.816223e-001
7.671207337666120e-003	2.793154e-001
7.680972962666120e-003	2.782596e-001
7.690738587666120e-003	2.780957e-001
7.700504212666120e-003	2.787932e-001
7.710269837666119e-003	2.806036e-001
7.720035462666119e-003	2.842386e-001
7.729801087666119e-003	2.914394e-001
7.739566712666119e-003	3.072046e-001
7.749332337666118e-003	3.432193e-001
7.758102747688440e-003	4.075027e-001
7.767138707320680e-003	5.103807e-001
7.776904332320680e-003	6.489579e-001
7.783882587015488e-003	7.506956e-001
7.787499477783852e-003	7.914068e-001
7.791479296895200e-003	8.213699e-001
7.791574225685871e-003	8.219317e-001
7.791682715732352e-003	8.225379e-001
7.791899695825316e-003	8.237113e-001
7.792333656011242e-003	8.259896e-001
7.793201576383095e-003	8.308256e-001
7.794036725344922e-003	8.369201e-001
7.795150307866902e-003	8.476362e-001
7.796071420765831e-003	8.580371e-001
7.797186235621424e-003	8.720777e-001
7.798888760853147e-003	8.954229e-001
7.799877339970823e-003	9.100457e-001
7.801072739477847e-003	9.288896e-001
7.802260497934046e-003	9.484811e-001
7.803419076681820e-003	9.684197e-001
7.804833860093717e-003	9.937770e-001
7.806560874787021e-003	1.025907e+000
7.808263887942956e-003	1.058714e+000
7.810289468007580e-003	1.099017e+000
7.812554356320179e-003	1.145687e+000
7.817084132945375e-003	1.243332e+000
7.826143686195768e-003	1.448543e+000
7.835909311195767e-003	1.681056e+000
7.845674936195767e-003	1.924675e+000
7.855440561195767e-003	2.178111e+000
7.865206186195767e-003	2.440224e+000
7.874971811195767e-003	2.709940e+000
7.884737436195766e-003	2.986225e+000
7.894503061195766e-003	3.268054e+000
7.904268686195766e-003	3.554407e+000
7.914034311195766e-003	3.844272e+000
7.923799936195766e-003	4.136586e+000
7.933565561195765e-003	4.430183e+000
7.943331186195765e-003	4.723841e+000
7.953096811195765e-003	5.016388e+000
7.962862436195765e-003	5.306723e+000
7.972628061195764e-003	5.593676e+000
7.982393686195764e-003	5.875976e+000
7.991615018869696e-003	6.137518e+000
7.998853660519752e-003	6.338811e+000
8.006752213407253e-003	6.553726e+000
8.016517838407252e-003	6.812653e+000
8.026283463407252e-003	7.063317e+000
8.036049088407252e-003	7.304364e+000
8.045814713407252e-003	7.534858e+000
8.055580338407252e-003	7.753841e+000
8.065345963407251e-003	7.959524e+000
8.075111588407251e-003	8.143106e+000
8.078412896335062e-003	8.185680e+000
8.081790699148828e-003	8.208827e+000
8.083782090033945e-003	8.217247e+000
8.085402141894753e-003	8.222356e+000
8.087598674095699e-003	8.228734e+000
8.089765561128252e-003	8.234373e+000
8.091821129080567e-003	8.239188e+000
8.094155598943071e-003	8.244184e+000
8.096828835361244e-003	8.249389e+000
8.099603714446957e-003	8.254261e+000
8.103176237747553e-003	8.259856e+000
8.106827339188329e-003	8.264865e+000
8.112068171563918e-003	8.271024e+000
8.117313244208222e-003	8.276114e+000
8.125514935376986e-003	8.282474e+000
8.133804857720181e-003	8.287547e+000
8.143570482720181e-003	8.292082e+000
8.153336107720181e-003	8.295473e+000
8.172867357720180e-003	8.299700e+000
8.192398607720180e-003	8.301233e+000
8.211929857720179e-003	8.300275e+000
8.231461107720179e-003	8.296475e+000
8.241226732720179e-003	8.293173e+000
8.250992357720179e-003	8.288534e+000
8.260757982720178e-003	8.281980e+000
8.270523607720178e-003	8.272557e+000
8.280289232720178e-003	8.259088e+000
8.286987034764071e-003	8.246271e+000
8.293590013741118e-003	8.229717e+000
8.297925947785223e-003	8.215878e+000
8.302500957142585e-003	8.197796e+000
8.305778481208738e-003	8.181046e+000
8.308644926152879e-003	8.161422e+000
8.310610983564146e-003	8.142558e+000
8.312802698184440e-003	8.114108e+000
8.314859456161498e-003	8.081253e+000
8.318422817370946e-003	8.015502e+000
8.322452651652615e-003	7.931749e+000
8.329751426695184e-003	7.764562e+000
8.337621731556217e-003	7.571200e+000
8.347387356556216e-003	7.318100e+000
8.357152981556216e-003	7.054925e+000
8.366918606556216e-003	6.783086e+000
8.376684231556216e-003	6.503935e+000
8.386449856556216e-003	6.218621e+000
8.396215481556215e-003	5.928212e+000
8.405981106556215e-003	5.633744e+000
8.415746731556215e-003	5.336242e+000
8.425512356556215e-003	5.036733e+000
8.435277981556215e-003	4.736314e+000
8.445043606556214e-003	4.436190e+000
8.454809231556214e-003	4.137568e+000
8.464574856556214e-003	3.841572e+000
8.474340481556214e-003	3.549293e+000
8.484106106556213e-003	3.261660e+000
8.492011623659678e-003	3.033351e+000
8.500021059143466e-003	2.806841e+000
8.507367690513518e-003	2.603340e+000
8.515078821788449e-003	2.394870e+000
8.524844446788448e-003	2.138554e+000
8.534610071788448e-003	1.891407e+000
8.544375696788448e-003	1.654815e+000
8.554141321788448e-003	1.429683e+000
8.563906946788448e-003	1.216924e+000
8.573672571788447e-003	1.013920e+000
8.573679724345820e-003	1.013771e+000
8.573708334575313e-003	1.013192e+000
8.573975363383907e-003	1.007928e+000
8.574280539165157e-003	1.001938e+000
8.574890890727657e-003	9.900181e-001
8.576111593852657e-003	9.663458e-001
8.577306075983617e-003	9.433839e-001
8.578858018528358e-003	9.138448e-001
8.579716995217954e-003	8.976707e-001
8.580689424384821e-003	8.795189e-001
8.581401929509647e-003	8.662907e-001
8.582072808195505e-003	8.542639e-001
8.583414565567219e-003	8.333403e-001
8.584387671358726e-003	8.223826e-001
8.585391101187598e-003	8.142578e-001
8.586599956972788e-003	8.055282e-001
8.588224528761922e-003	7.945363e-001
8.590841685086321e-003	7.769496e-001
8.593561316586821e-003	7.563128e-001
8.597185997370622e-003	7.220886e-001
8.601001042612988e-003	6.780295e-001
8.608631133097722e-003	5.799407e-001
8.615503244031432e-003	4.914874e-001
8.625268869031432e-003	3.782914e-001
8.631397272032311e-003	3.294423e-001
8.639236287776761e-003	2.992655e-001
8.644244688877666e-003	2.910579e-001
8.650257797460466e-003	2.864230e-001
8.657111361346108e-003	2.830591e-001
8.666876986346108e-003	2.801800e-001
8.676642611346108e-003	2.786159e-001
8.686408236346107e-003	2.780651e-001
8.696173861346107e-003	2.783657e-001
8.705939486346107e-003	2.796319e-001
8.715705111346107e-003	2.823089e-001
8.725470736346106e-003	2.875703e-001
8.735236361346106e-003	2.985120e-001
8.745001986346106e-003	3.241921e-001
8.754767611346106e-003	3.796537e-001
8.763569246533338e-003	4.661237e-001
8.773334871533338e-003	5.969062e-001
8.782112294891124e-003	7.270787e-001
8.786183594134784e-003	7.784724e-001
8.789930732959783e-003	8.108908e-001
8.792339707077712e-003	8.261724e-001
8.793896241179034e-003	8.363187e-001
8.794974979108123e-003	8.459692e-001
8.796249541386237e-003	8.603848e-001
8.797537258080034e-003	8.767351e-001
8.799035613393205e-003	8.975251e-001
8.799963209439052e-003	9.113641e-001
8.801126566416791e-003	9.297490e-001
8.802248237358068e-003	9.482713e-001
8.803459159819043e-003	9.691199e-001
8.804858515237365e-003	9.942065e-001
8.806595909869335e-003	1.026542e+000
8.808274124531362e-003	1.058876e+000
8.810289442946928e-003	1.098981e+000
8.812589092611551e-003	1.146382e+000
8.817188391940798e-003	1.245597e+000
8.826386990599292e-003	1.454168e+000
8.836152615599292e-003	1.686937e+000
8.845918240599292e-003	1.930819e+000
8.855683865599292e-003	2.184485e+000
8.865449490599291e-003	2.446802e+000
8.875215115599291e-003	2.716697e+000
8.884980740599291e-003	2.993134e+000
8.894746365599291e-003	3.275088e+000
8.904511990599291e-003	3.561543e+000
8.914277615599290e-003	3.851484e+000
8.924043240599290e-003	4.143846e+000
8.933808865599290e-003	4.437461e+000
8.943574490599290e-003	4.731106e+000
8.953340115599289e-003	5.023612e+000
8.963105740599289e-003	5.313879e+000
8.972871365599289e-003	5.600731e+000
8.982636990599289e-003	5.882920e+000
8.991719520746653e-003	6.140436e+000
8.998891165895549e-003	6.339823e+000
9.006748054423506e-003	6.553587e+000
9.016513679423506e-003	6.812510e+000
9.026279304423505e-003	7.063179e+000
9.036044929423505e-003	7.304231e+000
9.045810554423505e-003	7.534730e+000
9.055576179423505e-003	7.753720e+000
9.065341804423505e-003	7.959417e+000
9.075107429423504e-003	8.142846e+000
9.078461137081806e-003	8.186011e+000
9.081811101321122e-003	8.208903e+000
9.083777820383268e-003	8.217207e+000
9.085421533711753e-003	8.222396e+000
9.087637811694591e-003	8.228830e+000
9.089788644472742e-003	8.234423e+000
9.091866515660706e-003	8.239284e+000
9.094190323899855e-003	8.244249e+000
9.096868748128414e-003	8.249457e+000
9.099642899102582e-003	8.254322e+000
9.103206894499812e-003	8.259897e+000
9.106854745159054e-003	8.264897e+000
9.112058735294672e-003	8.271012e+000
9.117265479358302e-003	8.276063e+000
9.126507329321930e-003	8.283179e+000
9.134909044022971e-003	8.288173e+000
9.144674669022971e-003	8.292515e+000
9.154440294022971e-003	8.295792e+000
9.173971544022970e-003	8.299850e+000
9.193502794022970e-003	8.301244e+000
9.213034044022970e-003	8.300138e+000
9.232565294022969e-003	8.296153e+000
9.242330919022969e-003	8.292721e+000
9.252096544022969e-003	8.287900e+000
9.261862169022968e-003	8.281076e+000
9.271627794022968e-003	8.271250e+000
9.281393419022968e-003	8.257142e+000
9.288253000923095e-003	8.243360e+000
9.294884473732891e-003	8.225846e+000
9.299178705126820e-003	8.211308e+000
9.303710859664610e-003	8.192522e+000
9.306558789926908e-003	8.177317e+000
9.308573403757859e-003	8.162582e+000
9.310576180261845e-003	8.142844e+000
9.312727422968840e-003	8.115110e+000
9.314848448297917e-003	8.081256e+000
9.318626866496378e-003	8.011474e+000
9.322452647609428e-003	7.931784e+000
9.330104209835530e-003	7.756080e+000
9.337775760831776e-003	7.567381e+000
9.347541385831775e-003	7.313991e+000
9.357307010831775e-003	7.050667e+000
9.367072635831775e-003	6.778704e+000
9.376838260831775e-003	6.499448e+000
9.386603885831775e-003	6.214047e+000
9.396369510831774e-003	5.923566e+000
9.406135135831774e-003	5.629044e+000
9.415900760831774e-003	5.331502e+000
9.425666385831774e-003	5.031971e+000
9.435432010831774e-003	4.731549e+000
9.445197635831773e-003	4.431440e+000
9.454963260831773e-003	4.132852e+000
9.464728885831773e-003	3.836907e+000
9.474494510831773e-003	3.544696e+000
9.484260135831773e-003	3.257152e+000
9.492169160145045e-003	3.028827e+000
9.500158777512140e-003	2.802974e+000
9.507565512027437e-003	2.597915e+000
9.515327320488320e-003	2.388214e+000
9.525092945488320e-003	2.132122e+000
9.534858570488320e-003	1.885232e+000
9.544624195488320e-003	1.648921e+000
9.554389820488320e-003	1.424093e+000
9.564155445488319e-003	1.211661e+000
9.573921070488319e-003	1.009010e+000
9.573928223045692e-003	1.008862e+000
9.573956833275185e-003	1.008283e+000
9.574223862083779e-003	1.003027e+000
9.574529037865029e-003	9.970491e-001
9.575139389427528e-003	9.851561e-001
9.576360092552529e-003	9.615253e-001
9.577413735916130e-003	9.412911e-001
9.578799678297818e-003	9.149236e-001
9.579673223040049e-003	8.984731e-001
9.580621990492711e-003	8.807549e-001
9.581955433018530e-003	8.560608e-001
9.583236433629237e-003	8.347570e-001
9.584037012683719e-003	8.253248e-001
9.584767902424954e-003	8.191448e-001
9.585662734154225e-003	8.122319e-001
9.587452397612769e-003	7.998001e-001
9.589188920479268e-003	7.882807e-001
9.591408391584825e-003	7.729598e-001
9.595030825259440e-003	7.434001e-001
9.599096753315408e-003	7.011171e-001
9.604095474705504e-003	6.394050e-001
9.611356775904379e-003	5.443264e-001
9.618853937747307e-003	4.498326e-001
9.627632903219179e-003	3.564623e-001
9.633458381434770e-003	3.174021e-001
9.640470548681534e-003	2.963096e-001
9.644813030122832e-003	2.904259e-001
9.650789221819439e-003	2.861827e-001
9.659809358212802e-003	2.821366e-001
9.669574983212801e-003	2.795961e-001
9.679340608212801e-003	2.783650e-001
9.689106233212801e-003	2.780605e-001
9.698871858212801e-003	2.786041e-001
9.708637483212801e-003	2.801965e-001
9.718403108212800e-003	2.834565e-001
9.728168733212800e-003	2.898507e-001
9.737934358212800e-003	3.035341e-001
9.747699983212800e-003	3.359933e-001
9.757465608212800e-003	4.026242e-001
9.766272716219739e-003	4.992079e-001
9.776038341219739e-003	6.350240e-001
9.784939324560685e-003	7.622854e-001
9.788082535594897e-003	7.960051e-001
9.792465556074046e-003	8.274954e-001
9.794667296143565e-003	8.446881e-001
9.796250301453353e-003	8.611686e-001
9.797875905443152e-003	8.818700e-001
