time	V(p001)	V(vi_op)	V(vin)	V(vo_op)	V(n005)	V(n006)
4.792914725241686e-003	-3.665004e+000	4.403159e+000	-9.638666e-002	8.289391e-001	-5.360256e-001	-4.795951e-001
4.793482975117754e-003	-3.661720e+000	4.403258e+000	-9.629093e-002	8.322011e-001	-5.359702e-001	-4.795185e-001
4.794136113364666e-003	-3.656662e+000	4.403373e+000	-9.617939e-002	8.372331e-001	-5.358880e-001	-4.794319e-001
4.794857060433682e-003	-3.649610e+000	4.403502e+000	-9.605439e-002	8.442569e-001	-5.357752e-001	-4.793366e-001
4.795675782532850e-003	-3.640574e+000	4.403652e+000	-9.591004e-002	8.532608e-001	-5.356312e-001	-4.792268e-001
4.796627053883781e-003	-3.628958e+000	4.403830e+000	-9.573914e-002	8.648405e-001	-5.354462e-001	-4.790947e-001
4.798529596585640e-003	-3.603477e+000	4.404193e+000	-9.538709e-002	8.902484e-001	-5.350394e-001	-4.788176e-001
4.799650175114491e-003	-3.587230e+000	4.404412e+000	-9.517334e-002	9.064524e-001	-5.347791e-001	-4.786451e-001
4.800611529977866e-003	-3.572320e+000	4.404605e+000	-9.498622e-002	9.213257e-001	-5.345389e-001	-4.784880e-001
4.801597303772498e-003	-3.556325e+000	4.404806e+000	-9.479073e-002	9.372832e-001	-5.342797e-001	-4.783182e-001
4.804752881868555e-003	-3.501154e+000	4.405477e+000	-9.414056e-002	9.923362e-001	-5.333726e-001	-4.777129e-001
4.806526598228888e-003	-3.468245e+000	4.405868e+000	-9.375884e-002	1.025180e+000	-5.328229e-001	-4.773375e-001
4.808372281139641e-003	-3.432595e+000	4.406289e+000	-9.334927e-002	1.060762e+000	-5.322188e-001	-4.769154e-001
4.810460779360378e-003	-3.390883e+000	4.406780e+000	-9.287068e-002	1.102399e+000	-5.315004e-001	-4.764017e-001
4.812830287680584e-003	-3.341820e+000	4.407362e+000	-9.230834e-002	1.151379e+000	-5.306355e-001	-4.757664e-001
4.817569304320996e-003	-3.239090e+000	4.408604e+000	-9.112240e-002	1.253947e+000	-5.287461e-001	-4.743324e-001
4.827047337601821e-003	-3.023161e+000	4.411309e+000	-8.850929e-002	1.469571e+000	-5.245131e-001	-4.710287e-001
4.836812962601821e-003	-2.789370e+000	4.414381e+000	-8.548877e-002	1.703072e+000	-5.195009e-001	-4.670525e-001
4.846578587601820e-003	-2.544520e+000	4.417769e+000	-8.214650e-002	1.947658e+000	-5.136199e-001	-4.623674e-001
4.856344212601820e-003	-2.290000e+000	4.421465e+000	-7.849503e-002	2.201946e+000	-5.066383e-001	-4.568340e-001
4.866109837601820e-003	-2.026934e+000	4.425454e+000	-7.454813e-002	2.464810e+000	-4.981974e-001	-4.502158e-001
4.875875462601820e-003	-1.756394e+000	4.429720e+000	-7.032065e-002	2.735179e+000	-4.877157e-001	-4.421295e-001
4.885641087601820e-003	-1.479412e+000	4.434248e+000	-6.582850e-002	3.012022e+000	-4.741896e-001	-4.319313e-001
4.895406712601819e-003	-1.197014e+000	4.439021e+000	-6.108858e-002	3.294314e+000	-4.557534e-001	-4.184663e-001
4.905172337601819e-003	-9.102166e-001	4.444021e+000	-5.611875e-002	3.581037e+000	-4.285313e-001	-3.994492e-001
4.914937962601819e-003	-6.200336e-001	4.449229e+000	-5.093769e-002	3.871176e+000	-3.859030e-001	-3.706684e-001
4.924703587601819e-003	-3.275332e-001	4.454625e+000	-4.556491e-002	4.163661e+000	-3.210080e-001	-3.264624e-001
4.934469212601818e-003	-3.388864e-002	4.460189e+000	-4.002064e-002	4.457318e+000	-2.315516e-001	-2.624332e-001
4.944234837601818e-003	2.596806e-001	4.465900e+000	-3.432574e-002	4.750922e+000	-1.209804e-001	-1.781250e-001
4.954000462601818e-003	5.520139e-001	4.471737e+000	-2.850165e-002	5.043312e+000	5.239671e-003	-7.664086e-002
4.963766087601818e-003	8.420132e-001	4.477678e+000	-2.257028e-002	5.333388e+000	1.420593e-001	3.763907e-002
4.973531712601818e-003	1.128635e+000	4.483699e+000	-1.655396e-002	5.620104e+000	2.799723e-001	1.586776e-001
4.982287266206903e-003	1.381477e+000	4.489148e+000	-1.110628e-002	5.873046e+000	3.831012e-001	2.616722e-001
4.991373302990208e-003	1.639034e+000	4.494837e+000	-5.417660e-003	6.130726e+000	4.508220e-001	3.477519e-001
4.998507029506346e-003	1.837436e+000	4.499314e+000	-9.380472e-004	6.329241e+000	4.777719e-001	3.924758e-001
5.006293137824193e-003	2.049369e+000	4.504200e+000	3.953065e-003	6.541318e+000	4.924865e-001	4.200883e-001
5.016058762824193e-003	2.308449e+000	4.510310e+000	1.007291e-002	6.800605e+000	5.039764e-001	4.394515e-001
5.025824387824193e-003	2.559307e+000	4.516378e+000	1.615484e-002	7.051698e+000	5.121989e-001	4.508460e-001
5.035590012824193e-003	2.800565e+000	4.522382e+000	2.217596e-002	7.293220e+000	5.185480e-001	4.583167e-001
5.045355637824192e-003	3.031285e+000	4.528299e+000	2.811362e-002	7.524232e+000	5.237764e-001	4.639398e-001
5.055121262824192e-003	3.250513e+000	4.534107e+000	3.394547e-002	7.743779e+000	5.282298e-001	4.685189e-001
5.064886887824192e-003	3.457347e+000	4.539783e+000	3.964955e-002	7.950958e+000	5.320655e-001	4.723929e-001
5.074652512824192e-003	3.644538e+000	4.545338e+000	4.520440e-002	8.138515e+000	5.353287e-001	4.757737e-001
5.077852284294963e-003	3.687822e+000	4.547122e+000	4.698848e-002	8.181922e+000	5.360746e-001	4.767243e-001
5.080463685312927e-003	3.707421e+000	4.548559e+000	4.843047e-002	8.201625e+000	5.364251e-001	4.773689e-001
5.082089961192363e-003	3.715571e+000	4.549446e+000	4.932191e-002	8.209839e+000	5.365765e-001	4.777044e-001
5.084088654116335e-003	3.723325e+000	4.550528e+000	5.041043e-002	8.217672e+000	5.367225e-001	4.780507e-001
5.086122065766687e-003	3.729893e+000	4.551620e+000	5.150971e-002	8.224321e+000	5.368462e-001	4.783471e-001
5.088640772578763e-003	3.736845e+000	4.552961e+000	5.285966e-002	8.231375e+000	5.369756e-001	4.786481e-001
5.091549214985482e-003	3.743814e+000	4.554492e+000	5.440200e-002	8.238460e+000	5.371026e-001	4.789262e-001
5.095213132559544e-003	3.751405e+000	4.556393e+000	5.631905e-002	8.246198e+000	5.372376e-001	4.791976e-001
5.099535720498758e-003	3.759033e+000	4.558596e+000	5.854227e-002	8.254000e+000	5.373698e-001	4.794376e-001
5.105239240172334e-003	3.767304e+000	4.561430e+000	6.140941e-002	8.262501e+000	5.375097e-001	4.796652e-001
5.113021670983650e-003	3.776140e+000	4.565162e+000	6.519370e-002	8.271652e+000	5.376559e-001	4.798799e-001
5.122787295983650e-003	3.784508e+000	4.569632e+000	6.972080e-002	8.280415e+000	5.377920e-001	4.800620e-001
5.132552920983650e-003	3.790575e+000	4.573851e+000	7.398549e-002	8.286879e+000	5.378897e-001	4.801848e-001
5.142318545983650e-003	3.794885e+000	4.577788e+000	7.797170e-002	8.291586e+000	5.379586e-001	4.802687e-001
5.152084170983650e-003	3.797997e+000	4.581430e+000	8.166446e-002	8.295095e+000	5.380082e-001	4.803278e-001
5.171615420983649e-003	3.801622e+000	4.587774e+000	8.811513e-002	8.299518e+000	5.380660e-001	4.803987e-001
5.191146670983649e-003	3.802521e+000	4.592788e+000	9.324045e-002	8.301213e+000	5.380813e-001	4.804262e-001
5.210677920983648e-003	3.800929e+000	4.596395e+000	9.696337e-002	8.300418e+000	5.380582e-001	4.804184e-001
5.230209170983648e-003	3.796539e+000	4.598542e+000	9.922785e-002	8.296824e+000	5.379921e-001	4.803742e-001
5.239974795983648e-003	3.792982e+000	4.599057e+000	9.980167e-002	8.293665e+000	5.379382e-001	4.803355e-001
5.249740420983647e-003	3.788144e+000	4.599196e+000	9.999987e-002	8.289224e+000	5.378647e-001	4.802823e-001
5.259506045983647e-003	3.781481e+000	4.598959e+000	9.982168e-002	8.282957e+000	5.377635e-001	4.802092e-001
5.269271670983647e-003	3.772099e+000	4.598348e+000	9.926779e-002	8.273971e+000	5.376206e-001	4.801072e-001
5.279037295983647e-003	3.758678e+000	4.597367e+000	9.834027e-002	8.260943e+000	5.374156e-001	4.799628e-001
5.288474994898429e-003	3.740525e+000	4.596103e+000	9.709216e-002	8.243171e+000	5.371376e-001	4.797710e-001
5.293892993246068e-003	3.726270e+000	4.595218e+000	9.622110e-002	8.229132e+000	5.369182e-001	4.796211e-001
5.300091506117845e-003	3.704896e+000	4.594058e+000	9.508787e-002	8.208003e+000	5.365879e-001	4.793995e-001
5.304018408042591e-003	3.686498e+000	4.593251e+000	9.429520e-002	8.189761e+000	5.363029e-001	4.792195e-001
5.308157161249642e-003	3.659843e+000	4.592335e+000	9.339765e-002	8.163268e+000	5.358891e-001	4.789762e-001
5.310814755859550e-003	3.635287e+000	4.591714e+000	9.278798e-002	8.138816e+000	5.355073e-001	4.787731e-001
5.313334099789041e-003	3.602300e+000	4.591099e+000	9.218613e-002	8.105927e+000	5.349906e-001	4.785151e-001
5.316079182488357e-003	3.556495e+000	4.590399e+000	9.150406e-002	8.060225e+000	5.342603e-001	4.781338e-001
5.319845239917338e-003	3.483681e+000	4.589394e+000	9.052406e-002	7.987552e+000	5.330683e-001	4.774439e-001
5.323841122390365e-003	3.397807e+000	4.588265e+000	8.942886e-002	7.901822e+000	5.316030e-001	4.764901e-001
5.331095577094852e-003	3.227803e+000	4.586062e+000	8.729697e-002	7.732068e+000	5.285227e-001	4.742820e-001
5.340442175590931e-003	2.994404e+000	4.582983e+000	8.428360e-002	7.498968e+000	5.239364e-001	4.707838e-001
5.350207800590930e-003	2.738164e+000	4.579476e+000	8.082489e-002	7.243014e+000	5.183430e-001	4.663805e-001
5.359973425590930e-003	2.472053e+000	4.575671e+000	7.706197e-002	6.977159e+000	5.117487e-001	4.611495e-001
5.369739050590930e-003	2.197755e+000	4.571579e+000	7.300900e-002	6.703083e+000	5.038594e-001	4.549274e-001
5.379504675590930e-003	1.916521e+000	4.567214e+000	6.868125e-002	6.422040e+000	4.942022e-001	4.474124e-001
5.389270300590930e-003	1.629473e+000	4.562593e+000	6.409500e-002	6.135149e+000	4.819773e-001	4.380886e-001
5.399035925590929e-003	1.337665e+000	4.557735e+000	5.926750e-002	5.843464e+000	4.657322e-001	4.260474e-001
5.408801550590929e-003	1.042129e+000	4.552657e+000	5.421694e-002	5.548018e+000	4.424615e-001	4.095122e-001
5.418567175590929e-003	7.438841e-001	4.547378e+000	4.896232e-002	5.249830e+000	4.065047e-001	3.850274e-001
5.428332800590929e-003	4.439699e-001	4.541917e+000	4.352341e-002	4.949942e+000	3.503240e-001	3.471821e-001
5.438098425590929e-003	1.435141e-001	4.536297e+000	3.792069e-002	4.649485e+000	2.690414e-001	2.904594e-001
5.447864050590928e-003	-1.562678e-001	4.530537e+000	3.217525e-002	4.349675e+000	1.642368e-001	2.125885e-001
5.457629675590928e-003	-4.541911e-001	4.524660e+000	2.630871e-002	4.051702e+000	4.141854e-002	1.156603e-001
5.467395300590928e-003	-7.491552e-001	4.518687e+000	2.034314e-002	3.756668e+000	-9.398269e-002	4.006964e-003
5.477160925590928e-003	-1.040048e+000	4.512641e+000	1.430101e-002	3.465686e+000	-2.344479e-001	-1.168766e-001
5.486926550590928e-003	-1.325807e+000	4.506546e+000	8.205056e-003	3.179819e+000	-3.607374e-001	-2.367728e-001
5.495288711459861e-003	-1.565287e+000	4.501303e+000	2.959758e-003	2.940230e+000	-4.345011e-001	-3.233140e-001
5.503818074719958e-003	-1.804098e+000	4.495949e+000	-2.398737e-003	2.701288e+000	-4.731304e-001	-3.839753e-001
5.511766065307184e-003	-2.021264e+000	4.490970e+000	-7.386105e-003	2.483980e+000	-4.906341e-001	-4.164673e-001
5.521531690307184e-003	-2.280463e+000	4.484882e+000	-1.348753e-002	2.224577e+000	-5.028657e-001	-4.376587e-001
5.531297315307183e-003	-2.530751e+000	4.478848e+000	-1.953819e-002	1.974057e+000	-5.113240e-001	-4.497806e-001
5.541062940307183e-003	-2.770765e+000	4.472891e+000	-2.551531e-002	1.733783e+000	-5.178022e-001	-4.575256e-001
5.550828565307183e-003	-2.999600e+000	4.467033e+000	-3.139640e-002	1.504659e+000	-5.231034e-001	-4.632753e-001
5.560594190307183e-003	-3.216341e+000	4.461297e+000	-3.715932e-002	1.287603e+000	-5.275761e-001	-4.679123e-001
5.570359815307182e-003	-3.422003e+000	4.455680e+000	-4.278238e-002	1.081604e+000	-5.314791e-001	-4.718763e-001
5.574778034463276e-003	-3.511324e+000	4.453182e+000	-4.527474e-002	9.921231e-001	-5.330863e-001	-4.734947e-001
5.574778771972470e-003	-3.511340e+000	4.453182e+000	-4.527516e-002	9.921076e-001	-5.330864e-001	-4.734950e-001
5.574922480906972e-003	-3.514137e+000	4.453102e+000	-4.535565e-002	9.893047e-001	-5.331337e-001	-4.735437e-001
5.575066189841474e-003	-3.516931e+000	4.453022e+000	-4.543610e-002	9.865060e-001	-5.331811e-001	-4.735923e-001
5.575209898775976e-003	-3.519720e+000	4.452942e+000	-4.551652e-002	9.837116e-001	-5.332287e-001	-4.736407e-001
5.575353607710478e-003	-3.522505e+000	4.452862e+000	-4.559690e-002	9.809214e-001	-5.332765e-001	-4.736891e-001
5.575497316644980e-003	-3.525285e+000	4.452782e+000	-4.567724e-002	9.781355e-001	-5.333245e-001	-4.737372e-001
5.575641025579482e-003	-3.528061e+000	4.452702e+000	-4.575755e-002	9.753538e-001	-5.333726e-001	-4.737853e-001
5.575784734513984e-003	-3.530833e+000	4.452622e+000	-4.583782e-002	9.725764e-001	-5.334209e-001	-4.738332e-001
5.576791680401091e-003	-3.550196e+000	4.452064e+000	-4.639920e-002	9.531754e-001	-5.337527e-001	-4.741664e-001
5.577953243769123e-003	-3.572369e+000	4.451422e+000	-4.704447e-002	9.309592e-001	-5.341299e-001	-4.745451e-001
5.579221931922482e-003	-3.596359e+000	4.450724e+000	-4.774639e-002	9.069211e-001	-5.345351e-001	-4.749522e-001
5.579961413985070e-003	-3.610212e+000	4.450318e+000	-4.815412e-002	8.930390e-001	-5.347676e-001	-4.751860e-001
5.580555402516612e-003	-3.621270e+000	4.449993e+000	-4.848088e-002	8.819581e-001	-5.349522e-001	-4.753715e-001
5.582103293531076e-003	-3.649859e+000	4.449150e+000	-4.932920e-002	8.533093e-001	-5.354256e-001	-4.758465e-001
5.583041350546074e-003	-3.665717e+000	4.448641e+000	-4.984104e-002	8.374144e-001	-5.356894e-001	-4.761287e-001
5.583761919080606e-003	-3.674906e+000	4.448251e+000	-5.023303e-002	8.281977e-001	-5.358471e-001	-4.763397e-001
5.584524672785382e-003	-3.681879e+000	4.447840e+000	-5.064685e-002	8.211945e-001	-5.359710e-001	-4.765523e-001
5.585634595864673e-003	-3.690614e+000	4.447243e+000	-5.124694e-002	8.124161e-001	-5.361277e-001	-4.768427e-001
5.586727613125516e-003	-3.698472e+000	4.446659e+000	-5.183545e-002	8.045148e-001	-5.362683e-001	-4.771042e-001
5.588913647647202e-003	-3.713188e+000	4.445498e+000	-5.300512e-002	7.897120e-001	-5.365278e-001	-4.775701e-001
5.591320092732396e-003	-3.729574e+000	4.444232e+000	-5.428115e-002	7.732304e-001	-5.368082e-001	-4.780169e-001
5.594702947623867e-003	-3.756489e+000	4.442473e+000	-5.605387e-002	7.461794e-001	-5.372468e-001	-4.785644e-001
5.598573509814825e-003	-3.795761e+000	4.440494e+000	-5.805106e-002	7.067502e-001	-5.378595e-001	-4.791488e-001
5.603442368340401e-003	-3.854808e+000	4.438059e+000	-6.051446e-002	6.475025e-001	-5.387540e-001	-4.798965e-001
5.610793132600453e-003	-3.950342e+000	4.434491e+000	-6.412558e-002	5.516594e-001	-5.401697e-001	-4.810868e-001
5.618375801687814e-003	-4.045297e+000	4.430954e+000	-6.770723e-002	4.563755e-001	-5.415476e-001	-4.823311e-001
5.628141426687814e-003	-4.147841e+000	4.426602e+000	-7.209251e-002	3.533975e-001	-5.430155e-001	-4.838333e-001
5.634061565669796e-003	-4.186100e+000	4.424091e+000	-7.461987e-002	3.148713e-001	-5.435696e-001	-4.845638e-001
5.641043737567194e-003	-4.205238e+000	4.421269e+000	-7.746769e-002	2.954143e-001	-5.438622e-001	-4.851542e-001
5.645489995979444e-003	-4.210618e+000	4.419552e+000	-7.920382e-002	2.898316e-001	-5.439494e-001	-4.853852e-001
5.651522653043382e-003	-4.214396e+000	4.417351e+000	-8.146033e-002	2.857768e-001	-5.440112e-001	-4.855551e-001
5.661040830307491e-003	-4.217986e+000	4.414110e+000	-8.478140e-002	2.817493e-001	-5.440684e-001	-4.856996e-001
5.670806455307491e-003	-4.219904e+000	4.411074e+000	-8.787365e-002	2.793827e-001	-5.440984e-001	-4.857708e-001
5.680572080307491e-003	-4.220553e+000	4.408369e+000	-9.063517e-002	2.782854e-001	-5.441090e-001	-4.857997e-001
5.690337705307491e-003	-4.220302e+000	4.406006e+000	-9.305555e-002	2.780875e-001	-5.441065e-001	-4.858084e-001
5.700103330307490e-003	-4.219194e+000	4.403994e+000	-9.512570e-002	2.787465e-001	-5.440924e-001	-4.858041e-001
5.709868955307490e-003	-4.216991e+000	4.402340e+000	-9.683780e-002	2.805012e-001	-5.440634e-001	-4.857878e-001
5.719634580307490e-003	-4.213002e+000	4.401052e+000	-9.818544e-002	2.840417e-001	-5.440107e-001	-4.857554e-001
5.729400205307490e-003	-4.205567e+000	4.400134e+000	-9.916353e-002	2.910295e-001	-5.439123e-001	-4.856948e-001
5.739165830307490e-003	-4.189902e+000	4.399589e+000	-9.976839e-002	3.062486e-001	-5.437047e-001	-4.855732e-001
5.748931455307489e-003	-4.153450e+000	4.399419e+000	-9.999774e-002	3.422574e-001	-5.432180e-001	-4.853004e-001
5.758697080307489e-003	-4.081142e+000	4.399617e+000	-9.985073e-002	4.141289e-001	-5.422354e-001	-4.847275e-001
5.767514701796237e-003	-3.979770e+000	4.400126e+000	-9.939508e-002	5.151164e-001	-5.408128e-001	-4.838044e-001
5.777280326796237e-003	-3.840078e+000	4.401025e+000	-9.853457e-002	6.543966e-001	-5.387747e-001	-4.823341e-001
5.784105116238879e-003	-3.739606e+000	4.401842e+000	-9.771279e-002	7.545884e-001	-5.372501e-001	-4.810980e-001
5.787000728784913e-003	-3.706618e+000	4.402255e+000	-9.730975e-002	7.874613e-001	-5.367259e-001	-4.805606e-001
5.791273266261891e-003	-3.673626e+000	4.402922e+000	-9.665626e-002	8.202847e-001	-5.361741e-001	-4.798183e-001
5.791288435431167e-003	-3.673558e+000	4.402924e+000	-9.665382e-002	8.203513e-001	-5.361726e-001	-4.798160e-001
5.791340444011540e-003	-3.673261e+000	4.402933e+000	-9.664543e-002	8.206464e-001	-5.361676e-001	-4.798082e-001
5.791409788785371e-003	-3.672864e+000	4.402945e+000	-9.663423e-002	8.210409e-001	-5.361608e-001	-4.797979e-001
5.791548478333033e-003	-3.672090e+000	4.402968e+000	-9.661178e-002	8.218099e-001	-5.361474e-001	-4.797774e-001
5.791825857428357e-003	-3.670580e+000	4.403015e+000	-9.656665e-002	8.233085e-001	-5.361213e-001	-4.797371e-001
5.792380615619004e-003	-3.667649e+000	4.403110e+000	-9.647551e-002	8.262184e-001	-5.360706e-001	-4.796588e-001
5.793490132000299e-003	-3.661235e+000	4.403302e+000	-9.628972e-002	8.325883e-001	-5.359621e-001	-4.795077e-001
5.794294407047050e-003	-3.654880e+000	4.403444e+000	-9.615211e-002	8.389127e-001	-5.358588e-001	-4.794011e-001
5.795289997166860e-003	-3.644698e+000	4.403624e+000	-9.597837e-002	8.490554e-001	-5.356962e-001	-4.792695e-001
5.796275195673095e-003	-3.633311e+000	4.403806e+000	-9.580275e-002	8.604044e-001	-5.355149e-001	-4.791364e-001
5.797311627631351e-003	-3.619996e+000	4.404001e+000	-9.561404e-002	8.736797e-001	-5.353026e-001	-4.789896e-001
5.799384491547864e-003	-3.590892e+000	4.404403e+000	-9.522445e-002	9.027041e-001	-5.348372e-001	-4.786792e-001
5.800378817123490e-003	-3.575847e+000	4.404600e+000	-9.503183e-002	9.177110e-001	-5.345953e-001	-4.785206e-001
5.801497734827620e-003	-3.557770e+000	4.404829e+000	-9.481064e-002	9.357460e-001	-5.343025e-001	-4.783293e-001
5.802944522451965e-003	-3.533285e+000	4.405130e+000	-9.451769e-002	9.601756e-001	-5.339029e-001	-4.780658e-001
5.804489880020432e-003	-3.505935e+000	4.405461e+000	-9.419616e-002	9.874681e-001	-5.334522e-001	-4.777646e-001
5.806086485587568e-003	-3.476472e+000	4.405812e+000	-9.385464e-002	1.016872e+000	-5.329611e-001	-4.774308e-001
5.807806908606780e-003	-3.443517e+000	4.406201e+000	-9.347606e-002	1.049765e+000	-5.324045e-001	-4.770443e-001
5.809948424658724e-003	-3.401132e+000	4.406700e+000	-9.298957e-002	1.092072e+000	-5.316781e-001	-4.765286e-001
5.816065824382711e-003	-3.272046e+000	4.408242e+000	-9.150744e-002	1.220945e+000	-5.293624e-001	-4.748037e-001
5.824222357348027e-003	-3.088752e+000	4.410513e+000	-8.932141e-002	1.403972e+000	-5.258399e-001	-4.720731e-001
5.833987982348026e-003	-2.858077e+000	4.413502e+000	-8.639614e-002	1.634349e+000	-5.210286e-001	-4.682683e-001
5.843753607348026e-003	-2.616277e+000	4.416800e+000	-8.314570e-002	1.875878e+000	-5.154191e-001	-4.637995e-001
5.853519232348026e-003	-2.364437e+000	4.420408e+000	-7.958232e-002	2.127477e+000	-5.087857e-001	-4.585307e-001
5.863284857348026e-003	-2.103733e+000	4.424313e+000	-7.571940e-002	2.387970e+000	-5.008138e-001	-4.522576e-001
5.873050482348026e-003	-1.835248e+000	4.428500e+000	-7.157150e-002	2.656275e+000	-4.910007e-001	-4.446470e-001
5.882816107348025e-003	-1.560025e+000	4.432954e+000	-6.715421e-002	2.931350e+000	-4.784955e-001	-4.351481e-001
5.892581732348025e-003	-1.279089e+000	4.437658e+000	-6.248418e-002	3.212170e+000	-4.617503e-001	-4.227927e-001
5.902347357348025e-003	-9.934599e-001	4.442595e+000	-5.757897e-002	3.497715e+000	-4.375739e-001	-4.056918e-001
5.912112982348025e-003	-7.041512e-001	4.447744e+000	-5.245704e-002	3.786971e+000	-4.001460e-001	-3.802437e-001
5.921878607348025e-003	-4.122071e-001	4.453088e+000	-4.713767e-002	4.078893e+000	-3.422373e-001	-3.410621e-001
5.931644232348024e-003	-1.187684e-001	4.458605e+000	-4.164090e-002	4.372335e+000	-2.597537e-001	-2.830261e-001
5.941409857348024e-003	1.749455e-001	4.464276e+000	-3.598739e-002	4.666079e+000	-1.547352e-001	-2.043889e-001
5.951175482348024e-003	4.677503e-001	4.470079e+000	-3.019843e-002	4.958934e+000	-3.251359e-002	-1.074466e-001
5.960941107348024e-003	7.585372e-001	4.475992e+000	-2.429582e-002	5.249791e+000	1.018097e-001	3.609584e-003
5.970706732348024e-003	1.046172e+000	4.481993e+000	-1.830176e-002	5.537516e+000	2.406680e-001	1.234133e-001
5.980472357348023e-003	1.329520e+000	4.488058e+000	-1.223882e-002	5.820971e+000	3.644460e-001	2.416032e-001
5.988941389833514e-003	1.570780e+000	4.493353e+000	-6.942740e-003	6.062341e+000	4.375384e-001	3.280349e-001
5.996686234144066e-003	1.787144e+000	4.498213e+000	-2.081950e-003	6.278823e+000	4.721576e-001	3.824747e-001
6.004791050337322e-003	2.008810e+000	4.503300e+000	3.009851e-003	6.500633e+000	4.899540e-001	4.154866e-001
6.014556675337322e-003	2.269180e+000	4.509414e+000	9.133482e-003	6.761206e+000	5.024483e-001	4.371071e-001
6.024322300337321e-003	2.521430e+000	4.515490e+000	1.522274e-002	7.013686e+000	5.110441e-001	4.494219e-001
6.034087925337321e-003	2.764227e+000	4.521505e+000	2.125470e-002	7.256743e+000	5.176297e-001	4.572927e-001
6.043853550337321e-003	2.996631e+000	4.527437e+000	2.720666e-002	7.489435e+000	5.230266e-001	4.631400e-001
6.053619175337321e-003	3.217687e+000	4.533263e+000	3.305622e-002	7.710806e+000	5.275900e-001	4.678631e-001
6.063384800337321e-003	3.426481e+000	4.538961e+000	3.878137e-002	7.919941e+000	5.315130e-001	4.718363e-001
6.073150425337320e-003	3.619468e+000	4.544538e+000	4.436055e-002	8.113290e+000	5.349033e-001	4.753000e-001
6.076701638493299e-003	3.675929e+000	4.546529e+000	4.634907e-002	8.169888e+000	5.358676e-001	4.764091e-001
6.078793810754297e-003	3.697347e+000	4.547685e+000	4.750986e-002	8.191388e+000	5.362390e-001	4.769733e-001
6.080781077146573e-003	3.709886e+000	4.548775e+000	4.860485e-002	8.204005e+000	5.364678e-001	4.774376e-001
6.082240075192785e-003	3.716560e+000	4.549569e+000	4.940394e-002	8.210736e+000	5.365933e-001	4.777301e-001
6.084329817021185e-003	3.724339e+000	4.550699e+000	5.054124e-002	8.218598e+000	5.367406e-001	4.780861e-001
6.086401176425839e-003	3.730845e+000	4.551811e+000	5.165994e-002	8.225188e+000	5.368633e-001	4.783811e-001
6.089306456844075e-003	3.738549e+000	4.553353e+000	5.321424e-002	8.233008e+000	5.370062e-001	4.787117e-001
6.093151022017789e-003	3.747398e+000	4.555368e+000	5.524371e-002	8.242011e+000	5.371662e-001	4.790529e-001
6.096840743852159e-003	3.754580e+000	4.557270e+000	5.716114e-002	8.249341e+000	5.372928e-001	4.792990e-001
6.101787884300331e-003	3.762623e+000	4.559768e+000	5.968362e-002	8.257584e+000	5.374309e-001	4.795400e-001
6.107564074991651e-003	3.770407e+000	4.562607e+000	6.255568e-002	8.265600e+000	5.375612e-001	4.797428e-001
6.115547161166210e-003	3.778799e+000	4.566386e+000	6.638867e-002	8.274317e+000	5.376992e-001	4.799375e-001
6.125312786166210e-003	3.786415e+000	4.570791e+000	7.084951e-002	8.282328e+000	5.378227e-001	4.801006e-001
6.135078411166210e-003	3.791919e+000	4.574938e+000	7.504368e-002	8.288229e+000	5.379112e-001	4.802112e-001
6.144844036166210e-003	3.795885e+000	4.578800e+000	7.895540e-002	8.292592e+000	5.379745e-001	4.802873e-001
6.154609661166210e-003	3.798740e+000	4.582364e+000	8.256996e-002	8.295845e+000	5.380199e-001	4.803413e-001
6.174140911166209e-003	3.801976e+000	4.588541e+000	8.885430e-002	8.299878e+000	5.380716e-001	4.804057e-001
6.193672161166209e-003	3.802551e+000	4.593376e+000	9.380219e-002	8.301250e+000	5.380819e-001	4.804285e-001
6.213203411166208e-003	3.800627e+000	4.596797e+000	9.733922e-002	8.300122e+000	5.380537e-001	4.804162e-001
6.232734661166208e-003	3.795816e+000	4.598752e+000	9.941217e-002	8.296108e+000	5.379812e-001	4.803667e-001
6.242500286166208e-003	3.791966e+000	4.599170e+000	9.988900e-002	8.292655e+000	5.379228e-001	4.803246e-001
6.252265911166208e-003	3.786719e+000	4.599213e+000	9.998987e-002	8.287806e+000	5.378431e-001	4.802669e-001
6.262031536166207e-003	3.779456e+000	4.598879e+000	9.971440e-002	8.280939e+000	5.377327e-001	4.801874e-001
6.271797161166207e-003	3.769170e+000	4.598170e+000	9.906362e-002	8.271048e+000	5.375760e-001	4.800759e-001
6.281562786166207e-003	3.754367e+000	4.597090e+000	9.804000e-002	8.256638e+000	5.373496e-001	4.799167e-001
6.291328411166207e-003	3.733589e+000	4.595681e+000	9.664737e-002	8.236252e+000	5.370308e-001	4.796967e-001
6.296844658078119e-003	3.716613e+000	4.594719e+000	9.569956e-002	8.219496e+000	5.367692e-001	4.795230e-001
6.303276785885439e-003	3.688986e+000	4.593434e+000	9.444932e-002	8.192123e+000	5.363412e-001	4.792456e-001
6.308437309861453e-003	3.657888e+000	4.592309e+000	9.333461e-002	8.161228e+000	5.358583e-001	4.789544e-001
6.311074703569724e-003	3.632535e+000	4.591693e+000	9.272695e-002	8.135978e+000	5.354645e-001	4.787513e-001
