time	V(p001)	V(vi_op)	V(vin)	V(vo_op)	V(n005)	V(n006)
6.313692862686833e-003	3.596163e+000	4.591050e+000	9.209854e-002	8.099707e+000	5.348942e-001	4.784715e-001
6.316568849130111e-003	3.546952e+000	4.590312e+000	9.137952e-002	8.050604e+000	5.341065e-001	4.780526e-001
6.320462149703167e-003	3.470242e+000	4.589261e+000	9.035869e-002	7.974039e+000	5.328398e-001	4.772952e-001
6.325804592098567e-003	3.353037e+000	4.587728e+000	8.887000e-002	7.857024e+000	5.308145e-001	4.759416e-001
6.333188942348954e-003	3.177008e+000	4.585440e+000	8.664787e-002	7.681246e+000	5.275642e-001	4.735674e-001
6.342954567348954e-003	2.929593e+000	4.582150e+000	8.342358e-002	7.434137e+000	5.225790e-001	4.697216e-001
6.352720192348954e-003	2.670700e+000	4.578568e+000	7.988532e-002	7.175523e+000	5.167550e-001	4.651205e-001
6.362485817348954e-003	2.402349e+000	4.574687e+000	7.604638e-002	6.907418e+000	5.098615e-001	4.596556e-001
6.372251442348953e-003	2.126154e+000	4.570522e+000	7.192122e-002	6.631439e+000	5.015729e-001	4.531371e-001
6.382017067348953e-003	1.843320e+000	4.566090e+000	6.752537e-002	6.348787e+000	4.913509e-001	4.452181e-001
6.391782692348953e-003	1.554947e+000	4.561407e+000	6.287537e-002	6.060562e+000	4.782699e-001	4.353055e-001
6.401548317348953e-003	1.262081e+000	4.556490e+000	5.798871e-002	5.767810e+000	4.606164e-001	4.223367e-001
6.411313942348952e-003	9.657502e-001	4.551358e+000	5.288381e-002	5.471560e+000	4.347993e-001	4.042014e-001
6.421079567348952e-003	6.669726e-001	4.546030e+000	4.757985e-002	5.172832e+000	3.943716e-001	3.768866e-001
6.430845192348952e-003	3.668045e-001	4.540526e+000	4.209682e-002	4.872683e+000	3.319380e-001	3.346403e-001
6.440610817348952e-003	6.640403e-002	4.534868e+000	3.645535e-002	4.572274e+000	2.442053e-001	2.724975e-001
6.450376442348952e-003	-2.330101e-001	4.529076e+000	3.067666e-002	4.272826e+000	1.342000e-001	1.893821e-001
6.460142067348951e-003	-5.302758e-001	4.523172e+000	2.478252e-002	3.975505e+000	7.658331e-003	8.822101e-002
6.469907692348951e-003	-8.243052e-001	4.517178e+000	1.879510e-002	3.681401e+000	-1.300946e-001	-2.644474e-002
6.479673317348951e-003	-1.113944e+000	4.511117e+000	1.273694e-002	3.391668e+000	-2.690035e-001	-1.482081e-001
6.489438942348951e-003	-1.397986e+000	4.505013e+000	6.630839e-003	3.107513e+000	-3.851575e-001	-2.639599e-001
6.498484018703272e-003	-1.655378e+000	4.499338e+000	9.525047e-004	2.849998e+000	-4.526602e-001	-3.498383e-001
6.505604034633935e-003	-1.853510e+000	4.494869e+000	-3.520391e-003	2.651752e+000	-4.788633e-001	-3.939872e-001
6.513405507627426e-003	-2.065368e+000	4.489985e+000	-8.412973e-003	2.439748e+000	-4.932417e-001	-4.211575e-001
6.523171132627426e-003	-2.323041e+000	4.483905e+000	-1.450748e-002	2.181866e+000	-5.044923e-001	-4.401311e-001
6.532936757627426e-003	-2.571669e+000	4.477882e+000	-2.054737e-002	1.933002e+000	-5.125549e-001	-4.512926e-001
6.542702382627426e-003	-2.809867e+000	4.471940e+000	-2.650994e-002	1.694538e+000	-5.187824e-001	-4.586163e-001
6.552468007627425e-003	-3.036735e+000	4.466102e+000	-3.237272e-002	1.467377e+000	-5.239047e-001	-4.641289e-001
6.562233632627425e-003	-3.251359e+000	4.460388e+000	-3.811366e-002	1.252434e+000	-5.282577e-001	-4.686122e-001
6.571999257627425e-003	-3.454817e+000	4.454796e+000	-4.371116e-002	1.048635e+000	-5.320648e-001	-4.724683e-001
6.576229786559459e-003	-3.539323e+000	4.452416e+000	-4.608617e-002	9.639741e-001	-5.335684e-001	-4.739797e-001
6.576299805376626e-003	-3.540682e+000	4.452377e+000	-4.612521e-002	9.626127e-001	-5.335915e-001	-4.740033e-001
6.576439843010960e-003	-3.543371e+000	4.452299e+000	-4.620326e-002	9.599181e-001	-5.336366e-001	-4.740496e-001
6.576719918279628e-003	-3.548745e+000	4.452144e+000	-4.635925e-002	9.545334e-001	-5.337284e-001	-4.741420e-001
6.577280068816962e-003	-3.559457e+000	4.451834e+000	-4.667081e-002	9.438006e-001	-5.339109e-001	-4.743252e-001
6.578400369891632e-003	-3.580760e+000	4.451216e+000	-4.729219e-002	9.224546e-001	-5.342721e-001	-4.746878e-001
6.579267405324839e-003	-3.597113e+000	4.450739e+000	-4.777149e-002	9.060686e-001	-5.345479e-001	-4.749649e-001
6.580012395496442e-003	-3.611051e+000	4.450331e+000	-4.818219e-002	8.921027e-001	-5.347817e-001	-4.752001e-001
6.580522675087618e-003	-3.620552e+000	4.450051e+000	-4.846289e-002	8.825821e-001	-5.349402e-001	-4.753596e-001
6.582061181135016e-003	-3.648970e+000	4.449214e+000	-4.930618e-002	8.541043e-001	-5.354109e-001	-4.758318e-001
6.582986128418886e-003	-3.664701e+000	4.448711e+000	-4.981095e-002	8.383371e-001	-5.356725e-001	-4.761104e-001
6.583720654034253e-003	-3.674253e+000	4.448314e+000	-5.021061e-002	8.287565e-001	-5.358360e-001	-4.763256e-001
6.584520789070769e-003	-3.681763e+000	4.447883e+000	-5.064474e-002	8.212143e-001	-5.359690e-001	-4.765493e-001
6.585548939275725e-003	-3.689989e+000	4.447330e+000	-5.120071e-002	8.129486e-001	-5.361164e-001	-4.768198e-001
6.586594945357622e-003	-3.697440e+000	4.446771e+000	-5.176415e-002	8.054556e-001	-5.362501e-001	-4.770720e-001
6.588686957521414e-003	-3.711227e+000	4.445658e+000	-5.288428e-002	7.915857e-001	-5.364949e-001	-4.775227e-001
6.590993852030404e-003	-3.726994e+000	4.444444e+000	-5.410888e-002	7.757272e-001	-5.367649e-001	-4.779547e-001
6.594851169752426e-003	-3.758411e+000	4.442441e+000	-5.613097e-002	7.441549e-001	-5.372754e-001	-4.785815e-001
6.599573710618462e-003	-3.807415e+000	4.440029e+000	-5.856162e-002	6.949593e-001	-5.380377e-001	-4.792981e-001
6.604255036769319e-003	-3.864983e+000	4.437697e+000	-6.092018e-002	6.371983e-001	-5.389071e-001	-4.800230e-001
6.611869994648913e-003	-3.964255e+000	4.434020e+000	-6.464329e-002	5.376038e-001	-5.403730e-001	-4.812645e-001
6.619741459817677e-003	-4.062338e+000	4.430366e+000	-6.833620e-002	4.391788e-001	-5.417928e-001	-4.825581e-001
6.628112489729187e-003	-4.148900e+000	4.426648e+000	-7.207991e-002	3.522446e-001	-5.430307e-001	-4.838404e-001
6.633870450248397e-003	-4.185564e+000	4.424209e+000	-7.453988e-002	3.153206e-001	-5.435616e-001	-4.845500e-001
6.640677455235266e-003	-4.204643e+000	4.421453e+000	-7.732195e-002	2.959306e-001	-5.438529e-001	-4.851338e-001
6.645059129067315e-003	-4.210149e+000	4.419755e+000	-7.903827e-002	2.902242e-001	-5.439420e-001	-4.853677e-001
6.651027663929545e-003	-4.214039e+000	4.417568e+000	-8.127955e-002	2.860601e-001	-5.440056e-001	-4.855427e-001
6.660389499750295e-003	-4.217713e+000	4.414363e+000	-8.456367e-002	2.819566e-001	-5.440643e-001	-4.856916e-001
6.670155124750295e-003	-4.219727e+000	4.411307e+000	-8.767758e-002	2.794942e-001	-5.440959e-001	-4.857666e-001
6.679920749750295e-003	-4.220443e+000	4.408579e+000	-9.046149e-002	2.783289e-001	-5.441074e-001	-4.857974e-001
6.689686374750294e-003	-4.220248e+000	4.406193e+000	-9.290493e-002	2.780753e-001	-5.441058e-001	-4.858071e-001
6.699451999750294e-003	-4.219202e+000	4.404157e+000	-9.499869e-002	2.786729e-001	-5.440924e-001	-4.858036e-001
6.709217624750294e-003	-4.217085e+000	4.402479e+000	-9.673490e-002	2.803410e-001	-5.440646e-001	-4.857882e-001
6.718983249750294e-003	-4.213248e+000	4.401167e+000	-9.810702e-002	2.837302e-001	-5.440139e-001	-4.857570e-001
6.728748874750294e-003	-4.206132e+000	4.400224e+000	-9.910988e-002	2.903979e-001	-5.439197e-001	-4.856990e-001
6.738514499750293e-003	-4.191302e+000	4.399653e+000	-9.973972e-002	3.047823e-001	-5.437232e-001	-4.855834e-001
6.748280124750293e-003	-4.157965e+000	4.399449e+000	-9.999416e-002	3.376759e-001	-5.432790e-001	-4.853353e-001
6.757050317389104e-003	-4.097301e+000	4.399589e+000	-9.990190e-002	3.979463e-001	-5.424567e-001	-4.848622e-001
6.766141525995237e-003	-3.997101e+000	4.400068e+000	-9.948613e-002	4.977490e-001	-5.410577e-001	-4.839706e-001
6.775907150995237e-003	-3.861175e+000	4.400933e+000	-9.867807e-002	6.332613e-001	-5.390828e-001	-4.825540e-001
6.784769638876862e-003	-3.733488e+000	4.401983e+000	-9.762315e-002	7.605847e-001	-5.371493e-001	-4.809804e-001
6.787911838351446e-003	-3.699299e+000	4.402435e+000	-9.717626e-002	7.946483e-001	-5.366053e-001	-4.804122e-001
6.792339733691302e-003	-3.667818e+000	4.403142e+000	-9.648226e-002	8.259543e-001	-5.360749e-001	-4.796712e-001
6.792355418280625e-003	-3.667739e+000	4.403145e+000	-9.647968e-002	8.260328e-001	-5.360732e-001	-4.796690e-001
6.792409194015445e-003	-3.667431e+000	4.403154e+000	-9.647078e-002	8.263388e-001	-5.360678e-001	-4.796613e-001
6.792480894995207e-003	-3.667033e+000	4.403166e+000	-9.645891e-002	8.267340e-001	-5.360610e-001	-4.796513e-001
6.792624296954728e-003	-3.666270e+000	4.403191e+000	-9.643511e-002	8.274918e-001	-5.360478e-001	-4.796312e-001
6.792911100873771e-003	-3.664794e+000	4.403240e+000	-9.638726e-002	8.289560e-001	-5.360222e-001	-4.795918e-001
6.793484708711856e-003	-3.661475e+000	4.403341e+000	-9.629063e-002	8.322523e-001	-5.359662e-001	-4.795144e-001
6.794136711252232e-003	-3.656411e+000	4.403456e+000	-9.617928e-002	8.372912e-001	-5.358840e-001	-4.794280e-001
6.794855196536569e-003	-3.649366e+000	4.403584e+000	-9.605471e-002	8.443085e-001	-5.357713e-001	-4.793330e-001
6.795680805733258e-003	-3.640245e+000	4.403735e+000	-9.590915e-002	8.533967e-001	-5.356259e-001	-4.792223e-001
6.796627923458939e-003	-3.628674e+000	4.403912e+000	-9.573898e-002	8.649313e-001	-5.354416e-001	-4.790908e-001
6.798522158910302e-003	-3.603294e+000	4.404274e+000	-9.538849e-002	8.902385e-001	-5.350364e-001	-4.788148e-001
6.799648053116725e-003	-3.586967e+000	4.404494e+000	-9.517375e-002	9.065231e-001	-5.347748e-001	-4.786415e-001
6.800611471036284e-003	-3.572022e+000	4.404687e+000	-9.498622e-002	9.214308e-001	-5.345340e-001	-4.784840e-001
6.801599251294939e-003	-3.555991e+000	4.404889e+000	-9.479034e-002	9.374245e-001	-5.342742e-001	-4.783138e-001
6.804770083920223e-003	-3.500524e+000	4.405563e+000	-9.413692e-002	9.927730e-001	-5.333620e-001	-4.777050e-001
6.806564188518178e-003	-3.467214e+000	4.405959e+000	-9.375063e-002	1.026017e+000	-5.328055e-001	-4.773248e-001
6.808422318925339e-003	-3.431299e+000	4.406383e+000	-9.333799e-002	1.061864e+000	-5.321966e-001	-4.768991e-001
6.810492600660537e-003	-3.389919e+000	4.406870e+000	-9.286326e-002	1.103170e+000	-5.314836e-001	-4.763890e-001
6.812908454489244e-003	-3.339847e+000	4.407464e+000	-9.228944e-002	1.153157e+000	-5.306001e-001	-4.757396e-001
6.817740162146661e-003	-3.234969e+000	4.408733e+000	-9.107812e-002	1.257870e+000	-5.286680e-001	-4.742718e-001
6.827403577461493e-003	-3.014474e+000	4.411499e+000	-8.840489e-002	1.478055e+000	-5.243343e-001	-4.708871e-001
6.837169202461493e-003	-2.780310e+000	4.414581e+000	-8.537243e-002	1.711929e+000	-5.192956e-001	-4.668888e-001
6.846934827461492e-003	-2.535088e+000	4.417981e+000	-8.201864e-002	1.956890e+000	-5.133783e-001	-4.621750e-001
6.856700452461492e-003	-2.280240e+000	4.421688e+000	-7.835616e-002	2.211506e+000	-5.063497e-001	-4.566060e-001
6.866466077461492e-003	-2.016886e+000	4.425687e+000	-7.439876e-002	2.474659e+000	-4.978447e-001	-4.499410e-001
6.876231702461492e-003	-1.746096e+000	4.429963e+000	-7.016134e-002	2.745279e+000	-4.872707e-001	-4.417894e-001
6.885997327461492e-003	-1.468902e+000	4.434500e+000	-6.565984e-002	3.022336e+000	-4.736019e-001	-4.314942e-001
6.895762952461491e-003	-1.186329e+000	4.439281e+000	-6.091122e-002	3.304803e+000	-4.549262e-001	-4.178730e-001
6.905528577461491e-003	-8.993929e-001	4.444289e+000	-5.593334e-002	3.591666e+000	-4.272709e-001	-3.985842e-001
6.915294202461491e-003	-6.091089e-001	4.449504e+000	-5.074494e-002	3.881907e+000	-3.839217e-001	-3.693362e-001
6.925059827461491e-003	-3.165482e-001	4.454906e+000	-4.536555e-002	4.174454e+000	-3.181021e-001	-3.244484e-001
6.934825452461491e-003	-2.288792e-002	4.460476e+000	-3.981542e-002	4.468127e+000	-2.277637e-001	-2.596373e-001
6.944591077461490e-003	2.706531e-001	4.466193e+000	-3.411542e-002	4.761704e+000	-1.165083e-001	-1.746136e-001
6.954356702461490e-003	5.629176e-001	4.472034e+000	-2.828703e-002	5.054026e+000	1.020005e-002	-7.256805e-002
6.964122327461490e-003	8.528079e-001	4.477978e+000	-2.235217e-002	5.343993e+000	1.472961e-001	4.209669e-002
6.973887952461490e-003	1.139297e+000	4.484001e+000	-1.633318e-002	5.630578e+000	2.850113e-001	1.632566e-001
6.982482488722230e-003	1.387371e+000	4.489351e+000	-1.098437e-002	5.878751e+000	3.854864e-001	2.641229e-001
6.991432995615611e-003	1.641000e+000	4.494955e+000	-5.380209e-003	6.132501e+000	4.513736e-001	3.484910e-001
6.998490519889850e-003	1.837261e+000	4.499385e+000	-9.484201e-004	6.328875e+000	4.777915e-001	3.925390e-001
7.006224357968017e-003	2.047786e+000	4.504239e+000	3.909883e-003	6.539541e+000	4.923996e-001	4.199442e-001
7.015989982968017e-003	2.306911e+000	4.510348e+000	1.002991e-002	6.798873e+000	5.039175e-001	4.393569e-001
7.025755607968017e-003	2.557831e+000	4.516417e+000	1.611219e-002	7.050028e+000	5.121566e-001	4.507910e-001
7.035521232968017e-003	2.799158e+000	4.522421e+000	2.213382e-002	7.291619e+000	5.185142e-001	4.582785e-001
7.045286857968017e-003	3.029954e+000	4.528339e+000	2.807215e-002	7.522707e+000	5.237479e-001	4.639099e-001
7.055052482968016e-003	3.249264e+000	4.534147e+000	3.390482e-002	7.742336e+000	5.282056e-001	4.684941e-001
7.064818107968016e-003	3.456186e+000	4.539825e+000	3.960988e-002	7.949603e+000	5.320448e-001	4.723719e-001
7.074583732968016e-003	3.643648e+000	4.545380e+000	4.516586e-002	8.137429e+000	5.353135e-001	4.757560e-001
7.077797780907490e-003	3.687494e+000	4.547174e+000	4.695825e-002	8.181400e+000	5.360687e-001	4.767134e-001
7.080357198412378e-003	3.707033e+000	4.548582e+000	4.837192e-002	8.201040e+000	5.364174e-001	4.773485e-001
7.081994201435621e-003	3.715338e+000	4.549475e+000	4.926956e-002	8.209411e+000	5.365716e-001	4.776887e-001
7.083995840396712e-003	3.723173e+000	4.550559e+000	5.036006e-002	8.217325e+000	5.367190e-001	4.780378e-001
7.086117877049791e-003	3.730052e+000	4.551699e+000	5.150745e-002	8.224288e+000	5.368486e-001	4.783480e-001
7.088727224186133e-003	3.737244e+000	4.553087e+000	5.290576e-002	8.231585e+000	5.369824e-001	4.786588e-001
7.091822005128609e-003	3.744596e+000	4.554715e+000	5.454573e-002	8.239060e+000	5.371162e-001	4.789501e-001
7.095796636052410e-003	3.752690e+000	4.556773e+000	5.662162e-002	8.247313e+000	5.372597e-001	4.792354e-001
7.100493222703620e-003	3.760731e+000	4.559157e+000	5.902896e-002	8.255544e+000	5.373985e-001	4.794832e-001
7.106875793449905e-003	3.769532e+000	4.562305e+000	6.221770e-002	8.264603e+000	5.375465e-001	4.797191e-001
7.115632409750862e-003	3.778804e+000	4.566460e+000	6.642872e-002	8.274229e+000	5.376993e-001	4.799387e-001
7.125398034750862e-003	3.786500e+000	4.570868e+000	7.088730e-002	8.282322e+000	5.378242e-001	4.801024e-001
7.135163659750862e-003	3.792055e+000	4.575012e+000	7.507907e-002	8.288273e+000	5.379133e-001	4.802127e-001
7.144929284750861e-003	3.796010e+000	4.578872e+000	7.898826e-002	8.292626e+000	5.379764e-001	4.802891e-001
7.154694909750861e-003	3.798855e+000	4.582433e+000	8.260015e-002	8.295868e+000	5.380217e-001	4.803430e-001
7.174226159750861e-003	3.802079e+000	4.588604e+000	8.887886e-002	8.299889e+000	5.380732e-001	4.804072e-001
7.193757409750860e-003	3.802643e+000	4.593433e+000	9.382074e-002	8.301250e+000	5.380833e-001	4.804298e-001
7.213288659750860e-003	3.800707e+000	4.596848e+000	9.735148e-002	8.300112e+000	5.380549e-001	4.804173e-001
7.232819909750859e-003	3.795883e+000	4.598797e+000	9.941795e-002	8.296082e+000	5.379822e-001	4.803677e-001
7.242585534750859e-003	3.792022e+000	4.599211e+000	9.989151e-002	8.292619e+000	5.379237e-001	4.803255e-001
7.252351159750859e-003	3.786761e+000	4.599250e+000	9.998909e-002	8.287756e+000	5.378438e-001	4.802676e-001
7.262116784750859e-003	3.779477e+000	4.598913e+000	9.971034e-002	8.280868e+000	5.377330e-001	4.801878e-001
7.271882409750859e-003	3.769147e+000	4.598212e+000	9.905630e-002	8.270932e+000	5.375757e-001	4.800769e-001
7.280523797403479e-003	3.756342e+000	4.597287e+000	9.816653e-002	8.258476e+000	5.373802e-001	4.799399e-001
7.288490147610718e-003	3.740756e+000	4.596191e+000	9.708988e-002	8.243210e+000	5.371410e-001	4.797721e-001
7.293518593605842e-003	3.727786e+000	4.595366e+000	9.628489e-002	8.230441e+000	5.369412e-001	4.796339e-001
7.299774608989741e-003	3.706432e+000	4.594198e+000	9.514932e-002	8.209335e+000	5.366116e-001	4.794144e-001
7.304151626153163e-003	3.685709e+000	4.593299e+000	9.426730e-002	8.188786e+000	5.362907e-001	4.792135e-001
7.308754242449822e-003	3.654629e+000	4.592276e+000	9.326294e-002	8.157887e+000	5.358085e-001	4.789354e-001
7.311439613579373e-003	3.627459e+000	4.591644e+000	9.264087e-002	8.130820e+000	5.353859e-001	4.787179e-001
7.313881253799536e-003	3.592767e+000	4.591041e+000	9.205236e-002	8.096222e+000	5.348403e-001	4.784445e-001
7.317085458194357e-003	3.536997e+000	4.590214e+000	9.124720e-002	8.040574e+000	5.339444e-001	4.779592e-001
7.321062555957159e-003	3.457653e+000	4.589133e+000	9.019643e-002	7.961376e+000	5.326278e-001	4.771595e-001
7.326589802192429e-003	3.334984e+000	4.587533e+000	8.864272e-002	7.838903e+000	5.304922e-001	4.757129e-001
7.334359331431676e-003	3.148213e+000	4.585101e+000	8.627842e-002	7.652393e+000	5.270103e-001	4.731477e-001
7.344124956431676e-003	2.899279e+000	4.581775e+000	8.301584e-002	7.403764e+000	5.219330e-001	4.692143e-001
7.353890581431676e-003	2.639141e+000	4.578156e+000	7.944082e-002	7.143900e+000	5.159936e-001	4.645161e-001
7.363656206431675e-003	2.369780e+000	4.574241e+000	7.556679e-002	6.874782e+000	5.089540e-001	4.589383e-001
7.373421831431675e-003	2.092728e+000	4.570044e+000	7.140835e-002	6.597941e+000	5.004683e-001	4.522746e-001
7.383187456431675e-003	1.809174e+000	4.565580e+000	6.698114e-002	6.314564e+000	4.899640e-001	4.441551e-001
7.392953081431675e-003	1.520206e+000	4.560868e+000	6.230184e-002	6.025741e+000	4.764492e-001	4.339464e-001
7.402718706431674e-003	1.226869e+000	4.555924e+000	5.738804e-002	5.732514e+000	4.580702e-001	4.205038e-001
7.412484331431674e-003	9.301906e-001	4.550768e+000	5.225825e-002	5.435914e+000	4.309309e-001	4.015414e-001
7.422249956431674e-003	6.311874e-001	4.545418e+000	4.693177e-002	5.136956e+000	3.882425e-001	3.727795e-001
7.432015581431674e-003	3.309264e-001	4.539895e+000	4.142865e-002	4.836710e+000	3.228122e-001	3.283639e-001
7.441781206431674e-003	3.057884e-002	4.534219e+000	3.576960e-002	4.536350e+000	2.321523e-001	2.636704e-001
7.451546831431673e-003	-2.686384e-001	4.528412e+000	2.997592e-002	4.237097e+000	1.198639e-001	1.781845e-001
7.461312456431673e-003	-5.655741e-001	4.522496e+000	2.406942e-002	3.940104e+000	-8.293638e-003	7.515846e-002
7.471078081431673e-003	-8.591437e-001	4.516493e+000	1.807233e-002	3.646457e+000	-1.469703e-001	-4.078544e-002
7.480843706431673e-003	-1.148380e+000	4.510427e+000	1.200721e-002	3.357125e+000	-2.861036e-001	-1.632825e-001
7.489335981002316e-003	-1.395130e+000	4.505116e+000	6.695388e-003	3.110276e+000	-3.861258e-001	-2.639365e-001
7.498206461287781e-003	-1.647498e+000	4.499550e+000	1.126890e-003	2.857787e+000	-4.517089e-001	-3.483123e-001
7.505184380635921e-003	-1.841858e+000	4.495171e+000	-3.256866e-003	2.663316e+000	-4.779199e-001	-3.922857e-001
7.512841962306639e-003	-2.050104e+000	4.490376e+000	-8.060090e-003	2.454928e+000	-4.924245e-001	-4.197038e-001
7.522607587306639e-003	-2.308265e+000	4.484293e+000	-1.415704e-002	2.196560e+000	-5.039210e-001	-4.392899e-001
7.532373212306639e-003	-2.557467e+000	4.478266e+000	-2.020071e-002	1.947124e+000	-5.121015e-001	-4.507593e-001
7.542138837306638e-003	-2.796293e+000	4.472319e+000	-2.616836e-002	1.708033e+000	-5.184267e-001	-4.582211e-001
7.551904462306638e-003	-3.023842e+000	4.466473e+000	-3.203750e-002	1.480193e+000	-5.236263e-001	-4.638236e-001
7.561670087306638e-003	-3.239197e+000	4.460752e+000	-3.778607e-002	1.264520e+000	-5.280218e-001	-4.683676e-001
7.571435712306638e-003	-3.443435e+000	4.455152e+000	-4.339242e-002	1.059942e+000	-5.318620e-001	-4.722634e-001
7.575688346851904e-003	-3.528738e+000	4.452754e+000	-4.578399e-002	9.744848e-001	-5.333858e-001	-4.737963e-001
7.575772983484086e-003	-3.530390e+000	4.452707e+000	-4.583126e-002	9.728297e-001	-5.334142e-001	-4.738251e-001
7.575942256748449e-003	-3.533658e+000	4.452613e+000	-4.592576e-002	9.695555e-001	-5.334697e-001	-4.738816e-001
7.576280803277177e-003	-3.540175e+000	4.452425e+000	-4.611461e-002	9.630252e-001	-5.335816e-001	-4.739940e-001
7.576811240967142e-003	-3.550359e+000	4.452132e+000	-4.641009e-002	9.528219e-001	-5.337558e-001	-4.741690e-001
7.577662243807436e-003	-3.566607e+000	4.451661e+000	-4.688305e-002	9.365416e-001	-5.340322e-001	-4.744466e-001
7.578949232642388e-003	-3.590987e+000	4.450953e+000	-4.759577e-002	9.121125e-001	-5.344446e-001	-4.748608e-001
7.579799518476885e-003	-3.606944e+000	4.450486e+000	-4.806494e-002	8.961222e-001	-5.347128e-001	-4.751305e-001
7.580615299684553e-003	-3.622140e+000	4.450039e+000	-4.851379e-002	8.808947e-001	-5.349666e-001	-4.753857e-001
7.581284874664369e-003	-3.634550e+000	4.449674e+000	-4.888124e-002	8.684595e-001	-5.351728e-001	-4.755927e-001
7.581975930767001e-003	-3.647009e+000	4.449298e+000	-4.925957e-002	8.559738e-001	-5.353791e-001	-4.758033e-001
7.583358042972267e-003	-3.668998e+000	4.448548e+000	-5.001345e-002	8.339303e-001	-5.357468e-001	-4.762156e-001
7.584283706074102e-003	-3.679639e+000	4.448048e+000	-5.051624e-002	8.232528e-001	-5.359310e-001	-4.764808e-001
7.585246130042203e-003	-3.687486e+000	4.447530e+000	-5.103719e-002	8.153683e-001	-5.360718e-001	-4.767387e-001
7.586462512042161e-003	-3.696328e+000	4.446879e+000	-5.169294e-002	8.064782e-001	-5.362306e-001	-4.770392e-001
7.587957778180473e-003	-3.706481e+000	4.446083e+000	-5.249488e-002	7.962664e-001	-5.364111e-001	-4.773712e-001
7.590473556483034e-003	-3.723222e+000	4.444754e+000	-5.383367e-002	7.794248e-001	-5.367016e-001	-4.778627e-001
7.593056114894468e-003	-3.742107e+000	4.443404e+000	-5.519399e-002	7.604368e-001	-5.370162e-001	-4.783038e-001
7.596475220459543e-003	-3.772862e+000	4.441639e+000	-5.697254e-002	7.295443e-001	-5.375056e-001	-4.788297e-001
7.600225556186136e-003	-3.814730e+000	4.439740e+000	-5.889312e-002	6.875229e-001	-5.381491e-001	-4.793954e-001
7.606766048212268e-003	-3.897566e+000	4.436507e+000	-6.216370e-002	6.044151e-001	-5.393919e-001	-4.804237e-001
7.613580487937001e-003	-3.985799e+000	4.433254e+000	-6.545953e-002	5.158917e-001	-5.406868e-001	-4.815419e-001
7.623346112937001e-003	-4.103009e+000	4.428785e+000	-6.997207e-002	3.982541e-001	-5.423738e-001	-4.831299e-001
7.630154406709302e-003	-4.164473e+000	4.425808e+000	-7.296324e-002	3.364856e-001	-5.432549e-001	-4.841133e-001
7.636349326846157e-003	-4.194805e+000	4.423227e+000	-7.556907e-002	3.058715e-001	-5.436999e-001	-4.847967e-001
7.642170312244158e-003	-4.206734e+000	4.420911e+000	-7.791335e-002	2.936764e-001	-5.438862e-001	-4.852159e-001
7.648346467144131e-003	-4.212433e+000	4.418569e+000	-8.028667e-002	2.876941e-001	-5.439799e-001	-4.854760e-001
7.654237847520806e-003	-4.215536e+000	4.416465e+000	-8.243794e-002	2.843212e-001	-5.440302e-001	-4.856112e-001
7.664003472520805e-003	-4.218511e+000	4.413234e+000	-8.575379e-002	2.808981e-001	-5.440770e-001	-4.857247e-001
7.673769097520805e-003	-4.220008e+000	4.410296e+000	-8.874688e-002	2.789516e-001	-5.441005e-001	-4.857799e-001
7.683534722520805e-003	-4.220374e+000	4.407693e+000	-9.140594e-002	2.781378e-001	-5.441069e-001	-4.858015e-001
7.693300347520805e-003	-4.219872e+000	4.405436e+000	-9.372097e-002	2.781906e-001	-5.441010e-001	-4.858060e-001
7.703065972520805e-003	-4.218470e+000	4.403532e+000	-9.568326e-002	2.791440e-001	-5.440828e-001	-4.857982e-001
7.712831597520804e-003	-4.215833e+000	4.401989e+000	-9.728542e-002	2.813323e-001	-5.440481e-001	-4.857777e-001
7.722597222520804e-003	-4.211060e+000	4.400812e+000	-9.852142e-002	2.856584e-001	-5.439849e-001	-4.857386e-001
7.732362847520804e-003	-4.201890e+000	4.400007e+000	-9.938660e-002	2.943802e-001	-5.438635e-001	-4.856648e-001
7.742128472520804e-003	-4.181613e+000	4.399575e+000	-9.987772e-002	3.142120e-001	-5.435945e-001	-4.855103e-001
7.751894097520804e-003	-4.135706e+000	4.399518e+000	-9.999292e-002	3.596778e-001	-5.429787e-001	-4.851641e-001
7.761442823771808e-003	-4.052125e+000	4.399826e+000	-9.974165e-002	4.428356e-001	-5.418317e-001	-4.844727e-001
7.771097957215640e-003	-3.930280e+000	4.400494e+000	-9.912264e-002	5.642629e-001	-5.401013e-001	-4.833104e-001
7.779745641656371e-003	-3.802699e+000	4.401372e+000	-9.825855e-002	6.914827e-001	-5.382168e-001	-4.819054e-001
7.784902232702087e-003	-3.729526e+000	4.402027e+000	-9.760506e-002	7.644463e-001	-5.370921e-001	-4.809436e-001
7.787714477704302e-003	-3.699879e+000	4.402439e+000	-9.720545e-002	7.939812e-001	-5.366152e-001	-4.804250e-001
7.791398673186257e-003	-3.673721e+000	4.403027e+000	-9.663603e-002	8.199940e-001	-5.361744e-001	-4.798125e-001
7.793234672486792e-003	-3.662270e+000	4.403336e+000	-9.633291e-002	8.313733e-001	-5.359806e-001	-4.795422e-001
7.794395785835913e-003	-3.653025e+000	4.403541e+000	-9.613460e-002	8.405730e-001	-5.358297e-001	-4.793852e-001
