x-axis,1
second,Volt
-314.000E-06,-310.546875E-03
-312.000E-06,-312.500000E-03
-310.000E-06,-310.546875E-03
-308.000E-06,-304.687500E-03
-306.000E-06,-300.781250E-03
-304.000E-06,-296.875000E-03
-302.000E-06,-291.015625E-03
-300.000E-06,-287.109375E-03
-298.000E-06,-287.109375E-03
-296.000E-06,-289.062500E-03
-294.000E-06,-294.921875E-03
-292.000E-06,-302.734375E-03
-290.000E-06,-308.593750E-03
-288.000E-06,-314.453125E-03
-286.000E-06,-316.406250E-03
-284.000E-06,-312.500000E-03
-282.000E-06,-304.687500E-03
-280.000E-06,-294.921875E-03
-278.000E-06,-287.109375E-03
-276.000E-06,-277.343750E-03
-274.000E-06,-273.437500E-03
-272.000E-06,-277.343750E-03
-270.000E-06,-285.156250E-03
-268.000E-06,-298.828125E-03
-266.000E-06,-314.453125E-03
-264.000E-06,-326.171875E-03
-262.000E-06,-332.031250E-03
-260.000E-06,-326.171875E-03
-258.000E-06,-312.500000E-03
-256.000E-06,-292.968750E-03
-254.000E-06,-275.390625E-03
-252.000E-06,-259.765625E-03
-250.000E-06,-253.906250E-03
-248.000E-06,-257.812500E-03
-246.000E-06,-273.437500E-03
-244.000E-06,-298.828125E-03
-242.000E-06,-320.312500E-03
-240.000E-06,-345.703125E-03
-238.000E-06,-355.468750E-03
-236.000E-06,-351.562500E-03
-234.000E-06,-330.078125E-03
-232.000E-06,-292.968750E-03
-230.000E-06,-257.812500E-03
-228.000E-06,-226.562500E-03
-226.000E-06,-207.031250E-03
-224.000E-06,-214.843750E-03
-222.000E-06,-244.140625E-03
-220.000E-06,-291.015625E-03
-218.000E-06,-345.703125E-03
-216.000E-06,-394.531250E-03
-214.000E-06,-414.062500E-03
-212.000E-06,-406.250000E-03
-210.000E-06,-363.281250E-03
-208.000E-06,-294.921875E-03
-206.000E-06,-214.843750E-03
-204.000E-06,-148.437500E-03
-202.000E-06,-115.234375E-03
-200.000E-06,-128.906250E-03
-198.000E-06,-195.312500E-03
-196.000E-06,-296.875000E-03
-194.000E-06,-412.109375E-03
-192.000E-06,-498.046875E-03
-190.000E-06,-539.062500E-03
-188.000E-06,-517.578125E-03
-186.000E-06,-433.593750E-03
-184.000E-06,-283.203125E-03
-182.000E-06,-119.140625E-03
-180.000E-06,+23.437500E-03
-178.000E-06,+91.796875E-03
-176.000E-06,+35.156250E-03
-174.000E-06,-125.000000E-03
-172.000E-06,-353.515625E-03
-170.000E-06,-582.031250E-03
-168.000E-06,-746.093750E-03
-166.000E-06,-808.593750E-03
-164.000E-06,-746.093750E-03
-162.000E-06,-550.781250E-03
-160.000E-06,-224.609375E-03
-158.000E-06,+162.109375E-03
-156.000E-06,+480.468750E-03
-154.000E-06,+519.531250E-03
-152.000E-06,+275.390625E-03
-150.000E-06,-156.250000E-03
-148.000E-06,-626.953125E-03
-146.000E-06,-925.781250E-03
-144.000E-06,-951.171875E-03
-142.000E-06,-908.203125E-03
-140.000E-06,-744.140625E-03
-138.000E-06,-406.250000E-03
-136.000E-06,+72.265625E-03
-134.000E-06,+519.531250E-03
-132.000E-06,+599.609375E-03
-130.000E-06,+417.968750E-03
-128.000E-06,-3.906250E-03
-126.000E-06,-509.765625E-03
-124.000E-06,-902.343750E-03
-122.000E-06,-964.843750E-03
-120.000E-06,-935.546875E-03
-118.000E-06,-812.500000E-03
-116.000E-06,-515.625000E-03
-114.000E-06,-46.875000E-03
-112.000E-06,+464.843750E-03
-110.000E-06,+625.000000E-03
-108.000E-06,+500.000000E-03
-106.000E-06,+103.515625E-03
-104.000E-06,-410.156250E-03
-102.000E-06,-861.328125E-03
-100.000E-06,-972.656250E-03
-98.000E-06,-955.078125E-03
-96.000E-06,-855.468750E-03
-94.000E-06,-580.078125E-03
-92.000E-06,-123.046875E-03
-90.000E-06,+423.828125E-03
-88.000E-06,+642.578125E-03
-86.000E-06,+552.734375E-03
-84.000E-06,+173.828125E-03
-82.000E-06,-349.609375E-03
-80.000E-06,-837.890625E-03
-78.000E-06,-984.375000E-03
-76.000E-06,-968.750000E-03
-74.000E-06,-878.906250E-03
-72.000E-06,-615.234375E-03
-70.000E-06,-154.296875E-03
-68.000E-06,+414.062500E-03
-66.000E-06,+660.156250E-03
-64.000E-06,+587.890625E-03
-62.000E-06,+203.125000E-03
-60.000E-06,-333.984375E-03
-58.000E-06,-841.796875E-03
-56.000E-06,-994.140625E-03
-54.000E-06,-980.468750E-03
-52.000E-06,-890.625000E-03
-50.000E-06,-619.140625E-03
-48.000E-06,-142.578125E-03
-46.000E-06,+447.265625E-03
-44.000E-06,+679.687500E-03
-42.000E-06,+601.562500E-03
-40.000E-06,+189.453125E-03
-38.000E-06,-367.187500E-03
-36.000E-06,-876.953125E-03
-34.000E-06,-1.007812500E+00
-32.000E-06,-986.328125E-03
-30.000E-06,-884.765625E-03
-28.000E-06,-589.843750E-03
-26.000E-06,-82.031250E-03
-24.000E-06,+515.625000E-03
-22.000E-06,+703.125000E-03
-20.000E-06,+593.750000E-03
-18.000E-06,+136.718750E-03
-16.000E-06,-449.218750E-03
-14.000E-06,-931.640625E-03
-12.000E-06,-1.015625000E+00
-10.000E-06,-988.281250E-03
-8.000E-06,-861.328125E-03
-6.000E-06,-523.437500E-03
-4.000E-06,+35.156250E-03
-2.000E-06,+609.375000E-03
-0.0E+00,+726.562500E-03
+2.000E-06,+552.734375E-03
+4.000E-06,+35.156250E-03
+6.000E-06,-576.171875E-03
+8.000E-06,-990.234375E-03
+10.000E-06,-1.025390625E+00
+12.000E-06,-986.328125E-03
+14.000E-06,-814.453125E-03
+16.000E-06,-408.203125E-03
+18.000E-06,+214.843750E-03
+20.000E-06,+689.453125E-03
+22.000E-06,+740.234375E-03
+24.000E-06,+464.843750E-03
+26.000E-06,-123.046875E-03
+28.000E-06,-748.046875E-03
+30.000E-06,-1.029296875E+00
+32.000E-06,-1.031250000E+00
+34.000E-06,-964.843750E-03
+36.000E-06,-726.562500E-03
+38.000E-06,-238.281250E-03
+40.000E-06,+437.500000E-03
+42.000E-06,+748.046875E-03
+44.000E-06,+736.328125E-03
+46.000E-06,+298.828125E-03
+48.000E-06,-337.890625E-03
+50.000E-06,-916.015625E-03
+52.000E-06,-1.044921875E+00
+54.000E-06,-1.025390625E+00
+56.000E-06,-917.968750E-03
+58.000E-06,-578.125000E-03
+60.000E-06,+9.765625E-03
+62.000E-06,+642.578125E-03
+64.000E-06,+783.203125E-03
