x-axis,1,3
second,Volt,Volt
-8.44000E-03,-14.61914063E+00,+13.04687500E+00
-8.42000E-03,-14.66796875E+00,+13.04687500E+00
-8.40000E-03,-14.70703125E+00,+13.04687500E+00
-8.38000E-03,-14.73632813E+00,+13.04687500E+00
-8.36000E-03,-14.78515625E+00,+13.04687500E+00
-8.34000E-03,-14.82421875E+00,+13.04687500E+00
-8.32000E-03,-14.86328125E+00,+13.04687500E+00
-8.30000E-03,-14.90234375E+00,+13.04687500E+00
-8.28000E-03,-14.94140625E+00,+13.03710938E+00
-8.26000E-03,-14.99023438E+00,+13.03710938E+00
-8.24000E-03,-15.02929688E+00,+13.03710938E+00
-8.22000E-03,-15.07812500E+00,+13.03710938E+00
-8.20000E-03,-15.11718750E+00,+13.03710938E+00
-8.18000E-03,-15.16601563E+00,+13.04687500E+00
-8.16000E-03,-15.21484375E+00,+13.04687500E+00
-8.14000E-03,-15.25390625E+00,+13.04687500E+00
-8.12000E-03,-15.29296875E+00,+13.04687500E+00
-8.10000E-03,-15.34179688E+00,+13.03710938E+00
-8.08000E-03,-15.37109375E+00,+13.03710938E+00
-8.06000E-03,-15.41992188E+00,+13.03710938E+00
-8.04000E-03,-15.46875000E+00,+13.03710938E+00
-8.02000E-03,-15.50781250E+00,+13.03710938E+00
-8.00000E-03,-15.55664063E+00,+13.04687500E+00
-7.98000E-03,-15.58593750E+00,+13.04687500E+00
-7.96000E-03,-15.63476563E+00,+13.03710938E+00
-7.94000E-03,-15.68359375E+00,+13.03710938E+00
-7.92000E-03,-15.72265625E+00,+13.03710938E+00
-7.90000E-03,-15.77148437E+00,+13.03710938E+00
-7.88000E-03,-15.81054688E+00,+13.03710938E+00
-7.86000E-03,-15.84960938E+00,+13.03710938E+00
-7.84000E-03,-15.89843750E+00,+13.04687500E+00
-7.82000E-03,-15.93750000E+00,+13.03710938E+00
-7.80000E-03,-15.98632812E+00,+13.03710938E+00
-7.78000E-03,-13.16406250E+00,+13.04687500E+00
-7.76000E-03,+14.12109375E+00,+9.05273438E+00
-7.74000E-03,+14.05273438E+00,+2.83203125E+00
-7.72000E-03,+14.01367188E+00,-4.53125000E+00
-7.70000E-03,+13.96484375E+00,-12.05078125E+00
-7.68000E-03,+13.91601563E+00,-14.31640625E+00
-7.66000E-03,+13.86718750E+00,-14.31640625E+00
-7.64000E-03,+13.81835938E+00,-14.31640625E+00
-7.62000E-03,+13.77929688E+00,-14.30664063E+00
-7.60000E-03,+13.74023438E+00,-14.31640625E+00
-7.58000E-03,+13.70117188E+00,-14.30664063E+00
-7.56000E-03,+13.66210938E+00,-14.30664063E+00
-7.54000E-03,+13.60351563E+00,-14.30664063E+00
-7.52000E-03,+13.56445313E+00,-14.31640625E+00
-7.50000E-03,+13.51562500E+00,-14.31640625E+00
-7.48000E-03,+13.47656250E+00,-14.30664063E+00
-7.46000E-03,+13.42773438E+00,-14.30664063E+00
-7.44000E-03,+13.38867188E+00,-14.31640625E+00
-7.42000E-03,+13.34960938E+00,-14.31640625E+00
