x-axis,1
second,Volt
+20.00000E-03,+912.10937E-03
+20.05000E-03,+970.70313E-03
+20.10000E-03,+1.03906250E+00
+20.15000E-03,+1.10742188E+00
+20.20000E-03,+1.16601563E+00
+20.25000E-03,+1.22460938E+00
+20.30000E-03,+1.29296875E+00
+20.35000E-03,+1.35156250E+00
+20.40000E-03,+1.41992188E+00
+20.45000E-03,+1.47851563E+00
+20.50000E-03,+1.54687500E+00
+20.55000E-03,+1.60546875E+00
+20.60000E-03,+1.67382813E+00
+20.65000E-03,+1.73242188E+00
+20.70000E-03,+1.81054688E+00
+20.75000E-03,+1.86914063E+00
+20.80000E-03,+1.93750000E+00
+20.85000E-03,+1.99609375E+00
+20.90000E-03,+2.06445313E+00
+20.95000E-03,+2.12304688E+00
+21.00000E-03,+2.20117188E+00
+21.05000E-03,+2.26953125E+00
+21.10000E-03,+2.32812500E+00
+21.15000E-03,+2.40625000E+00
+21.20000E-03,+2.47460938E+00
+21.25000E-03,+2.54296875E+00
+21.30000E-03,+2.60156250E+00
+21.35000E-03,+2.66992188E+00
+21.40000E-03,+2.72851563E+00
+21.45000E-03,+2.78710938E+00
+21.50000E-03,+2.85546875E+00
+21.55000E-03,+2.91406250E+00
+21.60000E-03,+2.98242188E+00
+21.65000E-03,+3.05078125E+00
+21.70000E-03,+3.10937500E+00
+21.75000E-03,+3.17773438E+00
+21.80000E-03,+3.24609375E+00
+21.85000E-03,+3.30468750E+00
+21.90000E-03,+3.37304688E+00
+21.95000E-03,+3.44140625E+00
+22.00000E-03,+3.50976563E+00
+22.05000E-03,+3.57812500E+00
+22.10000E-03,+3.63671875E+00
+22.15000E-03,+3.70507813E+00
+22.20000E-03,+3.77343750E+00
+22.25000E-03,+3.84179688E+00
+22.30000E-03,+3.91015625E+00
+22.35000E-03,+3.97851563E+00
+22.40000E-03,+4.03710938E+00
+22.45000E-03,+4.10546875E+00
+22.50000E-03,+4.17382813E+00
+22.55000E-03,+4.23242188E+00
+22.60000E-03,+4.29101563E+00
+22.65000E-03,+4.35937500E+00
+22.70000E-03,+4.43750000E+00
+22.75000E-03,+4.50585938E+00
+22.80000E-03,+4.56445313E+00
+22.85000E-03,+4.63281250E+00
+22.90000E-03,+4.70117188E+00
+22.95000E-03,+4.76953125E+00
+23.00000E-03,+4.83789063E+00
+23.05000E-03,+4.90625000E+00
+23.10000E-03,+4.97460938E+00
+23.15000E-03,+5.04296875E+00
+23.20000E-03,+5.10156250E+00
+23.25000E-03,+5.16992188E+00
+23.30000E-03,+5.24804688E+00
+23.35000E-03,+5.30664063E+00
+23.40000E-03,+5.37500000E+00
+23.45000E-03,+5.44335938E+00
+23.50000E-03,+5.51171875E+00
+23.55000E-03,+5.58984375E+00
+23.60000E-03,+5.64843750E+00
+23.65000E-03,+5.71679688E+00
+23.70000E-03,+5.77539063E+00
+23.75000E-03,+5.84375000E+00
+23.80000E-03,+5.90234375E+00
+23.85000E-03,+5.97070313E+00
+23.90000E-03,+6.02929688E+00
+23.95000E-03,+6.08789063E+00
+24.00000E-03,+6.15625000E+00
+24.05000E-03,+6.22460938E+00
+24.10000E-03,+6.28320313E+00
+24.15000E-03,+6.35156250E+00
+24.20000E-03,+6.41992188E+00
+24.25000E-03,+6.47851563E+00
+24.30000E-03,+6.54687500E+00
+24.35000E-03,+6.60546875E+00
+24.40000E-03,+6.66406250E+00
+24.45000E-03,+6.73242188E+00
+24.50000E-03,+6.79101563E+00
+24.55000E-03,+6.85937500E+00
+24.60000E-03,+6.91796875E+00
+24.65000E-03,+6.98632813E+00
+24.70000E-03,+7.04492188E+00
+24.75000E-03,+7.10351563E+00
+24.80000E-03,+7.17187500E+00
+24.85000E-03,+7.23046875E+00
+24.90000E-03,+7.29882813E+00
+24.95000E-03,+7.35742188E+00
+25.00000E-03,+7.41601563E+00
+25.05000E-03,+7.47460938E+00
+25.10000E-03,+7.53320313E+00
+25.15000E-03,+7.59179688E+00
+25.20000E-03,+7.64062500E+00
+25.25000E-03,+7.69921875E+00
+25.30000E-03,+7.75781250E+00
+25.35000E-03,+7.81640625E+00
+25.40000E-03,+7.86523438E+00
+25.45000E-03,+7.92382813E+00
+25.50000E-03,+7.97265625E+00
+25.55000E-03,+8.02148438E+00
+25.60000E-03,+8.06054688E+00
+25.65000E-03,+8.10937500E+00
+25.70000E-03,+8.15820313E+00
+25.75000E-03,+8.19726563E+00
+25.80000E-03,+8.24609375E+00
+25.85000E-03,+8.29492188E+00
+25.90000E-03,+8.33398438E+00
+25.95000E-03,+8.38281250E+00
+26.00000E-03,+8.41210938E+00
+26.05000E-03,+8.45117188E+00
+26.10000E-03,+8.48046875E+00
+26.15000E-03,+8.50976563E+00
+26.20000E-03,+8.53906250E+00
+26.25000E-03,+8.56835938E+00
+26.30000E-03,+8.58789063E+00
+26.35000E-03,+8.61718750E+00
+26.40000E-03,+8.64648438E+00
+26.45000E-03,+8.66601563E+00
+26.50000E-03,+8.68554688E+00
+26.55000E-03,+8.70507813E+00
+26.60000E-03,+8.71484375E+00
+26.65000E-03,+8.72460938E+00
+26.70000E-03,+8.74414063E+00
+26.75000E-03,+8.75390625E+00
+26.80000E-03,+8.76367188E+00
+26.85000E-03,+8.77343750E+00
+26.90000E-03,+8.77343750E+00
+26.95000E-03,+8.78320312E+00
+27.00000E-03,+8.77343750E+00
+27.05000E-03,+8.77343750E+00
+27.10000E-03,+8.77343750E+00
+27.15000E-03,+8.76367187E+00
+27.20000E-03,+8.75390625E+00
+27.25000E-03,+8.73437500E+00
+27.30000E-03,+8.72460937E+00
+27.35000E-03,+8.70507812E+00
+27.40000E-03,+8.68554687E+00
+27.45000E-03,+8.66601562E+00
+27.50000E-03,+8.63671875E+00
+27.55000E-03,+8.60742187E+00
+27.60000E-03,+8.58789062E+00
+27.65000E-03,+8.55859375E+00
+27.70000E-03,+8.52929687E+00
+27.75000E-03,+8.48046875E+00
+27.80000E-03,+8.44140625E+00
+27.85000E-03,+8.40234375E+00
+27.90000E-03,+8.35351562E+00
+27.95000E-03,+8.30468750E+00
+28.00000E-03,+8.24609375E+00
+28.05000E-03,+8.19726562E+00
+28.10000E-03,+8.13867187E+00
+28.15000E-03,+8.08007812E+00
+28.20000E-03,+8.02148437E+00
+28.25000E-03,+7.96289062E+00
+28.30000E-03,+7.89453125E+00
+28.35000E-03,+7.82617187E+00
+28.40000E-03,+7.75781250E+00
+28.45000E-03,+7.68945312E+00
+28.50000E-03,+7.63085937E+00
