Freq.	V(outint)/V(Vin)
3.98107170553493e+004	(-3.80612356158852e+001dB,8.66373822229277e+001°)
4.07380277804108e+004	(-3.82619267035221e+001dB,8.65489147407122e+001°)
4.16869383470331e+004	(-3.84626505091000e+001dB,8.64586356270885e+001°)
4.26579518801588e+004	(-3.86634085499719e+001dB,8.63664983097009e+001°)
4.36515832240161e+004	(-3.88642024141833e+001dB,8.62724553225008e+001°)
4.46683592150958e+004	(-3.90650337642999e+001dB,8.61764582878068e+001°)
4.57088189614870e+004	(-3.92659043395710e+001dB,8.60784578964623e+001°)
4.67735141287193e+004	(-3.94668159605956e+001dB,8.59784038898677e+001°)
4.78630092322633e+004	(-3.96677705324789e+001dB,8.58762450422260e+001°)
4.89778819368441e+004	(-3.98687700488501e+001dB,8.57719291394312e+001°)
5.01187233627267e+004	(-4.00698165955280e+001dB,8.56654029619765e+001°)
5.12861383991359e+004	(-4.02709123540855e+001dB,8.55566122679337e+001°)
5.24807460249767e+004	(-4.04720596080912e+001dB,8.54455017697424e+001°)
5.37031796370247e+004	(-4.06732607466646e+001dB,8.53320151226772e+001°)
5.49540873857619e+004	(-4.08745182667048e+001dB,8.52160949007506e+001°)
5.62341325190343e+004	(-4.10758347823417e+001dB,8.50976825840551e+001°)
5.75439937337151e+004	(-4.12772130273545e+001dB,8.49767185343994e+001°)
5.88843655355583e+004	(-4.14786558581108e+001dB,8.48531419878603e+001°)
6.02559586074351e+004	(-4.16801662654786e+001dB,8.47268910291076e+001°)
6.16595001861475e+004	(-4.18817473742829e+001dB,8.45979025796447e+001°)
6.30957344480186e+004	(-4.20834024539807e+001dB,8.44661123805217e+001°)
6.45654229034648e+004	(-4.22851349196937e+001dB,8.43314549815809e+001°)
6.60693448007589e+004	(-4.24869483460682e+001dB,8.41938637160716e+001°)
6.76082975391974e+004	(-4.26888464648646e+001dB,8.40532706997259e+001°)
6.91830970918929e+004	(-4.28908331812377e+001dB,8.39096068095953e+001°)
7.07945784384130e+004	(-4.30929125731972e+001dB,8.37628016735607e+001°)
7.24435960074982e+004	(-4.32950889051370e+001dB,8.36127836611076e+001°)
7.41310241300909e+004	(-4.34973666306056e+001dB,8.34594798714480e+001°)
7.58577575029175e+004	(-4.36997504052463e+001dB,8.33028161243631e+001°)
7.76247116628683e+004	(-4.39022450907859e+001dB,8.31427169547701e+001°)
7.94328234724272e+004	(-4.41048557669984e+001dB,8.29791056073276e+001°)
8.12830516164090e+004	(-4.43075877397844e+001dB,8.28119040239504e+001°)
8.31763771102661e+004	(-4.45104465495274e+001dB,8.26410328542601e+001°)
8.51138038202367e+004	(-4.47134379826772e+001dB,8.24664114408242e+001°)
8.70963589956071e+004	(-4.49165680795116e+001dB,8.22879578304982e+001°)
8.91250938133735e+004	(-4.51198431478017e+001dB,8.21055887725741e+001°)
9.12010839355899e+004	(-4.53232697681936e+001dB,8.19192197259152e+001°)
9.33254300796980e+004	(-4.55268548116176e+001dB,8.17287648674395e+001°)
9.54992586021425e+004	(-4.57306054456715e+001dB,8.15341371003763e+001°)
9.77237220955799e+004	(-4.59345291495978e+001dB,8.13352480688602e+001°)
1.00000000000000e+005	(-4.61386337228718e+001dB,8.11320081765717e+001°)
