Freq.	V(out)
1.29121927361353e+003	(-2.58269312753926e+001dB,1.25385966425808e+002°)
1.29419584144998e+003	(-2.57938089165690e+001dB,1.25390628473034e+002°)
1.29717927098395e+003	(-2.57606759905933e+001dB,1.25395113482273e+002°)
1.30016957803328e+003	(-2.57275325673846e+001dB,1.25399421087843e+002°)
1.30316677845229e+003	(-2.56943787170410e+001dB,1.25403550925236e+002°)
1.30617088813183e+003	(-2.56612145098393e+001dB,1.25407502631118e+002°)
1.30918192299940e+003	(-2.56280400162339e+001dB,1.25411275843330e+002°)
1.31219989901920e+003	(-2.55948553068562e+001dB,1.25414870200894e+002°)
1.31522483219223e+003	(-2.55616604525141e+001dB,1.25418285344010e+002°)
1.31825673855640e+003	(-2.55284555241910e+001dB,1.25421520914061e+002°)
1.32129563418657e+003	(-2.54952405930452e+001dB,1.25424576553615e+002°)
1.32434153519466e+003	(-2.54620157304092e+001dB,1.25427451906424e+002°)
1.32739445772973e+003	(-2.54287810077889e+001dB,1.25430146617430e+002°)
1.33045441797808e+003	(-2.53955364968631e+001dB,1.25432660332763e+002°)
1.33352143216332e+003	(-2.53622822694826e+001dB,1.25434992699745e+002°)
1.33659551654643e+003	(-2.53290183976695e+001dB,1.25437143366890e+002°)
1.33967668742593e+003	(-2.52957449536167e+001dB,1.25439111983909e+002°)
1.34276496113786e+003	(-2.52624620096871e+001dB,1.25440898201706e+002°)
1.34586035405594e+003	(-2.52291696384128e+001dB,1.25442501672387e+002°)
1.34896288259165e+003	(-2.51958679124946e+001dB,1.25443922049254e+002°)
1.35207256319427e+003	(-2.51625569048012e+001dB,1.25445158986813e+002°)
1.35518941235103e+003	(-2.51292366883686e+001dB,1.25446212140772e+002°)
1.35831344658715e+003	(-2.50959073363992e+001dB,1.25447081168043e+002°)
1.36144468246594e+003	(-2.50625689222616e+001dB,1.25447765726744e+002°)
1.36458313658892e+003	(-2.50292215194894e+001dB,1.25448265476202e+002°)
1.36772882559584e+003	(-2.49958652017809e+001dB,1.25448580076952e+002°)
1.37088176616484e+003	(-2.49625000429982e+001dB,1.25448709190738e+002°)
1.37404197501251e+003	(-2.49291261171669e+001dB,1.25448652480519e+002°)
1.37720946889394e+003	(-2.48957434984750e+001dB,1.25448409610465e+002°)
1.38038426460288e+003	(-2.48623522612724e+001dB,1.25447980245962e+002°)
1.38356637897177e+003	(-2.48289524800705e+001dB,1.25447364053612e+002°)
1.38675582887188e+003	(-2.47955442295411e+001dB,1.25446560701234e+002°)
1.38995263121334e+003	(-2.47621275845164e+001dB,1.25445569857866e+002°)
1.39315680294529e+003	(-2.47287026199875e+001dB,1.25444391193767e+002°)
1.39636836105593e+003	(-2.46952694111047e+001dB,1.25443024380417e+002°)
1.39958732257261e+003	(-2.46618280331761e+001dB,1.25441469090518e+002°)
1.40281370456195e+003	(-2.46283785616675e+001dB,1.25439724997999e+002°)
1.40604752412990e+003	(-2.45949210722013e+001dB,1.25437791778010e+002°)
1.40928879842186e+003	(-2.45614556405565e+001dB,1.25435669106933e+002°)
1.41253754462274e+003	(-2.45279823426674e+001dB,1.25433356662372e+002°)
1.41579377995707e+003	(-2.44945012546235e+001dB,1.25430854123164e+002°)
1.41905752168908e+003	(-2.44610124526687e+001dB,1.25428161169376e+002°)
1.42232878712281e+003	(-2.44275160132008e+001dB,1.25425277482305e+002°)
1.42560759360218e+003	(-2.43940120127704e+001dB,1.25422202744482e+002°)
1.42889395851109e+003	(-2.43605005280813e+001dB,1.25418936639670e+002°)
1.43218789927353e+003	(-2.43269816359888e+001dB,1.25415478852868e+002°)
1.43548943335364e+003	(-2.42934554134999e+001dB,1.25411829070311e+002°)
1.43879857825583e+003	(-2.42599219377724e+001dB,1.25407986979472e+002°)
1.44211535152486e+003	(-2.42263812861143e+001dB,1.25403952269060e+002°)
1.44543977074592e+003	(-2.41928335359834e+001dB,1.25399724629024e+002°)
1.44877185354475e+003	(-2.41592787649864e+001dB,1.25395303750556e+002°)
1.45211161758773e+003	(-2.41257170508787e+001dB,1.25390689326085e+002°)
1.45545908058195e+003	(-2.40921484715636e+001dB,1.25385881049286e+002°)
1.45881426027534e+003	(-2.40585731050918e+001dB,1.25380878615076e+002°)
1.46217717445671e+003	(-2.40249910296610e+001dB,1.25375681719616e+002°)
1.46554784095590e+003	(-2.39914023236148e+001dB,1.25370290060313e+002°)
1.46892627764385e+003	(-2.39578070654430e+001dB,1.25364703335822e+002°)
1.47231250243271e+003	(-2.39242053337804e+001dB,1.25358921246043e+002°)
1.47570653327588e+003	(-2.38905972074062e+001dB,1.25352943492126e+002°)
1.47910838816819e+003	(-2.38569827652441e+001dB,1.25346769776471e+002°)
1.48251808514594e+003	(-2.38233620863611e+001dB,1.25340399802726e+002°)
1.48593564228699e+003	(-2.37897352499674e+001dB,1.25333833275793e+002°)
1.48936107771090e+003	(-2.37561023354156e+001dB,1.25327069901825e+002°)
1.49279440957898e+003	(-2.37224634222004e+001dB,1.25320109388229e+002°)
1.49623565609442e+003	(-2.36888185899578e+001dB,1.25312951443665e+002°)
1.49968483550236e+003	(-2.36551679184648e+001dB,1.25305595778050e+002°)
1.50314196609001e+003	(-2.36215114876390e+001dB,1.25298042102554e+002°)
1.50660706618673e+003	(-2.35878493775376e+001dB,1.25290290129608e+002°)
1.51008015416413e+003	(-2.35541816683576e+001dB,1.25282339572899e+002°)
1.51356124843619e+003	(-2.35205084404345e+001dB,1.25274190147371e+002°)
1.51705036745932e+003	(-2.34868297742426e+001dB,1.25265841569230e+002°)
1.52054752973248e+003	(-2.34531457503938e+001dB,1.25257293555943e+002°)
1.52405275379728e+003	(-2.34194564496378e+001dB,1.25248545826236e+002°)
1.52756605823806e+003	(-2.33857619528609e+001dB,1.25239598100100e+002°)
1.53108746168201e+003	(-2.33520623410860e+001dB,1.25230450098788e+002°)
1.53461698279928e+003	(-2.33183576954719e+001dB,1.25221101544817e+002°)
1.53815464030302e+003	(-2.32846480973132e+001dB,1.25211552161969e+002°)
1.54170045294954e+003	(-2.32509336280393e+001dB,1.25201801675294e+002°)
1.54525443953840e+003	(-2.32172143692141e+001dB,1.25191849811105e+002°)
1.54881661891247e+003	(-2.31834904025357e+001dB,1.25181696296987e+002°)
1.55238700995807e+003	(-2.31497618098360e+001dB,1.25171340861790e+002°)
1.55596563160506e+003	(-2.31160286730798e+001dB,1.25160783235635e+002°)
1.55955250282694e+003	(-2.30822910743650e+001dB,1.25150023149914e+002°)
1.56314764264094e+003	(-2.30485490959215e+001dB,1.25139060337289e+002°)
1.56675107010813e+003	(-2.30148028201111e+001dB,1.25127894531695e+002°)
1.57036280433354e+003	(-2.29810523294271e+001dB,1.25116525468338e+002°)
1.57398286446620e+003	(-2.29472977064937e+001dB,1.25104952883702e+002°)
1.57761126969933e+003	(-2.29135390340657e+001dB,1.25093176515541e+002°)
1.58124803927037e+003	(-2.28797763950279e+001dB,1.25081196102887e+002°)
1.58489319246110e+003	(-2.28460098723948e+001dB,1.25069011386050e+002°)
1.58854674859776e+003	(-2.28122395493103e+001dB,1.25056622106614e+002°)
1.59220872705115e+003	(-2.27784655090470e+001dB,1.25044028007444e+002°)
1.59587914723672e+003	(-2.27446878350059e+001dB,1.25031228832684e+002°)
1.59955802861465e+003	(-2.27109066107161e+001dB,1.25018224327756e+002°)
1.60324539069002e+003	(-2.26771219198342e+001dB,1.25005014239366e+002°)
1.60694125301286e+003	(-2.26433338461442e+001dB,1.24991598315499e+002°)
1.61064563517825e+003	(-2.26095424735567e+001dB,1.24977976305426e+002°)
1.61435855682647e+003	(-2.25757478861087e+001dB,1.24964147959699e+002°)
1.61808003764305e+003	(-2.25419501679632e+001dB,1.24950113030157e+002°)
1.62181009735891e+003	(-2.25081494034090e+001dB,1.24935871269923e+002°)
1.62554875575047e+003	(-2.24743456768599e+001dB,1.24921422433408e+002°)
1.62929603263970e+003	(-2.24405390728546e+001dB,1.24906766276309e+002°)
1.63305194789432e+003	(-2.24067296760564e+001dB,1.24891902555613e+002°)
1.63681652142779e+003	(-2.23729175712524e+001dB,1.24876831029596e+002°)
1.64058977319952e+003	(-2.23391028433537e+001dB,1.24861551457826e+002°)
1.64437172321491e+003	(-2.23052855773946e+001dB,1.24846063601158e+002°)
1.64816239152549e+003	(-2.22714658585323e+001dB,1.24830367221746e+002°)
1.65196179822900e+003	(-2.22376437720467e+001dB,1.24814462083031e+002°)
1.65576996346951e+003	(-2.22038194033400e+001dB,1.24798347949754e+002°)
1.65958690743754e+003	(-2.21699928379361e+001dB,1.24782024587948e+002°)
1.66341265037015e+003	(-2.21361641614805e+001dB,1.24765491764943e+002°)
1.66724721255104e+003	(-2.21023334597401e+001dB,1.24748749249369e+002°)
1.67109061431069e+003	(-2.20685008186023e+001dB,1.24731796811152e+002°)
1.67494287602642e+003	(-2.20346663240753e+001dB,1.24714634221519e+002°)
1.67880401812254e+003	(-2.20008300622871e+001dB,1.24697261252998e+002°)
1.68267406107045e+003	(-2.19669921194857e+001dB,1.24679677679418e+002°)
1.68655302538872e+003	(-2.19331525820386e+001dB,1.24661883275912e+002°)
1.69044093164324e+003	(-2.18993115364324e+001dB,1.24643877818917e+002°)
1.69433780044731e+003	(-2.18654690692724e+001dB,1.24625661086174e+002°)
1.69824365246172e+003	(-2.18316252672826e+001dB,1.24607232856733e+002°)
1.70215850839493e+003	(-2.17977802173049e+001dB,1.24588592910949e+002°)
1.70608238900310e+003	(-2.17639340062992e+001dB,1.24569741030487e+002°)
1.71001531509027e+003	(-2.17300867213428e+001dB,1.24550676998321e+002°)
1.71395730750840e+003	(-2.16962384496303e+001dB,1.24531400598739e+002°)
1.71790838715757e+003	(-2.16623892784732e+001dB,1.24511911617338e+002°)
1.72186857498598e+003	(-2.16285392952994e+001dB,1.24492209841030e+002°)
1.72583789199018e+003	(-2.15946885876533e+001dB,1.24472295058042e+002°)
1.72981635921508e+003	(-2.15608372431949e+001dB,1.24452167057917e+002°)
1.73380399775412e+003	(-2.15269853497003e+001dB,1.24431825631515e+002°)
1.73780082874935e+003	(-2.14931329950607e+001dB,1.24411270571014e+002°)
1.74180687339159e+003	(-2.14592802672822e+001dB,1.24390501669915e+002°)
1.74582215292048e+003	(-2.14254272544861e+001dB,1.24369518723037e+002°)
1.74984668862463e+003	(-2.13915740449078e+001dB,1.24348321526524e+002°)
1.75388050184174e+003	(-2.13577207268970e+001dB,1.24326909877842e+002°)
1.75792361395867e+003	(-2.13238673889173e+001dB,1.24305283575783e+002°)
1.76197604641161e+003	(-2.12900141195459e+001dB,1.24283442420467e+002°)
1.76603782068614e+003	(-2.12561610074733e+001dB,1.24261386213342e+002°)
1.77010895831740e+003	(-2.12223081415030e+001dB,1.24239114757185e+002°)
1.77418948089014e+003	(-2.11884556105513e+001dB,1.24216627856104e+002°)
1.77827941003890e+003	(-2.11546035036470e+001dB,1.24193925315539e+002°)
1.78237876744807e+003	(-2.11207519099312e+001dB,1.24171006942267e+002°)
1.78648757485203e+003	(-2.10869009186567e+001dB,1.24147872544398e+002°)
1.79060585403527e+003	(-2.10530506191881e+001dB,1.24124521931379e+002°)
1.79473362683250e+003	(-2.10192011010013e+001dB,1.24100954913997e+002°)
1.79887091512876e+003	(-2.09853524536836e+001dB,1.24077171304380e+002°)
1.80301774085954e+003	(-2.09515047669328e+001dB,1.24053170915995e+002°)
1.80717412601090e+003	(-2.09176581305574e+001dB,1.24028953563655e+002°)
1.81134009261958e+003	(-2.08838126344765e+001dB,1.24004519063519e+002°)
1.81551566277311e+003	(-2.08499683687189e+001dB,1.23979867233089e+002°)
1.81970085860996e+003	(-2.08161254234235e+001dB,1.23954997891218e+002°)
1.82389570231961e+003	(-2.07822838888385e+001dB,1.23929910858110e+002°)
1.82810021614272e+003	(-2.07484438553216e+001dB,1.23904605955320e+002°)
1.83231442237119e+003	(-2.07146054133395e+001dB,1.23879083005756e+002°)
1.83653834334832e+003	(-2.06807686534677e+001dB,1.23853341833682e+002°)
1.84077200146893e+003	(-2.06469336663903e+001dB,1.23827382264720e+002°)
1.84501541917945e+003	(-2.06131005428995e+001dB,1.23801204125849e+002°)
1.84926861897805e+003	(-2.05792693738958e+001dB,1.23774807245412e+002°)
1.85353162341478e+003	(-2.05454402503873e+001dB,1.23748191453112e+002°)
1.85780445509167e+003	(-2.05116132634899e+001dB,1.23721356580018e+002°)
1.86208713666284e+003	(-2.04777885044265e+001dB,1.23694302458565e+002°)
1.86637969083464e+003	(-2.04439660645273e+001dB,1.23667028922558e+002°)
1.87068214036577e+003	(-2.04101460352293e+001dB,1.23639535807171e+002°)
1.87499450806739e+003	(-2.03763285080761e+001dB,1.23611822948950e+002°)
1.87931681680324e+003	(-2.03425135747174e+001dB,1.23583890185817e+002°)
1.88364908948977e+003	(-2.03087013269094e+001dB,1.23555737357071e+002°)
1.88799134909627e+003	(-2.02748918565139e+001dB,1.23527364303386e+002°)
1.89234361864495e+003	(-2.02410852554985e+001dB,1.23498770866822e+002°)
1.89670592121112e+003	(-2.02072816159360e+001dB,1.23469956890818e+002°)
1.90107827992327e+003	(-2.01734810300044e+001dB,1.23440922220198e+002°)
1.90546071796322e+003	(-2.01396835899869e+001dB,1.23411666701175e+002°)
1.90985325856621e+003	(-2.01058893882711e+001dB,1.23382190181351e+002°)
1.91425592502106e+003	(-2.00720985173491e+001dB,1.23352492509718e+002°)
1.91866874067026e+003	(-2.00383110698173e+001dB,1.23322573536663e+002°)
1.92309172891013e+003	(-2.00045271383761e+001dB,1.23292433113969e+002°)
1.92752491319091e+003	(-1.99707468158295e+001dB,1.23262071094817e+002°)
1.93196831701689e+003	(-1.99369701950852e+001dB,1.23231487333788e+002°)
1.93642196394658e+003	(-1.99031973691541e+001dB,1.23200681686869e+002°)
1.94088587759275e+003	(-1.98694284311503e+001dB,1.23169654011448e+002°)
1.94536008162263e+003	(-1.98356634742904e+001dB,1.23138404166325e+002°)
1.94984459975802e+003	(-1.98019025918940e+001dB,1.23106932011707e+002°)
1.95433945577536e+003	(-1.97681458773828e+001dB,1.23075237409216e+002°)
1.95884467350596e+003	(-1.97343934242806e+001dB,1.23043320221888e+002°)
1.96336027683602e+003	(-1.97006453262134e+001dB,1.23011180314177e+002°)
1.96788628970681e+003	(-1.96669016769086e+001dB,1.22978817551957e+002°)
1.97242273611482e+003	(-1.96331625701950e+001dB,1.22946231802526e+002°)
1.97696964011183e+003	(-1.95994281000029e+001dB,1.22913422934606e+002°)
1.98152702580507e+003	(-1.95656983603632e+001dB,1.22880390818348e+002°)
1.98609491735734e+003	(-1.95319734454078e+001dB,1.22847135325335e+002°)
1.99067333898715e+003	(-1.94982534493690e+001dB,1.22813656328580e+002°)
1.99526231496885e+003	(-1.94645384665795e+001dB,1.22779953702535e+002°)
1.99986186963271e+003	(-1.94308285914717e+001dB,1.22746027323090e+002°)
2.00447202736513e+003	(-1.93971239185782e+001dB,1.22711877067578e+002°)
2.00909281260870e+003	(-1.93634245425310e+001dB,1.22677502814774e+002°)
2.01372424986236e+003	(-1.93297305580612e+001dB,1.22642904444903e+002°)
2.01836636368153e+003	(-1.92960420599994e+001dB,1.22608081839639e+002°)
2.02301917867824e+003	(-1.92623591432748e+001dB,1.22573034882108e+002°)
2.02768271952125e+003	(-1.92286819029152e+001dB,1.22537763456893e+002°)
2.03235701093619e+003	(-1.91950104340469e+001dB,1.22502267450038e+002°)
2.03704207770568e+003	(-1.91613448318942e+001dB,1.22466546749046e+002°)
2.04173794466950e+003	(-1.91276851917793e+001dB,1.22430601242887e+002°)
2.04644463672464e+003	(-1.90940316091221e+001dB,1.22394430821997e+002°)
2.05116217882553e+003	(-1.90603841794399e+001dB,1.22358035378285e+002°)
2.05589059598411e+003	(-1.90267429983471e+001dB,1.22321414805134e+002°)
2.06062991326997e+003	(-1.89931081615550e+001dB,1.22284568997404e+002°)
2.06538015581049e+003	(-1.89594797648715e+001dB,1.22247497851434e+002°)
2.07014134879101e+003	(-1.89258579042011e+001dB,1.22210201265050e+002°)
2.07491351745487e+003	(-1.88922426755443e+001dB,1.22172679137562e+002°)
2.07969668710366e+003	(-1.88586341749974e+001dB,1.22134931369772e+002°)
2.08449088309725e+003	(-1.88250324987526e+001dB,1.22096957863975e+002°)
2.08929613085400e+003	(-1.87914377430972e+001dB,1.22058758523962e+002°)
2.09411245585086e+003	(-1.87578500044137e+001dB,1.22020333255025e+002°)
2.09893988362349e+003	(-1.87242693791796e+001dB,1.21981681963959e+002°)
2.10377843976644e+003	(-1.86906959639670e+001dB,1.21942804559066e+002°)
2.10862814993325e+003	(-1.86571298554420e+001dB,1.21903700950160e+002°)
2.11348903983661e+003	(-1.86235711503651e+001dB,1.21864371048566e+002°)
2.11836113524846e+003	(-1.85900199455905e+001dB,1.21824814767128e+002°)
2.12324446200018e+003	(-1.85564763380659e+001dB,1.21785032020210e+002°)
2.12813904598267e+003	(-1.85229404248322e+001dB,1.21745022723702e+002°)
2.13304491314654e+003	(-1.84894123030234e+001dB,1.21704786795021e+002°)
2.13796208950219e+003	(-1.84558920698660e+001dB,1.21664324153114e+002°)
2.14289060112002e+003	(-1.84223798226791e+001dB,1.21623634718466e+002°)
2.14783047413050e+003	(-1.83888756588738e+001dB,1.21582718413100e+002°)
2.15278173472433e+003	(-1.83553796759530e+001dB,1.21541575160580e+002°)
2.15774440915263e+003	(-1.83218919715114e+001dB,1.21500204886019e+002°)
2.16271852372698e+003	(-1.82884126432347e+001dB,1.21458607516078e+002°)
2.16770410481966e+003	(-1.82549417888997e+001dB,1.21416782978973e+002°)
2.17270117886370e+003	(-1.82214795063736e+001dB,1.21374731204478e+002°)
2.17770977235312e+003	(-1.81880258936144e+001dB,1.21332452123927e+002°)
2.18272991184296e+003	(-1.81545810486699e+001dB,1.21289945670222e+002°)
2.18776162394951e+003	(-1.81211450696775e+001dB,1.21247211777832e+002°)
2.19280493535041e+003	(-1.80877180548643e+001dB,1.21204250382801e+002°)
2.19785987278478e+003	(-1.80543001025465e+001dB,1.21161061422750e+002°)
2.20292646305342e+003	(-1.80208913111290e+001dB,1.21117644836880e+002°)
2.20800473301886e+003	(-1.79874917791053e+001dB,1.21074000565980e+002°)
2.21309470960560e+003	(-1.79541016050569e+001dB,1.21030128552425e+002°)
2.21819641980018e+003	(-1.79207208876532e+001dB,1.20986028740188e+002°)
2.22330989065136e+003	(-1.78873497256513e+001dB,1.20941701074835e+002°)
2.22843514927026e+003	(-1.78539882178952e+001dB,1.20897145503537e+002°)
2.23357222283049e+003	(-1.78206364633158e+001dB,1.20852361975069e+002°)
2.23872113856830e+003	(-1.77872945609307e+001dB,1.20807350439818e+002°)
2.24388192378272e+003	(-1.77539626098434e+001dB,1.20762110849785e+002°)
2.24905460583574e+003	(-1.77206407092432e+001dB,1.20716643158588e+002°)
2.25423921215239e+003	(-1.76873289584050e+001dB,1.20670947321470e+002°)
2.25943577022093e+003	(-1.76540274566888e+001dB,1.20625023295301e+002°)
2.26464430759302e+003	(-1.76207363035390e+001dB,1.20578871038582e+002°)
2.26986485188378e+003	(-1.75874555984847e+001dB,1.20532490511450e+002°)
2.27509743077203e+003	(-1.75541854411389e+001dB,1.20485881675682e+002°)
