Freq.	V(out)
1.68267406107045e+000	(-4.31130853592688e-006dB,-5.69416865920893e-002°)
1.68655302538872e+000	(-4.33120863211534e-006dB,-5.70729507194263e-002°)
1.69044093164324e+000	(-4.35120058444390e-006dB,-5.72045174417114e-002°)
1.69433780044731e+000	(-4.37128481336019e-006dB,-5.73363874564970e-002°)
1.69824365246172e+000	(-4.39146174991944e-006dB,-5.74685614629439e-002°)
1.70215850839493e+000	(-4.41173181553362e-006dB,-5.76010401618244e-002°)
1.70608238900310e+000	(-4.43209544511528e-006dB,-5.77338242555263e-002°)
1.71001531509027e+000	(-4.45255306875537e-006dB,-5.78669144480564e-002°)
1.71395730750840e+000	(-4.47310512136644e-006dB,-5.80003114450446e-002°)
1.71790838715757e+000	(-4.49375203786109e-006dB,-5.81340159537475e-002°)
1.72186857498599e+000	(-4.51449425411624e-006dB,-5.82680286830518e-002°)
1.72583789199018e+000	(-4.53533221468775e-006dB,-5.84023503434786e-002°)
1.72981635921508e+000	(-4.55626635738122e-006dB,-5.85369816471868e-002°)
1.73380399775412e+000	(-4.57729712964552e-006dB,-5.86719233079771e-002°)
1.73780082874935e+000	(-4.59842497314358e-006dB,-5.88071760412954e-002°)
1.74180687339159e+000	(-4.61965033918158e-006dB,-5.89427405642373e-002°)
1.74582215292048e+000	(-4.64097367810142e-006dB,-5.90786175955511e-002°)
1.74984668862464e+000	(-4.66239544120932e-006dB,-5.92148078556420e-002°)
1.75388050184174e+000	(-4.68391608077582e-006dB,-5.93513120665762e-002°)
1.75792361395867e+000	(-4.70553605775044e-006dB,-5.94881309520842e-002°)
1.76197604641161e+000	(-4.72725582536807e-006dB,-5.96252652375648e-002°)
1.76603782068614e+000	(-4.74907584747124e-006dB,-5.97627156500892e-002°)
1.77010895831740e+000	(-4.77099658693814e-006dB,-5.99004829184045e-002°)
1.77418948089014e+000	(-4.79301850857562e-006dB,-6.00385677729379e-002°)
1.77827941003890e+000	(-4.81514207719054e-006dB,-6.01769709458003e-002°)
1.78237876744807e+000	(-4.83736776434009e-006dB,-6.03156931707902e-002°)
1.78648757485203e+000	(-4.85969603965278e-006dB,-6.04547351833978e-002°)
1.79060585403527e+000	(-4.88212737950744e-006dB,-6.05940977208089e-002°)
1.79473362683250e+000	(-4.90466225642559e-006dB,-6.07337815219082e-002°)
1.79887091512876e+000	(-4.92730115064340e-006dB,-6.08737873272844e-002°)
1.80301774085955e+000	(-4.95004453950403e-006dB,-6.10141158792327e-002°)
1.80717412601090e+000	(-4.97289290710099e-006dB,-6.11547679217600e-002°)
1.81134009261958e+000	(-4.99584674042074e-006dB,-6.12957442005881e-002°)
1.81551566277311e+000	(-5.01890652259247e-006dB,-6.14370454631579e-002°)
1.81970085860996e+000	(-5.04207274349565e-006dB,-6.15786724586331e-002°)
1.82389570231961e+000	(-5.06534589493843e-006dB,-6.17206259379049e-002°)
1.82810021614272e+000	(-5.08872647065762e-006dB,-6.18629066535949e-002°)
1.83231442237119e+000	(-5.11221496631871e-006dB,-6.20055153600600e-002°)
1.83653834334832e+000	(-5.13581187855149e-006dB,-6.21484528133961e-002°)
1.84077200146893e+000	(-5.15951771073611e-006dB,-6.22917197714418e-002°)
1.84501541917945e+000	(-5.18333296335969e-006dB,-6.24353169937830e-002°)
1.84926861897805e+000	(-5.20725814269537e-006dB,-6.25792452417564e-002°)
1.85353162341479e+000	(-5.23129375598059e-006dB,-6.27235052784539e-002°)
1.85780445509167e+000	(-5.25544031141718e-006dB,-6.28680978687264e-002°)
1.86208713666284e+000	(-5.27969832395722e-006dB,-6.30130237791880e-002°)
1.86637969083464e+000	(-5.30406830662418e-006dB,-6.31582837782200e-002°)
1.87068214036577e+000	(-5.32855077340586e-006dB,-6.33038786359749e-002°)
1.87499450806739e+000	(-5.35314624889767e-006dB,-6.34498091243809e-002°)
